pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22
0.054062261149221226	-0.24537933940964418	-0.2670344647742037	-0.01839461929398733	-0.029380826116789664	0.16592755837698836	-0.057096862800248525	-0.053698800925167836	0.006020913213081891	0.02831054141828387	0.15468583809581585	0.040746116024713674	-0.04435057104884601	-0.10852617750902205	0.049192630418236516	-0.057748465611457536	0.054023338179932275	-0.007918063974070189	-0.06070864780347585	-0.17108081173352332	0.10327476828371997	-0.041666680191810156	-0.07547141965243274
0.06746370468392648	-0.25734307349553665	-0.2013309703094045	-0.020532552676816206	-0.010134021083995751	0.13941984095707916	-0.05097377339864387	-0.15295028305571717	0.04977340692218717	0.14243550474629196	0.04948449316125522	-0.04568433673012407	-0.030613348047552322	-0.08881601663590857	0.005465372541422046	-0.09545818089464383	0.05286244554454896	0.07642249567908099	-0.053413152961811504	-0.11129306334843661	0.10371510167009865	-0.0492955461793952	-0.08019117715602182
0.16914459846132657	-0.2763588654162053	-0.11455611461226653	-0.025513419082550413	0.004494467230817457	-0.05110855672245895	-0.1981012571988785	0.05505400288409534	0.1380605752313195	0.239826398544796	-0.1153214057946235	-0.059083610344232235	-0.22691373886864916	0.042930441628040744	-0.10917309947252195	-0.19796121230679126	-0.4111992792822027	0.08149067611912945	-0.032922943492260895	0.08968130919339726	0.026852480356508515	0.0820971060388541	0.016634754175253223
0.18797356378612254	0.05857171206634104	-0.032932366696614396	-0.05024659704141808	-0.11738951089257892	0.049146199636501686	-0.14121491048035148	0.20687376778874278	-0.08545949415452778	0.16441505052930377	-0.0012835231589594098	0.015437013178823747	0.17642766337207536	0.10234863659309139	-0.12679628760184938	-0.12864545991944062	0.08576542157602403	0.091933895261689	0.0016851892703618546	0.018289213962118897	0.01981754874659024	0.19721407766822477	-0.07316269192190616
0.18432507480103416	-0.0391630745996962	0.04805626179231459	-0.14453557548444343	0.010506127674710986	0.01654333026946337	-0.0832672540913461	0.20312478032199854	-0.0654320060949261	0.08478237175742087	-0.12124698283308916	0.01179786249165294	0.17859053468391467	0.10997027385595676	-0.002464322500362305	0.0300733558578406	0.004404250433533652	0.24339873036982704	-0.05501600667530306	-0.06512340342579906	-0.045298347605695746	0.14567326313923992	0.10838388438442552
0.17481565637489346	-0.11510371028971894	-0.030069858046080145	-0.011288236338798198	-0.1154544212326445	0.04516858979232241	-0.18882895928929136	0.08192173433096402	0.04592163743601195	-0.061406231450837505	0.020061621675366154	0.1696170022971841	0.09717602137849131	0.06590174167671889	-0.03605877213535674	0.14974175521220187	-0.0035404098405245853	0.11924279889418106	0.048212569117987526	0.06214723441560775	-0.18703872642984964	0.17796137706842677	0.17994161427752683
0.15166764351743517	-0.01460796829983061	-0.06112205347498956	0.013470037680171965	-0.08595265217404206	0.05370873142584753	-0.2019456180567929	-0.011137368557248457	-0.11532872494350303	-0.10185059800672855	0.06012217469248193	0.099582121724903	0.09094236958328535	0.028414766727499735	-0.17971931767897809	0.016652656383019604	-0.05022524044080892	-0.04000386958729697	0.005547254336237789	0.030801813815037493	-0.15141403716149981	0.029368631693967674	0.07376348848835843
0.1405169969349595	-0.029825241051832	-0.023593116652423876	-0.10183709266715452	0.009886471936253458	0.05270830040816901	-0.15479550850261284	-0.038825089437487	-0.18090572249797543	-0.04486793914055759	0.030945369280136248	0.04842049464061132	0.11391400035120641	0.009239189572309958	-0.09985519547806718	0.07973943104077706	-0.04223938111477913	-0.11237684618798185	-0.0750378714476096	0.06009588455519729	0.0014204408367179816	-0.07778639195219861	-0.06233128795451397
0.14926014280260141	0.032033462821897875	0.0887216014432697	0.0447115724335545	0.013844940228876161	0.08566947471841996	-0.1952107667310076	-0.06556344568234235	-0.17032336985673888	0.08669591958316818	0.002048918774717079	-0.055524987223562666	0.09215584656208307	0.027723950504265044	-0.045314608305563164	0.0018807084266776047	-0.1160757851963275	-0.08681974437096518	-0.027756075343622337	0.050513315413947255	0.024920666799454705	-0.07488469156471345	-0.0390008320116696
0.16741250235699964	-0.06658634561482031	0.21962378302756336	-0.023905731745202663	0.039567742893986096	-0.030639703152900988	-0.1375583823555459	0.07015971043872249	-0.024383923952300754	0.04021700479577968	-0.033372313971307764	-0.001020485555183331	0.0910139039655159	0.025123359163723158	0.012948187559697039	0.055466316087223244	0.006106649324566976	-0.001462804804630305	-0.13064797199116376	0.0069648403337450315	0.08389042429593857	-0.06448259585736918	-0.12421575067885608
0.13946581035297403	0.00885133530968946	0.1493004612094742	0.08059483616729562	0.016694664301736273	0.030117046629553668	-0.15145048004804101	0.10208322146093765	0.029040002727715446	-0.03733736250081261	0.009824791784092957	-0.026147288527810203	0.012607126119775887	-0.02411369587885835	0.047696985312387884	-0.008820184952525623	-0.11536744287959302	-0.04167669713030636	-0.09973926799046291	-0.016965285222179105	0.03398398900951907	-0.08611732193945373	-0.01099824222362808
0.15452522993797385	-0.028963917305569513	0.08472655027700017	-0.05938478011031849	-0.017881760325802132	-0.025788181548629635	-0.10478593713880198	0.11489901225139074	0.006505135263501816	-0.15890871769587628	0.04756832860945592	0.0008165756017400484	-0.028450826082652675	-0.02683348281882897	0.08808975694285076	0.025430513614674466	0.013771503599633916	-0.04967152984437809	-0.15191012054794417	-0.07579716612198287	0.09542563709854354	-0.07573863112542581	-0.0561136816891901
