pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21
0.19093518014208344	0.008382325148003135	-0.1070240365545659	0.10207811092102384	0.007305663889683673	0.1250413740901494	0.029242900531113985	-0.0052287585466584225	0.13960898692705842	0.15566508222649167	0.07478169434498991	-0.11737051079976182	-0.03799034319202935	0.06692304843612397	0.1998796648180113	0.062388777341223986	-0.1146945199706597	0.0018485181641756869	-0.07298025327368712	0.11404858598843409	-0.05366980677669007	-0.08478898502347398
0.18773675447064953	0.012789805450830027	-0.08566757524461888	0.06050019484415265	0.11734269506986696	-0.04906929471526143	-0.03477154675486621	-0.026000247253327297	0.09797050921429967	0.08472163928547376	0.07025497472846069	-0.11109511135851967	-0.004652965097674314	0.013014633792000307	0.24081631584876562	0.11164497937749716	-0.04278159950472715	0.007269306412464237	-0.06968916317227924	0.04798610799016694	-0.0541448167928274	0.030905908004538993
0.18030732460610607	0.009140966042770718	-0.07095036920574316	-0.017498799800650666	0.08343008232754309	-0.06712978130674474	-0.08130378578646097	-0.0870372685569625	0.16108667744899474	0.06529490119534262	0.056778862585919285	-0.11986520945504589	-0.014728936411184668	0.02826365530357494	0.15240881967169628	0.04156445144971964	-0.06107398560807149	0.028367643806457024	0.02160148868120417	0.039013746772302224	0.0003422794737431671	-0.008568874613656796
0.17234059367878424	-0.013044650853787976	-0.05520959751949117	-0.0444403235365438	0.0362206081986455	-0.004330905250906625	-0.09373594015589562	-0.11809307856113989	0.11823468286654104	0.06796142790225057	0.059845895948360525	-0.08828702164529417	0.02395807057620261	0.00826004273020145	0.13399921507024398	0.058149586216335133	0.041648800382017015	-0.0038398167706152854	0.013022848784094515	0.026201868355665944	0.005908864114662224	-0.04482646206842377
0.15713396414970157	-0.02195556041329616	-0.029127167403865284	0.03676064638965887	0.017828345732730094	0.10520631451578401	-0.08358795551074816	-0.13455568065000842	0.07136582509282269	0.08233711732255775	0.026781973883111793	-0.0989909000857839	0.0816673022248634	0.012215309296844272	0.07588278539368544	0.07173592484700618	-0.01672883220355577	-0.015376627543343456	-0.011214633025855195	-0.042715878540131036	0.019912806779257747	-0.10348883912446871
0.1529790503998032	-0.027169027192508993	0.006102723571524693	0.1588076192060346	0.10050518022861105	0.000976844262584653	-0.10414130435631622	-0.05688770936132595	-0.023314743674044597	0.055163974897982596	-0.016403166130894813	-0.0955675071500605	0.07041713130599797	-0.008165616880060428	0.051192679022774884	0.06792637526936376	-0.032021612219668275	0.011045530677894778	-0.026700227675810408	-0.04801534241069806	0.007785410420254511	0.0113389420699391
0.16378378575309366	-0.013847254598160705	-0.022131851943543196	0.04256142215840708	0.13441849148061535	-0.031818287710000503	-0.14122363642227143	-0.017529335202308028	0.01565955102674807	-0.017845164615880954	-0.000896432780561271	-0.05357408965041993	0.01084376678670497	0.0213611257072856	0.09330075075495398	0.02747329397091585	-0.02332509126730002	0.01779617063190541	0.06226447874003843	-0.03916037041387682	0.012164438735921674	0.04071652540130097
0.15176250293076995	-0.019351525623506848	-0.021462587136975395	-0.019574581616656483	0.08923276817295345	0.02239886863291307	-0.10906267696144473	-0.0012114980989852333	0.03694531857868022	-0.0034248473642719546	0.03971398086646109	-0.059261445000919205	-0.021338704476263584	-0.005317078464275822	0.04489171318296306	0.022221511932395285	0.011568602248726911	-0.0067975551547726784	0.016175906910052565	-0.005410179176510738	0.022605456210479546	-0.00046592405265580283
0.15545746885687942	-0.01818374999239821	-0.04848529642772486	0.05588148422984385	-0.00897562824043319	0.10155323265173954	-0.10177747275611523	0.019434568471105845	0.044549180263852996	0.030049472581178932	0.06343464706569191	-0.06518428811745297	0.004041480877037498	0.02594911894033918	-0.0027904860454726343	0.016977625637926895	0.022238609709895468	0.04565148087588606	0.03296674309778673	-0.004081738443644296	0.02203352532745924	-0.03509486842446245
0.1347088169498266	-0.02650914541322028	-0.007085477692167637	0.022125606096927458	0.07095530077585958	0.04948247549570506	-0.027712572947636793	0.036337386935726385	0.030171522131651918	0.012229119592614468	0.08830528122700149	-0.11070774686594004	-0.00392968177889523	-0.0012073440045757416	0.013006243162511422	0.03740948877971767	0.04754922140611728	0.050186922229060994	-0.008511529855305441	-0.035656854606671756	0.03698824374266413	0.031781874444181964
0.10570105875983517	-0.043066573027378985	0.0470355685936703	0.05628951197172774	0.04192637136177259	0.024287867901418833	-0.040726576352491994	-0.03570198684405705	-0.012589010481421636	-0.08145370053288545	0.002341987385394678	-0.1129266281977232	0.004632162516084323	-0.008507098578239253	-0.0385104440960905	-0.01823086854408821	-0.0028304128710253604	0.07407656738453822	-0.018430595783835615	-0.03547716576969076	-0.017840680651334276	0.09628860742301706
0.12308790281751486	-0.03433687838513364	0.025425139298725124	0.01764339249951706	0.04900761454009213	0.050824480005766545	-0.03994548711301371	-0.08561117682478378	-0.08477905910042671	-0.08856234613671293	-0.010492509674019351	-0.06371855517716873	0.017179653891053692	-0.01483002935990384	-0.009129787091150338	0.006626444809325671	0.031428931598443816	0.14059995425287847	0.02934869353027958	0.03689289220167611	-0.004395156773126678	0.021652231273076222
0.13849779574088664	-0.014834300583383486	-0.004228527546068024	0.02160657454365308	0.0024778516246412308	0.12696403902835188	-0.0417856515398366	-0.08014337963434229	-0.08595582518642794	-0.1043991879110549	0.04174140379574745	0.054012778647512666	-0.010474151702819193	0.028919425255292425	-0.019483911817439414	-0.004912093806965081	0.059446867694142175	0.14326857334685944	0.12959445316328427	0.08304811882141822	-0.012157136870820623	-0.015364845961475887
0.13814740683638255	-0.01102736970682758	-0.002387870270306281	0.0630828961412097	0.0023592748050617063	0.12116610070822177	0.14500974080859463	-0.042018884840270034	-0.023820402081673298	0.03194752785770648	0.10116007673858055	0.05140167922110245	-0.04535046160682304	0.017113889077871654	-0.02830205655360099	-0.0228717253992419	0.03315018156145674	0.0905390628758711	0.12790038094924477	0.12092926871627732	0.04506607515487632	-0.019468200794296814
0.13427344774632197	0.005356485905683124	0.007301656159302875	0.1281517382736804	0.052322349270543245	-0.008594991877765107	0.09040399572337904	-0.02461733543967932	-0.036321046602101226	0.1530019194067715	0.009222950021420142	-0.00830109454685074	0.020726394559931374	0.03589989051954706	-0.07279889032072318	-0.09361486706209489	-0.04304952826966557	0.04799124442936497	0.0944949660162484	0.13343590114311704	0.08847320784632817	0.03337000856971819
0.1207204976119289	-0.010987750137224968	0.014663394586637457	-0.012780382778338815	0.12977681228706367	-0.09683165912342526	-0.03182213425684055	0.02907813674194607	-0.06433811623304558	0.02065137782093072	0.02924742861897836	0.06178606085797975	7.680938212501973e-05	0.014804266239917693	0.002525109761302269	-0.03341233572922493	0.08053377210196785	-0.022602140902865425	0.06807961075724506	0.0459107581006839	0.016051346471468136	0.06661724545354125
