pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27
-0.13143008071093934	-0.14984082870251755	-0.09928976350850562	-0.007296283116974591	0.024960858313293897	-0.02324918581189664	0.1487348606548977	0.0749403422505106	-0.1761968397288335	0.014706343056454237	-0.09801799081735534	-0.10841959594472395	0.10085531790598147	0.10482794742823347	0.002791227822530181	0.03686734631660742	0.036907834891568465	-0.11742225799783478	-0.006702981640956876	0.13508091169718908	-0.04520832875469642	-0.11850852899609214	-0.11143387853045997	0.023412732173516505	0.10114170812804203	0.17561865366477072	-0.010544309270802625	0.005009208643157297
-0.12174735642614509	-0.1435143458031907	-0.0914257331543297	0.08729963485484642	0.03608167682598932	-0.0206382747357709	0.08455304538452778	-0.016651294790315137	-0.15950152385639935	-0.040754022596231565	0.001798239801107427	-0.12575314494239478	0.09075234698973843	0.07047047807298505	-0.008852233333077329	0.02579378202211472	0.0146237612738154	-0.10707560623166112	0.05131129539025511	0.0037463856191081446	-0.09738521973664534	-0.04286279787833341	-0.04801295061695111	-0.07862689760448625	0.04958817436628685	0.1909012194496912	-0.06458138308945967	0.010604150702020136
-0.1303153527083866	-0.1402215923768867	-0.12509721040694832	0.02563006537700767	0.14464899930302938	0.0030784351185967444	0.010475668624415888	0.0045845976356429785	-0.14510072247678202	-0.12996654788452017	0.03548475923661769	-0.03936233181404406	0.04801436865741468	0.05679676460484828	-0.025435286079257404	0.10608489474399535	-0.08981316605346035	0.0046819020587076255	-0.02756150108855008	0.00451635055963172	-0.055263715747078467	0.10238271062235321	-0.03159340790055674	-0.08541206712471332	0.10614686530846187	-0.045543048427694015	-0.10703462088914589	0.08329529703276964
-0.1290743049721251	-0.13784903862007378	-0.11958069168622953	-0.042696506122722674	0.1419754747808155	-0.008450064635742174	0.049287880204182455	0.04979047729820665	-0.09474864261074739	-0.19303039488449356	0.00466947742847415	0.013195632721120815	-0.05794691713487138	0.0423550465447111	0.030216386050359482	0.15898391005241827	-0.06530065634401319	-0.005852120274681891	-0.036099820726892426	0.07385744828551784	0.02664714266968085	0.049848016901433964	-0.04000781318411886	-0.0346642768971562	0.06717928187772931	-0.11399849861063827	0.09470609639022451	-0.034410057773606395
-0.12464806902268416	-0.11771334347813045	-0.09770255337036948	-0.055883211468511815	0.09439325238541386	-0.013469702751948615	0.0576358503272119	0.12771016049204226	-0.008959468008941734	-0.0725690868637793	-0.001206307349412683	-0.030515284735555204	-0.053261241941069154	0.05702354604288913	0.030931992835818076	0.07529702929678685	0.04036524929906298	-0.031073991496161316	0.08133792769061038	-0.02396953759191736	0.010899768216711368	0.015349503403743456	-0.050874439221517846	0.1359359570513752	-0.0776209783484782	-0.09781237733519887	0.14201083051516236	-0.01332142579022542
-0.12087967854416755	-0.10821781048234086	-0.06717252652151312	-0.039595333694940206	0.010595944194649785	-0.008371881964837513	0.10400835289383975	0.17378591297424192	-0.046351795501553994	-0.015080426953591821	-0.016620070253315786	-0.027907151787593704	-0.019254671106125592	0.09964824038262488	0.0366268290513512	0.05017247938251526	0.0012156274622761969	-0.016018585577823652	-0.04646142152469086	0.012854029508326835	0.01019537588034752	-0.06712232297385494	-0.08856168595722053	0.012428833483130288	-0.008946074388094742	-0.08989763480327173	-0.01734048933831689	-0.056769668757896
-0.1211011380364834	-0.13002712144477707	-0.08982728752725627	0.14827526713091838	-0.04747370679780086	0.03862349936276456	0.11704372863689405	0.11003541209494316	-0.06206608851970761	-0.007974910721433002	-0.0023167804817043336	-0.09920916673338073	0.12709652188327172	0.14945257821339844	0.07260333637488069	-0.1267209743593987	0.11657377738340463	0.008370458182136609	-0.09437269911537007	0.03683314359079917	-0.030910356564515684	-0.11886115531457891	0.0963001403444561	-0.04849013316652463	0.10386354701873621	-0.04049372366776395	-0.1016166559226255	-0.016590607722239074
-0.12563785025131632	-0.12028852390363787	-0.04955145571972476	-0.0480993589854455	0.017541583258892046	0.088821892570638	0.04573177743567197	0.1572585790299933	-0.14802927102330843	-0.06397050336583268	0.035433370600758324	0.017756214999724268	-0.04010840564916161	0.03315374744018975	0.0463830356264986	0.14884892350179918	0.02178156027925782	0.0173449728794991	0.06767633592136404	0.1301094623018548	0.06907306620410326	0.0629841964916045	0.2797481584501971	-0.08297604862385344	0.09644360712362464	0.018243512218407643	0.07679314840326432	0.028025453198704142
-0.11456362851208568	-0.11102396401352674	-0.06556823965126263	0.04914876615728375	-0.04826771189680823	0.02950803776006511	0.04797448543388063	0.03134651808547376	-0.10832890699188052	-0.10141459801282195	-0.033838252088194826	-0.05528528422886092	0.036850118504785645	0.06514286665805064	0.09106910034669899	-0.023709640225178016	0.0011653906015577711	0.009460786558914275	0.01780639151203785	-0.015360074777601325	0.04173518366689985	-0.05568432229826414	-0.026222289141557137	-0.10691163310041793	0.0449201516867542	0.061269250936389436	0.06118978064869146	-0.08195582780695315
-0.12296509175515676	-0.1149492610752624	-0.11755483011982985	0.08743242987557481	0.09154489269591665	0.08516673395362767	-0.007671687696440499	-0.010806013792878044	-0.043437080668098094	-0.08003099881973419	0.1172432525741153	0.03507133699901643	0.0854352831180604	0.061015013450566424	-0.07473542959434547	0.09599666771885303	0.01797781966062119	0.053944669547078994	-0.010723862313348945	-0.09434189761313407	-0.11468462254022027	0.044917317246881444	0.00010502546101436722	-0.032187559232647926	0.017744796793631633	-0.065940388865727	-0.0259706888416315	-0.08390232119038832
