ICA_00	ICA_01	ICA_02	ICA_03	ICA_04	ICA_05	ICA_06	ICA_07	ICA_08	ICA_09	ICA_10	ICA_11	ICA_12	ICA_13	ICA_14	ICA_15	ICA_16
-0.5135522870153245	0.40260142278378724	0.1266808919372534	0.3383748146071673	-0.27604105712645305	-0.3993185052198698	-0.2009548845053001	0.9599268309397041	-1.4360833421443642	0.1497823449894312	-0.213949548423421	-1.4282337473836584	1.1254132711534952	0.6845486950062751	-0.623088964976469	-0.0936564547513971	1.882764103214265
-0.8604557621543488	0.36522943011556025	-0.04197856132640833	0.21942037509145962	-0.11649409516361033	0.19455956805338254	-0.2518087544704028	-0.6288997287527355	-1.611986453545676	0.18344641912982595	-0.16200943890772587	-1.734792314983404	1.7669651870846206	0.48212505989167215	-0.3483081707508098	-0.24822001263761048	1.8407188126634648
-0.7990462050258877	0.25894953459482745	-0.037424959825026805	0.7047994614446358	-0.0674344897393747	0.8204097420118611	-0.2371654085958412	-0.6672627309000108	-1.6043788326233224	0.23761981374830346	-0.2655532579584209	-2.0483755894303113	1.6550464680300407	0.6607790353344969	-0.15116131173686215	-0.44490800051616564	1.649768596497521
-0.542237168822377	0.27694105979906103	0.09797639205797219	0.6446152335392576	0.04963845261669885	0.4802708813483419	-0.18444351795317004	-0.21740327053634875	-1.3998398428537009	0.16891345745819128	-0.20876267548216432	-1.915040615590557	1.6181011906545775	0.773627123101513	0.3373572030186995	-0.08998209543871792	2.3095974061041797
-0.5758251755434127	-0.7198476859994047	0.06364402296127625	-0.32185049079831407	0.08815771240305266	0.8239646854096797	-0.11245202875751066	-0.09771798495634063	-1.2831038672000197	0.254050151829642	-0.4894582210040538	-1.6902560197227996	1.2150499961603718	0.3328649604109889	0.9223021903363507	-0.015534372579829486	2.542484235886654
-0.5720754652170295	-0.6244790847327586	-0.03807246028014424	-0.3459245135473391	-0.11411765091861391	1.742971144330606	0.010812461659164652	-0.9267426595050392	-0.9442583950418312	0.3168935288724203	-0.30411155820084484	-1.4913056365877306	1.402666276528424	0.162506792710513	0.3848562752020074	-0.29235916745740403	2.0556422553914584
-0.5976393917410695	-0.5664520337250107	-0.12893783898081143	-0.14717537200264788	-0.04654540462242324	1.3007660300963544	0.06663316568211237	-0.7363499112642724	-0.12377736356310007	0.21667908008256356	-0.11690956492506362	-1.2220513709341574	1.8325938301757607	0.38014199681989763	1.0246250864634303	0.0005778064005432601	2.122079849181101
-0.016426705757268168	-1.4434075699856446	-0.09446593526373448	-0.3515116805510998	-0.06811491614715871	0.22120292217269627	0.23310065678305827	0.4431984485734153	0.1695678791098998	0.3191350702040619	-0.08583746783986354	-0.9540492826537159	1.6087964732770554	0.7861445782923607	2.0609855117611486	0.05913271128107106	1.7862121825820556
0.15780091763934279	-1.5157045797120643	-0.0417023615736181	-0.6019827173602933	-0.16966870127030687	0.31211032498308783	0.41706775695516085	0.14655089451292186	-0.19061563593647987	0.33294385223714157	0.029460892966719096	-0.9725773862763127	1.9710032745989798	0.8000348314188649	2.3812299372379737	-0.23283526583611866	1.372912246165719
0.16878679290128917	-0.7147989870246599	0.011973742849536175	-0.297179075459796	-0.06885318616982754	1.0302420745593672	0.4878359273098017	-0.01898535150887614	-0.2055646332959096	0.3754164752403975	0.002853588456250811	-0.729048723684724	1.7163458940084833	0.8221945059661708	2.6257277576909663	-0.4741839823411065	0.8657982526628305
