pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23
0.09861071871430457	0.04579066121764616	0.012937291931630481	0.0057559792946259595	0.0394400219479822	-0.0484448351844661	0.03654875088515569	-0.06941990257645447	0.045684593492298566	-0.06306958163245124	-0.043056358119681074	0.13852304191592554	0.07943887933540278	0.050974116096823	0.09760041934521024	0.015518773774130898	0.040237152069051436	0.015691477839338077	0.009027279331562381	0.008357757439840756	-0.08004406890520213	0.09500890635357667	-0.054392675368874786	0.014031229912017575
0.09729346181746079	0.050664114439458674	0.013373017735220205	-0.0065889666355269175	0.034825145424604825	-0.06514618394516458	0.06626368337265032	-0.09462744789941002	0.05586806319373134	-0.04250584543040273	-0.0272219588018427	0.12764867112647527	0.07610317633900773	0.021859038781135813	0.070441375887147	-0.006123720489287136	0.07038529614683507	0.05859752276168345	0.005773449295065784	-0.04160386933850454	-0.04062058969083701	0.08895156791960118	-0.019697949234154962	0.10852560930370853
0.09457462541429773	0.05680176889728639	0.02104835690537074	-0.02464869736618833	0.05282664232785639	-0.05676424192698437	0.08563939435777773	-0.1178898916465968	0.0853192649342919	-0.038311762852786285	0.013455999546558406	0.10357922828683341	0.0739084690786794	0.014320585223434795	0.08047742635664437	0.006173764999218359	0.05374692182994646	0.054496964582292196	0.0021801784224550827	-0.059247492592207726	-0.016445648311546324	0.0313516137548763	0.018325167805029578	0.10531304619215077
0.09316468161717875	0.06271956220019048	0.01397255413107254	-0.0457661368689104	0.05239050480999513	-0.03360064770116601	0.09192347765717669	-0.113708784557962	0.1011918934211192	-0.03275563978948884	0.02609311393317764	0.09367000064170167	0.06728118687612768	0.015299535694394045	0.08147252782872517	0.036948838639786936	0.0278875883885673	0.05987195294815363	-0.014755018918299452	-0.04092920272754276	-0.04006073298404418	0.10521499195977772	0.006561209806821278	0.07012143702789925
0.0946653889986232	0.0675406632547898	0.011278163093327576	-0.05934340813535449	0.03164618844650635	-0.03973789693408175	0.11228570080851094	-0.12116952960588495	0.0909955551833421	-0.02381086726234162	-0.0009037614524024691	0.11566646386277317	0.011373799614153107	-0.003481347575269661	0.04828097441834675	0.03743722185588307	-0.07245552471190411	0.05505888646564776	-0.04631639343515033	-0.032578797569522415	-0.03228788514477844	0.15292352189052655	0.005755726349157095	0.08562094279732647
0.09192356177525991	0.06678571042879175	0.02045877325113432	-0.06303212090704444	0.047449059669426	-0.05705330818205115	0.1072727755396458	-0.15549874723903387	0.0653534050297937	-0.0018442901071848428	0.0016253080307877116	0.058523521747754215	-0.018605688830242842	-0.007055493952531076	0.037847952787893574	0.03221133141350695	-0.0490331495394903	0.06927441539511157	-0.05316606995206555	-0.06514963202368805	0.013236673514785344	0.08321417307034064	0.024976196033615602	0.1283327423406615
0.09003700491529759	0.0674607120578037	0.018569855402685964	-0.05589508119423243	0.042168880671142994	-0.05604808960917823	0.10094431348984528	-0.11311850783032873	0.06992083929481048	0.022343198851765195	0.054760173214322735	0.00766220988344446	-0.0058659078562592615	-0.029390354808585165	0.023529294495274466	0.04870937042589106	-0.03752163624810747	0.038733586127444125	-0.07451885346542034	-0.08155674953853118	-0.013134473005394614	0.11113742041762402	0.014155174482787601	0.10633023656218309
0.08665985519124207	0.06779582312680218	0.01472127568445561	-0.04412904346663793	0.012290543995276015	-0.055548342016208056	0.12196842136907562	-0.02017980040615952	0.08764139156219895	0.04942626282838847	0.1057030116476161	0.007114690157056033	-0.02901603634545139	-0.06489513002618982	0.013751909894585551	0.08518539643694012	-0.0625335446297566	-0.02673158211350536	-0.08458448096803116	-0.09134215930637442	-0.04716066359656418	0.08912059515541321	-0.029980523545009685	-0.009332064708650657
0.08593923933613537	0.07162288825135456	0.022681586517776797	-0.041923595316200934	0.010164817105547924	-0.05050947356170721	0.13618393909488577	-0.005128884811118256	0.09398598954167187	0.07161559173937566	0.12936596295466332	0.020242626645251643	-0.0390387726568423	-0.0897114296635291	0.011858161449591564	0.07081112084692463	-0.046400118773860924	-0.0295482453437122	-0.06524812283881183	-0.11149856893121617	-0.015470956236576933	0.05235425332379766	-0.06232681674726405	0.00363016237701529
0.0812441524981307	0.06819792418092002	0.026629730171042393	-0.037730451617087546	0.030505611966671953	-0.045121112981357424	0.12538604482083435	-5.475450477077093e-05	0.11059883923121164	0.08407623799050712	0.14593133299850497	-0.023619617102274004	-0.029296071949139996	-0.09156980241894283	0.022868664789228832	0.0350109025027783	-0.05420292996543278	-0.019223083532495987	-0.02520108957920624	-0.08500216536015895	0.028747367458759835	0.01257350344538586	-0.04994363078670651	0.02529127020052127
0.07353354158963789	0.06660281761504461	0.02289211256169593	-0.04281970998180559	0.033675620637498016	-0.04694445335865699	0.09617522649236993	0.013302162437595716	0.12144949785788904	0.043581685188896435	0.11550446325266217	0.021433491538712723	-0.02552019011805863	-0.07258727038371313	0.04678041036976832	0.08134739708781505	-0.03551883233983258	-0.05507509793473047	-0.018800951657461762	-0.05809094130240138	0.014658584860118617	-0.0076912713200855964	-0.089318550148539	-0.05244876191051028
