pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30
-0.14868332556500632	-0.07658469331797484	-0.08247218475157687	-0.19166160483196734	-0.10258783109544217	0.09022982772871255	0.09062728809002762	0.10112145079173424	0.13411837545969338	-0.0421856459972961	0.02831112691603607	0.10959872615482687	0.07534270773115362	-0.05805202357450507	0.0828038795059343	0.00487753531170272	0.09857375482737922	0.049519328922132046	0.16604230513964163	-0.20850602690502912	-0.06857223751419339	-0.013641703904811748	-0.004556331332023561	0.004988915199721248	-0.017892396477642115	0.028188110601796552	0.17657922295347572	-0.04604230835841617	0.09343937589602244	-0.09743529069422131	-0.022112593193269765
-0.1443216204483484	-0.07357488401356763	-0.07121135182380295	-0.17881873103564508	-0.10627446737824583	0.05581694073712905	0.05738929741098578	0.11469391159621795	0.07678739659535265	-0.07294525761261628	0.005793744377393044	0.020529678227895906	0.12090414755276785	0.019405008363478464	-0.006697922273738735	-0.0036538492593202266	0.050830746790437635	0.06505011598328697	0.16955285745602014	-0.07493390199664465	-0.07712789748485521	-0.04258429960557814	-0.0254494428956846	-0.007147865452044873	-0.04379022256580016	0.022211826156754124	0.06525175834572454	-0.031348972122689334	0.12092445163313506	-0.008348165221719698	-0.022948057053084697
-0.14391246563346863	-0.07097100917413024	-0.06343974646823741	-0.15730207601008195	-0.08900490897302638	0.03641323927979817	0.02558969664434646	0.1234216339804781	0.033320971260225665	-0.08366793696808948	0.008097877025881706	-0.03308376055526826	0.06062143991893488	0.06747825359066069	-0.0030097465331554232	-0.04432636843576932	0.053436025059165365	0.07284522724545957	0.07662405225334566	-0.04453149996730059	-0.06851800291517275	-0.03237984479308656	0.005440318029690608	-0.045388116014027445	-0.033635733490898594	-0.012489294116536206	0.03333832977579125	0.007449322344481401	0.09037533265182451	0.06124865991978788	-0.024843553048250464
-0.1451359649565933	-0.0694677982952725	-0.07772645713994267	-0.13623149465932294	-0.0792159403281299	0.016682788119218805	0.011972046911544937	0.15017348586115634	-0.0018776078437200139	-0.09460105096272237	-0.015547634108403655	-0.08604213786561486	0.023479873132771133	0.04012406199559165	0.0028062789251174017	-0.004205956744675292	0.07031820751420578	0.06617644385288873	0.11015811766812483	-0.04117773029114519	-0.031005203087880552	-0.013177313887103964	-0.04588551924973681	-0.0341299806205314	-0.05973047781816541	-0.034547356186997155	0.03206850904416574	0.01147564468776856	-0.023804452791317876	0.09269391353040249	0.027050754587670832
-0.14986293794136774	-0.05909904959724942	-0.12852486894042725	-0.02001028793375531	-0.061390129287205344	-0.03712426084581752	0.01213831394812892	0.10872956863182459	-0.054607919312182174	-0.07865726739696192	0.012935569788253498	-0.067211121562994	0.03532485924712003	-0.0004623333100288729	0.0475752748051142	-0.08976346738600234	0.04328932543850353	-0.012043750839587364	0.13411155685939108	-0.09646931333495687	0.052176507439237754	0.047760093409133834	-0.05044365689521971	0.017965395445276807	0.0482879938098606	-0.11608669313239199	0.10471087271607932	-0.017613380612940096	0.05612430682033932	0.04674425649176772	0.07754489777140258
-0.14783005758127085	-0.049342087165277486	-0.15865991953049263	0.05568656773258723	-0.03551070140142834	-0.058364619642323784	0.006649611019653806	0.057742217601487004	-0.0509120600251691	-0.10416661737876481	0.030112050719035423	0.004967532142469276	0.01352050499922497	-0.08294362738669281	-0.05048448789437029	-0.13540310276353923	0.0008653976802488056	0.019914049441488578	0.042907201970212916	-0.06366770187057791	0.050859501773450194	0.05405250571124457	-0.008857581185192176	0.05608666376654435	0.0481430741867833	-0.1872309553083465	0.05053671740485316	-0.022579563427663683	0.021317606006956293	-0.07411931000858671	-0.03312853482431115
-0.14724639961716474	-0.05308622538889695	-0.1489451541003614	0.030385305856403477	-0.027028401717272395	-0.025724242699031293	0.012054060772112213	0.04776545383683395	-0.05943627082373154	-0.03627246043702624	-0.01092103713136014	0.12168320594331095	0.06627465038256185	-0.11737283296005292	-0.05657540856250617	-0.06350744583239969	-0.04290962365940236	0.054466218097460224	0.025317989645139365	-0.014480280436645806	0.10367702590755583	0.09328680235511173	-0.027084857546888438	0.03409108411338154	0.04005560671581067	-0.27105996969656804	0.04951277046580342	-0.14216106989659932	-0.01712890198845659	-0.013906244324473245	-0.018967937409894435
-0.1443757590519099	-0.049922340729538286	-0.15030554307469515	0.06385893902075407	-0.020709224047385455	-0.012785845732574797	0.040850827579837934	0.07946370886823131	-0.06794180738553018	0.022068891388462054	0.0200465816821944	0.11581189138510596	-0.0006959822723547893	-0.09252625502341136	0.05785955474175898	-0.08794276225955587	-0.055155881213712205	-0.09164814861041692	0.020534815595510125	0.04797503129938871	0.06198190501557757	0.08055610471926081	0.10368101987553992	0.05834163504283852	0.1177862045071449	0.007064130276406625	0.14753012428468876	-0.08983895227499318	0.07178754545088904	-0.04097215292445927	0.031452837573973255
-0.1390647321190817	-0.04141146893829812	-0.1436537334554127	0.05401863991914266	0.013106303594426327	0.023639165136392026	0.0338983416333883	0.11514433733992324	-0.09270931969937124	0.016845090160719223	-0.05244249523735832	-0.026737249704030436	-0.01798654390841295	-0.04516844365567436	-0.04860697891344682	-0.14229699401377682	0.006430903549906622	-0.014963587521553648	-0.044611536383617006	0.15159318013640655	-0.0752511012088517	-0.016454177996881203	0.16115786426333265	-0.028284797036673373	-0.014910905507353803	0.012725055997397115	0.0672627457642139	0.12087884128514845	-0.004967735457728106	-0.0396246908089327	0.02252408491579506
-0.13744069881276463	-0.03870672008821615	-0.1263406148866889	0.031714175197062544	0.05646223247604615	0.06651147438916441	0.005346270318188351	0.08027900777326852	-0.08747928945901146	-0.024778500331857974	-0.018157968376865077	-0.05664460889480161	-0.017689046029763816	-0.047170776294991335	-0.11782885664391801	0.004113795300025662	-0.014222827825363632	0.0023053311295645404	-0.00843152682712639	0.121782279057745	0.043439189967296406	0.0046018220636361035	0.025566474239457005	-0.08087399864465464	0.026824521786578105	0.030684577356460744	0.003822002672922209	0.12589051593209472	0.024954127563183173	0.025279995649744313	0.001320299610783001
-0.1339829779091353	-0.03973512883048438	-0.105683676001997	-0.016256314711965758	0.08630445825670457	0.07748578650999716	0.01682997810989678	0.0859015978685827	-0.011240883120543499	0.008341459398819806	0.03405727667545148	-0.016469807610034144	-0.02233196778292937	0.02329829599135253	-0.074085674462051	-0.005334664542246245	0.006466063119108356	0.02373085668706107	-0.048199248294815755	0.02414215344651202	0.18003880123371924	-0.014843925250204084	0.08956526710346423	-0.08545934351501736	0.01136052497973544	0.05482054229038475	-0.03864811236600531	0.16849603010144196	0.07762910664263595	0.02464631804728168	0.05457474927229466
-0.1335108197354244	-0.04327857577440139	-0.09713974825238084	-0.0304620888804776	0.09925549574126435	0.05576751024890969	-0.018267907816388984	0.06689197475206259	0.03449691043232504	-0.04581575644350336	0.06647408086387155	0.0069176319030682665	-0.036565476994881746	0.0025609441582283565	-0.12252600800786134	0.06871333938356491	-0.04689606225383294	0.030502221087954997	-0.052927120499057484	-0.0052391250839216585	0.09520385643356068	-0.04016317057663717	-0.030976741562393953	-0.06923505513525238	0.016696482629051428	0.06436560216667889	-0.040640116586284886	0.09549336593212686	0.10858804238375347	0.018429684432228827	-0.06803136114375313
-0.1323160573454216	-0.042999522187136346	-0.0691235535005201	-0.10040634038003463	0.09228638531541344	0.02335353313302274	-0.002098687686538536	0.0490107899570926	0.07711546034342709	0.012457564116739456	0.08062706975152867	0.10395501066436304	-0.00646583521025032	0.021267243192712004	-0.16629379849459916	0.09813537903763415	-0.0316228006100748	0.019524329379768834	-0.04664694019257415	-0.07279775080956774	0.10037159873964158	-0.026594961113381794	-0.04450798567561058	0.035162985336353446	0.00814314391066763	0.059305084222208926	-0.030763306072425278	0.02661448509603525	0.018088763135409372	0.004480531255151549	-0.0956389827999524
-0.13175233703608646	-0.04496494952949179	-0.0580497755204811	-0.09188659388298524	0.07184144990582833	-0.03971802919826264	0.006216321109898337	0.07440874392218311	0.06479466027019216	0.03863467360984074	0.09056504211495409	0.05795173712150403	-0.00905781077278306	0.024637570640276954	-0.10503027045900337	0.07868932863978764	-0.028362017720670235	-0.04544441594385795	0.05111544334131704	-0.0780563064284889	0.08217315326655919	0.03128572746409012	0.01300452531063433	0.06905899026002654	-0.009107544846041008	0.09110008459933874	-0.020456163575068742	-0.011729726473656832	-0.08589531812338416	0.04262819260289859	-0.09104264792422498
-0.1300560383781706	-0.04049134118826417	-0.0596858156033412	-0.06160496917535343	0.07102042566027883	-0.03483338275646005	-0.015014969320838137	0.0837814981540172	0.030184816150318705	0.03169366278166122	0.08422819104542373	0.0895171529862924	-0.0679560266310858	0.06619953783918425	-0.05592150961682346	-0.002302519126419964	-0.08607782629778458	-0.13561850206774528	0.004849815641218742	0.021529904667346944	0.05803687624850414	0.06583578360701667	0.04524513032993437	-0.0007139412937909586	-0.15255753265852473	0.052168591541378796	0.005758076127830053	-0.07628393498497248	-0.1469161353947302	0.0914241039699944	-0.08627545957686189
-0.1314317601999387	-0.03762927715575029	-0.05994999053651368	-0.062478900235085295	0.05214723247128544	-0.04534042698688948	-0.07157527359384702	0.10027634215048842	-0.020786078019682075	-0.002620234520786885	0.05557475661182377	0.04368377136305107	-0.07237061433967532	0.06997707769553646	-0.036878938527705324	-0.0049136914618957365	-0.13326138716881106	-0.18000425035133277	0.020378178123755114	0.08617019663374409	0.00380812347289846	0.02767348811191285	-0.012953449321140866	-0.0169787984017743	-0.09335713217480553	0.0685562544265084	-0.06707530703449271	-0.12425975713411284	-0.06983814586482573	0.09024392840170757	-0.09848810299473071
