pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27
-0.08939867237660602	-0.05070722936053807	0.1375747243358182	-0.10403716604781016	0.014271730889608125	-0.007887760659746076	0.08900122137101392	-0.03200898316369697	0.028671059309698054	0.0701807671078729	0.18678714659596668	0.08920026143385014	0.06697853930170637	-0.025738797330504323	-0.07973061552321356	0.06386841453383037	0.07018399044397594	0.015039697152813189	-0.1038259332900788	0.10787830829417325	0.2114803266939904	-0.14026452721580193	-0.1564181553280167	0.12448872766544718	0.10553847140130922	-0.16326915763584832	0.02851782555566843	-0.02705921337894699
-0.08793952631076374	-0.06207617212732565	0.13778559001409801	-0.09490031251556105	0.02379054031262033	0.008484927736240412	0.07957067886553049	-0.008483350682416442	0.0577526964734851	0.10782863131982381	0.07562366619744622	0.13585491120168267	0.05281747626632602	-0.04609671940514023	-0.07012455320112264	0.05419483709083831	0.006383592939370882	0.02506599283930564	-0.120792590476998	0.060520977763371245	0.14885330423483778	-0.12944353687058444	-0.1467248255791068	0.03641179110639659	0.18347085610662026	-0.14600648835624122	0.015331179305531288	-0.10594874015638091
-0.08668108839138097	-0.06573117367718478	0.12598382616437032	-0.09745728520027447	0.007175768992522716	0.026526687679380895	0.05232556401671401	0.023458804994219637	0.030024177679414697	0.14815562435472995	0.03091400923156981	0.1325230886142094	0.045797425467400746	-0.0794074485560872	-0.052837074153482134	0.031113897207137496	0.027570307503180576	-0.00931072810842094	-0.047011472370608695	0.051103152353093276	0.03612653879511018	-0.11113517026626835	-0.07051776327342894	0.12511097527150966	0.16502137114726445	-0.09475503135501799	0.11817533237946135	0.022532475732090072
-0.0853542808996162	-0.046596238986986505	0.11927931849172563	-0.09969250217325651	0.0259020088868281	0.028433389721526314	0.011169084455827427	0.03129225709872444	0.007539825694592009	0.11099811003454865	0.07249921476290538	0.0983527256978814	0.06676852124508664	-0.02228221558933169	-0.039256573143373635	-0.06210655750610064	0.08069455050750134	-0.07006255170284603	0.008331145270675189	-0.045443400206210474	0.06410330346532356	-0.07820081291646946	-0.02738178687232562	0.08208906505326886	0.12256377384585622	-0.044211119033978646	0.11349574525722386	0.08742726631266401
-0.09064969714636813	-0.05519106934726936	0.12303745903931865	-0.10695321586900297	0.05783873370386432	0.01964167949008297	-0.0210958761842559	0.07865435839944512	-0.004181621535077756	0.03155175447397613	0.13853222077184935	0.05837312917438911	0.0540370579638096	0.027032931316359747	-0.025605271048331175	-0.05268099190182396	0.13574344060551546	-0.0025721442154102124	-0.04155768978522403	-0.029064965711323956	0.056687960414618	-0.033915689890858955	-0.019940524238945753	0.029101789783110302	0.15662822852528707	0.07417731837767538	0.039910940485841866	0.09202447377520097
-0.0868853141994481	-0.054433065324370866	0.11463271406341792	-0.10214977949036508	0.060635785174039676	0.012717494856472472	0.008243186849574934	0.10476181657234893	-0.026407348222708044	0.010714162638990304	0.11600538129215349	0.05489169936390281	-0.017311437404579882	0.036743489728799324	0.02629317220471796	0.041584449580959915	0.07358182812340204	0.09783125048420988	-0.09541377908791757	-0.048806142024736626	-0.0017630420551559452	0.03753581741026498	-0.0345420671062963	-0.05677213910294001	0.11865975887386214	0.0947728784408875	-0.006641724597968148	0.09531208285144474
-0.07917545242677188	-0.06781798865193761	0.11704773575117755	-0.07506559877672225	0.062466633549637975	0.01207631492225638	0.01496514569440388	0.12873387084132795	-0.027579672608001718	-0.08491610366572591	-0.0230051167171402	0.13240844313046468	-0.06398455683262938	0.010211048099828932	-0.062125164581215295	0.04090019086799898	-0.017753105755216658	0.1466321378468864	-0.05503555655843015	0.010776367974321244	0.09370796281167348	0.18226737088038808	-0.1376109792611546	-0.05385167088702202	-0.0014553925504076498	0.030847619460575806	-0.13727603433642024	-0.03180099219745681
-0.09239211721041193	-0.0581838975742105	0.09153154399489288	0.06431870907459669	0.0366791178836031	0.04207683709919146	-0.038143240386623076	0.21090045567007754	-0.08319277908652686	-0.08655720833813851	0.03252948799062966	0.033077447311805286	0.05103279407836994	0.1329801172395885	-0.021447191054225836	-0.06821874483725959	0.08143272313620298	0.002063275747426676	0.13401228289067746	0.06790422893782143	0.06254733060179676	0.17350635312472615	0.053815279334888944	-0.23365630604665594	0.03202380471931303	-0.009011097111595645	-0.07131940505819655	0.029100122032461907
-0.08526497150484978	-0.043318906932537427	0.007476435257102121	0.07649656725091436	0.026302990498635978	0.0818661679975342	-0.02748480222977867	0.15096167455525702	-0.05522923717780731	-0.070237328668094	0.1149474848117184	0.002612090548833018	0.06537107509316933	0.15530670811894934	0.2182645094620418	0.11234216348075904	0.12488500870643929	0.05544067382664169	0.014866417038592	-0.05802517676283299	0.006869275037412262	0.07394222620830687	0.08770143463412232	-0.10266513015236291	0.013249410373919135	-0.04701598642131982	-0.06179047445259135	-0.06342947920111397
-0.08355779478057274	-0.0824737997874509	-0.04053979486850338	0.045655388146928405	0.0009330251769960954	0.060307304029950985	0.0013284556852115048	0.1429633398821516	-0.06127172116926746	-0.08144449555290095	0.07357801925321941	0.07767627250276318	-0.04372642893129132	0.0310284064986765	0.1836302181470345	0.15751576483923393	0.07762364995888149	0.08346938498937714	-0.0533094737357338	-0.11624956736925443	-0.023029167006738155	-0.02249260185956506	0.027413438439114802	-0.13763219640096797	-0.03983544613562652	-0.07948783358403083	-0.022270166093635066	0.0078109767973251545
-0.08806780497942819	-0.09465986161402526	-0.08144012255127739	0.03753897663599866	0.015149551282038654	0.014081641577769324	-0.023497730872973202	0.10691700067261889	-0.06924924537037142	-0.018338015628083716	-0.005373505169423587	0.14121028971395333	-0.04963953444268352	-0.00013536144966160013	0.1769444258547202	0.08258788630623937	-0.008705724089292346	0.09375703012075166	-0.07221332266373756	-0.18907727485953701	-0.010342548428073167	-0.06294339557853268	0.09481676277111815	-0.013201374360628862	-0.00035732272370299356	-0.10795812635113324	0.05633830303442715	0.07592738226042693
