pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32	pca_33	pca_34
0.11301004593589285	0.12320631439708217	-0.10321626450576579	-0.06881932780367528	0.18094294321227625	-0.07968238687204876	-0.041786880758548424	-0.06180880318553071	0.13876866415052555	-0.17061329808701242	-0.0607515390997789	0.11568778467162782	-0.04380978054820293	-0.002581549405133707	0.039742727871874446	-0.07470032324969514	0.08664776490464475	0.06345682360095484	-0.21415770446290808	0.02131358754044985	0.13923594028980602	0.026581872375834335	0.0529269319336753	-0.19838520826564116	0.09930594187939361	0.34902032136629785	-0.09579774486913595	-0.056452884146076986	0.0752720686128672	0.09036791964585425	0.0009018288998320622	-0.18200705695239347	-0.11380906036495265	0.056860859944666026	0.07157328773277714
0.13347801695477657	0.15797416350521848	-0.0871319903467446	0.0032391792751117893	0.14650904906715134	-0.15298004949633698	0.05811610824051439	-0.008791851586418648	0.1659128117408559	-0.12937491791502365	0.022265856499172076	-0.12278074895984208	0.07460965913014343	0.04516377414004373	0.05125924636174195	-0.10105498585577946	0.04715185945179923	0.0938967929467031	-0.13751495060459337	0.021954506769958224	0.0001614038049978575	-0.018870041160920475	0.015003263862848552	-0.06143259527486236	-0.036727665728731526	0.08526020023088669	-0.047871288216828546	-0.024045944391067595	-0.05126714586654787	-0.07076652981425333	0.05049997262695069	-0.10270410610051375	-0.08110996649753076	0.05135549277553605	0.06912691301533865
0.1362330104470262	0.1598826377161393	-0.04624530335559729	0.127194456848094	0.16202041880274626	-0.14040431705256715	-0.11238557346030806	0.07733467578311608	0.03673293275376585	-0.2215868172447141	-0.07894873907608857	-0.036551578310080046	0.12279334392033325	-0.03160836590016299	0.050892953221806585	-0.1015471129732432	0.0045875205396370775	0.1905363685437898	0.07489004015996506	0.05152533932440001	-0.07118303097400494	0.06323884260045802	0.042101212132616195	-0.17075061918707027	-0.017627352073040215	-0.119651230259741	-0.04833610302112243	-0.06452675786386797	-0.15668771044558852	-0.08944920889527763	0.13000069197776412	-0.06372930527642726	-0.053160683513326104	-0.0766159270445418	0.17768832435551227
0.12552116898170868	0.11259847143802892	-0.05921780626072562	-0.07591453659626478	0.14400501370271734	-0.13021351463145248	-0.014042261740282738	-0.01618761656438758	0.05049899763333149	-0.20566637895181827	0.004735552502374077	0.012236537422546462	-0.027130240845178198	0.014884246529852846	0.014067648187869972	-0.03482320083791017	0.04804389031257272	0.12244581458039087	0.027081799893981448	-0.006330984798876297	0.2146560023900547	0.027049992009582094	0.0807528747531393	0.09367334934001985	-0.1542110372123302	-0.047949377600634974	-0.02388243853457049	-0.021817228307506573	-0.008016190190495482	0.00846675126013416	-0.0014750348275125583	0.022088543434214097	-0.07143687058098626	-0.024237969590257716	0.04646137156053695
0.13666368693855557	0.14217878627512992	0.019361321573527213	-0.0038794134441712536	0.037312187614882086	-0.20319977952051008	0.10454115609398745	-0.06013064621601984	0.155410385740761	-0.1338789113259448	-0.055438988447728176	-0.03113275540795077	-0.07359973522603758	-0.0623120337521707	0.027458945113554675	0.05918333773252685	0.035674147824362554	0.07672749105501298	-0.044372262046872474	-0.0477350302781102	-0.027470212482690784	-0.11742155233938267	0.07080918992463561	0.2740724526593491	-0.26992788180555605	-0.071614417934843	-0.13287327156266643	0.05147095708510678	0.026393779281377372	0.02326588657947351	-0.04116332027562468	0.26260982570869584	-0.07074094712002359	0.054225862962245304	-0.18407012441289197
0.1382392471803264	0.10808207883768234	0.07061578777203414	0.013632674387152668	0.24748359276457105	-0.08790228499425037	0.14872173060121843	-0.12590168368090895	0.0700491024240669	-0.06663721746485055	-0.06845231411376894	-0.061152427341167354	0.001472962342244961	-0.1022373211968524	-0.11245378556875231	-0.037618944316803474	-0.1007761016722127	-0.15542785109052804	-0.016080354119659593	-0.023556737454777918	-0.08265552608478753	-0.025559534784811377	-0.05981498661014903	-0.026191775622849592	-0.04759963558134692	0.031627690435330466	0.061712456938083325	0.045752769104057	0.2170385945240596	-0.06277740329363311	0.004248879768455056	0.02221789660492845	0.08062320309926645	-0.07537677130189763	-0.20554626541373316
0.13909435798092806	0.12258291078391143	0.10830505977590477	0.06389329379452441	0.1685227569365571	-0.07191549105338818	0.15580500649525816	0.13365350668722403	0.07218088170214729	0.028998670684531658	-0.05968758178508952	0.00527074345162315	0.11585603576907458	0.16777245882276198	-0.08900545280963343	0.09826764755629719	0.013735894982444097	-0.22772729641018302	0.03734985788982972	-0.020292462756847457	-0.1912195475486911	-0.14086792315584726	0.018457685606900535	-0.003823404321877843	0.02549014064122819	-0.03989520750813346	-0.024865432777138066	0.021415751930127264	0.0709568767614108	-0.017919828747486582	0.01750604419875112	0.04681171273254217	0.07373245501132605	0.015247835051214891	-0.08737024018631434
0.137847962163998	0.10576727103179467	0.04253738583304556	0.045551935098764706	0.06548442676798233	-0.1304187368300469	0.04308873768475349	0.24289458896344088	-0.08630004992773727	-0.12537102001915326	-0.018885813983158133	-0.021965550294371167	0.09100431531022908	0.049176628212923304	-0.08664714820118702	0.09077601611831622	-0.09459180456623532	-0.15863224986285543	0.004694298714119444	0.0555888025070283	-0.04133282302101876	0.15584099761622872	-0.04743596936756516	0.021276647594104636	0.05430271511598593	-0.12112143850006857	0.12742866322349578	0.09782044419180838	0.11497724816166205	-0.00035210713334419066	-0.0772536187997742	0.107385992982457	-0.02147211623263362	0.09353824352556261	0.012273901494046637
0.12723110544665245	0.06922518960117155	-0.02228182749796309	-0.0011624156628439186	0.010003636714755848	-0.15538812444657205	-0.027719279730029744	0.09482100524851131	-0.1425563124000539	-0.18497915191574404	-0.02300622917992033	0.05675660244136643	-0.05723990989168116	-0.10804710270798801	-0.03161078432620029	0.0612030516484625	-0.08427241944649856	-0.12127795289771136	-0.004789596420509024	0.027316326988210796	0.012750310122055283	-0.10243834752361344	-0.2120546348840879	0.06816537916562557	0.009734283788654069	-0.14926430806277516	0.121605566166643	-0.009178367590566328	0.047116093159250555	0.06392643820553881	-0.049200373804427766	0.019077819989005117	-0.04319337347119358	-0.04516255595182501	0.018890313359320593
0.10858870073641713	0.014101231816277295	0.020262307463781448	-0.05817958972381748	0.03928483312371983	-0.09096590872661398	0.04922137102057131	-0.1145395331664883	-0.11489701330600031	-0.08160934764546782	0.09201986220617236	0.01771449071854725	-0.13465160641383705	0.07938156260993721	0.02636137263648118	0.006238601143668587	-0.04079115671239314	-0.1521431765726819	0.1036699102985207	0.018941168868130548	-0.042621651241633834	-0.08703838344878674	-0.05840762855628692	-0.009773285591979708	-0.03268946504731959	-0.10622067943592546	0.013725408856064082	-0.06998752701692124	0.03818594685763409	0.11830932857369376	0.05896178455676686	0.03498636257510619	-0.043594645648878855	-8.197299544277295e-05	0.010771759295433614
0.09379621746844743	-0.02645136422333712	0.09299179571632328	-0.036402728422244734	0.04789978255426708	-0.08282963506633889	0.10110167353718164	0.039943031457109	-0.04177010749840204	0.0702276302475858	-0.02865500888345863	0.09385409054385824	-0.14086303834519753	0.003409319983889532	0.023511820984402465	0.03571922476736043	0.001009672664452843	0.015107681768716935	0.16505793697095805	0.11638335256295541	-0.14916061103364728	0.0795307329451066	0.045832601076175726	-0.012568278193769426	0.028291665038982165	-0.08275228339930044	0.025784765420852847	-0.00843722004165018	-0.005327943765908422	0.025267702310985966	0.11423050240111912	-0.05267367816638896	0.04224533699776699	0.13110200394123586	0.11625077977274874
0.090576071733899	-0.0725758788464419	0.11602776249904209	0.017071732477067773	-0.02163816310295784	-0.1473587006139116	0.049195510223601274	0.06649799646199711	-0.1033259728992762	0.005968384688598893	-0.0058646640787792526	-0.018297985947520884	-0.09309022113444276	0.10067840618195902	-0.03579779175120483	0.05970418992581519	0.013446014940195893	-0.09712500277416791	0.01931898978164881	0.06961812482275563	0.038570602438452145	0.14649382758017604	0.022852614969703894	0.054601856283050504	-0.024621445283745866	-0.04181339238538018	0.07698483274221099	-0.02067834362415923	-0.05847157439000923	-0.06657049398039158	-0.009227692795101303	-0.04435019999904766	-0.053614643738131955	0.13059154829514905	0.1713355072360483
0.07553465153035267	-0.10653975418351755	0.12221876972826003	0.03207566793321087	-0.005090035923480587	-0.12021412897390149	-0.053063556994282834	0.03620189097528659	-0.10467415821962595	-0.003241278005186393	-0.018921694723294136	-0.019927545639888133	-0.16800481909004647	-0.09969200674714562	0.004773419704678233	0.030663197690458194	-0.010289595925233125	-0.04348596140006471	-0.03789339967144867	0.03805018038380039	0.02404080023826359	-0.08681687350326892	-0.09955662700281218	0.02847987663651605	-0.011621236872359289	-0.07802093679736222	0.03018254123426825	-0.07449385283170111	-0.0405798310103256	-0.07153860161542143	-0.0037342145068444193	-0.09979041202767405	-0.05616386831209554	0.021272757497246227	0.19688987030340255
0.07205963740047165	-0.14902802731469905	0.12368863762535619	-0.06312019888427106	0.0642024956271362	-0.048779777672839836	-0.0027015230736996965	-0.04913728677183837	-0.09762578326859134	-0.000935048917085235	0.0582345532763139	0.01993648222180186	-0.07778519453716709	0.1062869199152259	-0.03737146914739146	0.03236996647706669	0.05136329571757614	-0.015092501036041345	-0.010246690445222029	0.14497347304092714	-0.03949094174089103	-0.1206858798054637	0.04363416485385198	-0.016574682157275915	0.012999455122585858	-0.0479129391716665	-0.0777171772211175	0.01257934854135466	-0.03602066764342399	-0.02952069939571645	0.12791346364267894	-0.042413956782437756	-0.048233967628372024	-0.0509836316691255	0.0487538480760276
0.07076687334303346	-0.15918925404048273	0.11892881697969636	-0.07242902595403147	0.022930454233681397	-0.08108420330785182	0.03262049838205944	0.022071048993382414	-0.024402493875095244	0.026085804973732807	0.002736063132043068	0.06999333102829108	-0.01978459287408177	-0.06356447436965544	-0.031825139931749416	-0.030605019641719383	0.019252529781663797	-0.033478604202012596	0.0017648026239152625	0.21486022123498766	-0.06191700956779275	0.0671229641626042	0.12320125726254802	-0.0570581833562437	-0.001161225769121043	-0.04003367913326876	-0.06044215194044461	0.0802960866740442	-0.05530955443747257	0.04643095118428456	0.07489464225454032	-0.04581894157139582	0.018046832332763996	-0.04483784711576509	-0.018115337511011603
0.06409038333390175	-0.1615378558805007	0.1358255979735095	-0.018537614466355403	-0.027540542089351763	-0.0917801403992908	0.021067727592969487	-0.014088150195986193	-0.024873516208287316	-0.04450370978439008	0.029332933624060475	0.098294616719628	0.025772318327093265	0.05098846830966296	0.03242692034866118	0.04850828645699426	0.03332201782938618	-0.022373825191999153	-0.0876867741096542	0.09454294835263977	0.0828345093219054	0.061081880830998095	0.003678154586423052	0.04631164343417589	0.020139693043659868	0.07453684942034694	-0.009825468193422233	0.11860116144048795	-0.08870050335104862	-0.04714668875888233	0.013898383685808114	-0.026792661767650466	0.0007139975831330289	-0.1401915142934218	-0.029483183767234168
