Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	signal-noise_t	signal-noise_p	optimal sign	Fstat nuisance model	pval nuisance model	R2stat nuisance model	Var Exp of rejected to accepted	classification	classification_tags
ICA_00	45.07888552245013	29.10858723317976	2.203457642122717	0.020057810062878413	2287	192	0.24736842105263157	0.0	0.0	0.0	1	49.83718333880021	1.1102230246251565e-16	0.8888711118345537	n/a	rejected	External regressors
ICA_01	29.567369563770853	30.475082512167063	0.9378117887149824	0.010181629122345943	182	241	0.0	0.0	0.0	0.0	1	1.2333296485810605	0.21500734456067472	0.16523490223221893	n/a	rejected	Unlikely BOLD
ICA_02	31.816181375925783	44.75566183850167	1.0674793556866753	0.010886635483352275	380	1209	0.0	0.0	0.0	0.0	1	1.1284614969914484	0.3152478224788944	0.1533396001207894	n/a	rejected	Unlikely BOLD
ICA_03	43.671150889950525	28.9973463880207	1.8955354032494462	0.012694106578035297	539	558	0.06500541711809317	0.0	-1.7512127618643714	0.0799922556546375	-1	3.167640755184057	4.302990848192856e-06	0.33704006953499177	n/a	rejected	Unlikely BOLD
ICA_04	73.59448424661228	27.93105154236487	12.273289990761917	0.10612006373566955	15457	0	0.43129158063776096	0.0	0.0	0.0	-1	276.9270119552933	1.1102230246251565e-16	0.9779954158255146	n/a	rejected	External regressors
ICA_05	52.00797487103732	23.125085443611564	1.7613799025709354	0.01590453889087208	8068	508	0.4970474967907574	0.0	15.839399080088496	2.0113404594965995e-51	1	3.936952410550548	3.619640209784336e-08	0.38720104163271807	7.362860906556001	accepted	Likely BOLD
ICA_06	24.906359479113764	18.24408883165993	0.5352066122209682	0.007627743331235676	0	112	0.0	0.0	-2.2053664606823893	0.027833487399104854	-1	11.3220012477608	1.1102230246251565e-16	0.6450264510442667	n/a	rejected	External regressors
ICA_07	24.713248619828317	22.4527565037527	1.1131686443354913	0.012573034512015772	0	272	0.0	0.0	-5.851550614191229	6.020173167949014e-09	-1	6.127364803117164	8.748557434046234e-14	0.4958163413922956	n/a	rejected	Unlikely BOLD
ICA_08	23.69083150880587	51.9624031582155	0.7573332027530978	0.008357510875435068	90	1888	0.0	0.6030178326474622	4.080855237991855	5.727220791622972e-05	1	2.660416026604282	9.916298588164008e-05	0.2992195021915648	n/a	rejected	Unlikely BOLD
ICA_09	75.39720938238813	23.175575295584434	2.360194996903067	0.019517705676659024	7414	196	0.6379310344827587	0.0	19.79653344481588	6.42652583563528e-85	1	4.708998335006	3.2824953866139595e-10	0.43044775007267755	20.317540483553397	accepted	Likely BOLD
ICA_10	63.59987157881827	23.374885294657812	3.3187338872908936	0.03235003550961291	7672	0	0.3435698001877431	0.0	0.0	0.0	1	233.370159035146	1.1102230246251565e-16	0.9739952208204545	n/a	rejected	External regressors
ICA_11	62.90984999438345	21.399629955240375	1.3903532248630366	0.013762261212955687	6703	91	0.5786231326043432	0.0	15.687208640141247	9.278024535131174e-54	1	3.733431745112799	1.2746658195617044e-07	0.37468450848687507	7.203612490362876	accepted	Likely BOLD
ICA_12	27.261724013218174	23.946654617923112	0.4673364348274796	0.007230487735017243	0	136	0.0	0.0	0.0	0.0	1	14.054955210386167	1.1102230246251565e-16	0.6928495578827674	n/a	rejected	External regressors
ICA_13	97.72328268207154	43.14963983982615	53.86512213617492	0.562917451255663	28111	4850	0.48186887277233137	0.1801182160128963	0.0	0.0	-1	64.13479382548557	1.1102230246251565e-16	0.9114514407312004	n/a	rejected	Likely BOLD,External regressors
ICA_14	30.180564157664854	24.165224688297528	0.46588783018590535	0.007012702609279387	0	92	0.0	0.0	0.0	0.0	-1	5.2094708703440835	1.6843748618100562e-11	0.45536377071641354	n/a	rejected	Unlikely BOLD
ICA_15	70.93226646925986	28.82603621876147	3.08807168990098	0.025546359594841778	5310	89	0.0	0.0	0.0	0.0	-1	7.101714740787704	4.440892098500626e-16	0.5326625372989954	n/a	rejected	External regressors
ICA_16	39.24818996448011	23.345366323046914	1.140267294827146	0.011472753184919634	590	154	0.0	0.0	0.0	0.0	1	58.865380989976046	1.1102230246251565e-16	0.9042835988051476	n/a	rejected	External regressors
ICA_17	73.48128419330739	30.553706476248514	3.7970125357828794	0.03400980886977679	12009	525	0.42207928700550723	0.0	0.0	0.0	1	55.30565356390882	1.1102230246251565e-16	0.8987466455182361	n/a	rejected	External regressors
ICA_18	33.191170783092836	19.50477942322559	0.4822235236137878	0.006629531171877418	1110	0	0.0	0.0	18.754061214766867	1.1458557151930956e-69	1	2.098895392118885	0.0028273762054945584	0.25197837933973655	n/a	rejected	Unlikely BOLD
ICA_19	69.97027205377172	21.696326582522115	2.542640047952962	0.019830541189090382	9977	199	0.5932343234323433	0.0	20.60503691603302	3.3137555051371015e-91	1	3.3560494638674805	1.3313847477824936e-06	0.3500691491897101	18.617646157675694	accepted	Likely BOLD
ICA_20	33.06616500351771	26.975136426969435	0.7279586682381578	0.008588172659958225	236	159	0.0	0.0	0.0	0.0	1	0.6204696545449165	0.9235893038242496	0.09056313243943559	n/a	rejected	Unlikely BOLD
