pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20
-0.09208880719282754	-0.06900016844005238	-0.14040316992658566	0.07392945351350191	0.019429238400387107	-0.1392452123045114	0.07988322832494728	-0.011690589713396869	-0.131711664667289	-0.007064970166732653	0.05308531243054574	-0.20972664668958418	0.04051396386961025	0.01553859786585781	0.11929523046399743	0.08665452442401274	-0.08832868313645724	0.01967833647009654	0.09657251179500295	0.01771549544352269	0.19164072010974764
-0.09326596798790099	-0.08808944570137969	-0.05915517871936271	0.03878031580366055	0.06330527200483524	-0.11804388006264706	0.11641412351917406	0.011311252344079453	-0.11340962165591817	0.10257608989162627	0.04536131683106624	-0.20054062607960824	0.04204476562047934	0.07224424851586941	0.08679621074719183	0.055801859235504785	-0.1512553084625488	-0.058078599980790534	0.09097591871455347	-0.06582267316186177	0.14063055127841287
-0.08469169298276807	-0.09777675331425195	-0.09043739221752944	0.05267180985400105	0.05467440155784945	-0.12490357594103119	0.12127521922552964	0.010725469739868917	-0.07793435204200155	0.039300256024768734	0.0707879692012765	-0.18991034521668587	0.019880510977976384	0.0367373599747431	0.13489932733297771	0.10386771764729222	-0.13066278606214096	-0.01845083598521198	-0.0013525559283493332	-0.06082000501996088	0.13009665187900912
-0.08783173881585829	-0.07956569108562572	-0.11373342658787104	0.08189525588437223	0.08088241646621	-0.12261097305988061	0.0932419072112298	-0.044659731567189394	-0.05083811614921371	0.06100763085009819	0.024384394153826205	-0.1229372582098397	0.0018060554626605357	0.04124154542375874	0.0813314790788418	0.05719378773170938	-0.06777891115012628	-0.04727663803609264	-0.02862796156407453	0.015548055349155238	0.12586097070862806
-0.09146407682079695	-0.07251536099636258	-0.11422581545328603	0.09257982250280378	-0.013516507266978664	-0.10961618545059845	0.03435897745120868	-0.01939940910541574	-0.048833760491698686	-0.0517300703059752	0.08057934315414728	-0.08840462694022588	-0.017745444510689545	0.009936744203278048	0.13391348081279597	0.07989300883006224	0.03692176540472031	-0.038356945283411624	0.04590052733072236	-0.04258344738823265	0.028716804637792498
-0.08408044515781718	-0.06780688660666845	-0.029377018182803527	0.12022888851987773	-0.032471130338532654	-0.06575644400652753	0.0019211145379203487	0.03478690547455463	-0.162330659939224	0.07978853376764063	0.04557880006454775	-0.0805885853896356	0.00858929154497082	-0.014748668070859262	0.0661322100954345	0.03233375672416932	0.053161916589158836	-0.06653520140246191	0.09371843038368455	-0.001327433171363402	-0.056152238344455124
-0.0881069434906755	-0.02698836397604768	0.0509665676367311	0.1169492008254252	-0.008498130212532304	-0.09820516338294694	-0.06763837999964675	0.08016249268492874	-0.09286850460200635	0.03156773388801638	0.11818810780437539	0.032928427838492924	-0.09402568116667463	0.01654416011596816	0.09772220929815496	0.0520665509566652	0.09083941740135228	-0.08580865502159712	0.041820572351558824	-0.046107016122781855	-0.10371193125410538
-0.0827726254679976	-0.05114418295622103	0.06470876010438875	0.15010876609073265	0.04031038783706354	-0.0055682465587690855	-0.07559650655235262	-0.025224714065386504	-0.07000832340050142	0.048130608971535455	0.08820711338019491	0.14302363296154505	-0.12487251854546608	0.0027156574023927214	0.06896587417824185	0.0012081195931128719	0.09197476469202649	-0.10973421514061404	-0.03999806803154837	0.09042099473723106	0.004957183157086709
-0.10225775478924398	-0.017734680671699272	-0.02829627301578888	0.07273770783428668	-0.015368728727050873	0.02171770811412016	-0.0922641623666352	-0.08474625125890752	0.06258861608186342	0.10302820997749255	0.09747210137954651	0.15208030411603307	-0.0023681838141610886	0.10154969758384202	0.11329556685384504	-0.02506580864246654	0.024025614078801216	-0.10718087013675831	0.047299127622010745	-0.07452910433477755	0.029308446853024833
-0.08145156374343906	-0.047778034832975526	-0.04824244188597898	0.12644020783624044	-0.0527669218156092	0.01725295835856644	-0.10418002249088484	-0.01737439895332251	-0.1286080016075805	-0.13215364864850238	0.06687854982896853	0.02801776530408423	0.09263637638776698	0.006715043389222984	0.034943138230139725	0.02575561295197465	0.10250030554376269	-0.05975424836136156	-0.01899422632849758	0.05474461764892015	0.0370854454688637
-0.08235736230810663	-0.060840458664322146	0.01990249006621134	0.1346145778323981	0.04174527047473155	0.06515315869262606	-0.009323951779068251	-0.04893203209635703	-0.09580358534873254	0.02223312632761525	0.1258096212488563	-0.02885146984663084	0.03244145478573755	-0.03389537395141265	0.012729500208928338	-0.01872525258378413	0.06868436659152274	-0.06068830563035979	0.014550371450284622	0.07364572558644703	-0.02364134230820386
-0.09546265619307677	-0.04929122183236839	-0.003421086895150565	0.10971555661346145	0.010779444304250818	0.0956874401413152	-0.018943629444897803	-0.13630046381946262	-0.03044603183046446	0.10364989060852117	0.13572369485667118	0.011949678363099986	0.0286619023086018	0.009552945761413793	0.05374193936849242	-0.03207132543332436	0.0924385806157376	-0.051303056565220787	0.028060362624436175	-0.025586368988433035	0.014676721287002814
-0.08595086468997284	-0.06340617580996595	-0.039766978256345065	0.12420580707004993	-0.024540523870278885	0.0940857589306287	-0.07641724004511352	-0.10816719328318011	-0.07363547043702762	-0.023951152514419	0.11339435806033474	0.03801260202535328	0.011129786116965038	-0.044383670164045604	0.0677601671234987	-0.032906248964044094	0.1345642192035463	-0.06184287647299805	-0.05512369150634661	0.010895625147628464	0.029287502118211094
-0.08414290506782103	-0.06463908319421513	-0.08768955826307194	0.09759725521273903	-0.062434670561199	0.07157660479943469	-0.09008442347109878	-0.07303493565215584	-0.0038400489748175864	0.08960478861822316	0.10341049864610066	0.0005636427800411181	-0.02750127899535168	0.007340308725178692	0.09174521992028992	-0.02664020661274872	0.035091265016281833	-0.07562961394147077	-0.08757166762031969	0.020637543002009574	0.08292288017015848
-0.08516675464639492	-0.035933903463393646	-0.05735940922959916	0.09289267199778516	-0.12889837802086623	-0.0351988899076541	-0.0808587483570794	-0.05035511798675173	-0.05424474898260201	0.06414494240660384	-0.02642060792793817	0.01729208613546321	-0.018427927693387552	0.1140022429327034	0.00032407541910334237	-0.08055103775993694	0.1244632426088273	0.011612860677833304	0.006814680528983805	0.02254375286641746	-0.05678170868344409
-0.07633887240492639	-0.03622218562110856	0.008831826528039908	0.12187324442991958	-0.09908247883345045	-0.04279325694567921	-0.021503340129195136	-0.038604823004542654	-0.1270855438151548	-0.04411735722980854	-0.015228873906219298	0.012575893873330878	-0.03853732973543306	0.0911828241238835	0.02844343572642044	-0.03284799012872833	0.07039607631727318	0.03253880538859474	0.002163254921187796	-0.004765155768263408	0.0711691816160053
