pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32	pca_33
-0.18339718153033693	-0.03379108229819935	-0.056209687480095895	0.2843755767155826	0.006307228202534563	-0.04358722285544744	-0.05685054119831858	-0.09435355292366046	-0.08798223270336063	0.23858807391727432	-0.08574991885244389	-0.012006403039415527	-0.13672104346181957	0.19667331381027356	-0.08893709710248791	-0.022982895072328355	-0.07131267564178065	-0.3432961789255987	0.1395157167953575	0.015482134450644247	-0.05605355863166454	0.07489249092030469	0.024078782063325158	0.08941803517728693	0.10987913246852385	-0.06937185899864835	-0.06837343297588726	-0.07026031610415832	0.08898468935924836	-0.2489421838250087	0.0687678275440839	0.06086366309876465	-0.12717464486899493	-0.008736925469204324
-0.17872171249956315	-0.02088617137962369	-0.027030463994925587	0.2608694984728596	0.08207187246757953	-0.002691205680524585	-0.05566089611816334	-0.07453211137323495	-0.0890502499880732	0.16343727610312825	-0.04104622445744323	-0.019018532073185046	-0.1459205977451656	0.15073506390007824	0.024049083964966748	-0.03749145185042402	-0.08884939534014932	-0.12387756164551755	0.09423832330118229	-0.017508226840772308	0.05033344458683639	0.06690297756815995	0.046647450478056116	0.05213253079791921	0.09360402587989125	0.03285271249000841	-0.046386907869207156	0.02580284402541153	0.03160708551209224	-0.10073320889444688	-0.02098555422885264	-0.06968055662082878	-0.050476436281962495	0.06460756845156235
-0.16928601941278887	-0.014373467983046284	-0.0021627379455128604	0.23029820177058624	0.15070560565777377	0.04390269564605041	-0.04108079439511636	-0.08421129454860929	-0.05473201453900513	0.046085878363628596	0.05352914376577861	-0.07135051017412633	-0.15680141688610671	0.0893308213071483	0.05473823732479114	0.012146163384543942	-0.10852107389940782	0.026301009765488357	-0.016832975813783325	0.012748606678573273	0.048759982388063436	-0.04136281586303554	0.011476033825453258	0.06149754425515239	0.04201911846305999	0.032070472872333	-0.07994799386985324	0.12974475006258657	0.07975258219585823	0.02829122424420609	0.09149457473685263	-0.07108528760452423	-0.006304059096830607	0.031723306700654985
-0.16681768663721133	-0.025389125634249665	0.011409438785057322	0.2102540591443442	0.13103735155952106	0.029590041141484454	-0.09950338402358583	-0.03638898152866002	-0.050569768541274804	0.07983679994954032	-0.0869333301245068	0.0014595575646228643	-0.043053809467015064	0.04951849936029576	-0.01217060267735421	-0.02147118599798303	-0.07821185082068327	0.021841067977881733	0.01610401119968547	-0.06275194228737195	0.07629531881963836	-0.20893677833336302	0.05172313037491871	-0.06653550626983683	0.02748587763713459	0.052100580763827065	-0.04504192538762932	-0.014609202799812468	-0.11511135666116581	0.16299585487249071	-0.03763967953277206	-0.005521145042392885	0.08394453899807824	-0.12731748486074032
-0.15499561980839152	-0.02136238985212202	0.02319247359965032	0.16694450015574852	0.1656881227773991	0.039544438377077315	-0.08130287064983654	-0.008478643224856836	-0.03485487345411728	-0.08254215032923112	0.011354206124123967	-0.0022304880051348987	-0.0646707655029029	0.02240282756133985	-0.028635228830133516	-0.00027834155366228755	-0.027061502440342743	0.08673196746055722	-0.0688623960558448	-0.0329145978410729	0.10637066928401182	-0.21751315243190233	-0.020228894729283558	0.043419464486320655	-0.012311646421747466	0.03424464410794932	-0.08125914925284601	-0.03448635720600324	-0.06093976656480096	0.14099217758649077	0.02330779338347258	-0.03356396897248848	0.10088869690123108	0.029351135982563715
-0.15195310061612657	-0.02638033017135242	0.04300425775099659	0.11421096787746363	0.13499661922422806	-0.06833566544954764	-0.1061143998605043	0.004308763023735951	-0.0022226042112416383	-0.02193613996629623	-0.16214817631081385	0.10819940475070419	0.039069275574022407	0.0024447877662170797	-0.0774014134468114	0.025517845664607932	-0.09977680741595996	-0.03126070004231343	0.0035631499270716988	0.064471351391282	-0.0427126797852785	-0.09635996727819143	0.06227506737574124	-0.11880459392505728	-0.03618201118425012	-0.12495499092111531	0.1003604152225254	-0.047608482540241574	-0.11569665216798176	0.11890434433433783	-0.07300134966852045	0.10208708033174517	-0.03316450338563686	-0.24257235658351034
-0.131841495446296	-0.0024128660283883004	0.06836994420203202	0.0637697537400787	0.16795538582642366	-0.03232427809099328	-0.0023436135314736095	-0.028939437822061487	0.10692254882329527	-0.05337352198781853	0.0021758015390954677	0.04761967641344411	0.02607664854443246	-0.0025040866692273515	-0.03976499097006793	0.16518478567473227	-0.00440649654261983	0.13211686328897165	-0.0336130205236429	-0.07256013889698255	0.026547176467795395	0.03606430791972281	0.012585465904511817	0.1052724940670958	-0.029793929311855843	-0.07850599328107581	0.09582087140509704	-0.021742852245085854	0.04552504789945735	0.03935939229536614	-0.07563698674316922	0.02489801098852433	0.06545477934711999	0.007713762800364073
-0.14557023755059903	-0.028890904579827386	0.07520914587873352	0.09123657784133912	0.09697610994655045	0.02314597067403462	-0.10857348196873487	0.01311630343242648	0.13132730675527	-0.0019543715910581017	0.0664416640596631	-0.0595860475338228	0.09737554734307106	0.04885549770519235	0.010018883485174795	-0.022394730959241858	-0.08002324936369468	0.029133652418362632	-0.02956238745279638	0.07937233285239143	0.05520803522057821	0.023287909050836414	0.00674959255896933	-0.11780024324562399	-0.06604798893045208	-0.1882737239084274	0.011569638638998039	-0.026426103184450645	0.04986574371540209	0.05818044231097349	-0.04839418755585845	0.008067693081642435	0.1985928701151332	0.07486223532447588
-0.12693991169319205	-0.018813623715388403	0.07510947293408844	0.06750311956353643	0.03399849348596401	0.056735424651439326	-0.04238913067208025	0.08034357373647477	-0.012031629796469628	-0.0711057373062477	0.015952256389138608	-0.04925341297440131	0.056467269290941986	0.0178013287582897	-0.010987980809796665	0.186269490819379	-0.01567885378403489	0.06479631911172384	-0.023802481418573843	-0.17376116531719796	0.001072723794488889	0.17362797552103532	-0.11635591332619258	0.00045818280964218805	-0.07465743375449446	-0.006535141663839339	0.02051393465120247	-0.007222374927008793	-0.12456939715440317	0.05656550940371258	0.011195562808580403	0.005212599443466661	0.10065671415625041	0.1680777654927239
-0.1349530464530608	-0.0359810365596852	0.07778391944214366	0.06654619746279143	0.01646145665660348	0.05967244544870942	-0.1017788015642063	0.0482819484993906	0.07489706333759241	-0.0402704958102372	0.12836737306221557	-0.11940251519551406	0.07612508767527251	0.06115443509940527	0.09337559456972469	-0.03444513447047405	-0.07544780213380427	0.11218680023331076	-0.03566461379889277	0.06882115841427117	-0.03902260181089017	0.08542486459774729	-0.11856437696504785	-0.03575050171414314	-0.10310739196526636	-0.11849846603549867	0.029254469533277545	0.05732752552624385	-0.07881040423189195	-0.0641248474381872	0.13245882467230413	-0.06322520216678414	-0.03442575601709208	0.005629806936267466
