Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	countnoise	signal-noise_t	signal-noise_p	d_table_score	optimal sign	estimated normalized variance explained	classification	rationale
PCA_00	87.18396424745947	33.355013362953024	63.87781409918456	0.2339404101769588	25632	2606	0.46622287472598195	0.0	11821	-6.950680906865701	7.06246897619104e-11	12.6	-1	0.5844158804677325	accepted	n/a
PCA_01	62.66540704692406	27.511102310260654	5.802444228183533	0.032430428729969006	12137	194	0.32570921236206823	0.0	10347	0.0	0.0	10.2	-1	0.05579267740529017	accepted	n/a
PCA_02	53.59947207544348	30.89875509330258	3.6308615948521137	0.027040994490709853	6891	271	0.24275862068965517	0.0	10009	0.0	0.0	11.6	-1	0.0394292157301323	accepted	n/a
PCA_03	55.5774414695523	30.670441839343518	3.5472411743344754	0.021416696032126883	9099	409	0.3038099950519545	0.0	10241	0.0	0.0	10.6	-1	0.03492490379000702	accepted	n/a
PCA_04	54.47796860669862	30.721640145914243	2.831768921517274	0.016165428755919146	6897	742	0.2983316977428852	0.0	8940	-4.283456856698647	2.1235160926681133e-05	8.0	1	0.025165370169995985	accepted	n/a
PCA_05	32.279133591148515	25.323131463408227	2.135185475096855	0.014657155502419009	1418	1087	0.11597296335823551	0.041821561338289966	7533	-16.85282949295517	3.6685679398725296e-60	11.8	-1	0.02195924893857594	accepted	n/a
PCA_06	50.236859451861214	29.52098042382765	1.7411219818779984	0.012413303443264554	4713	707	0.20354747999134762	0.0	9459	2.3892573287052357	0.017442859860943485	5.4	-1	0.0177508624507901	accepted	n/a
PCA_07	46.48125828231641	27.297457331054538	1.7752206414614724	0.012173980417663283	5351	776	0.246368501529052	0.2975420439844761	9664	-16.6691434456856	4.165848979511706e-50	11.6	-1	0.01972903796197178	accepted	n/a
PCA_08	35.347558584727096	29.494705952282004	1.4339552834792761	0.011038682950488262	482	318	0.0	0.0	9529	-2.049061057760242	0.042676900728766856	15.2	1	0.015489287770775911	accepted	n/a
PCA_09	30.029289461698543	31.376467814294582	1.1722847233747418	0.009723068222195751	125	724	0.0	0.0	9184	0.0	0.0	14.2	-1	0.01357947967457067	accepted	n/a
PCA_10	34.711445675346944	30.944645426962264	1.176002819098092	0.009233398920016752	347	366	0.0	0.0	9439	0.0	0.0	12.6	1	0.012932891791173995	accepted	n/a
PCA_11	42.01870081161476	25.394206436936617	1.0827139090787163	0.008855356218426832	2030	124	0.0	0.0	9313	4.3387046799395135	2.0392903876373177e-05	8.0	1	0.012244823138198326	accepted	n/a
PCA_12	33.589752622948396	23.764311510425706	0.9599129637980458	0.007995081713602518	731	0	0.0	0.0	9532	0.0	0.0	13.0	1	0.011015078336019815	accepted	n/a
PCA_13	32.008288375442625	24.427762411502815	0.6570869028622023	0.006717857214540367	142	218	0.0	0.0	9423	2.0497286680624414	0.04307397977950847	11.4	-1	0.009253703647011653	accepted	n/a
PCA_14	30.54933483930826	21.521657648498913	0.6009164237495288	0.006205187387416607	719	0	0.0	0.0	9514	6.1529892516297515	8.705649506402525e-09	10.4	-1	0.00847225231201413	accepted	n/a
PCA_15	30.904436086689525	21.49263497020856	0.5910456350553461	0.005936948096418546	161	98	0.0	0.0	9581	0.0	0.0	15.0	-1	0.008108654636117337	accepted	n/a
PCA_16	27.028232119239888	23.95334517862139	0.583116298399611	0.005923976274289695	0	122	0.0	0.0	9772	0.0	0.0	20.1	1	0.008143055889173233	accepted	n/a
PCA_17	28.47433136354723	20.97361439093463	0.5329068590718986	0.005615998431927732	239	0	0.0	0.0	9700	0.0	0.0	15.6	-1	0.007711456867378315	accepted	n/a
PCA_18	27.645008079111722	24.09768484541661	0.5094005322497992	0.005511333222200009	219	158	0.0	0.0	9863	0.0	0.0	18.0	-1	0.007522099944835884	accepted	n/a
PCA_19	28.354394919276668	21.82972318944533	0.4597976607710979	0.0052991626779953045	100	0	0.0	0.0	9711	0.0	0.0	17.0	-1	0.007222294454314583	accepted	n/a
PCA_20	27.309204274262623	20.698436596053963	0.45980345433740083	0.005184056112548546	0	152	0.0	0.0	9736	0.0	0.0	19.3	1	0.0070732554931932186	accepted	n/a
PCA_21	23.60862983540634	21.660970378398197	0.4234798571690813	0.0048798917189699954	0	310	0.0	0.0	9909	0.0	0.0	21.3	-1	0.006645011149190577	accepted	n/a
PCA_22	23.28660416858806	20.94842223686589	0.45224951931479956	0.004822321230571304	0	460	0.0	0.0	9723	0.0	0.0	19.7	-1	0.006654308408419533	accepted	n/a
PCA_23	22.29189259008531	22.218499145448774	0.40533596942627875	0.004697646758857941	0	515	0.0	0.0	9764	0.0	0.0	20.6	-1	0.0063909447345773555	accepted	n/a
PCA_24	22.28246077028215	20.929097362897604	0.38264593760417737	0.00455333057672226	0	257	0.0	0.0	9841	0.0	0.0	21.3	-1	0.006199838294789134	accepted	n/a
PCA_25	22.062186589495415	19.11154263314964	0.396360734277337	0.004539180389932933	0	189	0.0	0.0	9764	0.0	0.0	21.0	1	0.006170157335681972	accepted	n/a
PCA_26	22.850838090687	18.7164168787267	0.3518450504285818	0.004369190742499443	0	0	0.0	0.0	9847	0.0	0.0	21.1	1	0.005988064942598662	accepted	n/a
PCA_27	21.246661199605814	20.941723434297675	0.3685241496410313	0.004344681199149627	0	128	0.0	0.0	9930	0.0	0.0	23.3	-1	0.005908662075716325	accepted	n/a
PCA_28	21.515933342007187	20.08456075580576	0.3598086806546873	0.004296860368154506	0	337	0.0	0.0	9880	4.539595505920998	1.3907570777419507e-05	19.3	1	0.00586205262742613	accepted	n/a
PCA_29	21.42443636153916	19.95826846062252	0.3333837810591334	0.004171716855942432	0	102	0.0	0.0	9999	0.0	0.0	23.5	1	0.005670831338920684	accepted	n/a
PCA_30	20.98198655591254	19.43112398311587	0.3228662307946316	0.004104271704046801	0	111	0.0	0.0	9940	0.0	0.0	23.7	1	0.005576107458750216	accepted	n/a
PCA_31	20.230328602525375	17.79596161578782	0.3168217167737629	0.0040438806972638705	0	0	0.0	0.0	9913	0.0	0.0	23.7	1	0.0054968633117671	accepted	n/a
PCA_32	20.256232215868167	20.126254653123755	0.3260767910224572	0.004019206945301162	0	300	0.0	0.0	10062	0.0	0.0	24.5	1	0.005501627452889512	accepted	n/a
