rmse_mean	rmse_std	rmse_min	rmse_percentile02	rmse_percentile25	rmse_median	rmse_percentile75	rmse_percentile98	rmse_max
562.8082885742188	1014.0774536132812	6.398230075836182	104.01231048583985	282.46058654785156	412.4920959472656	597.1302185058594	1864.3920947265624	45930.5234375
552.2169799804688	996.8430786132812	1.4412035942077637	103.40417297363281	278.6857452392578	406.3406066894531	586.2599487304688	1829.7188183593696	45213.58203125
548.6481323242188	994.9586181640625	2.429687023162842	102.92713256835937	276.33837890625	403.9458312988281	582.2256774902344	1817.453300781249	45130.3359375
562.795166015625	997.12255859375	3.9089267253875732	104.3553042602539	283.25779724121094	414.7311706542969	599.9389953613281	1845.891606445312	44749.37109375
566.4349975585938	995.6327514648438	1.611750602722168	105.14351654052734	285.69078063964844	417.9295654296875	606.2885131835938	1856.8549999999964	45112.64453125
582.9024658203125	1003.4107055664062	4.131096839904785	107.51746124267578	290.4908752441406	426.77606201171875	625.7362365722656	1943.8358789062493	44586.7265625
586.178466796875	1001.870361328125	3.8737049102783203	108.73194519042968	292.36048889160156	430.110107421875	630.6528015136719	1948.9439453124983	44540.51953125
603.1995849609375	1008.7333374023438	1.8617596626281738	109.9714273071289	299.1109924316406	442.3655700683594	652.5972900390625	1999.8276855468748	45707.95703125
600.2205200195312	1006.38134765625	7.596127033233643	109.95849182128906	298.2872772216797	439.82171630859375	647.7812805175781	2019.932900390616	45854.6953125
587.7744140625	1004.020751953125	5.801671981811523	107.82857513427734	293.8863525390625	431.88275146484375	633.7704162597656	1944.3698925781187	46222.01953125
586.3102416992188	1000.7944946289062	9.022542953491211	107.4680096435547	293.34886169433594	431.48291015625	632.0758666992188	1942.8621484374971	45622.8671875
568.4886474609375	997.0879516601562	1.431983470916748	105.95349456787109	287.4597625732422	420.6744384765625	609.0876770019531	1856.15174316406	45567.82421875
559.1340942382812	993.4300537109375	0.5123359560966492	103.8325765991211	282.09503173828125	413.63433837890625	597.5686645507812	1819.288354492186	45510.9375
558.3994750976562	994.28564453125	3.4757721424102783	103.35127655029297	281.07395935058594	411.9388427734375	595.148681640625	1849.077348632806	45267.4296875
555.9641723632812	998.6466674804688	2.7454962730407715	103.78239135742187	279.7682342529297	408.8862609863281	590.5973815917969	1839.577495117187	45540.390625
555.3228759765625	994.4276123046875	4.195149898529053	103.49464385986329	279.45103454589844	409.73699951171875	591.6820373535156	1821.7030224609368	45121.3828125
565.2450561523438	1001.2557373046875	4.147761344909668	104.3527621459961	282.21034240722656	413.47625732421875	599.7140808105469	1929.969687499997	45701.80078125
564.6234741210938	996.7334594726562	5.6329755783081055	104.85430114746094	283.9020538330078	415.2281799316406	603.1817932128906	1859.9486962890549	45342.22265625
558.1400756835938	998.0510864257812	1.3360872268676758	104.04177642822266	280.5120086669922	409.9031066894531	594.4126892089844	1853.7080908203104	45815.0546875
559.8013305664062	995.1676635742188	1.5383013486862183	104.95913726806641	281.8560791015625	413.1499328613281	598.1141052246094	1827.3471044921873	44629.8828125
556.6157836914062	996.2303466796875	3.4169132709503174	103.48114990234374	280.5274353027344	410.3740539550781	592.6376647949219	1839.3234521484364	45645.984375
565.5473022460938	994.786865234375	5.308037757873535	104.4676416015625	283.2784423828125	414.99237060546875	602.2594299316406	1884.695527343739	45459.09375
551.3861694335938	994.7721557617188	4.8487067222595215	102.8601919555664	278.65045166015625	407.4101257324219	586.9025268554688	1805.418496093748	45127.58984375
554.3953247070312	995.6404418945312	4.476496696472168	102.50034454345703	278.03868103027344	407.1713562011719	588.1753540039062	1846.1587011718732	44954.98046875
555.1442260742188	997.787841796875	0.3830167353153229	102.73111450195313	277.95562744140625	407.40240478515625	589.0545349121094	1871.1590820312485	45508.7890625
546.3609619140625	992.82958984375	3.031381368637085	102.85574920654297	275.6098327636719	402.2772216796875	578.71728515625	1807.7591845703112	45251.671875
544.3636474609375	992.5274658203125	3.1436495780944824	101.80313323974609	275.6013488769531	401.60833740234375	576.0776062011719	1782.732939453124	45078.40234375
542.9249267578125	991.28662109375	2.205862283706665	101.63593383789062	274.71009826660156	401.07366943359375	575.677490234375	1775.36703125	45339.125
546.1932373046875	995.2960815429688	2.7081923484802246	102.64226165771484	275.4574279785156	401.4211730957031	578.3509826660156	1826.65548828125	44879.40625
552.7551879882812	995.8987426757812	5.480805397033691	103.6928500366211	279.56317138671875	407.6578063964844	586.7598876953125	1824.4244628906217	45136.15234375
580.4820556640625	1004.3426513671875	4.201880931854248	106.123525390625	288.49229431152344	425.0758972167969	621.8892211914062	1961.7111669921867	44885.11328125
601.0635375976562	1013.5751953125	4.159100532531738	108.48378631591797	294.80494689941406	435.3990173339844	641.3041076660156	2098.924843749999	44533.51953125
628.6895751953125	1048.66259765625	2.721713066101074	110.74472686767578	301.7011413574219	446.1199035644531	661.430908203125	2369.38875	44654.015625
629.46240234375	1032.26904296875	8.150362968444824	112.37950469970703	304.6202087402344	451.82244873046875	671.9183654785156	2239.1666113281212	44678.421875
666.774169921875	1063.6573486328125	6.5353522300720215	116.18079010009765	313.86460876464844	469.51873779296875	710.9382934570312	2502.1114453124987	44705.234375
636.6231079101562	1035.9326171875	7.335928440093994	112.06836151123046	305.59678649902344	452.0939025878906	678.1431274414062	2322.18046875	44450.40625
596.6671752929688	1010.9769287109375	1.477613091468811	108.07846221923828	292.7262420654297	433.24969482421875	638.3516235351562	2056.5185449218734	44630.859375
603.9036865234375	1013.69140625	3.9328086376190186	109.89791137695313	297.1109924316406	438.6387023925781	649.7257690429688	2061.0283105468743	45078.59375
610.8702392578125	1014.054931640625	2.225294828414917	110.4279037475586	299.1490173339844	441.9945068359375	656.4172668457031	2104.3092382812497	45194.01953125
628.4960327148438	1021.1604614257812	4.38036584854126	111.45805908203126	302.66357421875	450.5990905761719	675.440673828125	2220.8595703124993	44399.26171875
597.1459350585938	1009.858154296875	1.6419870853424072	108.164267578125	292.6253204345703	432.1670837402344	639.5146789550781	2048.0377832031245	45016.94921875
599.530517578125	1011.5271606445312	5.751966953277588	109.63371795654297	295.2106170654297	436.23858642578125	646.4103393554688	2014.2487402343738	45175.2890625
596.7626953125	1007.5052490234375	7.192025184631348	108.19758270263672	293.660888671875	433.274658203125	639.5618286132812	2039.2696679687492	43860.37890625
