pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32	pca_33	pca_34	pca_35	pca_36	pca_37	pca_38	pca_39	pca_40
-0.12395461037963301	0.05113890962282603	0.13676900545253787	0.010129716940927052	0.0526568762307636	0.07373016116007824	-0.14388928342015717	0.02372314425417272	-0.06512795924099352	-0.03891855470060696	-0.026714133229657464	0.0008160832486859866	0.11983030743905647	-0.12856786862731073	-0.06261684820022476	-0.05578152906260861	-0.2291681952445902	0.049057373636264424	0.10419963249522045	0.21088249126786007	-0.021176803170461073	0.03187235877847745	0.08503663882462169	-0.15058209086896693	0.08650917777228498	-0.051371555825101715	0.0216923936425453	-0.23501524815925143	-0.05786448084897624	-0.059667280086946335	-0.3094405595815417	-0.09039480894277861	-0.09576707837943635	-0.07291771628791871	-0.0067457478055786835	0.06723626399799948	-0.05882755628202917	0.0714800495970461	-0.10952288475851533	-0.12434298875589118	-0.08335849422391141
-0.11876058097573383	0.07606362919635198	0.10860538497084643	-0.005104255792590571	0.11022819152884965	0.07580500894404668	-0.11915307192265968	-0.008236203190476559	0.015701148784877703	-0.09603502173060399	-0.06043194068492009	-0.002836467512201672	0.06775599565093499	-0.06474551218281298	-0.004881616216813341	-0.027806292901211067	-0.17578003769055156	0.009283858695502458	0.17188429691074655	0.09875722477429218	-0.07720335706658338	-0.016426839685930006	0.04146984524972886	-0.14372300266655866	0.1516621394594811	0.03795187173553814	-0.04111539926918943	-0.06251092411277555	-0.06000348005768695	-0.03610365067272058	-0.1860897526291018	-0.018160887721798687	0.11427859727936221	0.008739781777070394	0.007984510395116278	0.029133088524578868	-0.0568248067091507	0.08975417383650848	-0.006042763005978528	0.07181049958081176	-0.038880067178924366
-0.0828174342642918	0.12301433215932844	0.11693545670447969	0.041278930269770434	0.18873147828159514	0.07348687743136387	-0.14321821322911832	-0.004378026144539686	0.039358187766054084	-0.041941328528155714	0.013604336927469738	0.010225479879454415	-0.009137947583224545	-0.12931950868527636	0.006034689321943162	-0.21808248429449142	0.02610455158026795	-0.036538362900851606	-0.10065451590190087	0.03190588859042566	-0.2395580036419512	-0.06911603013520715	0.2001211595280196	-0.13235816674825718	0.12001072289361076	0.10994874952201762	0.09928442433029377	0.16093786536865518	-0.07859723253849213	0.02782949242613023	-0.0680778166912476	0.2957162170496931	0.0029762393031229108	0.13468641278609617	-0.19374059184515627	-0.04132993421828493	-0.043790722153482196	0.06932710317295611	0.023619250493021583	-0.02474552328117128	0.19763559330351638
-0.07241511451991448	0.10617890451246281	0.1131002944002854	0.019148755640594674	0.1507158034681484	0.1202693483802969	-0.11377363980956412	-0.033682055163133676	0.015444234333194654	-0.07456879538122385	-0.017080234258088592	-0.07925184917490496	0.07203571827587021	-0.07825483144774645	-0.05996015648878024	-0.11498035620634885	0.03635892205128077	-0.04576397490072828	-0.05157155535666988	0.10186429515969042	-0.032260218822122	0.003956836107572845	-0.03135622713337731	0.195393337408243	0.11104409607339173	0.13973720908287934	-0.054630065006403716	-0.037569006450422875	0.00884854339025856	-0.04186577453090261	0.035439078208607235	0.12416810086689853	-0.01891356132114277	0.16913658174742494	-0.06414703214809879	0.03162958470759149	0.22536763351470646	-0.011502041167106267	0.11934944791783247	0.08764283651483877	0.0036973123946988738
-0.0985416691433811	0.05865377453544096	0.13493959950561873	0.06258338800668746	0.12071777170956817	0.10662750621324232	-0.0778109121140094	-0.03838949054848804	0.030766583218134767	-0.07641957591369536	-0.049598024317845074	-0.04275371614343852	0.06378704859951859	-0.02977394859133449	-0.12559490554064695	-0.012558227555036522	-0.04450619436720357	-0.05208403081804893	-0.0013198972898537387	0.06677192116742417	-0.007301805911994641	0.021531073047018703	-0.010355506376078488	0.18595822612644972	-0.08756333585355847	0.08281804355743705	0.019790709693478854	0.011895233921920004	0.00336720764261475	-0.07975913929458364	-0.012307765991374509	0.05121715934728536	-0.005113215186489703	0.043060894882079745	0.12747808633857435	0.05641383688881345	0.07596911809765064	-0.04041891245010798	0.18392462425986972	0.053361603059288276	-0.10332079063063619
-0.09075646489583454	0.03685955295379523	0.15524242958860923	0.07139040748672112	0.07732981119537408	0.1166984512164862	-0.0065475075535423866	-0.025255315620193022	0.08086133310537703	-0.09235018073041476	-0.059411092861190375	-0.019305792689862482	0.01420574501490151	-0.0036040346487614637	-0.026790671503310104	0.04051646531095332	-0.10970196810726837	0.022058375921559136	-0.00750327861628336	0.04553124476294437	-0.004596345645492075	0.048459118955230446	-0.019355021832717548	0.11204898764493564	-0.2046841489515576	0.04462303293954472	0.07679099672818698	-0.006317317431966507	-0.034158692912137786	0.025067510234257614	0.014776259472936704	0.07559774387509005	0.02169996627052858	-0.06833135303626188	0.10333255166426661	0.04708045838307659	-0.06406308474682339	-0.05517126971396085	0.12490705031759777	-0.021460025384140984	-0.10556920260807341
-0.09093486805150922	0.04166403234677511	0.13373528872522772	0.040214870928000454	0.035100153078830354	0.1216451600823836	0.0501822647666097	-0.023950270400824647	0.07442979825817708	-0.07676766740675202	-0.02166101927624557	-0.06204149709173411	-0.01504170136276703	-0.03067490927757255	0.04543856540952914	0.0453454840692241	-0.0828110677545153	0.07479570533203944	-0.049164001113779374	0.045475848038723066	0.02266339993408687	0.05106098364051044	-0.05468613666839703	0.012787071082214935	-0.1809737753856198	0.02400398814771854	0.09123546176051571	0.04017041812538511	0.04509794356820178	0.0677109436940865	0.01861017533193096	0.000973834843249765	-0.09846237995235967	-0.003065269357739122	0.0423230648078368	0.05464966780544325	-0.1586011092467738	0.043150154580486766	0.03406452051858725	0.021401820027843278	-0.04784536662824959
-0.0891612815403279	0.03927900560324774	0.10625318319577688	-0.01046548962362176	0.009291302694947656	0.13536933435273268	0.07608966001067374	-0.04149166475077434	0.04051865374637831	-0.03492402776035977	-0.029751706441285317	-0.07384111264766717	-0.006034673108327948	-0.07356291584338029	0.09633172128655793	0.044325940973791736	-0.09601040572188471	0.08641428249394718	-0.055587196479667395	0.048278920547823484	0.0656915139653972	0.04326595848705016	-0.10050294282852738	0.01440545382267816	-0.19569036597946068	0.01419396394860295	0.08314835669611399	0.10188115633915226	0.06531240334703094	0.06714243856027316	-0.01026821415757359	0.015456614796373856	-0.07942273758411639	-0.01195794655627929	0.040593655286082185	-0.06165039722879087	-0.09700346578235589	0.035429397475684354	-0.006648579782176641	0.03175628213186552	0.019019543200821366
-0.08512614099932503	0.03695487822670755	0.07712407988393594	-0.02538787008751031	-0.033007623808283176	0.13275267117116907	0.09828978096757007	-0.05831227452685901	-0.08025510668135012	-0.05660427433065074	0.04551937985006238	-0.04521952166277716	0.03903774188220138	-0.03686314531394086	0.12093984177440226	0.08637833360996895	-0.13346257484880236	0.07730297792511605	0.002901560321534012	0.03328784172323079	-0.0075163975412198564	0.017970386595532243	-0.07298020686441009	0.040267685765327424	-0.1439249436394625	-0.01954570326084401	0.006139342371639564	0.154021728773538	0.0589063130631959	0.08428185747452363	0.016513307869390675	-0.011870257899347356	0.04374628606231512	-0.05927413246397528	0.02003496938143355	0.02704568239852035	-0.039261367463118285	0.022660402624427308	-0.11736399970486511	0.022251673011367837	0.08439709804637494
-0.08645712825769494	0.0551587080795653	0.04101120587187016	-0.05065017995004589	-0.03498144280067461	0.09176938654770585	0.036852405157047546	0.03120141356823951	-0.09942536003027375	-0.16304420919141707	0.12896047765862687	-0.01400116748871228	0.0027952262628419614	-0.04360369385396804	0.1778572656289224	0.0250504741768452	-0.1319384253139152	0.15313358194466248	-0.03393760620267884	-0.02875549923954196	0.0037980367449883794	0.019473921661735772	-0.08952640440810106	0.015273032899225282	-0.036928798457677166	-0.05678537660568619	0.04547256951840116	0.08341378034074409	0.048152106164177595	-0.028051663648462313	0.03436137248235985	-0.03241256657997247	-0.048219009588321524	-0.0727540727034035	0.025028231060735488	-0.027613068432406896	0.014682750306038488	0.06196573455409904	-0.07196273153230161	-0.04956183347475729	0.05679866627465126
