pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32	pca_33	pca_34	pca_35	pca_36	pca_37	pca_38	pca_39	pca_40	pca_41	pca_42	pca_43	pca_44	pca_45	pca_46	pca_47	pca_48	pca_49	pca_50
-0.0019811625705974767	0.11001297040566516	0.034318828364666	0.0987666386287641	0.040479209382949424	0.08811403357564909	0.04409805576522194	0.10303667657045056	0.0002484260579523019	-0.07259798460796997	-0.04033733549682766	0.13208761498422067	0.09490451957160355	0.1435608256147838	-0.054745239836337826	-0.118759616470537	0.1174500173601931	0.04855185148526009	-0.12821129867489017	-0.008215660642036889	-0.01920920502584533	0.04198479794524899	0.0026810820538946778	0.0003205864924973229	-0.05257557812973634	-0.12023127742479084	0.03636766283821389	0.0028058818297468442	0.007124998760021362	-0.06474671395265252	0.07413911965030356	0.017361902906716225	0.02664507041306176	0.004521329464221887	-0.09451187206698834	-0.0013289166196796844	-0.003084970907279309	0.04180624158693385	0.06175695650238053	0.0009167419577216423	0.06845592788128947	0.028662825205879622	-0.20213493790214374	-0.05052555401238766	0.0023648669799814165	-0.009862587090990024	-0.06401471790788757	-0.05446319390569739	0.04692315990392419	0.08707426179838368	0.00855369013802214
-0.005658285110027916	0.11281461784791247	0.03360894660537456	0.08834573930735828	0.039091143613319446	0.06568953884151732	0.06571938169101545	0.09668657051624832	-0.013398023110825967	-0.07713800256778997	-0.046595514543360264	0.09155750681720698	0.09980555758659929	0.17078384768785612	-0.1386255519974829	-0.05688176795754141	0.08149813305551137	0.047149807743940786	-0.10504667824317124	-0.04574199976984478	0.006438643754910135	0.029704698216224512	-0.018760355454083933	0.034608875738146944	-0.06719207679172128	-0.06580513325775976	0.008489159362491035	0.024413378255461526	0.03394592275100887	0.011493233637306354	0.040658288039539824	0.034312669058747934	0.03702691243469232	-0.012520935270292861	-0.0717827674220192	0.05873549987913264	0.005660102128305144	0.05771568063754125	0.0922145726441181	0.00723572250800716	0.01878216133701527	-0.052429968318856233	-0.004996198558031337	-0.014142638031311064	0.004803993112717493	0.09555880420867315	-0.0570847704254973	-0.020691457642473654	0.036773047790885666	0.07786095749944028	0.043847415855119025
-0.0037153307905128663	0.11505277514255077	0.022941591721180987	0.07410869445673818	0.0487211239904938	0.061253903396177645	0.08546529294581273	0.07124645365047344	-0.004033336128879294	-0.0929914057495613	-0.04019524839895264	-0.004338395368164744	0.03140206689745634	0.21846947892341007	-0.1281704107919846	0.024566450942704057	0.06675618800969292	-0.005823794455975764	-0.13012149860128902	-0.03317551281727475	-0.01639320706759218	0.048966257341158295	-0.04263910201819502	0.10590758075310006	-0.07539714860644056	-0.008684923505346706	-0.06097888640999204	-0.025725790504342677	0.03140632524529712	0.03962228150577497	0.04880763568861598	0.003979681747641815	-0.0075889853582445915	0.004107967354964913	-0.040128148675700206	0.08583708450476119	0.03162718706867561	0.06953097842692933	-0.03890892869327077	-0.042130598169206	-0.04005914301731795	0.08874811124560023	-0.013469845841866225	-0.041308604411412986	0.012860234223436467	0.009709171760939977	-0.08325351040458241	-0.15878355843894906	-0.07132648020418247	0.023641304929269174	0.03263023203904448
-0.005903855216637499	0.11363926120299843	0.035084700158478054	0.0712801443459626	0.03672226227996899	0.032569506424133254	0.075317897540568	0.08547068681565428	-0.0288718209341003	-0.09933054884052869	0.003911465558079218	-0.016270207077111312	-0.03771625613959186	0.21016830602809317	0.00290869234523905	0.00013735540273769609	0.06658805012222772	-0.06063304090432667	-0.1709336531862109	-0.044621499762108614	-0.0024590337113889055	0.052351689214997506	0.06437339449415452	0.09825633715730528	-0.0671599685092078	-0.05262077709616751	-0.028310022679124826	-0.06072797212305447	-0.028852338857775633	0.004497719283507205	0.00823795886810473	0.024175704592204562	-0.03272946113917844	-0.03128411434760244	-0.14771667415358372	0.036662983888473506	-0.06514557525754648	0.058268932687709225	0.1134120956933202	0.0005159141679708604	-0.00465626783427257	-0.008603192382489485	0.021551339018949248	-0.004775052397777023	0.025134451227157774	0.0017641624921955683	-0.0032772321381060333	-0.027060114582564913	0.056635675487095465	-0.025031529549694988	-0.022359510063926877
-0.007525718120115488	0.11853368817345405	0.03455630475374849	0.07486084865620712	0.023211132028323117	0.008962461409630917	0.06979343004867582	0.10527788465745369	-0.05346038026156539	-0.0609774426525628	0.020878816075613003	0.10803398584297996	-0.047941171164188556	0.11784088155185862	0.030959755060250914	-0.12380378795819222	0.018887297659059887	-0.021943137883412824	-0.1706704021957937	0.0007669655356843941	0.037551760794878285	0.016619105394353198	0.046030923850990474	0.0015851813696619176	-0.033024413295601455	-0.0685546675039328	0.01261119038740531	0.038384545778164976	-0.023472793801444423	0.05608761685614228	0.04405516691262938	-0.09116264817515302	-0.044303700792009404	-0.02287987661136257	0.0807485129247501	0.06290345445686323	-0.054813244322910216	-0.01469852760051552	-0.07703045861986008	-0.03149918637434183	-0.12143383514105119	0.0883848314265234	-0.04082162281582186	-9.713525993118241e-05	0.024311367997051393	0.06954165451619136	0.053565857078853564	0.013907307081553136	-0.005806237276994959	-0.021303926666341212	0.05156917223598324
-0.007273806303454817	0.11836545780507605	0.03296479642616312	0.06973830743118781	0.0255246822329335	0.014792477023714168	0.0923406844294242	0.08951405728153047	-0.06257553733964154	-0.006353533141330544	0.0019258882081148697	0.1368868855355764	-0.020166387035209163	0.0534653745505438	-0.15602601195443688	-0.14287198352734787	-0.012918729519398042	0.02350785567045989	-0.06431815238296171	0.004906052143663018	-0.03961100074757461	-0.0016508261893278461	0.026423971956006608	-0.0024487118303352035	-0.07737989408835916	-0.09127835662136857	0.0491899484592439	0.05895774537320057	0.017237597940201507	0.06314881673645265	-0.03420776573897765	-0.09877640933447233	0.044481529551527094	0.010486460531076268	0.0037555355352316064	-0.042421800846860175	-0.0997333974534097	-0.006402419400224162	0.05702188391401531	0.038979713909666154	0.013886037351072925	-0.04988920481286804	0.065398859611095	0.08710343163155093	-0.022679686714108645	0.012331026325208164	0.14819765715628888	0.0012379057147214028	-0.019559659821774086	-0.03821136611712935	-0.04847303726507181
-0.00825969081029083	0.11576966249605787	0.0354349840667067	0.08209234822120498	0.04611136249312217	0.047648929684609986	0.08212199486314223	0.10107204295115596	-0.07520034077043118	0.013903102040499632	0.0008673542183643135	0.024975189373587753	-0.07416422657644425	0.044705630966147714	-0.22352631876666618	-0.04861515969397562	-0.068111183614462	-0.035312739436250094	-0.013899150595153897	0.043612235890948294	-0.09864261621506189	-0.01761705908234923	0.03244676550334196	0.04682206540798518	-0.021406294919585574	-0.02703624247612464	-0.005759810270840465	0.07382081282266623	0.015881793088294426	0.07178244514313377	0.026001724378786964	-0.10939632987576858	0.020315948028541527	0.04196100060171376	0.06583283513354408	0.08738636436955863	0.02923304747695384	-0.07032377320609753	-0.10729980089682094	0.03665417910263981	-0.005389903883033564	-0.040997648443608634	0.05124718754484778	0.02611310510278473	-0.016217520192048297	-0.05775885513283154	0.06531286752963664	0.10432990863424145	-0.06469074395932951	-0.04058392244083106	0.013444693029954394
-0.005676295195702925	0.11358956433461483	0.03941883713123491	0.08920077359268566	0.05603145252270553	0.07765332447540296	0.0580737844440045	0.10543415437234943	-0.08448109479405755	0.0027792497558224577	-0.005037441074048146	-0.03441641319401961	-0.10499558670040443	0.022304168909909772	-0.1448810942673776	0.007101868905754205	-0.09140273117440693	-0.09002909911739045	-0.016528905761125673	0.07688303549502011	-0.09117123019241255	-0.01618499783792847	0.06538277861154572	0.07020209856861837	0.04722706280252931	-0.0883115315678232	0.03755366683574806	0.01608574022939385	-0.0314494246192036	0.012907492193489703	0.01790367676428803	-0.09272539511837913	-0.027370561613708294	0.0553267080600416	-0.004824337471958401	0.013749328995169327	-0.005423616847522716	-0.0018130618019933063	-0.03986673663996064	7.393732618534864e-06	0.041927195140781595	-0.006674109225616044	-0.0719569174266879	-0.07835329356115282	0.02261135359173973	-0.031073572575148714	0.08128268785973454	0.0774077345161208	-0.07066314640520581	-0.01425867263109179	-0.05553190566746589
0.0004993976491864654	0.11383932248635893	0.033288285706986456	0.0767167151964694	0.05275479762501856	0.07558120036196492	0.03619503727487068	0.1094780697319428	-0.08408001747670125	-0.03054724663677999	0.00045136854373280244	-0.04087165917292872	-0.12933762921654052	0.006924832666535166	-0.0483864964711308	0.02158965177245023	-0.06886683721071617	-0.10562840703388468	-0.04797999122138413	0.08043635325395831	-0.044790265194861546	-0.03666608773876951	0.04421646839185927	0.08329795032145666	0.02701998875071905	-0.12042606442412832	0.053174796989504385	0.02705205484326403	-0.031053476006489764	-0.02067888533743112	0.0010828011450108171	-0.02410597937352984	0.004192235012292933	-0.009322940302381616	-0.0010728791236209179	-0.028319460921640092	0.0033183116768049923	0.02495885015175153	0.037080338221588356	0.04325028766379974	0.04375954960255108	-0.07834808694330544	0.038074942091958774	-0.01087329637663971	-0.004510044815274807	-0.025644433607588914	0.0880691035781808	0.04868414312238628	-0.03158357774195756	-0.06386105361546446	-0.06367192014442799
0.0071308241340092855	0.11142140971002415	0.025178898333033266	0.07120480291241196	0.04853177886182414	0.07265586251512737	0.04464427727932774	0.10181467974740233	-0.0702001222001366	-0.02779042545930237	0.010558014808247584	0.04002730508401786	-0.19105475595180543	-0.02847205165419628	0.021875215091808255	0.006084096851193231	0.0007429121583129548	-0.07876768005299378	-0.0178283012042232	0.07852216267788943	0.04981088279329825	0.014301830380871794	0.044624015078811405	0.07943680048260662	0.0008106742401375738	-0.08402416868390888	-0.012732347503007738	0.023982227839207858	-0.06489707824628001	-0.05453982574535164	-0.03377061995574314	0.0064625202461101525	0.08498056094711415	-0.05398348947023705	0.040221272998713836	0.030832336758193243	0.0792879410340063	-0.01070464640482556	0.031202312066334392	0.07184421453601092	0.010809075180692615	-0.047332404043554856	0.08490264377566566	-0.003947169852094402	-0.0002638323465719342	-0.022097937228172403	0.02054422876068831	-0.028549181912063896	0.0670330492321363	-0.004319652697957012	-0.04080533103159121
