pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32	pca_33	pca_34	pca_35	pca_36	pca_37	pca_38	pca_39	pca_40	pca_41	pca_42	pca_43	pca_44	pca_45	pca_46	pca_47	pca_48	pca_49
-0.02400918023369231	-0.1119683732128432	-0.00363428316161197	-0.0005517304713835705	-0.031295606933730055	-0.07153927975491096	-0.07699613433506158	-0.0036495597112025874	0.044329831547059544	0.001976136461445998	0.0005275133246046971	0.054546144241014484	0.05305720312666729	-0.0435904635123393	-0.04116873676066491	0.0023681187425621487	-0.08438783234849304	-0.004412991192116913	-0.0777809597180096	0.10387983558872689	-0.0682696663553346	0.0058401728749724185	0.0007078416008155637	-0.026560530670547332	0.11378915187255134	-0.024491702393656993	-0.09411812829757811	-0.008857619166451936	-0.052196989718152634	-0.018571110285936176	0.019057926407124212	0.07062012450502883	-0.06822505011758023	0.0828233849945235	-0.039333130018805895	0.0324630036551451	0.09397783588557942	-0.17886655118994862	-0.06410100579525482	0.12850529838391114	0.16424866090198875	0.01936657328435856	-0.09019041440824566	-0.2227355974813849	0.10988714218714428	0.1079875353089528	0.12267919610765503	-0.1875482545643085	-0.07256637270596697	-0.05246866028348996
-0.06083712203751357	-0.1185130757513786	0.028759717035739943	0.0036391904096570553	-0.048583481554437286	-0.118424929127429	-0.0706370489592413	-0.1352395173316804	0.013741174400239427	-0.07930977793292485	0.2044698012120885	0.0042661249922593195	-0.0046256892267161065	0.15825640054692597	-0.11495822767950234	0.060193352394696996	-0.04963352125510658	0.045699022850765866	-0.0463450349185104	-0.07397694889142949	0.03967611475444416	0.16834830318940908	-0.09459464015779968	-0.0387349814862162	-0.04854043055903062	0.0015253087271813483	0.058498516495175686	0.09356139552057204	-0.1357088994829	-0.0594226961418168	-0.05578831033526493	-0.041971684154813955	-0.13005654785792434	0.1426034566305573	0.17889887308489796	0.0958159175890655	0.1780612370936146	0.04005126361561212	4.8190493446766125e-05	-0.02124421624853503	0.2850851550688191	-0.07426103494800808	-0.09917325875674186	-0.14573516037708076	0.10873259568670775	0.06299993771895082	-0.1499844369558629	-0.054446467377973165	0.017843352099966302	-0.11011705469308983
-0.1130562827948236	-0.12754975493328394	0.007121814981320439	-0.07257772884933979	-0.12460972747182605	0.0018766510850081186	0.007983677555003399	-0.0949508959010122	-0.15937956927399288	0.2517521977266402	-0.10932629217988223	-0.06652165945455671	-0.07168681435464493	-0.0037645198176689543	0.1800399689643663	-0.025025261318958054	0.018120484337318415	-0.1863008157497375	0.12175977018418269	0.014549200761245024	-0.06742103258524627	0.2366453515976704	-0.06609430102706931	0.17663016179765895	0.0879199384340785	-0.012826369288243794	0.1897529588018485	0.017292343804576702	0.03028234517520854	-0.00591435938328	-0.12838622504225886	0.22085493515593257	-0.06184440416897879	0.004816466173807529	0.11902389498280545	0.09075982077299041	0.057972237296840236	-0.09325266503687676	0.11286582529465206	-0.04423215202000754	-0.08477362237465796	0.14137246420181487	-0.16497299841057986	-0.03553536759926518	-0.0469373407760893	0.17643610557144335	-0.014235383786294414	-0.17742687879810917	-0.2763020489547497	0.14092532919673392
-0.07725607413011937	-0.14569176064480682	0.016074821688291635	-0.03050558300183286	-0.07813993120690384	0.015445244282662696	-0.00018554819551719337	-0.07583114731038558	-0.00802665988327167	0.026211841195507624	0.0033126458783304183	-0.014746336619324313	0.057497893087018095	-5.275679749473794e-05	-0.024969223121660153	0.07400668293871716	0.0743206443454151	0.030292759074535158	0.17299417562165265	0.13616610207687324	-0.04170654335426921	0.08333812043342695	-0.00902644923961446	-0.031135492839459548	-0.029179788308082585	-0.10047813090911292	0.04704941853241819	0.015365262790090253	-0.015301027628187927	0.007941696279211775	0.04426231123282674	0.05306770575176589	0.04191558478781118	0.10714422262770082	0.024596992346527125	0.1462600915133922	-0.02655204633533876	0.1047333585717935	-0.10775897901448142	0.05077979932459532	0.06893010748140097	-0.0381026745235137	0.0820448049646948	0.09665425025769325	0.045239630232722004	-0.017664783033923565	0.09400449157666169	-0.01791957194372255	0.023710620668871998	0.07566148427124274
-0.07716967357337236	-0.1509425129653839	0.0052501157363439716	-0.03124362520332128	-0.0747034908753727	-0.02378948946945847	-0.006516095022682522	-0.05338257283839419	0.05056967643508984	0.07016830579833118	0.0017689802805495613	-0.04217532769335686	0.06798154317890451	0.03505589197672879	-0.004059716343851313	0.06626722681203455	0.008676236493698447	-0.061991138643534394	0.1142146839161188	0.17185728571204745	-0.014381735340388724	0.04172762657750392	-0.02176144665474461	-0.036157740154111925	-0.0542223451069668	0.017455669557381308	-0.009811625418273656	-0.05933305830871516	-0.06594128835743046	0.03956151082654617	0.011178500888251518	0.0039992698725103	-0.04143332621903361	0.015427842057708224	-0.009129524123664322	0.07664611309817626	-0.09024718464129641	0.04554074977974362	-0.01275034569079446	0.06449946303256177	0.010489832525759787	-0.043546904512172226	-0.0012268930071959866	0.07381110863144527	-0.04876067568660424	-0.019230834149292865	-0.00180058048327153	-0.016221729390326838	0.08039031642391928	0.0347995733090784
-0.07309115708199748	-0.15598822602606094	0.007980939628278061	-0.019716174746378476	-0.06659634368251943	-0.00751891604584462	0.01330083983271893	-0.03750372996238552	0.04247013463929178	0.07818093109180742	-0.009702862051332958	-0.14150513014701555	-0.013125812659865732	0.09712832784422008	-0.022908299015016002	0.07579259970599327	-0.005177633874770854	-0.07736197836618407	0.11590497107000183	0.07116194831541853	0.013299050648013823	-0.011313321484950704	0.06046732600955149	-0.02201494934410053	-0.08099150529041023	-0.03423465035474084	0.001991983131432562	-0.07305459165414219	-0.07498522729783785	0.08135130134212122	0.04221880017038929	-0.01818646417777315	0.0023488516941745016	-0.030828488652110277	-0.07840392682544087	-0.02907413922105289	-0.031063641883157217	0.07913994646994697	0.03226737990145427	-0.03105657304977874	-0.03218782918209194	0.007251730226651438	0.017427578746867824	-0.03558013236038817	-0.05752993829745817	-0.05165260008591881	-0.03724277112861374	0.03783908950074161	0.063927554723267	-0.020387103348621746
-0.07106652296647312	-0.1609886583979273	0.012610472927083505	-0.020020400310037004	-0.061070335250701796	0.0305578125318062	0.0447637981736617	-0.10141376783502623	0.06155707422337439	0.008646976240331686	-0.03990319861083949	-0.15269348686109324	-0.05251401385328694	0.034879288810356596	-0.06105222054293134	0.025002505126898004	0.015050772003895124	-0.08777392545031754	0.03364904385968905	0.08960163405035167	-0.004713514271701975	0.010985777990156797	0.08043285472103545	-0.07258091288538172	-0.06938587720552594	-0.031952482703389413	-0.030559360698343876	-0.06884974809095194	-0.020207806269028253	0.08131082445514834	0.06573584644791457	-0.01593711190503824	0.08531427625922214	-0.007881760960543181	-0.05133026117138122	-0.042462279169571786	-0.018759189818127207	0.08918657963688358	0.03721466285816563	-0.06459642007461139	0.04401945896930244	0.0680495659700041	0.04058534704902905	-0.034144838533194506	-0.0033990670272527612	0.01618104574829669	-0.07317438690762718	0.02165618813659031	0.07311791319230437	0.021983697074924702
-0.0815669080521413	-0.14736744888175962	0.013681503081548474	-0.028997374695068363	-0.05658888458048339	0.01880271581574325	0.028865052663987867	-0.07834797104290507	0.09880731325184389	0.0726515216789898	0.0011954852934019772	-0.1090077068661232	-0.026098967923943228	-0.007460555933891624	0.010428710499057373	-0.0022251739610147196	0.03291588499205558	0.005518083091916531	-0.020633027383704844	0.13646482570230958	-0.06791496253518475	0.06485720220834465	0.029906580398491166	-0.012649881013528333	-0.04791909412885874	-0.062385771359631415	0.01409540563990682	-0.07286031206962053	-0.021552072186046503	0.05499371445318821	0.02328913753983374	-0.08666979174785924	0.08570485489749395	-0.0023243415171241948	-0.13984473732476133	0.009005720733589517	-0.09209605002290806	0.06478390280332355	0.008237691014203873	-0.05503773896633014	0.008158435733875662	0.08602417878036421	0.006431422874975061	-0.02491347171525664	0.027342827748933388	0.06852653808729794	-0.08716205551180738	0.02402775815350963	0.02403935661401905	-0.004774410056069886
-0.08525225871429763	-0.1444540746041765	0.007499900088588418	-0.02427820459015334	-0.0712178893304578	0.006501878147055468	0.030941322910516163	-0.09002683634256549	0.07847650788894972	0.08017441242418823	0.0030113843365622978	-0.052473039391002285	0.01438643414470031	0.03590523482852748	0.03465741956854721	0.03726840831720286	-0.1186890263726573	-0.03218628154606447	0.00029451925615381347	0.0795287474534101	-0.0923636429813136	0.06748943023963294	0.003080860712686903	0.007790779050652119	-0.061904717098594325	-0.05128494148564122	0.012199570780451252	-0.038525452198411934	-0.029149742043845364	0.014778787354305125	-0.03553961472307331	-0.10703589112111465	0.0190939229778795	-0.050947483167634575	-0.10560886969362299	-0.004276306642893909	-0.07277504778761434	0.05799607329303663	-0.03327672114100734	-0.0124916654841222	-0.043607480796030995	0.006678190612543738	-0.01873560389010959	0.03739174004555436	0.01644817859657957	0.006589666264232186	-0.016663211257704466	-0.016495178693428515	0.056689437978918907	-0.0017935131059596213
-0.081548324345336	-0.1461453248700119	0.019453089220212647	-0.02208954932618068	-0.051191388090863044	0.029401811908226858	0.03858491907704312	-0.061381496519676955	0.04515983195132665	0.07013499064132693	0.014833880030093765	-0.1386432327522433	-0.03906549861320274	0.05763755630312231	-0.007878573520413962	0.06835836964234757	-0.011206980947846543	-0.04775808660721051	0.05113260672168393	0.02397241181627785	-0.054099243731151055	0.032108209680884126	0.09211285461218086	-0.007927914653351947	-0.06313666179738417	-0.04037158541631143	-0.03960988905931803	-0.05064857475326333	-0.03319627451170115	0.04325807711921303	0.02075211884437521	-0.025369446451342516	-0.023836871162932757	-0.06957693071761087	-0.09466732163794248	-0.03131538256424565	-0.06444272758607013	0.03954314999281859	0.012212995767703353	-0.026344802053350797	-0.007213017484996462	-0.06887908775402043	0.03813861229369977	0.02919002288877641	-0.09569892419761117	0.00308617001638109	0.016640904742889973	0.022534354486376362	0.02877792669219632	-0.019103681619159832
