pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32	pca_33	pca_34	pca_35	pca_36	pca_37	pca_38	pca_39	pca_40
0.05181718471775418	-0.06200257077111038	0.10609225237282946	0.03945364071055592	-0.09342644969949412	-0.011495308040946377	-0.1068496960830387	-0.04841208993469985	0.10799031535326795	-0.020599820671784844	0.0356585528201918	-0.002049501197114841	-0.011617132811004384	-0.09063876907395259	-0.06029743479922923	0.10025996115583656	0.07206333592567009	0.24753323967397328	0.010320761709652503	0.0001336931555112221	-0.059752121024268606	-0.022477657775810803	-0.01268081059385528	0.1659432306212386	-0.09168435288898694	0.06354797953647918	-0.10907832686878903	-0.12283443163485903	0.030557540293120553	0.04456869238029669	-0.13678434216951052	0.00228574781108322	0.04209155820023048	-0.027475454453994897	0.06590161176077299	0.0408856311388362	-0.019182405573403487	0.06418822717940358	0.04874790887448251	-0.11436531478569123	-0.05371450757627831
0.04843028969551877	-0.06169355656628395	0.1020698558181593	0.05127304653987308	-0.08016628125187253	0.07237538809373596	-0.06356899645482078	-0.03122881361494629	0.11109618381144591	-0.08692244527593941	0.07762759347333845	0.033388804167415326	-0.017730622530030746	-0.07351608165630741	-0.04624575902634482	0.06481070069460573	0.00018805576528775104	0.18298296824066546	-0.015716921048121835	0.033570057613117425	0.03416593989458184	-0.08355169806895152	-0.05818653308364496	0.10260449223385654	-0.02387122784451677	0.13983809858210897	-0.09455858678246026	-0.04371229511685054	0.18083948476773837	0.12304301389331933	-0.05560149728981199	0.005104333906338396	0.09553286832637302	0.031192799713479654	0.06645918042744807	0.033749636019741125	-0.03684320965358792	0.0860158764980147	0.07689109407862807	-0.13082661009395236	0.020602353841910743
0.04792355957518846	-0.05275518622773279	0.1105326280630925	0.05792922043329393	-0.0862651011962241	0.04981590682097716	0.009377851597770881	0.05191420572922083	-0.029552451503887828	-0.08040319902436763	0.05637745101178279	0.012786570513166787	0.13017436140555486	-0.14135251847526403	-0.006496635665453207	0.05129623532905024	-0.015185249810021006	0.20508744283620045	-0.0731991424690455	0.05254469883132025	0.07176043841436555	-0.07139662835918416	-0.018076242092263724	0.1896484676336367	-0.05956518674797617	0.048090277456480944	-0.06935792004517402	0.07860523247494759	0.04338290115592474	0.1292271928492283	-0.08948321437219849	0.0209439065984899	0.04872826411697984	-0.06058203265552938	0.004829636007547765	0.01839233238725059	0.0274497529629501	0.02654365974728247	0.06635532986417664	-0.03884771082301683	-0.017989635521539735
0.04173061218398971	-0.06879942650150128	0.10669541973109517	0.05617281431096914	-0.0715434289450721	-0.0176880414026635	-0.0697989756789168	-0.057084351007785444	-0.07067839219003161	0.036231882475036004	-0.036292326127027805	0.030229712472239288	0.03293183427427723	-0.16614572884145717	-0.029694208173823372	0.0890785352818812	0.12797607063362354	0.15766820313235558	-0.02013821105566118	0.017605128400916135	0.03062687841448104	-0.02812189634131274	-0.056576328330341624	0.0025920897799047715	-0.04091478025443407	0.07446056564243045	-0.08468135831295337	0.04645518603296212	0.16993433387110107	0.12688835268575327	-0.059273781863317616	-0.1271925007489015	-0.007961785981197983	-0.02939778401430212	0.006792169487940579	-0.09081608058320034	-0.03210237245763683	-0.020568435364847606	-0.01727504266253609	-0.06565762788282659	0.046991537256271115
0.03668449831261851	-0.06645810767036509	0.11890543129959968	0.058102304187391374	-0.06130611133278496	-0.00423602421389065	-0.16994276116277207	-0.05036729859825607	0.005047673265283284	0.02342640425354959	-0.008675815103265705	0.036946720358788376	0.0435543353914775	-0.042576432383440777	-0.00787835619722417	0.05887758163240207	0.0701019166896952	0.11527511157903486	0.02067696578501564	-0.035986868134735485	-0.002803791695466233	0.005043838322105056	-0.019715787091407495	0.034708587712506095	-0.054111928217789616	0.08674997041042541	-0.10298614426047696	0.058800452468260614	0.000914766219072681	0.09935390699271618	-0.006045537738110715	0.022078232419703792	0.006909632098149928	-0.006827549613128139	0.09819094213519253	-0.023541660961390702	-0.006229439314256933	-0.05772801002279483	-0.04179510512262578	0.04527349179852386	-0.0554829157926886
0.04741050728242116	-0.05174504761759435	0.13387971977161783	0.04482583615940305	-0.051771830737666114	0.06973440757305785	-0.076934952838009	-0.05247593515054382	0.06589968975140637	-0.013923611299649166	-0.07868013326544168	0.11722466224530127	-0.014002410871734473	0.009929528909551656	-0.039326635681881224	0.1081087818261289	0.03898671467936743	0.12652556889043498	0.03743766590478642	-0.07761030210877186	-0.0460859332497808	0.027463177121235766	-0.025913369850374658	0.018014889578558013	-0.03893166398031403	0.10301013899120601	-0.07909947326284267	-0.03187812918968698	-0.042205855994928654	0.0857249919273448	0.04402273178387334	0.01939791259089917	-0.02896158469631705	-0.0033611260907842333	-0.039913519316717924	0.03709424337467916	-0.06160294365527353	-0.07880504233220442	-0.03164772460762984	0.019271726066197377	0.021803220922044265
0.04584898465867463	-0.04563801854333871	0.13336723347192833	0.040763629041587146	-0.041242753750832445	0.08762438310188926	-0.07142609451820131	0.00983139923358961	-0.012336346454010771	-0.11598233844629435	-0.015115420537665361	0.1106958298971227	0.0276586391607297	0.06907452283426715	0.05187544269249489	0.04292422733427381	-0.027150485176538827	0.003618928405655475	-0.008164605053363225	-0.002012118939583712	0.0317171031955379	0.04144736209273	0.0042903425622247	-0.0559677196123195	-0.00027979972630309824	0.12483367336075359	-0.12859560324451674	0.10272027437391675	0.07712752051774	0.029744447031634168	0.06562120584567566	-0.02648641621161432	-0.038788385206817794	-0.01962882192956178	0.055875382749166105	-0.07044200476044246	-0.06026072693299746	-0.08221621094172563	0.04086632133412994	0.01993330091700911	-0.03340050378272577
0.04849605511959176	-0.032266391851005605	0.1335151717051954	0.03168607601903939	-0.03589010697078732	0.10291244892658317	-0.008968280936970385	-0.012742546015356807	-0.15951002894333705	-0.0438959588263109	-0.10856519151987246	0.06420645243717536	0.014172410682325042	0.02603869482634809	0.03997317249668625	0.019257824361038345	-0.04345592377183381	0.026706440176058804	0.0029517736394427986	-0.027775181916483687	-0.02449103335127769	0.06392880357184746	0.011354629995379756	0.010532086029432317	-0.013182855424859346	0.10520483375947283	-0.04087421085459419	0.08013744734678263	0.003800181764512932	0.04948003363022006	0.20984790711975815	0.08320444757730303	-0.00043807911696079616	0.05977406348901148	0.010132535232398113	0.017130840324670257	-0.03434197458072882	-0.02994799126077464	0.03844695175065963	0.11232562379456643	0.038518135752977
0.05530406800914946	-0.013817343970392354	0.14787504456810874	0.015965728943582336	-0.025233441653971095	0.06297186495997702	-0.1087957439609511	-0.028199610674065234	-0.1070820354480857	0.08043639261395331	-0.06665615900890393	0.038241023996278864	0.048734259332018914	0.09632968425725469	0.0713936859611106	-0.052480459615719774	-0.008798211188829883	0.0020772528860301676	-0.034158733567349345	-0.09349326358081983	-0.0016298475427115738	0.10573417656796572	0.0752314804054715	0.0010772112388249405	-0.07832190265394642	0.04176326153199972	-0.11742845432432791	0.15993134337354148	0.08511825056197037	-0.0758916279110553	0.10948576857672761	0.07066721693619714	-0.09513869243527326	-0.011612523792636652	-0.1232985699502167	0.00932916194064975	-0.05061163129601567	0.03602143838825665	0.02091735354417608	0.13898419894987474	-0.0373020677511951
0.03842646721950565	-0.04592533522586091	0.13871020439616097	0.05590851759623697	-0.027690641874101935	0.14920331842599616	-0.12906357300935684	-0.04552597659623301	-0.005679515038879951	0.007568929660993935	-0.0319648411278895	0.09301916284601909	-0.04280397282443528	0.13544179604378648	0.051255484961610115	0.006801421355683984	-0.054239783266868354	-0.06122534098279057	0.10131181828465749	-0.06407751647816672	-0.05178255836713114	0.07927176273568584	0.02774981255187956	-0.01499680973777931	-0.02829112816889731	0.0038309130294437582	-0.06247064095348262	0.010459729284881591	-0.005014240948723464	0.042387293205485746	0.14578011841941788	0.07815056709807991	-0.033095348033059774	0.08460106385524657	-0.07517435237477314	0.05129728836765026	0.052922312821414484	-0.001419032669686987	0.00892571045619419	0.06262363996560041	0.11745187933001286
