pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32	pca_33	pca_34	pca_35	pca_36	pca_37
-0.10941007854763946	0.05133350211156565	-0.029157935940811452	-0.1070957700259909	-0.12134264565878829	0.035297543901257715	-0.00594538658411352	-0.046900655871146515	-0.05474278602565942	-0.11461353434389537	-0.013883857679743797	-0.11028311834586749	0.237880012482818	-0.0027970954917329437	-0.054565362902157064	-0.07927259693427323	0.03925042151379914	0.006409741558804718	0.014700617387756564	0.055925277201478274	0.008741205938326205	-0.053846595265190964	-0.0072458432057559835	-0.030283844109742306	-0.0817742953961944	-0.10002503667056835	0.16785362372738205	-0.03959000694037583	-0.02058036706653583	-0.10369961046822151	-0.08426858484732067	-0.14595778682094068	-0.13714310421323936	-0.05405191567006108	0.056093605584094895	-0.0029077334935574553	-0.06529745026786433	-0.0845672874483043
-0.10936974603153549	0.05676130915238009	-0.017381268114229124	-0.038521185466884725	-0.0933269838469742	0.06321090907580706	0.04593332208477884	-0.02818391054050799	-0.0949795728602252	-0.11355675441389754	0.06268582004956	-0.027452324261582575	0.23525622990441714	0.08423169193731148	0.002894018709612798	0.04489619042427431	0.035616142389645056	0.09009063065959563	0.03732667015947139	-0.0136133202356131	-0.05583681734602677	-0.0910843203676216	0.014515150121737062	-0.03126484494176006	-0.12280106191637147	-0.02714366702555413	0.1344322428865978	-0.09484501850853566	-0.06366392150811909	-0.05675753872057068	-0.11269354805443965	0.01245341491105766	-0.0896442198528013	0.008288671231880113	0.04133012618844194	-0.004705540583008377	-0.0686574255783679	0.012939154000630062
-0.10136020016524405	0.04563554378576895	-0.019361460455440432	-0.07477450417677867	-0.08481433729664922	0.04746999249354515	-0.011309516633256968	-0.08674941434730661	-0.023950289146106793	-0.14140857102777307	0.11481236794928416	-0.02851005748621474	0.06847485443258672	0.16382653151943793	-0.06269055978595844	-0.05768625346201501	0.07115681762414468	0.06879041242644565	-0.013755561521094776	-0.010944185555909099	-0.026900134764422705	-0.04688564936418397	0.0391481799509149	-0.004063686936546277	-0.03546678388728868	-0.07780778524718074	0.04661223030337449	0.027378138825431324	-0.09599564365336838	-0.10954362807904876	-0.1637142723813078	0.0017470321267332141	-0.10156187953274697	-0.042445037483200526	0.02416178413058489	0.09900474473410656	-0.13442693870509825	-0.029054092526888054
-0.09658223130857735	0.03339046569297033	-0.029258364408685046	-0.11306376248238398	-0.09931946429550917	0.056045283079229596	-0.03863002406830551	-0.1477967617593447	0.04409676581968172	-0.06727326918566356	-0.04750685857284759	-0.03507225091073918	0.11371757783432823	0.011437513696470768	-0.034261312977154415	-0.10237553276869756	0.04569711276227327	0.09851465782131268	-0.003300206833232942	-0.05881409656300349	-0.025078217578388233	-0.028078860797192025	-0.023331696833693717	0.06684047542415752	0.017909223518104617	0.04845094105412177	0.08730700841085204	-0.08902451688426007	-0.11932089846480688	-0.13039515297529786	-0.0787912020054684	0.0074879311137403225	0.04732170584915307	-0.007919200823774444	0.0014886809170934325	-0.05498103615103025	-0.008320823433606767	-0.02636842535751248
-0.09560488408246723	0.035810123498980384	-0.02577009569494909	-0.09222185256797993	-0.04610433769366429	0.03075488512478189	0.07868339271071732	-0.016471156585451827	0.04871026368065966	-0.1135664323467368	-0.10548190398914392	0.04944044105411183	0.13155184582642904	0.027231668796679546	-0.03260426225329881	-0.007075449942488182	0.019320797962994525	0.0908594125676785	0.032636471838298195	-0.06358179742079885	-0.07601272535482174	-0.0947085904601993	-0.032405125537258564	0.06027186609159703	0.12494235355182087	-0.11597419783990298	0.011640198656639927	-0.05734633505154724	0.04258612336367028	-0.03832661213983428	-0.2170237132821673	0.028912708337534357	0.0737974401014181	0.06717729860643568	-0.01996808324513369	-0.022740417836021095	-0.005527155190298262	0.027387589683138907
-0.09440804146104272	0.03743786697690403	-0.023214282457713176	-0.1124694972111892	-0.0479154994118165	0.0645016258530721	0.08481733560230277	0.0018310653842835284	-0.08291718794734299	-0.07083941803179486	-0.07535060030385088	-0.040729105367683496	0.038605612295723096	0.07196085931514995	-0.11215708696724222	-0.004353995264371663	-0.00962298841463944	0.04991296167115917	0.08377533787191024	-0.068813937927873	0.0023160847370938646	-0.053585882192186546	-0.04467946489335568	-0.025114740361325234	0.08622988307745844	-0.04548082285942692	0.15827556607974852	-0.1649398399250189	0.060613432627350076	0.03657870007856208	-0.0024399187602573355	-0.016612840467909243	0.0059883461199636	0.10401702710809559	0.035158271366845385	-0.02540412596817924	0.03628663559000542	-0.05304087499900405
-0.09318599841564483	0.03780300865029099	-0.03781868959567164	-0.07794623122314812	-0.030567184158360128	0.1191758570953878	0.040889105405669576	-0.11986939027221505	-0.07210086929739593	0.042336531895197926	-0.08281766155352996	0.009227840705323481	0.08077487724557186	0.09234530234788002	-0.04494970273418546	0.010364565258852204	0.01859693309552171	0.013091890364121367	0.016573826475145752	-0.005536299941564314	-0.06507964885798827	-0.035944772286796114	-0.030469020714599324	0.009275165600607087	0.07175309135941352	-0.03653739392409099	-0.038858617294821096	0.017088468242234013	-0.03410583689884366	0.01790019348654144	0.043209904278394565	0.04673659884408339	-0.0650142835178344	0.10012150515815323	0.0485327026749522	-0.0626563947141486	-0.11575339388833353	-0.10746334991982887
-0.09121357881087241	0.03892773212337971	-0.04156084888087413	-0.03135505422837137	-0.00831360038924539	0.0788048036352536	0.04069074159130769	-0.08240406239106643	0.06172964043361695	-0.002134794760789316	-0.06133932866754291	0.108442853219989	0.03931688554421092	0.1121549519614484	-0.003989117138483947	0.04894346234443728	0.029319386978610806	0.05921958501184406	-0.011343771507260132	0.03331886291228517	-0.07202736711961388	-0.022252550761027917	-0.07644054889828371	-0.060440006332409785	-0.0877822647071228	-0.04022502037141301	0.03208826107401053	-0.10139448892111855	-0.15776797672916598	0.00632677153127581	0.10582379902082154	0.01685781078232078	0.029298854695170816	-0.04629060153617023	-0.011862993720385602	-0.1216417462486091	0.009690803606880877	0.05282771590941679
-0.0970888804717576	0.037962199688579	-0.039909175747846394	-0.06344566314815314	-0.029974162802601012	0.011391307109996751	0.04362435754609518	0.04675276818095364	0.040411785220225156	-0.12967689229664023	-0.0848235518714798	0.05898366262295886	0.06264263178688106	0.004563264870326419	0.0014772885430073927	0.0033607793616628745	0.043564256153095116	0.05105351038841522	-0.07260418585577427	-0.038739032392413636	-0.013137833117769764	0.012144135218277369	-0.07239846192107184	0.0675515882516632	0.11512214401405392	-0.026127934909960876	-0.1594604580911908	-0.055755864381093784	-0.07259419828726527	-9.577027290194606e-06	0.10527894337397058	-0.09563889217879908	-0.040069345916961346	0.03261995755270874	0.016888251198696528	0.03198123392787509	0.005656640152520591	0.047212038304658054
-0.09807285766043225	0.04460966984489736	-0.0338672579038059	-0.05236846163007647	-0.02746202043877899	0.054442907599735905	0.018790311150853296	0.02450666489740949	-0.1094127928209615	-0.05997810681891674	-0.001634239434324069	0.020310400689720315	-0.019113269812450484	0.05902108128487551	-0.015212737300255852	0.068329656115004	-0.036969984036404294	0.07483802568503074	-0.014650416505553694	-0.066338122626214	0.031085383818987317	-0.030708033733752454	-0.056389803423355415	-0.0671168714042134	0.02639875860928672	0.0943033328396316	-0.06064364198016853	-0.06421161106089704	0.033349664049216535	-0.0043598989074628836	0.02715003048159703	-0.010013905591996053	0.055956434651747405	0.08834398067568508	0.025236236425590537	0.09058550538890406	0.00576722341610008	0.06375740542364135
-0.09405161915133847	0.03213431331152117	-0.022316583205700465	-0.059272213673980834	-0.040207861117236565	0.046409663879885654	-0.06688225632373228	-0.09494040598163161	-0.020325032430820664	-0.01582235989101144	-0.07381070178205068	0.02567225495764952	0.025508043284703366	0.01864248451315047	-0.02576316841341003	-0.06640383930986221	0.06459280072757018	0.008109328591511974	0.00146143930627389	-0.061533026013485426	-0.03211142493974156	-0.02550528729257308	-0.08369526147021351	0.019219356454276786	0.18947705171934615	0.12239985652213277	-0.023186671463473238	-0.044911072045110856	-0.061036805033325	0.04047655352637146	0.005354525803933804	-0.10032267264158645	0.056200382392652626	0.044159050051884835	-0.009508954754446027	0.02077594220313585	0.028432228691014375	-0.006694960061306425
-0.09448445776131592	0.035357096904664355	-0.031428886073107475	-0.015280165631927883	-0.004156214424165944	0.04590904354003933	0.009327432431105908	0.009604362301987968	0.06286803497639792	-0.08158603747782014	-0.07390250787954437	0.09396008754527177	0.10292266839315928	0.012789561578696979	0.030412922098552342	0.07635182227634749	-0.023603556511825954	-0.044164280099093345	0.023490586357348534	-0.053716685092693645	-0.1088591056585845	-0.046026327515599236	-0.10797503295796762	-0.0786684204988346	0.13089783256522716	0.026442373278536935	-0.058041894333643984	-0.03369864157605613	0.10621572933597204	0.09842641357929753	0.056799751588352466	-0.02516787607953764	0.11147213765203169	0.07346605503010166	0.05509509726054615	0.12014904899414924	-0.03913123249401424	-0.04320359243506307
-0.09823581033859669	0.046070519910859385	-0.04718892834644851	-0.07105461785066425	-0.025490945604788713	-0.010465096466749646	0.03383554998841415	0.07366474960694103	-0.0049540877936450345	-0.11824677542116147	0.028647806768106483	0.016766911718390898	-0.0024196928590576386	0.0335533603746871	-0.0397057912606793	-0.026880525053372906	0.06993730313672915	-0.08771406886979012	0.03919656579601248	0.13851401964205257	0.047639731927740875	0.031548065936206696	-0.029991162771364644	-0.044316290924450455	0.041298766235809456	-0.0073496432394414	0.04037012005064117	-0.06611505213296975	0.008317184522623951	0.1730421516739656	0.10884969147082987	-0.03166761154054808	-0.08101767093734942	0.048665221428438196	0.01868125622701345	0.03798541591478112	0.0839096596423168	-0.05777375839529652
-0.09318234706803609	0.036261797065033165	-0.021601519354022183	-0.029247349969853842	-0.039038526868662785	0.0481726632729347	-0.023954643049116542	0.02833142163616542	-0.13733243285830385	0.002279665464918923	-0.01386152963683835	0.006842250580096548	0.048316817403440904	-0.035640076293673564	-0.021327834972708126	0.10710944993663013	-0.016973358069823058	-0.018813399236923996	-0.027258735744618776	-0.05041097189149488	-0.020179820348928727	-0.047815689540483944	-0.06314421898659585	-0.071334762182953	-0.10130782193796899	0.08766365091459027	-0.0890275861983735	-0.11727612672718815	0.042698612923760745	0.05127090159142939	0.13429767635116843	0.0036191315442251903	-0.007240580373132133	0.04019021619505772	-0.05197654886591104	0.08879240637055222	-0.0864847976637883	-0.050955121204612125
-0.09126385502276037	0.033989995150965485	-0.04000798760608936	-0.039285198671737485	-0.034766299906513955	0.04241394373744954	-0.06286554975728031	-0.06366936534209962	0.00832518864215559	-0.031903552956318845	0.09575586577540922	0.04261710727249096	-0.03118750805956056	0.08561153534052353	0.005434903262508922	0.043083760668188614	0.0026379513240301685	-0.02597026943361725	-0.07700136447362457	0.06170069981644072	-0.10310936306853322	-0.011753691325081611	-0.02321086367083431	0.09747771709531053	-0.013037228305222137	0.07303601321051201	-0.08896493050251521	-0.03682996441921241	0.01549574247453463	0.06963070117010743	0.0797586630174616	0.007690368720203983	-0.08616733530443516	-0.019234206401615384	0.020007034701082067	0.1402291939386152	-0.039562448939931646	-0.06957066185557369
-0.09340819095120163	0.04050675209047231	-0.06103772130712408	-0.08898112196833272	-0.02980605840727452	-0.008689141023132396	-0.036082404754205544	-0.01176366085811914	0.12123206277319198	-0.04819574534610804	-0.041441066881055616	0.03659013796641841	-0.05241410670698338	-0.0023965447174535545	-0.012518402463092548	-0.03431035439444591	0.014107650427953533	-0.0217217793886585	-0.011557151853560248	0.044217436419614294	0.026037368081075228	0.0031793197818238694	0.0052032116762731305	-0.0808121659644649	-0.1030043881992551	0.03753931919362505	-0.07241560861581511	-0.10833659198369942	0.09246514992669046	0.0011831734618431167	3.4928459681653895e-05	0.012425487354437992	-0.007972316816903344	-0.05364132813237854	-0.1290814623762107	0.1638325723638992	0.12077043756620748	-0.17648477966197781
-0.09033168966894461	0.036529208454605014	-0.057068559599670034	-0.07970748634694129	-0.03670783269717878	0.0010672196785833764	0.06773980955651743	0.07597699385306766	-0.04145577189221325	-0.02225899060745784	-0.08348021885462387	0.02914708185601761	-0.027388745762694983	-0.04053664248530152	0.009510839999695625	0.03758332691856267	-0.029720388919590154	0.026698634301317296	-0.11449462156106344	0.034213710884877846	0.004610509312049246	0.03548784610189093	0.031814024615901826	0.05244614577098312	0.019184813488547822	0.11606430152665378	-0.01969195920202385	0.01066467275228302	0.0006461493169767282	0.07020882043078666	0.0042595354620885775	0.18489470609805603	0.020820933595215342	-0.031213554579077506	-0.08525345447576305	0.043876798266702245	0.0736633084970956	-0.030300551722467324
