Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	countnoise	signal-noise_t	signal-noise_p	d_table_score	optimal sign	estimated normalized variance explained	classification	rationale
PCA_00	96.26381109701703	34.62943805469562	60.656540250611755	0.2573455800940679	34401	6299	0.5314841432459708	0.0954158215010142	10274	0.0	0.0	11.4	-1	0.5831367605311266	accepted	n/a
PCA_01	104.21704399091784	27.208509979232637	15.25163897831969	0.08139293185812259	27895	1153	0.5492726715575824	0.0	11093	0.0	0.0	11.2	-1	0.13184278330356441	accepted	n/a
PCA_02	54.89180247771426	39.77882421307907	3.079591631187126	0.02131768803008579	8061	1729	0.38818724473766886	0.48912097476066146	7736	-12.174682242529226	9.981349016178089e-33	9.4	-1	0.028357500532929444	accepted	n/a
PCA_03	56.21366083370391	26.548820012002835	2.3626787269899414	0.015620534836018728	8815	410	0.39865996649916247	0.0	8760	-3.5480786069098014	0.0005837213572353946	9.6	-1	0.021918077666867312	accepted	n/a
PCA_04	60.79984438101043	24.304406850003478	2.3819246076002183	0.012676206095246965	18648	709	0.5318499127399651	0.05371024734982332	8472	9.214316823305372	3.715711553623855e-19	1.6	-1	0.022883975641171533	accepted	n/a
PCA_05	43.98523468758737	33.52418067095089	1.44697988083215	0.011235553625838815	3254	458	0.2839917499603363	0.0	9045	0.0	0.0	9.6	1	0.014481337427715797	accepted	n/a
PCA_06	41.104446519796305	35.53061329799786	1.3486506093658184	0.010747847125037674	3340	892	0.3405224787363305	0.0	9107	2.5539171440678126	0.011695740235257508	7.6	-1	0.013537590925802454	accepted	n/a
PCA_07	43.63387711606312	26.57775208359834	1.1055986591328195	0.010312915414743004	3697	347	0.2820653666575117	0.0	9069	0.0	0.0	10.0	-1	0.013947955935945375	accepted	n/a
PCA_08	37.10944036689258	35.06385472469045	1.2283012141495586	0.01000068211360429	1715	696	0.1545750666271839	0.0	8419	0.5097706109911277	0.6110107555669003	8.4	1	0.013469533874943056	accepted	n/a
PCA_09	39.94538840549747	29.276186319663832	0.942097956548022	0.009109911883869485	1226	230	0.0	0.0	9108	4.564956638543148	9.934867723808156e-06	11.0	-1	0.01136247393020878	accepted	n/a
PCA_10	37.445299339723285	25.645654867831556	0.7649742891232018	0.00743923308575718	1061	263	0.0	0.0	9015	0.0	0.0	14.2	-1	0.00922634970819293	accepted	n/a
PCA_11	36.722551606573276	29.13118106908556	0.8300425480530236	0.007127453248504652	942	687	0.0	0.0	8674	0.623923641250903	0.533108789250712	12.2	-1	0.008847516416122643	accepted	n/a
PCA_12	34.00961910507828	27.137143344933403	0.6946227318770016	0.006795481186889154	731	865	0.0	0.0	9131	0.0	0.0	16.6	1	0.008433593916180633	accepted	n/a
PCA_13	37.454191256225016	23.672665781997317	0.6285315432616644	0.006317604606282659	2509	340	0.41581376680714427	0.0	9138	0.0	0.0	11.0	-1	0.007794632023595235	accepted	n/a
PCA_14	33.265151412020224	24.228622636273307	0.5664267068894451	0.0058903788003405845	998	505	0.26936708860759495	0.0	8629	3.7388670202707845	0.00020121954066801927	8.8	-1	0.0072789102386818134	accepted	n/a
PCA_15	29.68177598606887	27.070035422860666	0.5442392719269273	0.005870064167973452	112	706	0.0	0.0	9148	0.0	0.0	18.6	1	0.007301861833462185	accepted	n/a
PCA_16	31.690547404026944	22.624018418101187	0.49692471754655027	0.005667130904768076	398	127	0.0	0.0	9048	0.0	0.0	16.4	-1	0.006974350397395114	accepted	n/a
PCA_17	30.13637528184633	22.704755526812583	0.428879941069337	0.005128762802085234	282	226	0.0	0.0	9426	4.529620749672756	1.7532941733003974e-05	15.8	-1	0.006339160966777489	accepted	n/a
PCA_18	26.980101476771626	21.16804927967507	0.3963104632239813	0.0049732815633112834	0	0	0.0	0.0	9363	0.0	0.0	21.4	1	0.006110526403622139	accepted	n/a
PCA_19	27.28248416114356	20.678664228386122	0.3735444329694551	0.004744278226215524	102	288	0.0	0.0	9461	0.0	0.0	20.7	1	0.005827294309692102	accepted	n/a
PCA_20	25.730307590371815	22.0891807468462	0.3913498062301076	0.004720139323780614	0	432	0.0	0.0	9519	0.0	0.0	23.8	-1	0.005843249513276853	accepted	n/a
PCA_21	25.82601064039712	23.14024692984377	0.3836269495520581	0.004573858692082205	0	436	0.0	0.0	9316	0.0	0.0	21.2	1	0.005620065382638656	accepted	n/a
PCA_22	24.141529194226123	22.575528117173107	0.3437546764178749	0.004455569558038893	102	216	0.0	0.0	9470	0.0	0.0	22.3	1	0.005468704722445427	accepted	n/a
PCA_23	24.76747687063882	25.238515634788723	0.36166169780458307	0.004323873837386934	256	559	0.0	0.0	9362	3.156549552518753	0.0020674912887671646	17.2	-1	0.005331476551758026	accepted	n/a
PCA_24	24.97184935653086	20.279703097767943	0.32652516652834196	0.0042374071193006305	0	191	0.0	0.0	9467	0.0	0.0	23.2	-1	0.005220440942785697	accepted	n/a
PCA_25	24.087320884106127	19.9420572132015	0.32152726774154533	0.004153533238884555	0	371	0.0	0.0	9377	0.0	0.0	22.8	-1	0.005152384678514841	accepted	n/a
PCA_26	23.362032835719127	20.3579531881402	0.29642096192028056	0.0040481894936054	0	252	0.0	0.0	9535	0.0	0.0	25.0	1	0.004975918558352905	accepted	n/a
PCA_27	22.99426552114081	19.92901887854669	0.2921970503317402	0.004025762217629492	0	89	0.0	0.0	9478	0.0	0.0	24.6	-1	0.004942462246539444	accepted	n/a
PCA_28	21.397723006366103	23.535917093312477	0.31045064486983664	0.003971639151964643	0	618	0.0	0.7120843471208435	9564	0.0	0.0	26.4	-1	0.0049218113264863205	accepted	n/a
PCA_29	21.086751285230843	27.047527423745606	0.3191549388244171	0.0038980897338525286	0	684	0.0	0.7545787545787546	9395	4.810929205630241	4.183234266083055e-06	20.8	1	0.004815244733020329	accepted	n/a
PCA_30	21.775402240208262	21.177468154285766	0.2818564172015987	0.003863453796487015	0	321	0.0	0.0	9620	0.0	0.0	26.2	1	0.004739276965332433	accepted	n/a
PCA_31	22.324476988682733	20.434668010511874	0.27446574776335375	0.0037909242811021682	0	447	0.0	0.0	9668	0.0	0.0	26.0	-1	0.004650765482529382	accepted	n/a
PCA_32	21.635468153031926	21.888138153887166	0.2886029213236716	0.0037667842236819922	0	434	0.0	0.721120186697783	9502	6.577842544847683	2.71076806193522e-09	21.6	1	0.004632598611844123	accepted	n/a
PCA_33	21.808479371132506	21.418235360821065	0.2799065928128866	0.0037299800796478685	0	575	0.0	0.7299912049252418	9458	3.3951056675845246	0.0010255815677274308	21.2	-1	0.0046134143004784535	accepted	n/a
