pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32
-0.17584713002416036	-0.03595533200520076	0.2433107604297043	0.13666809861611345	0.04829388787765869	-0.05842805513922169	0.03001958732718445	-0.08122687774483366	0.10827712336658092	0.13496868276390778	-0.12213347127808594	-0.16175170492244312	0.2530204929601125	0.25058219440569174	-0.06603639366663074	0.015399622008889327	0.05320145893352339	0.27280423937551734	0.1935956164150197	0.15217321319448454	0.01336197738250814	0.449606327070483	-0.047056921418527735	0.04091593483031953	0.29508074047063587	-0.1409582950136286	-0.16619082023032133	-0.028684623619819306	-0.12542237286222568	0.11616590976052917	0.04616939955708285	0.01131313587014815	-0.10753171520020931
-0.1489704079186881	0.0076643873465084555	0.2048583306888086	0.12944770019772323	0.135526201156391	-0.037022395430310766	-0.04993757379862236	0.09235013189444029	0.22229631427613816	-0.1337236301154838	-0.1026647203205517	0.04556859643640376	0.13460495862721136	0.23499300210088925	-0.03320307207644356	-0.055599831061846246	-0.13745801214991152	-0.24719880663693938	-0.04170879046843471	-0.3118802349385639	0.3471771022042967	-0.05772945108325328	0.07638265375324582	-0.019669362992176767	-0.08541713827394293	-0.1770965946668519	0.26861821278492315	0.11693226156896798	-0.14223348126022153	0.08229355956918372	0.035364061043038145	-0.11435001694769267	0.15804403846869944
-0.16695745845803125	-0.04941105434094292	0.23344846679122078	0.08850051486419264	0.03710548058734428	-0.011544810971754568	-0.12042544879544359	-0.06654861376524172	0.16177240497126733	-0.152849714507028	-0.1931788606205117	0.037500333824931946	-0.007843729625307536	-0.022662231522778017	0.07340114525582918	0.1311226465681134	-0.009410557214795758	-0.10673086069168464	0.17456463393501157	0.12969838119880733	0.021689660812375007	0.14719234611665283	-0.03154728753344277	0.039969886324011536	-0.24851898721063348	0.14454209256504622	-0.1132265523560315	0.1162568813214763	0.07373745899127612	-0.21462029300307323	0.004964997969571991	0.23786638628684684	0.052699206181090065
-0.1542977864953055	-0.043494517586296244	0.17029757098432927	0.056978119461848054	0.04792419129465589	-0.016203903191818636	-0.051345901386040685	0.001930139805979919	-0.02443300116969052	-0.1396281129915166	-0.11885364278328403	-0.14384898121063944	0.028155509582992733	-0.02027845376109788	-0.058225668396180846	0.001972639462717434	0.027535456899632913	0.01634174015710782	0.08855597236923898	0.09068009763094816	-0.13992640101461926	-0.05544190714472818	0.04806398676844005	-0.02178757354743334	-0.17804014184051453	-0.02014148874020623	0.11030479413950903	-0.11338279821597316	0.034176428455885435	0.0935316474449849	0.012946405919821366	0.08452216563029523	-0.025184833908162667
-0.14746077804813038	-0.02773507372113715	0.14841252134840727	-0.0578966167533157	-0.02613532686323819	-0.11113511957804396	0.03974971709485779	0.04515573977441581	0.08828372248681308	-0.048693276570105824	-0.06106837046459665	-0.07460228565335372	-0.05666862929403452	0.014639126533464372	-0.03201919145961173	-0.09952026927191647	-0.04343413263073284	0.0106909051805794	-3.883951398232777e-05	0.05815814757328104	-0.10740809410848269	-0.10498803022754971	-0.05762137047160373	-0.12898030375313022	-0.11053483987959878	0.001890868052694848	0.053357726764933174	-0.032742657504345886	-0.024694515347779347	0.11875025012128153	-0.10889626000039093	-0.09518665135159877	-0.036331141410501824
-0.1518283899992323	-0.026364637047447514	0.1714188514175325	-0.00569669798766681	-0.11850136403654302	0.03274699248186169	-0.016553283537099533	-0.020338333955441323	0.11353226003064201	0.018519176316338426	-0.08477018512169104	-0.09005833059844613	-0.03177188795401345	0.058073866408192586	-0.023126582456287674	0.007143514632257248	-0.05912836870159126	0.027844655253285	-0.14012184796369348	0.11238856275718442	-0.10340533477096918	-0.13932420678415755	-0.09725206453368866	-0.0350457144765918	-0.16042142635406237	0.0752210746060415	-0.09843972061936213	0.060840649514544654	0.022224182193306886	-0.001603179310480811	-0.02614985737403088	-0.11375646016037919	-0.0209381732734978
-0.14368620689640524	-0.025243467104827833	0.13076722657660533	0.058001569969484024	-0.020906338415486003	0.1098676901513372	0.03217478466349474	0.03988185779763485	0.006721840219612363	0.005832659454803435	0.040070910982683935	-0.05916020480363132	0.01627776171608536	0.10782990326549571	-0.021742561455493505	0.08976795252547115	0.048708824802617734	0.019239718941751034	-0.039655694165905885	-0.011776681979633483	-0.11945586254282631	-0.13309464096457205	-0.05543140610868198	-0.07922003903460029	0.002792288207521948	0.029924444313459364	0.04997411471912673	-0.0310691083559914	0.07865244700607721	-0.10959160290334746	-0.06987572693555077	-0.05311386530938492	-0.0008504803658379231
-0.1461472023041448	-0.02445132062311659	0.15324652848220804	-0.04501017785119865	0.07841657328544029	0.077854287689962	-0.09355359800704949	0.040215981949496105	-0.005063332215132665	-0.015164903812231817	0.07144391823762708	0.03725077370876676	0.045559069584847456	0.015149096017341185	0.00026865385921477636	-0.03355050686223013	0.025801663226782783	0.03924176862344461	0.08151836111046562	0.15749792757358627	0.02096457285029431	-0.1423787756536305	-0.012063710636279696	-0.03130213143967273	-0.011929871145307018	0.023909000075480934	0.09329063612659806	-0.1032503040111191	0.06853126477218052	-0.10058547418531122	-0.11989517906044488	-0.16989480815382874	-0.11342369143335657
-0.14367707493538995	-0.02305738400065146	0.1146616087264899	-0.01870606910525166	-0.017529113927952533	-0.10196571718113528	-0.030183701063068585	-0.05688076609686976	-0.08948305386386211	-0.08160230239458333	0.008265038757898718	-0.004947038750533567	0.04513604421878109	-0.054484968727573746	-0.0011557461086871001	-0.05321329414982191	-0.05195865433454237	0.0125265449613889	-0.015160043722419816	0.06965875011921965	-0.07219887635358932	-0.14981453302645759	-0.14498862270482188	0.039228656113843366	0.06185633873231869	0.052619181615192634	0.0417697256330716	-0.017513211978798023	0.033977800183878394	-0.07979201546941445	-0.009652346268954596	0.03587638643734355	0.06860462840404594
-0.13470064238372975	-0.006814700439642295	0.11443220963308114	-0.11949338973059048	-0.04348632900333094	0.07038342878598808	0.06717695867555482	-0.03682809314922823	0.062119511104834324	-0.011034462063100547	0.030396568201502744	-0.030117046474600947	0.01323473988396473	-0.15948733276628857	0.010272204515856032	-0.10333285748961017	0.0360001484503779	-0.03583925337806511	0.03672782798191129	-0.06177473561782221	-0.09218847570335509	-0.031207248865936968	-0.06090828965066708	0.08144585611184739	0.12479647574435512	-0.03383446664095431	0.03818866091383248	-0.03557300060010875	0.009570295293044678	-0.07941816143405281	-0.05817191914549971	0.010946764100809522	-0.09020547396542633
