pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26
-0.105933375551382	0.1460441868426074	0.2747645001254657	-0.21719717222813278	0.21221879147496386	-0.10215100258800065	0.18842123607800854	-0.1849068205762081	-0.02415262748553467	0.26160042626271457	-0.16618977949287028	-0.3259855123169577	0.28074727809542416	0.42588604542523495	0.04247496126324812	0.24607096895434596	-0.12422162206005173	0.1800578156118179	-0.02841261556401261	0.04171217807528333	0.041220593830875396	0.042897128202466196	-0.04756870869754006	0.022430497082972466	0.07323293895894208	0.03209298954332622	-0.07844463429755563
-0.12223193166877999	0.07896018043992198	0.15378687299515548	-0.10317324483338666	-0.18163761998048983	0.06706959527265355	0.007170686879838916	0.0074811298781330094	0.07816528641526874	0.038045936908048916	-0.06277717857160349	0.02227063231902282	-0.029571985439172166	-0.006045496844787029	0.029721205891030486	0.07563026962593472	0.09657350679276877	-0.15127117543609594	0.02432294200879292	-0.06726160051875255	0.1548604090146699	0.10826069028262597	-0.03852079378203679	0.02568757909548626	-0.22321576092216155	-0.12484972463975774	0.06766841123496599
-0.10021583654435728	0.14857832705497775	0.12280669391104132	0.09820985748331029	-0.027176185088690658	-0.03417362455108315	0.09173590843829622	-0.028116237268235075	0.10134819734709945	0.08970149062013051	-0.06285173358604738	0.06424875004899358	0.0789797025769751	0.032926511491394125	0.043123831981511415	-0.1103468612686452	0.07822204042684336	-0.2061349616835358	0.004669151331609996	-0.15701288988849338	0.064696080050249	-0.08536813537238669	0.013547724251298188	0.10958704930220262	-0.1831588938833317	0.020800538987324632	0.10351042811090394
-0.09885780522877885	0.12699316186780263	0.08015662199878046	-0.0987703322747504	0.14428423408228244	0.08295859720796797	-0.04224200237198826	-0.09650770410550472	0.03854391643186311	0.07706637747451003	-0.060162341173210676	-0.0030800194941603826	0.04506671436998249	-0.08180249163160996	-0.09584047277428702	-0.11065350049322864	0.071205339456992	0.005616266863245248	0.10817759626880905	-0.1274161150386584	0.0710443679469594	0.034659223899408294	0.036456463451053606	0.13614287941627726	-0.06282228809484197	-0.036488174169922886	0.12915019760218785
-0.1252998193276927	0.08222540425713715	0.08897648194655505	-0.13603515445871292	-0.09758188190930284	0.058635294333829385	-0.07112110831386867	-0.12806008307439815	0.11787557981600123	0.1747714316272311	0.11578374597290328	-0.1533124319263352	-0.25361220963592035	-0.05572596912110486	0.03674149105113543	-0.26096483416965177	-0.2798738818762016	0.05745687423086647	-0.22886168026294765	-0.1541563440630371	0.0996225155228473	0.10635549619591853	0.11670449322733648	0.046543914304070545	-0.17708051690818644	-0.13345804703569392	-0.01666660946484272
-0.1106534477813935	0.10679465967974748	-0.0004866790389134179	0.09336825049625724	-0.15543811892996257	0.13069692351508663	-0.04686172742285455	-0.07244789205582813	0.11148260546231231	-0.08518787333410738	0.0010039353224344655	-0.01068440004979311	-0.08831978751614063	0.15919802630280225	-0.11156786806458681	0.07891726885822009	0.0765993416227425	-0.0017515159252332463	0.07668268526473648	-0.051716128655170425	0.20666014957998577	0.1412673025504266	0.0007068941066966754	-0.0839329128887704	0.11769295774370923	0.0012348573834976718	0.057727562495707006
-0.11880645576376014	0.10855938718274245	-0.048676521042522236	0.062462125447153016	0.06811641732027646	0.08775548460684746	-0.07625385904077692	0.043348620967919	0.051845876883160065	-0.021909456138347605	-0.09582693995058346	0.21347017964026258	0.03352585303737207	0.17561193409424342	-0.20299468760541647	-0.0048855711648565295	-0.10638146975765023	0.08242609149179705	-0.014127290043974536	-0.13021253077969847	0.021147612486432328	0.009646322761416502	-0.05962210047061171	-0.033977247359010435	0.06004549013469009	0.04792596996770967	0.005417055948450197
-0.1267520655599795	0.029823901927420564	-0.09690907868284176	-0.031984108569483416	0.07272928179091903	-0.00788427420291693	-0.21758112229329063	-0.1328098416057449	-0.011651059992087952	0.007348011274873278	0.12066069385372914	0.048877075478013246	-0.0020743558806970985	-0.04049701360910579	-0.09987135147438149	-0.06226689180176148	-0.10626913846536068	-0.03267793438135405	0.08822810382278458	-0.04159478564823853	0.12378558958884468	0.03831669686331885	-0.12229045841318828	-0.019146700574475817	0.11165771284612801	-0.03227589005500724	-0.03312375005358595
-0.11913522544015097	0.06204432682635964	-0.06130814205492578	0.008388075182866161	-0.12653209637251026	-0.021159004245352164	-0.14715825046612413	-0.1060608720802309	-0.04179151403894027	-0.0546553902689037	0.048650284578013264	-0.06520981165744977	-0.05316532849363974	-0.05300666178700385	-0.1295226655549393	0.026486272523049248	-0.048789396616752634	-0.06089438211436782	0.09464798687761422	-0.011863779523905646	0.08202807720387317	0.18228614486488165	-0.11022162759425629	0.039162091951608455	0.07414745706409474	0.027933377541745838	-0.0027080422499233536
-0.12713611900502467	0.07676721660399635	-0.04637100517850261	-0.0032080413266052377	0.07255231242213767	0.07180419058864872	-0.09897874973707098	0.03713267508317786	0.08831211893607736	-0.05509006094486177	-0.03223071606062476	-0.058253698064531956	0.03634468477982139	0.020094583925117537	-0.17382368804464945	0.01567437565621347	-0.05618241115240949	-0.05407895953050562	-0.032567207429908485	-0.07726367646054925	-0.042927012780033316	0.09287916145978545	-0.13825377039985892	-0.02656804106772702	0.0315372199986475	-0.025813057714587376	0.020168474484119236
-0.12918260834119888	0.07188530490463473	-0.051476203332164044	-0.05406600146089352	-0.03488387634454021	-0.018363198529373348	-0.0948454934344492	-0.014283781397850095	-0.1386572253441701	-0.07499702390576979	-0.03173550990927565	-0.028739010869144987	0.06678640861240746	0.02466398684401014	-0.06872887555235273	-0.05039113155871583	-0.06014986675242798	0.02757324882953284	0.02056714168642855	-0.11432660013109007	-0.07169402944207197	-0.034427372409704275	-0.06664758345459068	-0.06513475188368437	0.07637514214794475	-0.014866069281340627	-0.009979429015199298
-0.1323569974518181	0.0769021676906315	-0.07065434275007977	0.07031063184687385	0.03349696108481964	0.035075007525416146	-0.015377163064570126	-0.09266478262643613	0.07012367957728247	-0.029396490308193246	0.03389918279191199	-0.0953153210655098	-0.0299754275012398	0.024064050332561877	0.03150844345443702	0.014839253688745724	0.05746372785977574	0.03381444916436854	0.031991891932762834	0.02364528525759866	0.0021982982145500457	0.009998249342030911	-0.09573359380486854	-0.09771899311001214	0.03227201384242427	-0.06054505265450133	0.08940887822647614
