pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29
-0.1438199321147525	0.2161453197186058	-0.07730328456275502	-0.19066001342240002	-0.058548991601528766	0.046263525539819286	0.08919363631694566	-0.07134044789766383	0.2645283378470718	0.0538264121041356	-0.05394260538927566	0.03418670303147736	-0.0038628812343229285	-0.1092845071892463	0.023604327246569717	0.1889940714717393	-0.061097595598883746	0.08085956787136893	0.06914109510780589	-0.015719796021137464	-0.0269081013943185	0.289396382849241	-0.008530750841104424	0.2326605694128843	-0.04125503525495143	0.20983458971481228	-0.18491816202746242	0.17343097193976226	0.053716575065686216	0.13178119557786833
-0.14231954026090832	0.22919686054320965	-0.09699035927335352	-0.10623963222688428	0.11513403546972842	-0.001975919325169027	-0.07359123599994681	-0.029748376588624892	0.19191590097889474	0.11696004034860791	-0.11811634936531584	0.017217574712334472	-0.15440652746894573	-0.08691074941975602	-0.0028544978858026666	-0.02572367586399065	-0.031615551778602535	0.04086118786612778	0.03378523055005745	-0.13597843845256766	-0.029222771378479902	-0.14592935013116298	-0.008274991116464068	-0.07863486183812794	-0.013987779698256307	-0.12839753664233203	0.11075007882606178	0.060008896508676496	0.046418974248472675	-0.03778686320088135
-0.14194344660592534	0.21416203194359884	-0.08268946351205535	-0.10430126838725498	0.05908722049051859	0.04113994885167265	0.13164314941784913	-0.12244102438284837	0.05321915698296998	0.06372563389276843	-0.15731987323080132	0.06616936234359536	-0.005057029206115863	-0.11236074573858444	0.08719045979915158	0.058695889267288484	0.06806301713636768	0.0014611972061570003	-0.000575042882543994	0.021717766420993514	0.0895535933001393	0.03533437729487746	-0.02340957863778346	0.0034656070560437693	-0.005160268077374964	0.07063488032549546	0.06403825486904527	0.047932474991922186	-0.05811755057956862	0.10045994803852062
-0.14149477839222274	0.21826159056139405	-0.09552329177025354	-0.14093058851942086	-0.03530075809390708	-0.04195357136468536	0.0849960650653972	-0.03914061541121537	0.09684344693485886	0.05478650424749746	-0.007392983098861584	0.0858067493064155	0.031078744741589344	-0.09882099223477632	0.01580750930273363	0.07584119419699287	-0.05233463931527228	-0.09212207457765735	-0.06331511216923133	-0.0807268245165429	0.018771492402599	-0.0613183788902688	-0.0734904986023543	-0.060456384226147644	-0.030256132930558073	0.01063585842407681	0.12652141420900187	0.029326933600117216	0.029674721317112046	0.006807542383276476
-0.14090397150070602	0.21201866788740317	-0.09039732656146182	-0.08627098762546437	0.02193278151412144	-0.0357199390623794	0.04567615593286253	-0.007534420506871031	0.08421072683699315	0.07919707546311121	-0.052680812836935945	-0.06398450743727595	0.0018846766722759416	-0.04121461826986075	0.012049147364229289	-0.06713796779117537	-0.02394950012153442	-0.07735643772244007	0.01410850624081892	-0.08020437539962959	-0.024144699309290533	-0.05427264241039648	0.014281849899812914	-0.0772914041283496	0.09806801490927979	0.013043349232118723	-0.023899989962231038	0.004866941796264198	-0.09267791626816414	-0.05006098660706722
-0.14201982152967713	0.20480871983722687	-0.08684214969444526	-0.10431301289586825	-0.016598869523920645	-0.08848522220522542	0.12852058423319507	0.030872919145750237	-0.04965365054650793	0.012543459672716252	-0.10878520632089622	-0.03193683254446624	0.008781027060482819	-0.02823133696951217	0.003942898943271043	-0.05613686442068208	-0.06784671666030066	0.025717250728791566	0.04131721976415707	-0.06348953096651774	-0.004143192304696402	0.04507128770540547	-0.03572044067031703	-0.08173867183424563	0.11215161642101602	0.014268796089564342	-0.07261893131291179	-0.017303815171831646	-0.009015036042713451	-0.03742829861573642
-0.14108226855848643	0.2137319895408198	-0.10025121078926225	-0.10039983659744617	-0.01435776915770319	-0.11308835586374322	-0.03480466347477895	0.056089391531071606	0.001669008988495535	0.0026296726911860385	-0.04558266359527924	0.053942224749942036	0.09255682730877081	-0.07851931920998505	-0.00446018888999542	-0.09411602892019014	0.06184188055002487	0.04187784008031465	0.07813859490194393	-0.13642283671177455	-0.03267825931501246	-0.1245758967209885	-0.0334216868207332	-0.13204897527964338	0.11334456608858628	-0.02636572243065774	0.07523657329518468	-0.10018026943633317	0.06021008859784677	-0.127817565470111
-0.13361677400344543	0.18683364469430735	-0.0822423502185757	0.004117915682911172	0.031706797385760266	-0.029239128209265136	-0.09367531388669159	-0.03032190769161422	0.009307564776339997	0.005441180199014518	-0.02316929927830548	-0.1295492964381775	0.025694679357913173	-0.03269754257144056	0.02364055065570962	-0.15703230584296923	0.13202614817658945	-0.0487556802504287	0.13317114355015244	0.06186413933512357	0.09970188242650034	-0.038459333400543694	0.0035992642682467118	-0.04348837767883554	0.1370679777740881	-0.06360733103868736	-0.016591829831730992	-0.1731532190063434	-0.10905263551460032	-0.10102320184177442
-0.12249978322287412	0.1565565718131744	-0.06736276236019284	0.027607373608377415	-0.04830142303411189	-0.07320507414941155	-0.06587020373833202	-0.08848619611220877	-0.17245085482437034	-0.053703668676125596	0.0042103849617285	-0.01326524483801711	0.051528027484551604	0.05628126416562204	-0.010793846077097121	-0.13149128738299096	0.09901887559639452	-0.10727288408466508	-0.002782932187247837	0.002860962345146642	0.038848159975514815	0.11030698723858898	-0.020066758002668956	0.049588250518465854	-0.07353409740611831	-0.12608743054007931	-0.014812244096629346	-0.134936353057309	-0.1267479035955038	-0.0018471023227535216
-0.11862069035229221	0.13338150831122517	-0.05449088605899575	0.03486469896995127	-0.12990982685291008	-0.06478578740860733	-0.12220213590468465	-0.004288998242073128	-0.06590340280525483	-0.04783769317292361	0.1001314144058393	-0.08608184492496992	0.036328687553321914	0.13939431862708335	-0.03830290177539522	-0.08107852090183926	-0.12016121906503799	-0.10719073104791942	-0.00685295375266097	0.0088413131788184	-0.058768437246190894	0.11540148407534855	0.07465936440612013	0.12707155978510468	-0.07991349306193965	-0.08751377144855398	0.009874025560637628	-0.09467061241508112	-0.052294758518935544	-0.033663839133112716
