pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25
-0.05929586491365229	0.03705550300250793	-0.01058774601315858	-0.0037149675532374563	0.1644980084619237	0.05384737443978471	0.013096712996988355	-0.12767407881153853	0.0856971618148669	0.0799660322745291	-0.03209640234110609	0.07024281015922015	0.19047908992485968	-0.08347635864609158	0.11784631003546057	-0.08567330953615557	-0.15308170247559785	0.05991840002877542	0.0810676354807382	0.14319458164982735	0.061069297798835846	0.135643439377796	-0.021468609553511882	0.007186201219721589	0.17144589718788056	0.20216582389635926
-0.05781374999062361	0.06921692372560129	-0.041303472777957664	0.0607032034909198	0.18595759188833005	0.08628300723413423	0.008039021961150439	-0.04927912034745907	-0.004517475827255257	-0.029296916147866493	-0.009366012890455057	0.141239932493319	0.15263662217542667	-0.044953183005196296	0.10061175284805807	-0.05714027659947519	-0.09415041779783534	0.019138639467277403	0.017906563524591523	-0.00022932855727473634	0.06790732219860651	0.041575982987009444	0.027329513342157725	0.08498349473155789	0.154153220802546	0.05657578987356417
-0.053422089423651564	0.07479489583060417	-0.05159210578631146	0.06371691045649686	0.19216898624694956	0.004946572369337127	-0.01647209999578906	-0.04239454290245881	-0.050709142632638426	-0.048327830708245145	-0.10995406339150401	0.11368742283905088	0.07656446178316773	0.024461617506097405	0.05224748191239259	-0.006745025960573081	-0.08811745635217023	-0.032967581856245376	0.024490340481674356	0.032675327007881325	0.11474079367775532	0.13119593504243338	0.04419413644080284	-0.02847563057501927	0.07282893176954333	0.014549963135705087
-0.058334514703277274	0.08896980199468063	-0.02035954608754237	0.09745249697969707	0.10563408346474805	-0.07565740321274023	-0.026416276751017452	-0.1307455222954441	0.04532201399957747	0.0054152753332265685	-0.11226721433172238	0.04951975870868	-0.0075913400819151156	-0.027449910727467122	-0.005189500792056323	0.057352008275334876	0.06043431983301459	0.060720715938988076	0.11524274309355165	0.1020248266277824	0.11144201788125141	0.0644236883025465	0.052940917987268875	-0.042805805859699876	0.016284833971348237	0.039666464371894174
-0.07606043198609122	0.06749428438666627	-0.00393004857652198	-0.16092842584556225	0.15068686335624182	0.008872835619568753	0.0022737081173623726	-0.016514353169461565	0.05188938987747653	-0.04933783509685169	0.01896090475319244	0.11729824193415025	-0.08109849648551909	-0.06710665948156382	-0.06592487195987143	0.11523122021486676	0.09106958176619079	0.035230736577692656	0.06927858215320398	-0.014380503249353582	0.028947541047002204	0.04597019881488097	-0.024328103806166068	-0.011425332349823868	0.03373709414377894	0.03830841292082085
-0.056781304968831534	0.05364406625887341	0.04879986192609706	0.04129585950420268	0.14895055306300675	0.12656400850738736	-0.016677954106642807	-0.011894356824350888	0.0902535142187544	-0.029213593232852886	-0.011281201702763644	0.047028740537771244	-0.061160364278075696	-0.08319012258389161	-0.10602267414298322	0.048644229995517915	0.08228660619150727	-0.12278850019450704	-0.030516837740441224	-0.10425360273503084	-0.04532284575004465	0.07190993330583292	0.02195575027704757	0.035908233246791404	0.12896371341208032	-0.0015687833393209054
-0.053807157372303134	0.08619088263107791	0.035725050133989744	0.09514038435214067	0.07025231690247583	0.039541075810867216	0.038389647573170455	-0.03350103609177468	0.08134434255070017	-0.12411832718073998	-0.06941304398037701	0.08355421933979447	-0.05961201877586783	0.06033013921559009	-0.01275839977521788	-0.04209688383187959	0.09767242311067631	0.0012134116878198403	0.029603715489570276	-0.057863976046656246	0.010648412400115513	-0.09948383299483249	0.12610376233606363	-0.05375136425269607	0.09506703575868507	-0.03614646780094179
-0.050125798499400194	0.02608747598122764	0.08550301956843853	0.03889023042748252	0.15964375803647868	-0.03010524414719449	-0.10010639338627467	-0.010978480754574915	0.05806535273156077	0.01681994368748957	-0.151026681864166	0.027432519389439757	-0.09266318692217133	0.0050908993212056865	-0.028602527680659257	-0.04105504363414255	0.010924695909569862	-0.029329245365251947	0.0375903414541713	-0.059379695311010755	0.049050345046926964	0.0314526048389083	-0.003063700647033943	-0.042434750388616285	0.04100953437687069	-0.0852930961161274
-0.06907066553907783	0.0673262072551015	0.13040632683878556	-0.09820627208644361	0.012893976208927849	-0.061540475620419505	-0.019466323830290698	-0.03794079672783557	0.1274444476797943	-0.0801656832778857	-0.04682483630354206	0.033460254528846683	-0.04448281864349213	0.0028441469947471376	-0.09173336291799064	-0.11283712250529956	0.011282171689392842	-0.0076882310035914685	0.01805186517711465	-0.08012043422101302	1.677690207323862e-05	-0.05009670099208785	0.023434429915268888	-0.04734005971762138	0.04654727003612866	0.06874802755364445
-0.060975377222028816	0.020208714959075794	0.13986541134357527	0.04435000185588861	0.07070223335238675	0.11536477950757226	-0.007591030721482914	0.08273995827020186	0.1492849549035718	0.06005353357221804	-0.008980349228869339	-0.013463156414357559	-0.05901163752645258	-0.09312338156205949	-0.0936940901108503	-0.14005933910076968	0.07058060902550103	0.06898961814808291	-0.04648805545249282	-0.10110711459659727	-0.028582868774959566	-0.01835168390909571	0.022512268784951803	0.09688731229372263	0.07089911434889434	0.045853866551017856
