rmse_mean	rmse_std	rmse_min	rmse_percentile02	rmse_percentile25	rmse_median	rmse_percentile75	rmse_percentile98	rmse_max
568.741455078125	1344.3055419921875	6.430136203765869	101.92094879150392	276.1443862915039	401.8773651123047	579.8732757568359	1766.2857055664028	42126.703125
559.1876831054688	1330.0347900390625	6.2466607093811035	101.31189575195313	272.85225677490234	396.56663513183594	568.1048431396484	1725.9033691406223	42457.921875
554.5894165039062	1328.1387939453125	1.5265114307403564	101.51410598754883	271.75733947753906	394.69970703125	561.9380340576172	1702.3105346679633	41845.203125
540.2958984375	1320.8740234375	5.503839015960693	100.77244033813477	268.49000549316406	388.5087127685547	549.3250274658203	1575.9955078124965	41699.6796875
535.74658203125	1325.298095703125	4.0079345703125	99.22013702392579	264.2542037963867	383.5251922607422	541.9258117675781	1571.5272949218747	41738.80078125
531.258544921875	1320.239501953125	6.060718059539795	98.93804092407227	264.0072708129883	382.51023864746094	540.0782012939453	1515.734606933592	42141.37109375
539.1019287109375	1324.7552490234375	4.702034950256348	99.77637329101563	266.81514739990234	386.440673828125	547.7076721191406	1563.7064086914027	42229.3671875
543.7794799804688	1322.4168701171875	4.585970401763916	100.74932098388672	269.6772689819336	391.70152282714844	555.5888519287109	1557.0021606445125	41767.0
535.6936645507812	1324.997314453125	3.5541794300079346	99.20910568237305	265.26493072509766	384.22731018066406	541.4002838134766	1568.3289306640625	42093.3515625
533.9423828125	1322.083251953125	4.066262722015381	99.14665374755859	265.8253479003906	384.00758361816406	541.7504577636719	1535.9169677734344	41726.0703125
534.4866943359375	1321.7169189453125	5.3228254318237305	99.60392227172852	265.4905548095703	385.6244354248047	544.4508514404297	1532.1823120117178	41163.2890625
534.0465087890625	1323.28271484375	3.2659130096435547	99.00755004882814	265.3528289794922	383.40687561035156	541.1611022949219	1548.2872924804653	42319.765625
537.8370971679688	1323.052978515625	2.395819664001465	101.34034957885743	267.2760543823242	386.5402374267578	544.9797058105469	1540.3567504882692	41821.2265625
541.8369750976562	1321.747314453125	4.038430213928223	100.87199096679687	268.60070037841797	389.5918731689453	553.3473052978516	1547.556018066405	41980.640625
532.6273193359375	1322.62841796875	5.950475215911865	99.4303985595703	264.13001251220703	382.9325256347656	540.4627990722656	1537.7698730468676	41637.28515625
533.9804077148438	1323.8095703125	4.650437831878662	100.29980468750001	266.1020965576172	383.6394805908203	539.6393890380859	1540.6674926757723	41586.8671875
536.9771118164062	1319.668701171875	1.9983713626861572	101.52071990966797	267.6023864746094	386.927978515625	547.3449096679688	1530.6173095703027	41957.92578125
529.9363403320312	1323.9619140625	2.869318723678589	98.85854415893556	263.31615447998047	379.4596405029297	536.0880126953125	1540.9993652343749	42114.484375
531.9188842773438	1323.22998046875	4.99179220199585	99.12003860473632	264.6257095336914	383.0672149658203	539.6939697265625	1522.5960327148427	41742.91796875
