ICA_00	ICA_01	ICA_02	ICA_03	ICA_04	ICA_05	ICA_06	ICA_07	ICA_08	ICA_09	ICA_10	ICA_11	ICA_12	ICA_13	ICA_14	ICA_15	ICA_16	ICA_17	ICA_18	ICA_19	ICA_20	ICA_21	ICA_22	ICA_23	ICA_24	ICA_25	ICA_26	ICA_27	ICA_28	ICA_29	ICA_30	ICA_31	ICA_32	ICA_33	ICA_34	ICA_35	ICA_36	ICA_37
-1.8399023365188898	0.7870622611177862	-1.382816335753973	0.28309447482606087	-1.4815410527629804	-0.22395912003183482	-0.06500113591296063	-0.3125586752434688	0.3779996086074652	-0.3435032766782022	0.6845732424210287	-0.5693207629250121	-0.2690340534932162	-1.5156029346778863	-1.8009242530395058	0.6347075412239903	1.728905190381079	-1.2198118469098416	-0.6158798261153522	-0.08543708687905557	-0.0930239769571942	-0.7779390972091276	-0.0858555619358462	1.207284233408732	-0.6708113617464695	0.10408519883914191	-2.1220608140195596	0.5421025087052491	-0.8987995323917969	2.874876044286127	-0.1573721093525813	-0.18764927848587865	0.9126879173437166	0.5745170292998232	1.271942201896678	-0.3495331620257401	-0.4586828063490132	-0.7911746737188523
-1.8862012505575638	0.8193125394502335	-0.9456385599689555	0.02493025098082934	-1.1604542151452981	-0.28023248244421345	-0.023127059548985987	-0.56667967157866	0.24484569960043662	-0.12370511318292376	0.3943234579297605	-0.593609666858165	-0.4716989777183853	-1.2357271503034286	-1.4711687662768984	1.470289309956237	1.2996387761670152	-1.2416583227213243	-0.5024417518374985	-0.13477508647563205	-0.16589608839370631	-0.8153129888276529	-0.11968276990257563	1.1660594254149839	-0.6098383404369397	0.10879781453656108	-1.737768599785305	0.42692530248350335	-0.5542536225705585	2.9306841932197707	0.017231935313070015	-0.06553381691580379	0.7658863773915118	0.06105298340343586	1.0845470667652923	-0.12011519241166112	-0.29220616102723396	-0.515375672666834
-2.0673985231694507	0.9559503906114336	-0.006878736952130921	-0.24007014806551613	-0.9303015700440734	-0.24899525642575446	0.04771760604847312	-1.0257222299163948	-0.5880372342352181	0.10368022284159571	0.5304762517428815	-0.2887574480135684	-0.828655427031334	-0.7486929685510807	-0.22235257138567568	1.2359481765735347	1.0840103610677876	-1.0596784845895177	-0.6946519556751005	-0.20288753232597437	-0.47109044084312973	-0.7798610130069031	-0.2530189771357856	0.9531641035417867	-0.49475355918514424	0.10165213518614186	-1.6773545210184897	0.34690055960845045	-0.7747797168544175	2.874592273702373	0.1232169305437672	-0.07087492336076143	0.7339844847604708	-0.39568419704766017	1.804459626854165	0.1669816817149318	-0.3385976049115012	-0.3107715240587312
-2.2681498978284047	0.6408675569811783	0.10029722370500666	-0.016599231498619593	-0.7451964846774525	-0.08983174875945249	-0.09602523835674144	-1.237807846699441	-0.977506782329091	0.12439079774877819	0.46589819698479257	-0.6469623271596492	-0.5332216442223415	-0.37046663263002866	0.5886827711289371	1.8279231959648807	0.9866070148420896	-0.7818385820647107	-0.9333794008675773	-0.216809383584845	-0.04058113996963368	-0.26299374753537713	0.1060388403674199	0.790180535995357	-0.37736860403274797	0.28839209486168266	-1.4913928568869257	-0.25738280218296605	-0.3293066767729349	2.6006478608435515	0.1104445494669597	0.07985736846070123	0.25321498479006205	-0.5191192829315453	1.5423268024870949	0.3225984080445784	-0.3295784045823777	-0.1013743092112715
-2.240556357203316	0.27003863544994244	-1.0446472105905604	-0.027042613087118233	0.18868446905345695	0.13713056328088916	-0.31740054503342624	-1.4519489570572308	-0.011523542901578029	-0.11896228712097047	0.365745349368179	-0.2796052956118009	-0.08925815986043273	0.36540632915508403	0.5190456930359559	1.8560559836134616	1.4116672108775838	-0.33455354126865966	-1.024687571591686	-0.197741630445786	1.3406972188131934	0.4928244540878772	0.16776966383198788	0.8563839711900485	-0.7620828225823166	0.4457519796662738	-0.894992705144324	0.11488769097003534	-0.4830951877821835	1.0772257317322542	0.0611284266054211	0.2313417424800566	0.3555388891204814	-0.6298966668700844	0.6811160865741066	0.4529376228753649	-0.4367215707353955	0.09526219563332264
-2.017393778530014	-0.025049906552094003	-1.6331776059276326	-0.4669719508494831	0.18666820051062513	0.680603171268272	0.05517166331559022	-1.2246812998142214	0.36094575438122567	0.22220142629393166	0.4445997969595389	1.2507239996865782	-0.12105482035706588	0.2418476976623199	0.24184022730496313	2.087395060305624	1.4718341458604858	0.8566510269893114	-0.4837980608721079	-0.16522102355052687	1.1479255983979435	1.1805010236670557	0.5285007961725261	0.4093845320831521	-1.10840657040025	-0.0396017168139403	-1.1286366709729	0.25070432817724864	-0.2964494057898187	-0.6954250940893566	0.04194019749830238	0.22171241376522371	0.32365650255394113	-1.1322970630426274	-0.6343346294739298	0.46813184393072765	-0.4112701178248376	0.24954092291526242
-1.7251739973603128	-0.2687744870650228	-0.7368615779368523	-0.19902211614192397	0.4408165795300336	0.32282364083889925	0.29218673819256175	0.36700240513944826	0.3905567732287881	-0.06285379737986597	0.392667253676948	0.23961867190267158	0.07252711164316458	-0.28537087173121695	-0.8691710925090117	2.628316035777999	1.9278068054284736	1.4467139889441767	0.22910149701719612	-0.3884069282262399	-1.3962848602048437	0.9077523499999655	0.5595855122951824	0.02278509897098808	-0.5169697335625142	-0.024898209302574994	-0.4860629573942205	0.10664885118892045	0.014963925632608354	-0.9088908300047494	0.14416511578187902	0.18872194350587043	0.1499773605554249	-0.7466265558468262	-0.3090039011643273	0.6243584635754873	-0.46305660662401915	0.0817797827678481
-1.6022234948266547	-0.30913729891556424	0.15106477379006894	0.4563926928877716	1.0167761294300226	0.6995398826798297	-0.7882123530260798	1.2872471313815008	0.7670671899657384	0.14368553101428172	0.27764778090504527	-0.5765643526473067	-0.2636287645227691	0.2997251232966719	0.2562177032553317	2.2567080621320406	1.5261124016582872	0.7550759269690582	0.7270453282243013	-0.3514275312820449	-0.9194951017235911	1.2911099752134754	-0.18307982169501416	0.5591582187338717	-0.3963611415707792	-0.11109104101623654	-0.12176800997347087	0.18004539119497803	-0.2339736419494128	-0.9615577781226532	0.5628870532415302	0.3570255341088514	0.20821508505465433	-0.5020700518704913	-0.12959434543996223	0.9124539159711104	-0.21461788908244112	-0.13779791804530026
-1.6204756717826245	-0.9019806504384201	1.7378928149673931	0.7532235245928834	1.10788314328036	0.7594967472821382	-0.6621374153886855	1.3870433791770729	0.735621109133362	0.1670164091466905	0.2971290066279208	-0.280256503997818	-0.8127435795340983	0.24591776872946186	0.7378225834176414	1.6198811077221296	0.981198614771297	0.15985895588128357	1.1694367085040471	-0.3201854774461057	-0.4121365746553717	0.9999625888672269	-0.3375056941614878	0.3353105676784655	0.29166811461029196	0.2456515994490941	0.3564725965074146	0.27812153550552116	-0.2714261997005274	-0.6397401529731861	0.3683460847784346	0.564938224340991	0.0640525108431736	-0.7705972454163255	0.11500684781300673	0.6068900867282813	-0.30051283482627367	0.20548657371411247
-1.2400436635553704	-0.3127430977877588	2.0131308611676695	0.23544283577972255	-1.074070488331177	0.9123322898504621	-0.7583154428665433	1.1912614723581747	0.48746129137201616	0.2568501094675255	0.33235591098180445	-0.42272318042110457	-1.0095515861840523	-0.19898529960440423	0.07044824530869621	1.2182324522250998	1.1867656174453691	-0.61289217333375	1.0937637212264086	-0.41321756106593716	0.8965013886662675	1.1187029039405385	-1.0447384684800367	0.0587107233387018	-0.03019869603989912	-0.035629374381972057	-0.8069594660264546	0.35059699787981125	-0.28149563795209176	-0.5913193719982333	0.010059389575284943	0.080419521545474	0.24958104108584606	-1.040263564509815	0.17858815635726075	-0.24380286837548096	-0.5677332844172415	-0.822991544264479
