Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	countnoise	signal-noise_t	signal-noise_p	d_table_score	optimal sign	estimated normalized variance explained	classification	rationale
PCA_00	104.37109562921376	35.12658563282082	29.751993675127537	0.1080144674449231	26935	4176	0.5750797522987428	0.12682685162249194	11461	-2.944120055927814	0.003967691213346095	16.8	1	0.23522691176917915	accepted	n/a
PCA_01	100.67383774706907	36.626911536818376	15.38083312358671	0.08042026638113334	27378	4868	0.5336539379019485	0.17226066301765983	10671	0.0	0.0	14.4	-1	0.15594676061283452	accepted	n/a
PCA_02	86.82648163241406	32.846574024974856	9.1233411738526	0.04054867760572918	18834	4695	0.5511031797534068	0.17168481742472774	9844	0.9464680436254352	0.3462701233245379	11.8	-1	0.076426936921043	accepted	n/a
PCA_03	62.54590720612442	50.6822075070563	4.923987452996206	0.02383896411260392	22845	21865	0.5700871596729266	0.4744997531096428	8732	-6.99699346459398	1.1334108829945132e-11	12.6	-1	0.048311961869567294	accepted	n/a
PCA_04	53.02546663764557	56.75044428517926	3.5795518981373884	0.02260840715824696	8553	14365	0.3335749667754017	0.40770893371757927	8756	0.0	0.0	13.6	1	0.036461583274489055	accepted	n/a
PCA_05	68.24477451156075	31.02520929463857	4.7601733672859226	0.01919887516808829	19460	5162	0.5395947940426674	0.20287854889589904	8733	3.6431701953636604	0.0003322537922297912	6.0	-1	0.04091065607966178	accepted	n/a
PCA_06	50.24536011492604	35.47298485064107	2.413228828989948	0.015020451082674373	5810	3358	0.37846798115512126	0.10457321614777297	8990	0.0	0.0	15.6	-1	0.02513817120589915	accepted	n/a
PCA_07	54.43575995040906	35.89244883885077	2.6014188164035823	0.013996294311759217	10179	3351	0.44573853822237575	0.30415721844293275	9176	0.0	0.0	16.0	-1	0.023898737784118537	accepted	n/a
PCA_08	41.52936392409859	42.59484796395184	1.8449367890337194	0.012365054525818766	3368	5347	0.31528709917971665	0.4652314726614593	7877	-4.323274672024442	1.690654004835321e-05	15.0	1	0.020012535463937192	accepted	n/a
PCA_09	58.54783753120922	29.8242219935849	1.769224944963341	0.011856986769659057	6450	881	0.3966606850276976	0.0	7776	13.081909776865265	1.64440779224458e-37	4.0	-1	0.019004400443223837	accepted	n/a
PCA_10	44.09333309066073	37.653719728344385	1.6505297507184342	0.011173173822853953	3462	2877	0.22725268264001175	0.4557006092254134	9009	0.0	0.0	18.0	-1	0.017692825433998128	accepted	n/a
PCA_11	36.62683256820023	31.323512928839257	1.5615625987233253	0.010456718552487606	5331	1447	0.37345115742964174	0.2800829875518672	8619	-3.579732283357457	0.0004971655335620459	16.0	-1	0.020424957467286422	accepted	n/a
PCA_12	40.68617186436879	34.539402650547345	1.4642443876388345	0.009833971897886642	1284	1299	0.322373696872494	0.4425597532767926	8754	0.0	0.0	16.0	-1	0.015649740013449553	accepted	n/a
PCA_13	37.20951288803428	37.36131782130954	1.263785537763838	0.009252539393030753	1852	3378	0.2719869706840391	0.5123345367027677	8659	0.0	0.0	14.6	1	0.014512111052502951	accepted	n/a
PCA_14	37.51335573761074	26.726729922438583	1.2260891685254132	0.008239529014260122	1265	502	0.29535529972211194	0.0	8849	0.0	0.0	18.0	-1	0.012893859552553209	accepted	n/a
PCA_15	37.395081313537624	26.02845824691792	1.3301562092453465	0.007990465770631457	1548	1216	0.26183480248122754	0.2319696330662168	8723	7.739737399300693	5.109152897860038e-12	11.4	1	0.012502632524956776	accepted	n/a
PCA_16	34.94629924513779	25.516715512677433	0.9576202784615409	0.0079363564333025	1843	802	0.0	0.0	8490	-9.039226784331802	6.949259324731093e-18	21.3	-1	0.012431071065411766	accepted	n/a
PCA_17	30.81416030289965	30.86467478386712	0.8965714391083278	0.00739085200142459	280	2230	0.0	0.46380757885182666	8859	0.0	0.0	24.9	-1	0.011568062175489975	accepted	n/a
PCA_18	32.296732079899776	24.850674571078446	0.7591006391303439	0.006765868778139173	454	287	0.0	0.0	8755	0.0	0.0	22.7	-1	0.010579471598530704	accepted	n/a
PCA_19	33.04713115630219	24.788993929589722	0.7127415702275562	0.0064662695854170865	984	648	0.0	0.0	8741	0.0	0.0	20.9	-1	0.010113844540538286	accepted	n/a
PCA_20	31.75972804782096	24.869978788934358	0.7154577202398008	0.006333900854067583	653	629	0.0	0.0	8736	0.0	0.0	21.7	-1	0.009863065607423461	accepted	n/a
PCA_21	32.8466242538186	25.43117830992705	0.7385727018976186	0.006082554106924449	779	1022	0.0	0.0	8743	0.0	0.0	21.5	-1	0.009418529429582443	accepted	n/a
PCA_22	30.062878796785803	24.85508260055334	0.6733588486006018	0.00572123719412366	311	1172	0.0	0.0	8557	0.0	0.0	20.7	1	0.009063272679916731	accepted	n/a
PCA_23	28.38550440564185	23.83160825738905	0.6370466497433546	0.005599077953327984	93	355	0.0	0.0	8661	0.0	0.0	23.1	1	0.008665028435959564	accepted	n/a
PCA_24	31.36647912692194	23.07457760248663	0.622870977660969	0.005473819273510926	248	616	0.0	0.0	8620	8.140576911890891	9.404911068484389e-15	17.1	-1	0.008467847287951571	accepted	n/a
PCA_25	26.145726615052958	23.160189551923896	0.5302044314817249	0.005326928521124745	0	641	0.0	0.0	8802	0.0	0.0	27.9	1	0.008237336728858692	accepted	n/a
PCA_26	26.230870491104916	23.85984458195607	0.5796768854725189	0.005271834865229377	0	593	0.0	0.0	8751	0.0	0.0	26.9	-1	0.008166887902146983	accepted	n/a
PCA_27	26.969796444212992	23.202832845581092	0.5463502141101956	0.005116777065127401	256	581	0.0	0.0	8833	0.0	0.0	25.1	1	0.00791149959447478	accepted	n/a
PCA_28	25.114308669057962	23.57859779330233	0.4967350338098475	0.00497109627589186	0	943	0.0	0.0	8838	0.0	0.0	28.5	1	0.007957063376350918	accepted	n/a
PCA_29	24.324811625969062	29.87922509154132	0.5238306913211911	0.004850665152093072	0	1154	0.0	0.6036395916555704	8468	1.6227746932466343	0.10531675772766881	21.5	1	0.007554735121532164	accepted	n/a
PCA_30	24.38420809696042	23.242591101381393	0.46091654761721973	0.00481355493820853	97	608	0.0	0.0	9026	0.0	0.0	28.5	-1	0.007452641882337956	accepted	n/a
PCA_31	23.995996481663642	22.785689932708397	0.4692175555846781	0.004664217316791161	0	813	0.0	0.0	9041	0.0	0.0	31.5	1	0.007229424263601782	accepted	n/a
PCA_32	24.262738095318536	22.855345108732376	0.4840910441742301	0.004641421343756014	144	497	0.0	0.0	8718	14.729409465326402	7.16683176235383e-34	19.5	-1	0.007164348397535075	accepted	n/a
PCA_33	24.19244450799035	23.930315780931583	0.44639540048913107	0.004563865769187653	0	977	0.0	0.6823652537938252	8969	0.0	0.0	30.3	1	0.00707651980195073	accepted	n/a
PCA_34	23.44378262244867	23.606148175443906	0.4621209306288534	0.004499907734791164	0	564	0.0	0.6879432624113475	9106	0.0	0.0	32.3	1	0.006948313363249285	accepted	n/a
PCA_35	22.854537912235674	20.601800500420435	0.3944967455094033	0.004424675337357045	0	244	0.0	0.0	8959	0.0	0.0	30.9	1	0.006832897324515897	accepted	n/a
PCA_36	23.985971180459682	25.093004377329883	0.4455842993857027	0.0043927109076024665	88	842	0.0	0.0	9020	0.0	0.0	29.7	1	0.006780372816954906	accepted	n/a
PCA_37	22.56787467491612	30.160875258277823	0.4802786380365751	0.004371908947106406	0	1088	0.0	0.64	8571	2.843366080347027	0.0047856069213105526	23.3	1	0.006836507284488981	accepted	n/a
PCA_38	22.524659603577483	24.41371488654661	0.4121695285943917	0.004291550491548054	0	572	0.0	0.5078809106830122	9075	0.0	0.0	32.7	1	0.006623783549066218	accepted	n/a
PCA_39	21.81333823797173	23.770308112674922	0.4224932051549197	0.004225398064016057	0	794	0.0	0.5780856423173804	8934	4.713406190780266	7.381701566714532e-06	27.5	-1	0.0065793976733971955	accepted	n/a
PCA_40	21.09854683069146	32.19259984297382	0.43179254543612	0.004192299312526421	0	949	0.0	0.7727272727272727	8450	7.585357797938435	3.697596272870012e-13	22.9	1	0.0064836225876012754	accepted	n/a
PCA_41	21.185335065316536	20.765588055693907	0.34014885723698324	0.004125085312518752	0	487	0.0	0.0	9172	0.0	0.0	33.9	1	0.006426743507208892	accepted	n/a
PCA_42	21.668580115117905	18.924222074930533	0.3456636698293947	0.004072897172597869	0	144	0.0	0.0	9140	0.0	0.0	33.5	-1	0.006286476812002048	accepted	n/a
PCA_43	20.779319934784628	23.414223413074453	0.36943522806467005	0.004060490366713485	0	800	0.0	0.74125	9190	0.0	0.0	34.7	-1	0.0062664537232212094	accepted	n/a
