pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29
-0.1289520693377489	-0.09226499258341013	-0.0025126709716220383	0.21224118740112902	-0.11162311585623517	-0.03586796180329061	-0.07618103337667453	-0.0054192946365720866	0.07077235066323084	0.10366175754271499	0.062187071198727226	-0.04303128116561688	0.16863654200075562	0.10042306013422886	-0.09017305845064225	0.11702479344512134	-0.07967603397442913	0.15258175398830578	0.054755160895439685	-0.02046859913026264	0.06056433004504551	0.01591924076974805	0.03100642873412975	-0.11394732134277037	0.0855649840999349	-0.11356518425009614	-0.18607628560823658	-0.09009920343092004	0.10924577198932656	-0.08977556981708605
-0.12733007282254305	-0.08836271865476755	0.009576984553350057	0.19940370895548673	-0.14612357191105613	-0.06827479911301848	-0.12446606236716554	0.02652687384264317	0.04605388489571834	0.08029555900842042	0.04179173955717702	-0.08941215547275082	0.103472214251413	0.08021198316350454	-0.10368177213159882	0.026537020570067613	-0.03530610679397557	0.1270626590463566	0.058554548367497634	-0.04064422213872131	0.06531923543293724	-0.04698822921629248	-0.07698021353214696	-0.02203180101116798	0.033446886319506125	-0.059617071169816814	-0.11317005004728078	-0.036252533019158345	0.11967920266410556	-0.07592582935840617
-0.1266282050311956	-0.08437607820116022	0.01883325563274501	0.18249057767964683	-0.13528447479261574	-0.12185558127040891	-0.14273080237475066	0.033581177679387196	0.035543236143111424	0.07830983835031732	0.0027954603111092977	-0.08059207396377271	0.09707194204393084	-0.004829833648009402	-0.09743789462936932	0.03708990849883592	-0.06300739640050239	-0.049461703380947394	0.053520907087735756	-0.0014281521028468025	0.06581325447893159	-0.03194472926398555	-0.07980548120273397	-0.02138973408861051	-0.015161975125666975	-0.06973923465054112	-0.022538701259284956	0.05680854152602982	0.0947899980397709	0.015065515313279992
-0.1243918439336336	-0.08626765221700616	0.017403868210838527	0.172063921614088	-0.09596181883645233	-0.16815941292244513	-0.09106613053917598	0.034053213304480884	0.07453631847313986	0.0765699522826401	0.018964639136969372	-0.023941538170184788	0.09764230123097217	-0.06587384254972917	-0.06547068629656155	0.04453733951306853	-0.07010697014180574	-0.025174666437966176	0.03899068526938368	0.031180707401254414	-0.052915269005759144	0.0010869846080459981	0.0879410209844213	-0.07965096734705814	-0.01753094735033777	-0.0360890535834618	0.04036009350958521	0.0491533158980739	0.09660156726053733	0.07759746641011196
-0.12216847985418175	-0.07318733794108863	-0.00967902371580424	0.141119147998801	-0.05739611984290519	-0.176785559371801	-0.13416290660175303	0.06655417169153022	0.07170826589378322	0.04851293486706776	0.021548676275663176	-0.0009534027980233895	0.05940553913142632	-0.052466590412120484	0.04042188456203635	-0.05210918468869563	-0.034787632314923836	0.06722061714612049	-0.03972802115782108	-0.008001099466837806	-0.07648388822248196	0.008796477775287226	0.1044696289141983	-0.03477107436615455	-0.02009080106913233	-0.019586800835116762	0.06699406312172561	0.08341559220988788	0.004787863968261093	0.10528189348838053
-0.12017222939849151	-0.0662301596452744	-0.03397549293305464	0.12110363973982188	-0.005069359727006284	-0.16136943956779837	-0.14551913181979353	0.12056678493091658	0.08705659577166808	0.028288165602846888	-0.026750365139520546	0.027969976020134395	0.05208497310117626	-0.02987563278710812	0.1287245767221308	0.027906805589741956	-0.02884380031738769	0.06982250984145691	-0.05322153608231242	-0.061606924308130764	0.0008588982179825594	-0.0018949222694967984	-0.026609583922506525	0.05792390062708179	-0.0613356623692183	0.030970705627395415	0.07901192733893087	0.020648940833240606	-0.04499007666500977	0.11489863355450419
-0.11933580065003388	-0.0647931496246565	-0.04971867864496125	0.10114193421544365	0.050006116330408745	-0.1442558230142232	-0.07938935649250554	0.1067178578247749	0.1474803458524829	0.044104887805317516	0.028146106159200657	0.1264693690254073	0.05722829221170461	-0.018077218062586303	0.09456619086408276	0.060746644936759506	0.00797014789419577	0.0957781555723147	-0.009708560282713302	0.035289394641558745	0.03000663740643828	-0.041897429612433264	0.014171601108708812	0.08157573580450145	-0.043860263392482265	0.06369561747776414	0.07900165174590862	-0.06868550365403278	-0.0305514543188615	0.03680972614766015
-0.11718284021719055	-0.06468331655410228	-0.060189491211759594	0.10278675932112152	0.08889170096885746	-0.07757317024373452	-0.08873782845063893	0.06317766075812455	0.09587637969841942	0.07060279635599376	0.10256108886398363	0.140435599216352	0.02207216651156267	-0.057779787921696205	0.006406250725189952	0.01592251934052759	0.0782763501249037	0.0370900079529754	0.07575279268743144	0.005557257305819352	0.016843920327509504	-0.1182464695477996	0.0166459588377407	0.12918762572669792	-0.032675210785156394	0.0624501919530569	0.00914158582592034	0.0276915177990798	0.000935362179316071	-0.07545126442673934
-0.11584700014303036	-0.06709551582755052	-0.04990671639441291	0.10860423851618822	0.0778574239501173	-0.01015371845007318	-0.08602098298922753	0.06163810780415502	0.012962690917303787	0.1150891295254988	0.041256449026861736	0.016331078807930416	0.07349836490426606	-0.04024245968424632	0.0493065411451118	-0.043826578078609076	0.06635801585001942	-0.06959468312343368	0.11510930999352005	-0.013987780015871802	-0.01116683878006279	-0.050579787403790946	0.05367300851626806	0.0632558965656052	-0.01588957022877066	0.03773135712098154	-0.04637492878206648	0.15502353105547179	-0.08839769607657864	0.032723515911622175
-0.1122530981613012	-0.0586282453231079	-0.05110724999133898	0.09983379021171565	0.014219734010953805	0.030451743263570308	-0.020978014674234602	0.018988556759939296	0.03297220898051364	0.14333327705690235	-0.013842041690888526	-0.002390049689903924	0.13690116968320581	0.06424331321604494	0.16119334788359024	-0.05259999999164383	-0.05325393206038005	-0.07624178975224319	-0.060722284820337584	-0.050968063672008776	-0.05051858431793584	0.006694008495147182	0.005399059732236042	0.06724922795007339	0.009123499540909012	0.0648931538865297	-0.003296034300108497	0.1056425983201426	-0.07493729999451751	-0.048527632909965056
