Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	countnoise	signal-noise_t	signal-noise_p	d_table_score	optimal sign	estimated normalized variance explained	classification	rationale
PCA_00	98.79316486579529	39.127287090232436	48.624019852534126	0.16083876731245078	26753	4457	0.5252332160880868	0.22147728586290602	10913	-7.420613901610896	3.1248286228434677e-13	11.4	-1	0.4351128901013936	accepted	n/a
PCA_01	88.05247048692421	30.847172183114346	15.773644934824985	0.07257512031089429	20741	2276	0.4997424513723663	0.0	10777	0.0	0.0	9.6	-1	0.15448140878562985	accepted	n/a
PCA_02	77.75964707105098	28.408857474165846	6.844819190795313	0.0326201312681452	12448	620	0.4657797858099063	0.0	9783	-6.733467942245302	3.7702785145673566e-10	12.0	-1	0.062072066039033244	accepted	n/a
PCA_03	40.057437537890365	31.515254923658066	2.726786694592553	0.014699373590225934	3165	1372	0.20700586463781898	0.0	9194	0.0	0.0	12.0	-1	0.02998626587951167	accepted	n/a
PCA_04	42.59468366513488	34.75144630545129	2.905918807233683	0.014208723084284431	3252	893	0.3210222845566464	0.0	8786	0.2749240958437281	0.7837925268396699	6.0	-1	0.027342784722859257	accepted	n/a
PCA_05	50.04668837643714	25.98047287352067	2.2613701623169487	0.01305869815986875	4022	429	0.3376754774250664	0.0	7950	7.570550295042611	5.775861266584397e-14	2.2	-1	0.023388333745788126	accepted	n/a
PCA_06	40.43576379156199	30.907507454645355	2.615877774583804	0.013000933116146257	1883	595	0.0	0.0	8804	2.277424780439046	0.0232681573969039	9.6	1	0.02546002248754656	accepted	n/a
PCA_07	34.63419224389463	31.365850303915895	1.9617394611920285	0.01129165564289889	732	763	0.0	0.0	8773	3.13363791753829	0.00227011140562258	10.6	1	0.019680360848170587	accepted	n/a
PCA_08	35.18727485310279	25.725799953066417	1.4776897781711424	0.01078571401996555	816	0	0.0	0.0	8648	0.0	0.0	11.4	-1	0.018760586850834465	accepted	n/a
PCA_09	39.12924748456312	24.65242130629366	1.6288536157488094	0.010027082143652501	1303	291	0.22402471996910003	0.0	8845	0.0	0.0	10.0	1	0.017480943047469583	accepted	n/a
PCA_10	36.31291769505518	22.929849625665458	1.1741737968727168	0.008546992103592216	1330	90	0.0	0.0	8908	0.0	0.0	13.6	-1	0.015106885069528958	accepted	n/a
PCA_11	34.41159811529488	27.63924763605023	1.266732727451648	0.008038198317251838	409	789	0.0	0.0	8797	0.0	0.0	14.0	-1	0.013953306831720013	accepted	n/a
PCA_12	33.31809364292593	22.520171161171554	0.9333384796158383	0.0072781229139500594	338	0	0.0	0.0	8694	-4.534249087735795	1.4035976722766809e-05	15.2	1	0.012510492499312381	accepted	n/a
PCA_13	31.119542967777992	23.718594643462016	1.0652406258083253	0.006814589575503669	476	836	0.0	0.5362035225048923	8191	-3.982029912707705	7.443450526241254e-05	14.8	-1	0.012193379672375984	accepted	n/a
PCA_14	30.828797610536203	19.96603673863312	0.8253944220616211	0.0065297931522178155	197	0	0.0	0.0	8696	5.490723038171701	2.539925460558311e-07	12.2	1	0.011211810097088711	accepted	n/a
PCA_15	33.27012403978943	20.38032810177268	0.7974287291636508	0.006029383380325912	759	217	0.23410013531799728	0.0	8740	11.57453851774864	1.289450543194154e-23	7.0	1	0.010372090436681122	accepted	n/a
PCA_16	32.00820471171103	21.089093763890627	0.6783188410478704	0.005839308383424911	486	117	0.0	0.0	8149	5.242543554363192	2.0576715050508485e-07	10.2	1	0.009996396594715304	accepted	n/a
PCA_17	29.071234973464204	20.31493670968375	0.6348001093167236	0.005608692873724898	261	0	0.0	0.0	8874	6.487360179839226	3.929359690671748e-09	13.6	-1	0.00965254524169589	accepted	n/a
PCA_18	26.171379129693253	19.732944305687475	0.5979949498584523	0.0053472326539087435	98	0	0.0	0.0	9088	0.0	0.0	19.0	1	0.009132621851712968	accepted	n/a
PCA_19	25.613678077376818	21.84725099910079	0.5933230643391794	0.005307837864097339	0	565	0.0	0.0	8883	5.837452090251845	7.150527392285518e-08	16.1	-1	0.009060407972971748	accepted	n/a
PCA_20	23.37279116479015	19.203731437614387	0.5390256195180296	0.005108333382790782	0	95	0.0	0.0	8894	0.0	0.0	19.9	-1	0.00881711223471916	accepted	n/a
PCA_21	25.47381642285963	20.22501757116761	0.5449647121737703	0.004936960525497057	0	99	0.0	0.0	9147	0.0	0.0	20.7	1	0.008457295654665669	accepted	n/a
PCA_22	23.569373961244203	20.221929428884465	0.5286280859577741	0.004925416246858228	0	353	0.0	0.0	8858	0.0	0.0	18.9	1	0.00849182561057453	accepted	n/a
PCA_23	23.77295539723257	20.59672735195335	0.5590811689061413	0.004842656249305349	95	419	0.0	0.0	9024	0.0	0.0	19.4	-1	0.008279338887058002	accepted	n/a
PCA_24	22.847380054757465	18.41550473672212	0.4853823581035771	0.004699517248740444	0	0	0.0	0.0	8951	0.0	0.0	20.5	-1	0.008010013379841485	accepted	n/a
PCA_25	22.55669831032805	18.86447023530656	0.4729526330217043	0.004649945177489559	0	0	0.0	0.0	9008	0.0	0.0	20.9	1	0.007932320767842132	accepted	n/a
PCA_26	21.303813188786297	20.668993274857883	0.5100975087057638	0.00452120913426686	117	555	0.0	0.7619909502262443	9051	0.0	0.0	20.2	-1	0.0077434715955329945	accepted	n/a
PCA_27	21.092768101856013	24.242791528382007	0.5146221804734615	0.004507779597126705	0	542	0.0	0.7516158818097877	8871	2.8851481489248494	0.004946739443354175	18.1	-1	0.007687061401035385	accepted	n/a
PCA_28	20.948422727859644	18.070482373750647	0.45777971561035136	0.004460675032435067	0	169	0.0	0.0	9293	0.0	0.0	22.7	-1	0.0076259616926908115	accepted	n/a
