pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32
0.10835780379826264	0.12194812226815253	0.13846043793795557	0.09451401267572086	-0.17044202935817201	-0.20520556105901566	0.04590294841843289	0.0075514814740964865	0.0722894863693414	0.004988020499977824	-0.0693194834242414	-0.07794599080318476	-0.02847622455555456	0.15688989164525372	-0.07757294897365834	0.06000827205201768	0.3167111787015041	0.03924963362548453	-0.164504300788123	-0.07504946699856455	-0.20943738614251967	0.0742498348846302	0.15108023350546967	-0.04383468567405107	0.20329794502432216	0.06952340235428892	0.08687999165069131	-0.13062528409079602	-0.06196366315926235	-0.017334759996492113	0.01853945183546883	0.15957861640534016	0.0027129782541781017
0.1095726437322514	0.12490650521227509	0.1335298707283388	0.09925474249218422	-0.14807079305356285	-0.16540901893650367	-0.06813491617667757	0.051485578135489436	0.05738069698718935	-0.004522483058970947	-0.06292755346055016	-0.0970839036301603	-0.0015780555890251803	0.041804562994469094	0.10659120875413544	-0.029484921216761325	0.08306199910800152	-0.05940793055440465	-0.022244583703804784	0.001591724889884077	-0.13431868927337834	-0.0673641373267833	0.0730391758053362	-0.11131974369379474	0.1444664406569885	-0.1804007618080695	0.01944095768802393	0.016569189467099312	0.15962583315497328	0.06162621963913516	-0.0006457802451362345	-0.22119851189982498	0.12053546071212216
0.10813559078641938	0.12545016962256172	0.13236869868567153	0.09621791224292245	-0.1623949428687188	-0.2102839278987842	0.08384228308082953	-0.013512344236993375	0.06967956400431817	0.030941350020824973	-0.057275177869006495	-0.07330914375289033	-0.001184102501086323	0.10567171017080065	0.05221452569651329	0.013949838036084277	0.19824885907332107	-0.08490593269226028	0.02375420134320996	-0.07885595995537514	-0.09462537171888286	-0.048824690090659206	-0.0207326540185054	-0.026098159840711215	0.04896301266422598	0.09735732546801489	-0.0683028661855489	-0.032915658193099946	0.06415168683378493	0.09537766598434286	-0.09890392344087025	-0.06152997405615758	-0.16347214736890806
0.10743978854980228	0.12125275250946321	0.1308975402546848	0.0910795328076161	-0.15681776679766374	-0.190348491353164	-0.11280247190677783	-0.011191033983298477	0.007874535616843412	-0.020766007480675617	-0.118607190948433	-0.09039393530210987	0.09292929595325546	-0.01549944187622123	0.12715306220807326	-0.09974546024796305	0.06069246942768995	-0.09399888540285674	-0.09445200346752367	-0.04696233527803019	0.03318743279285696	-0.024251761624271208	-0.0009055270613624895	-0.000796077442460204	-0.1571376436459651	-0.008307257591588723	-0.03341147498503807	0.014194833936365697	-0.17797557823411295	-0.00045148682457151574	0.07718959440009789	-0.13364617849966345	0.04881335751382141
0.10567306346389689	0.1162857375627531	0.12478115180320426	0.07787549774398295	-0.12233049972604854	-0.08918063091441913	-0.011177073278441751	0.09058267047411593	0.06690797700555581	0.0546925119390578	-0.06391206133013128	-0.021821105472292955	0.11445454629221222	0.015595199684347388	0.23211147147952663	-0.057454369844670734	-0.052312596118407745	-0.1419338379952818	0.10712180103993493	-0.11183549367369673	0.0508359479107092	-0.07748902629111494	-0.11685326253542247	-0.06831496070687247	0.0026589576860759478	-0.07775311826421262	-0.10045303674392188	-0.017310124243969285	-0.03831793569697403	-0.03212963193294696	-0.06816515268623745	0.15195891821775595	-0.048864987657254416
0.10317648723380507	0.11865602642723688	0.13699296297081043	0.07503166303983999	-0.08225642336901079	-0.004753630568578401	-0.06951139498907669	-0.12977881549102127	0.02804395054734679	0.054722979274667835	0.026498074987885215	0.01402234029096687	0.09339989503672011	0.00979127199144847	0.2379167482659884	-0.07970930794088218	-0.0037170517760166666	-0.02645394642684924	-0.1050520412808401	-0.04601295779977109	0.06743841784095796	0.09909209883324396	-0.05211463759409582	0.09741892379374428	-0.2413336583492553	0.12545792096185604	0.10111893841252415	0.0872361091954065	-0.08144727280617982	0.013686902586806176	0.11451651376033635	0.16688956589210382	-0.07919086168117585
0.10228289364070003	0.11143513813377713	0.1130545732598888	0.061944878811446336	-0.06331457899721271	0.07210827840338424	-0.07341490724829199	0.06250233632476813	0.056160337949754224	0.055371041273303126	0.082109767821976	0.04559718520099927	-0.002134371472880439	0.08893778674894467	0.14311529995382904	0.14772070763407213	0.030841750439882354	-0.13519354462868466	0.1169205663407474	-0.03104768043277615	0.05603388575223073	-0.01296069055061519	-0.08933648829215267	0.02142369506479035	0.02461320874653878	0.031227521510714822	0.03381982732768693	0.14720735158262307	0.022579139830644412	-0.09382069575963085	0.11123140055263452	-0.03619468168255878	0.005613378659680087
0.10328248612936429	0.11506901649420512	0.11905074315153781	0.067964312443171	-0.04797672013526616	0.06940877471243223	0.0811466686296696	-0.016382842546450394	0.09036305758350605	0.0813789107877503	0.06530492915726606	-0.011226664817454324	0.03743624405777847	-0.005972223271689225	0.06335037932314758	0.08572125027945748	-0.029740960211779383	-0.06524138502802797	-0.07433467518828576	0.11465177219906758	0.016865662223461916	0.10103330851377576	-0.10151938190721631	0.002963184584665165	-0.00464988294747299	0.10887875906747246	-0.13477422886043647	0.07735825421018766	-0.03555175028256094	-0.24177534304465556	0.03155434634673705	0.0007145086317594251	0.06401704866278916
0.10260810974167094	0.10288515594931606	0.09544337808537791	0.05607378446956447	0.021903445839472346	0.11876908700673938	-0.020554729363604585	-0.09447076264503615	0.029751383263541598	0.006349373223795276	0.039473788699933454	-0.006623416836327306	-0.06999876467712877	-0.08572003971760947	0.10271659325044559	0.10080236807245557	-0.024134091904394195	-0.08803754904524633	-0.11720650542911368	0.1712251385249583	0.2411283605332054	0.05572195126426189	0.06914154327061325	-0.10143449638775288	-0.08393416965794893	0.07919277655090268	0.06875369998979776	4.973297800109355e-07	0.18407275375395635	-0.10348539935475685	0.0025268951901695476	0.08742743148034685	0.18199357482074505
0.10158004079799485	0.10688273563789298	0.10231701165550468	0.05279628691457753	0.042660995890551	0.1774705361076318	0.10324472165277516	-0.050396964740974534	0.10217436741494612	0.03771445081606345	-0.012528343262531577	-0.054586307412713725	-0.027002169910913643	-0.07129722878099065	-0.026277861036899178	0.148328774074295	0.053857965849879244	0.10382016275069073	-0.1047607533984489	0.06051878365271514	0.18267733193241736	0.09539505427790237	-0.07965880566022629	0.00039437311301913913	0.03790539831699852	0.06441176244564352	-0.12105228304609025	-0.09841423944747428	0.2245957346028069	0.04072464813629892	0.10616235781601908	-0.06651085877041925	0.004381462883931563
0.10478711305938733	0.10332173601202783	0.08697727003502062	0.04928538848652868	0.016263907508859782	0.060425204345465944	0.04086826664574811	-0.09575116840548356	-0.06149667611224352	-0.04441091995168679	-0.07113761280007308	0.004814095643914863	-0.12518813952483326	-0.05282100801293016	-0.1469317168773286	0.14462238746130374	0.0820487337679246	0.10869450694266192	0.039073295919628014	0.06701418655614812	0.04749274065596186	-0.10539396303762313	-0.04759298586091379	0.11340648201342157	0.00042046616304908246	-0.11097938462443041	0.07441166879122957	0.015932997670851698	0.2751822930812238	-0.14161192675510972	-0.01953472308285003	0.13930750678169368	-0.02970191762601335
0.10295723555005912	0.1075362738376623	0.10441323646597224	0.0659542607420182	-0.028628549276671314	0.04996882235823659	-0.0747648134852269	0.023897160461465658	-0.08305807192132142	-0.0362802077479514	-0.03819644238189929	0.027766375876823235	0.006065768701810137	-0.11493308089662799	-0.07795200891344493	-0.019745314124218486	-0.025023867224191698	0.10697468265800497	-0.03290230494658139	-0.024048290081476457	0.09392034712152844	0.0038237309775704595	0.011677301901676915	0.13884369856982326	-0.1057644932741598	-0.1429809940561734	-0.006566162649361736	0.09308177977054424	0.055014025681559726	0.01087036009045528	-0.024311751169428925	-0.11678464284419438	0.10675846553964578
