pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32	pca_33
-0.1362550080567959	0.08217130474370071	-0.13610887025497376	0.05515095410471201	0.14552767092723012	-0.0009830565251976865	-0.0017069521767031854	-0.0998073698164631	0.16704666016196607	0.10770286408358098	0.0068955632307203295	-0.1273155074913984	-0.14259965714550907	-0.03533324490588479	0.13067334962422572	0.09908465122411131	-0.012772185887779057	0.028585023111331688	-0.12031918736881542	-0.05095035676835028	0.038990330878289466	0.015295663658509028	0.03271581976919751	0.058570122185810224	0.15556441496289497	-0.10319731303001269	0.05607673874804678	-0.10096950964883464	0.03251129011963224	-0.05836228424361862	0.02328143276910082	-0.027985697060362805	0.10048509527887597	-0.03894622022470347
-0.13312452361499028	0.0635046961496202	-0.13083942201595894	0.1334914708932856	0.0731759080678372	0.028905456397095707	-0.06397024366645994	-0.1197713047699371	0.0933856311253655	0.06071878951048468	0.054734924031516655	-0.052634265991696634	-0.1380853608665282	-0.05900665544451572	-0.0015591557030046263	0.03780966437299384	0.0900118971234958	0.07524920558975405	0.019120853860276024	-0.11846109583876258	-0.06746483127837966	0.01178071706471789	-0.1307694775108312	0.011969763226665339	-0.01727177450971425	-0.18176102533259858	0.02816517530215569	0.08415009976982596	0.0064428631509399845	-0.09673803914690537	-0.01859944117957381	0.08702915750801087	0.01696424565506935	0.06670284233353284
-0.13422200590441172	0.0788350763510638	-0.12742921220558712	0.04415474965715081	0.16666593233881555	-0.09645182250363303	-0.042318261256162976	-0.01911192439507961	0.19292546211949635	0.0056364137122168895	0.06182171868447449	0.0013313345447407976	-0.01085967664529619	-0.08608167177978543	0.02269330160744905	-0.04360511660102839	-0.046366658436607644	0.07533636887825608	-0.047366236820474396	-0.11531217778208853	0.021461451246436995	0.09530009605987165	-0.021812471374084652	0.06840617313544739	-0.009545289340757905	0.06023345791515329	-0.19585916239346282	0.04033510797842671	-0.009088201497106454	-0.22845114513610365	0.09096814275917148	-0.06712528697089672	-0.03261292392683393	0.10027032519059652
-0.13568520598007972	0.08384645636501842	-0.11099515656569914	0.14720471867428628	0.12597775505011582	0.00140759364193125	-0.03364899411981727	0.02829605209378422	0.20579234992550766	-0.004238878775314481	0.025345082537343896	-0.05065867424684681	0.06216808467640006	-0.0937413410301416	0.034791837192188896	-0.02534884007713006	-0.08025275363629186	0.008520964477455276	0.04509002837461197	-0.048681389582149875	-0.03405512817885545	-0.09006211967709897	-0.04346543246903743	-0.06621610394004299	0.06816378812474828	0.03903122036502169	-0.08035085341684206	0.03474798685842191	0.05102270543536972	-0.14135379870731435	0.1049090293672001	-0.062262570395657225	-0.048304378435517936	-0.014838145712771563
-0.12752057258189992	0.06191631378693739	-0.12500004465684877	0.09925093082992145	0.07218840325222323	0.0144204094616104	-0.09560976551740556	0.061383136014138584	0.1178350549715454	0.05021357409866514	-0.10519567399949056	-0.08967047504389539	0.04226642939988701	-0.066236836442669	-0.022574961681004035	-0.017933660148537617	0.052375688296221044	0.061670183441728525	-0.013435275734822491	-0.06948755033655472	-0.018315793432164044	-0.016650743021371157	0.10603514969182586	-0.1250022548933525	0.021265809573911457	-0.1623910076532088	0.04832193454163604	-0.01046585361374009	-0.11107545618038737	0.008251287333268915	0.0010568533544658516	-0.10657425309391552	-0.02242904716225016	0.023686230474523295
-0.14149005632565417	0.08743888328274148	-0.11399574284334135	0.09820188860091617	0.21868325770908115	-0.0447395953414028	-0.03358871738285651	-0.05207015271710981	0.07459887060250812	0.00848547761816815	-0.014745080051415463	-0.05862370550249467	-0.059457387031389974	0.10257547518484658	0.030423011313743475	0.012061153486650461	-0.10750799604408884	-0.11822776812104316	0.006376535636081981	0.06060459183831278	0.02971727219446469	-0.06906274779438401	0.04570320827053666	0.02264597532503177	0.08922543188941133	0.0941599370921783	0.0800073912332961	-0.16811826219871456	0.15902558045702536	-0.03857554582066923	-0.053306091379254655	-0.06364024090278074	-0.0320784283784096	-0.15933255115719483
-0.13907554579820022	0.09119403282732676	-0.10606961523824235	0.14373696530720115	0.16091168467093037	0.008761374603610204	-0.1282459225264056	-0.06420627130502743	0.06274428567191787	0.024815850922443206	-0.04926861162165875	-0.026776686124051652	-0.026134640880446147	0.13477269639551853	0.03581096007892692	0.05408830062733422	-0.038899291724445555	-0.04680492095953073	-0.01752643337637301	0.0849882786366805	-0.04050003377154727	0.001815674849374273	-0.03438082569175589	0.06366278137283465	0.08523589978639357	0.18665325351897505	0.05336229156509567	-0.012700844144367125	0.128105802290218	0.039480940095785226	-0.0610129690828561	-0.12653725745135638	-0.012449660560121645	-0.14164649984014718
-0.12771699409487597	0.05520168285731727	-0.12827793519667313	0.08424460872412431	0.05364420578970586	0.006478561558525216	-0.19460687711685204	-0.009536834703929908	-0.018049535829160607	0.001809676793337489	-0.015662686398526193	-0.020567564562055177	-0.056677450936039875	0.0454831858182263	-0.13878990203939695	-0.01673560676201477	0.1541964255993009	0.12819590009306697	-0.003120473760684944	-0.024398765910759325	-0.1332021914757518	0.0842186897228516	-0.07393603735360504	-0.011144419313458248	-0.0704565442281932	-0.1411893392859364	0.016894279050469765	0.06230886594781639	0.0008674468626983303	0.13011531076199867	-0.0759574593526578	0.07420941264181952	-0.0663754934050646	0.0548836675072161
-0.12647840853297693	0.06920725051151637	-0.09213268105267482	0.043183963147755744	0.17034106135006932	-0.11928817130382124	-0.10060947145476935	0.03302070178086797	0.021645972445305695	-0.07035690074085808	0.11044422956447589	-0.016498182417755608	0.02156487503707147	0.015279789216453928	-0.10343583677479706	-0.019804254167689037	0.017358658616202588	0.11349434136384451	-0.04031654343259958	0.014837943256315794	0.025352918055529052	0.0010303076269691097	0.12568794701674213	0.059037999131291805	-0.11699819639947348	-0.0670093927217953	-0.12067459482566577	-0.07499642924309943	-0.10900924263925431	0.12192316316601995	0.04345605411910585	-0.009934792446556137	-0.03892489481982786	0.0810815245084231
-0.12599987983953373	0.07418006973940612	-0.0791699046568285	0.13014214785408573	0.10510107669176785	-0.057187098338607974	-0.1623349746538956	-0.02259998881399261	-0.04436432175131427	-0.03769448024493595	-0.005054491776036089	-0.03545298216618048	0.14431551850992186	0.0153850494961313	-0.06948498996901464	0.037783517728799426	-0.018454159660666897	0.060300908410802295	-0.03839342467868392	0.10557097584460587	-0.04883497450879469	-0.031298609309127	0.05652834552799158	-0.14134146003874265	-0.011294118599933567	0.0668360952698688	0.022426765178217345	-0.0346848176452175	-0.10332962346107655	0.05703552547823087	0.06153925100107063	0.10577526074537799	-0.013800013107107434	0.031998590834378324
