Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	countnoise	signal-noise_t	signal-noise_p	d_table_score	optimal sign	estimated normalized variance explained	classification	rationale
PCA_00	70.19563885047481	41.414508529753576	32.965885397825986	0.1150262767684446	15047	3493	0.3875927174645988	0.1619281281570212	10994	-7.55316168567681	1.596797593495831e-13	13.4	1	0.3010558416613068	accepted	n/a
PCA_01	62.72590519142567	27.76457082043148	12.632004403011313	0.05854813791038289	9777	562	0.2984688599213739	0.11229946524064172	9973	-21.65707673239083	7.739072917056279e-78	14.8	-1	0.12313187393188543	accepted	n/a
PCA_02	49.6121413708145	28.601271113370313	11.013744525761588	0.04414834634332186	4910	620	0.12107904642409034	0.0	9290	-15.101461771763075	2.6404846653930022e-48	15.2	1	0.09197971900646848	accepted	n/a
PCA_03	71.72576306817133	25.324251856927177	6.440436507583117	0.02148135708119673	16575	639	0.5020741749736859	0.0	7139	3.377237800616447	0.000740796478507601	1.2	-1	0.056035126411099145	accepted	n/a
PCA_04	56.71620892470399	32.85136845856788	3.2902044522425213	0.017242336639991643	8524	1082	0.3506753073708437	0.0	9688	0.0	0.0	11.3	1	0.03741572140271095	accepted	n/a
PCA_05	49.19627288714735	28.683126530324316	3.7739876060456883	0.01707713758430476	4294	535	0.22344536831010656	0.0	8462	-4.622529309487704	4.083096933146197e-06	9.2	-1	0.03295178776244507	accepted	n/a
PCA_06	44.50707149764929	29.442314388693376	2.516967443887441	0.012778048424580198	1220	731	0.0	0.0	9177	-3.7193892594180977	0.0003171355017839298	18.2	-1	0.023848225602381187	accepted	n/a
PCA_07	40.12266233138571	25.634119144483495	2.377955431423351	0.012490007320328076	1219	492	0.1069747539580659	0.08501594048884166	9121	-5.590582842547229	2.2681492139138522e-07	16.0	-1	0.023099156043515104	accepted	n/a
PCA_08	38.696596108822575	24.514045360546596	2.3164485907232275	0.012197844042656654	1079	348	0.062320230105465	0.0	8586	-17.29284589662383	1.6405804865686883e-55	12.6	-1	0.023079393396938916	accepted	n/a
PCA_09	34.493281790982216	36.3875776363663	2.1721144822914185	0.011405771717908537	0	981	0.0	0.0	8620	0.0	0.0	15.1	1	0.021992821817009945	accepted	n/a
