pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32	pca_33	pca_34	pca_35	pca_36	pca_37	pca_38	pca_39
-0.14626897799377056	0.13756059272563456	0.23962194463226485	-0.06391676855413142	0.1745342830487617	-0.09284597622080709	0.0538063571536956	-0.09859049406411582	0.09408479874328382	-0.11908997308440179	-0.03339595487628734	0.026630903465221702	-0.007757828490664748	0.04567150476666163	-0.04979102720080949	0.10899426220313516	-0.044404329987441864	0.02117204015961594	-0.030653989607683844	-0.16517342626003859	0.06989945009794497	0.050524669386646626	-0.10870344055065082	-0.03723281539307576	-0.019865516572781614	0.05915365183581559	-0.0020287700853400693	-0.11816820762686038	0.04496991424764035	0.11244113791906583	0.03016388095405629	-0.028299203593898408	-0.026440462239095696	0.09104978573694598	-0.3227900982811033	-0.03835669870152721	0.018956977133845258	0.14976784766928183	-0.12549141022676394	0.10495856065825249
-0.1320702801932716	0.14902195583491729	0.23798813480260214	-0.05504438997864734	0.05292976570000594	-0.028477870601748563	0.17497596722548386	-0.10573238286940603	0.06183679723125326	-0.06508526938838882	-0.016726427039202605	0.0435481822232108	0.06000504505003825	0.037225121696601124	-0.031076902040725586	0.08204196817547577	-0.05385573015031592	-0.015300976697673187	-0.028726779036115244	-0.17206319083788546	-0.05122544278087022	0.019971819331944113	-0.003214071237245108	0.00657247830296968	0.04362899365713413	-0.02001961128530541	0.11678365007265629	-0.0475650653498689	0.07127591533931363	0.14634483933688758	-0.07235409198303734	0.13700107254186952	-0.026330939694071277	-0.04572936503816549	-0.10409202112264426	-0.05049378591594271	0.06576104354928716	0.004786263813794586	-0.03689599708752601	-0.07467384517616116
-0.1469202928265514	0.1338807059631585	0.22444478329516016	-0.12448469895337717	0.09920196395228423	-0.032379679927971944	0.12213853022772145	-0.16138520135751494	0.055866865326203184	0.01965624351277654	-0.06277470024491612	-0.00019100297145112875	0.05759240928702366	0.1270370470740349	0.055842768978736364	0.07521568656029176	-0.07239897279185414	-0.0073745365471941295	0.013846543319081176	-0.18787787465432404	-0.07039565517789906	0.017862812148099778	0.06338097420666447	-0.12435305854921913	0.1809367186102233	-0.05269880495372644	0.07860932706908692	-0.10622391106467774	0.0371479849590517	0.001584142344371025	-0.07934423160505268	-0.02357782265776331	0.0007522323928339861	-0.1312345749366902	-0.06109247199246256	0.023237571296173577	-0.053753414870213456	-0.1369582133809586	0.020203776089246915	-0.019563916712451918
-0.12878603357921647	0.14987751875333932	0.23931043203596114	0.0056134851393454255	0.14227043061403166	0.007211724634551803	0.08179020261246583	-0.1366675175942151	0.06568491306232178	-0.02286463841888632	-0.07096741127973934	-0.050760773413271135	-0.1545805787459636	-0.06414471329991027	0.025754507162981485	0.03873965007644653	-0.08944438705207232	0.017514220878697334	-0.03517688094804799	-0.04320936445011773	-0.08481670731241915	-0.03986916157754699	-0.010908102019917513	0.008124501794854404	0.11257106012567382	0.027343944988412864	0.10082064481880779	0.042924755118435576	0.06359211168887931	0.028243429074669788	0.0056114556205303515	-0.00019921717718704305	-0.19550800045540825	-0.0325728901276366	0.01595573792966256	0.015067828879975912	-0.05174896492574149	-0.0883064772834466	0.000625492901305074	0.04153304992689705
-0.15418922495072315	0.10451273437836006	0.19568704362658684	0.09845566050374671	0.04773236979457912	-0.036299251460300413	0.0738250781764907	-0.10913621558911127	0.017191320061856113	0.002402345881528989	-0.11501359112084807	-0.06258770721771206	-0.018982385564319963	-0.018867633399102274	0.04698489022913255	-0.0109121581422017	-0.08302462666762402	0.0004079319994779486	-0.005480018432309129	0.1283559519824221	-0.043566992893065135	-0.09075503388438909	0.0055678925810217494	0.04664580891991468	0.013378381158871248	0.0645351861974732	-0.03529157465579765	0.11264064416229116	-0.09243434500990144	-0.1354246357898795	-0.024559524124429744	0.0338070512600529	-0.015728464759662976	-0.10744671897543909	0.20935336579708463	-0.049034051010412937	-0.06159443223605014	-0.05561284192846675	0.016934513698320983	0.03697453653802348
-0.1544631751009442	0.09055816669900443	0.1863485176125127	0.11962273385168998	0.029245384184531154	-0.0327631763195719	0.0326565729803648	-0.11581313600242116	-0.042199891228070927	-0.028825296164126102	-0.10234114125089086	0.008147779946586442	0.09533649741009934	-0.030520338033604863	-0.013343459191876503	-0.018516351709747636	0.04699687355980563	-0.009131863835319824	-0.03979844542399284	0.09669147123935579	0.06319088121414876	-0.06088072308095466	-0.012921090838639737	0.031221558676329586	-0.13458791865118416	0.01610783376599996	-0.097702184190691	0.10841976116040548	0.01998734616019074	-0.1123512728052332	0.05146277244602552	0.009069743759344356	0.06414548260336042	0.037946913785363766	0.19490867688427455	-0.03996287151498611	-0.014859568214059694	0.019019792805518666	0.0017661593715808804	0.032261972344714895
-0.15949850369653484	0.0867072304644374	0.12883639092123725	0.08133482290553223	-0.002244888197064865	-0.03584485215082616	0.038417146175715844	-0.1212166859442958	-0.12592933600116346	0.010355871890910417	0.019608744247908455	-0.00043416584836221406	0.101838123843692	0.019420220262517565	-0.07667927204833545	-0.06750861453102852	0.07798258205092003	0.0863271425572919	0.03761143097753633	0.044166406359760976	-0.03087692183267233	-0.046906778657915746	-0.05620282579015172	0.09723424162102638	-0.07615326384702481	-0.04301141060503164	-0.1163563462596241	0.21409046813593216	-0.010414258751096396	0.04051684390115287	0.1285141364341335	-0.0072481268879782	0.045039101414675216	0.0810560159001215	0.06474652624416466	0.09470962331781534	-0.011026334088135595	0.24011933213480025	0.03292433073759806	-0.12684981831618614
-0.14450612769404375	0.09582120653360898	0.09639635503489041	0.07400602865382222	0.09378204587955877	-0.01879034939057181	-0.06165458810159369	-0.09551655185365265	-0.11538760193054773	0.07731767735369859	0.09374955454519265	-0.037214758371232746	0.028242123136633827	0.019574361166423387	-0.016614259755075564	-0.04700215448610923	0.07696091888533785	0.05120202055354227	0.04954742669662242	0.18401303879959335	-0.027701652531676405	0.0862337784216326	-0.0068062333045979945	-0.07688841592438178	-0.12046828984281537	0.005916945409079465	0.02398238750969947	0.06577013568362564	-0.04538876481438806	-0.044192355165826244	-0.02282735777562446	-0.08519135871360653	0.06579368332418603	0.05290227839075681	0.026191375959656274	0.014634792163020396	0.08612458570523687	-0.11800084607096697	0.03524042944892465	0.020399668453492285
-0.13621802443170705	0.09190817574481604	0.10841182341473404	0.13815077612045162	0.029812543983378962	0.006769935778622949	0.014921007053690538	-0.040101113837530344	-0.07486880471547594	0.11557976276856913	0.12233742241873997	-0.04183700887273906	0.0850802943093255	0.04069460730537909	0.0463127561917584	-0.012972347769224145	-0.02144883089821039	0.032935822591230506	0.038136625961861396	0.14881070545520947	0.03878662276517848	0.021773781444486662	-0.024334699870257978	0.03864208654868398	-0.11654202142936006	0.0348301355635202	-0.051219873822819194	0.009221039204585182	-0.07289247975733457	-0.05522774303500611	0.020992791860141746	-0.043710398903716974	0.12376381551884769	0.05905033088849487	0.0987882717121498	-0.05781946543943979	0.0011150575643647902	-0.020354451001653687	-0.002746334044506013	-0.021501539708073718
-0.15173876602099753	0.06780296599063719	0.050674240569461335	0.056257895657199686	-0.05541273336339331	0.006767119027354107	0.07748204401032514	-0.09121423256421701	-0.1254691616505534	0.08107733047886251	0.12075635270431445	-0.053045861614698514	-0.026144039888748145	0.06791579202241313	-0.043175172804838485	-0.07003535140049433	0.009541917315843737	0.020541623730882946	0.1288677369781495	0.10644634961359839	-0.011069817284291947	0.0465169342891421	-0.0077576393784799386	-0.12102651013907037	-0.10440462180806445	0.027382428091589955	-0.15544874483003596	-0.023597803214824187	0.0004243018412714711	-0.026553804442077444	0.0946808029237272	0.009788689384446084	0.11280493964383434	0.03114419953253257	-0.004336451848668099	0.14359377201861637	-0.07404131385096807	0.03610533299449746	0.03613236117129419	-0.1281957987772303
-0.13473688953983132	0.0582476854839963	0.05263427247086586	0.024213578581204598	0.1405497276617864	0.006239759570412534	-0.11655079920893766	0.038599573633655127	0.002255485862717954	0.011887621559950157	0.022604708942465947	-0.09340473521986517	-0.036374748086092826	0.05649783029142788	0.033572593038849935	-0.03743303867155284	0.021360601514667926	0.05336173490506525	0.11728353401190168	0.13303169236802476	-0.0912332188953974	-0.002514748473297898	0.21551063704592338	-0.018037987336625736	-0.08503007337324207	0.05180232402119621	-0.05498029399502305	-0.012572393077385977	-0.19003893360886917	0.0396523533608653	0.03796704946518173	-0.0020839555327874116	0.05142642021519862	0.08438746791886556	-0.03253078907764281	-0.08214332889957375	0.025482465685447382	-0.03690230277199115	0.07841467758346793	0.024188212706080625
-0.097132732731972	0.04702249754514719	0.07121856179481653	0.16281513075205944	-0.02173146556611527	0.08225167922296045	-0.008024239783113285	0.09223080406514299	0.024200392962426154	0.06705144699035837	0.06946959474149528	-0.03478086746740444	0.04276500819090797	-0.05154896008524751	0.05376636677823565	0.05989559558358237	-0.05700707101671951	-0.11891571326415394	-0.003974065024011118	0.14461840743453225	0.12409200549885248	-0.0806939539862306	-0.034198812985238275	0.06186255747108555	0.09707473363688326	0.028302454502023344	0.060700566608276996	-0.03624920268423637	-0.008768258104853387	-0.0248686568640738	-0.09291056147373428	-0.029365264121382115	0.08191856636748839	0.13951189085149276	0.03626715253367188	0.03660783968969024	0.0333184817571923	0.03679548918390238	0.039416794838438185	0.08161546131553338
-0.10787447231060832	0.009073001287711015	0.015057410114661062	0.09903301832207784	-0.12502488859142236	0.05614656087131781	-0.0018866437894736326	0.05801633369731185	-0.10145620929535089	-0.027744728421905257	-0.03561259917779904	0.0393173560140847	0.05364805512075698	-0.1067474470060027	-0.04708275814954574	0.038048240042253295	0.03736041155442408	-0.13022248492419516	0.06837006220624138	0.031967443925681106	-0.02171047987428086	-0.02924219061597011	0.101457467351666	0.04809509351301143	0.13253463917434988	-0.012111712951953194	-0.0857645504216943	-0.14812850369939787	0.05256705919019906	-0.014505306689141156	-0.1182335537480934	0.029744283130731356	-0.018600898669410372	0.07985759439579021	0.023916390962918407	0.0982722357030341	0.12350137644350373	0.10094716335376513	0.016969091465062695	0.07009261508744469
-0.10726521035305604	0.015070540056913303	0.008990929024114462	0.07855577359919957	-0.00181841656964285	0.02817380871991365	-0.14143647200615966	0.07361336152157999	-0.09207551760658894	-0.07520162722872659	-0.08270344230983878	-0.0009273913663054301	0.013959601785000046	-0.11841789380322533	-0.037079325256932	0.056315186009539275	0.05010629457715515	-0.19779114834516054	0.10268828831686486	0.0547432320544112	0.03935392467540147	0.015887007031301578	0.061201083410801424	0.048075827402772	0.10204639078282403	0.028658044417869573	-0.013814946664053869	-0.16930852121626627	0.031201996642189665	-0.02211260986169397	-0.064540482943969	-0.06996786779051303	-0.006394092584417609	-0.01311013597058426	-0.024215337423260958	0.08037170631033326	-0.020119062334237325	-0.027410073764767146	-0.0012889547713324234	0.0402881269997607
-0.11218465333256893	0.015493831611722434	0.00989462362000545	0.1634526028082285	-0.0487283570269929	0.009978141290963125	-0.06096569096216997	0.13137136364901808	0.0065620231842423715	-0.11729247964697781	0.06982163282080851	0.003476493948543269	0.0201299153270458	-0.0806097462383572	-0.05591367346019224	0.12042301132319788	0.009628692803463082	-0.15044414843677234	0.1153969397067952	0.04021014021159425	-0.03102314960088895	-0.042751087554803904	-0.04276419917929966	0.07344221177775323	0.08333477672554601	-0.06430567026649907	-0.016446145014369074	-0.06358324152673141	0.13923914695716963	-0.011188431646327324	0.03229660413533352	0.011561616766321718	-0.018336706467837808	0.012518602394549827	0.030106930021524952	0.06106279956991416	0.03192661847256769	-0.020693085650060672	-0.05255820012062523	0.1070843090062024
-0.13202551789774156	-0.005744108721835092	-0.0366989779405165	0.06594246096200068	-0.1546116133932313	0.0020788215582857733	0.07129907050887363	0.09535094515319398	0.0035770214613788376	-0.09494105159940525	0.04236529690914376	-0.006688753452090163	0.0688214003948261	0.009810940164642346	-0.07258674150345161	0.00781950894519523	0.009322583561203655	-0.06597374221520992	0.05935681388929184	0.04324805531312573	-0.09975485288982607	0.013448973516524881	0.07331580763428913	-0.09736878931881426	-0.015649748861654197	-0.09314078397430692	0.04818088147433707	0.02457093194159865	0.04837326702216811	-0.06085823028007317	0.0662431419743851	0.170142334438944	-0.07437508588892293	0.03565849154641115	-0.01961954779847315	0.10013817724534345	0.008381713946348342	-0.07780747958984369	-0.11052300367630362	0.0015159829925608798
-0.1133448177136676	0.015495584157640544	-0.013416275521399788	-0.03189359258241033	0.012024224162176666	0.060706304480406204	-0.07253877531667785	0.07944699483160333	0.03650147582134583	-0.005117217642923194	0.005354831945270713	0.025980771858057833	0.14774132358841227	-0.02283772953838198	-0.09197218405108096	0.03889825896052823	0.06243112604174619	-0.08610328762273481	0.03080494940503746	0.025934565999974596	-0.015120293825378805	-0.014938543262641636	0.11121313920237631	0.10110405238823508	-0.06513386700761775	-0.061967765416164514	0.13117209969402607	0.008100154613050609	-0.1259339738165366	0.17031104689964585	0.03670542041734022	-0.03973271026624643	0.0019874620508230955	-0.016505094400978453	-0.02987985251639502	0.09823652471550459	0.09897407438644742	-0.012290841262561109	0.16668708365993523	0.003813927386745665
-0.10384586803303576	0.011153796615192248	-0.004791179643515382	-0.03430446222608453	-0.05591724664768626	0.09886121902829187	-0.017637379400771175	0.062349143937170795	0.02360958250908113	0.04448024626678079	0.02228443450425438	0.05782833895320971	0.07578440325743879	-0.05994678669197799	-0.06560980521350612	0.0789450304698548	-0.00033532838842314366	-0.06140665250512402	-0.003613307063482424	-0.007297690395889567	0.007455892644866832	-0.004764329949411242	0.034596497073999366	0.12556606181539837	0.15281355323707949	0.006395880018685969	-0.03151544913611642	-0.08268865061150565	-0.04156774615888685	0.06582126127909976	-0.0442930325667068	-0.02839158850430098	0.0689941072200681	0.055378908724120116	0.09888473654704205	0.07549654008278123	0.05443176832302477	-0.05316362381885127	0.034577474026783434	-0.002811014941562641
