pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25
-0.1889100156700159	0.07505282735934624	0.027818267670043337	0.09614598226143335	-0.2023675677552349	0.031533289686427636	0.0006759906566559316	0.07203754306006233	-0.20676908490986412	0.019555331635595963	0.034479336865628145	0.07489414595547696	-0.08323135748385087	-0.06941401823012364	-0.0014143760724829087	0.03949775598254324	0.17851238521321416	-0.11532623331419269	0.2692181470523601	-0.0834322953412516	0.16277094444511925	-0.08036023511515215	-0.128955718667178	0.047740189778630746	0.07248505434574144	0.10327102939038951
-0.19426799168626674	0.07756013241404472	0.023184172028565042	0.007843904337302018	-0.02040284611982562	0.018002996127044677	0.18513608779647053	0.10368104426712917	-0.08089804719038926	0.04885132722631885	0.03589003263742608	0.1683955685696909	-0.026220063604748673	-0.07688272775195043	0.04643415475328778	-0.044692079171982264	0.19105790440002882	-0.12195300138705717	0.13076925983848117	-0.1321804945636827	0.13495516161798599	0.024218750611952503	-0.08911221082751056	0.12476978278444698	-0.06826418653183548	0.16473688872750772
-0.18811390733293118	0.0876989990712862	-0.08316122744333847	0.05760327522703815	-0.16624961778445113	-0.07376672617782874	-0.041388242241538135	0.05499803570860634	-0.10479831814791477	0.08433491732425909	0.1635067989239828	0.09697496149234847	0.08391284974976551	-0.09886854216101876	0.07128234869154793	-0.06535956042025978	0.332502596744181	-0.013849928540410953	-0.10717898939884048	-0.038680332701386676	-0.08790619621914326	0.053451095320953865	-0.019552879479887375	0.2464642101189221	-0.08765161028325258	0.027337512491906912
-0.17293009083986965	0.09096130688343484	0.007837175377824801	0.02370202578408978	-0.08531102831341886	-0.011722490646473925	-0.030755996865968086	0.1465841339190062	-0.21273420928137032	-0.11826193007633866	-0.051177717465951594	0.05333872547873986	-0.08565221076486883	-0.03156827574419874	0.03386618143782967	-0.07734362839460521	0.03422490554727768	-0.14937583138301647	-0.007594802849874523	0.12178158622499316	-0.004492498536358285	0.32666710691681405	-0.24735848643431668	-0.3236946826216829	-0.09591240568700227	-0.10285770129098934
-0.17230893069583025	0.07846699334909996	0.13807530936217985	-0.022533582644484185	0.03551782437626039	-0.06055862059691995	0.09412411150511027	0.08242790640160022	-0.05911603059552009	0.15459818022460162	-0.10460894653687772	-0.01820564778224734	-0.06103350813983095	-0.15234361184371772	-0.12908368207151197	-0.1632375386883059	-0.061264600606282166	-0.048915113052577425	-0.07333625733061405	-0.001249716331229056	-0.03272621668251807	0.14312096006288	0.0654207118069897	0.05049608695568192	0.009857433079338326	0.0739637051396193
-0.16067436159550996	0.09620677515048282	-0.07998973126656594	0.027259684164319703	-0.013910013117689968	-0.09248084697885778	0.12326176739148928	-0.030275624422124336	-0.12938613178562675	0.08519120231028501	-0.0063756101783333866	-0.022592717917094843	0.07233236824155667	-0.08432989087770458	-0.2103512009020648	-0.009661807746391067	-0.09325580119518188	0.015340525802315624	-0.06325297760464246	-0.02579214007536857	-0.11348100453197121	0.020527070143640247	0.014714761985617476	0.054350377056238526	0.044535911997351324	-0.041685616876732834
-0.16073272311267456	0.08645167688215372	0.09912187891198343	-0.003452431442619766	-0.0540387659580063	0.013211267784325686	0.06963549654884812	-0.035130725681192826	-0.18484147648131113	0.0036750831148586794	-0.055524431613693706	0.03098746324629681	0.10678830377116937	0.027392924546441516	-0.16295312750221075	0.010164643222166488	-0.0951953877154545	0.00010521365459868759	-0.007535538915830253	-0.15203766139580266	-0.08446485828364113	0.05784616814439539	0.010670148141712368	-0.038149035178994886	-0.040733075990775865	-0.0034352934548190148
-0.15428572501972032	0.09729930299680331	-0.09961751740636604	-0.07590612679724047	-0.03547146427792655	-0.08433484185452816	0.022002411300808045	0.07996499062828999	-0.12217830868563095	0.011461981072927	-0.08693978879415962	0.07936293262607977	0.04083963649544107	0.046966373719301915	-0.0481454353567312	-0.04178024725056394	-0.1276810733796046	0.06690839960164614	-0.12087819056131896	-0.04643081676462679	-0.048528041666009436	0.08461957632217738	0.11087446536930064	-0.042986145409570194	-0.07665311272747716	-0.042699463629980006
-0.15737697950164073	0.07632322240006008	0.09443638818278113	0.08508141000111508	-0.017729878003109198	-0.026626916984674787	-0.02748424541437888	0.08661488862907513	-0.0492020797227912	0.06533238155844232	-0.11197595043765862	0.01617935806200832	0.05478336418088048	0.004003277160840646	0.0029658347404296326	0.019037889607353635	-0.06456756121347945	0.0910814166128719	-0.07096100233436067	-0.05749533026346462	-0.018772256302457935	0.02545176466269012	0.16048539296468528	-0.011842516380693571	-0.031034489360955708	0.0360851799314211
-0.15946329745176235	0.07845780088126625	-0.10303921225106431	-0.06208043933198726	-0.018382093439535396	-0.05506526761059638	0.027768876607199327	0.04799182307783946	-0.02404859357995176	0.11084092284827216	-0.0068226592357202576	0.06770688473874217	-0.020979039714838943	0.03870230708721271	-0.0524123628602233	0.12120165208855807	-0.014354740251190073	0.12558274425125163	-0.08276071478502868	0.020489314753153284	-0.02477270295620288	0.0059715888121403635	0.10193969920167216	-0.033449791774819236	-0.026988636758930627	-0.05425670651357478
-0.16080254539576078	0.07432761596026677	0.11257269756390637	0.027872838406895417	0.05442412135891739	-0.0020306270540157434	-0.011345702359065485	0.01387350115198882	-0.0724290461155885	0.050623072595595106	-0.08547874427063498	-0.004373632937536787	-0.05917992967780761	0.08065793077084261	-0.01965728461420735	0.025074368516761324	-0.004474717373280921	0.07159056969265687	-0.08718333052436272	-0.04387964520641644	0.010298109336722233	0.04097642154678219	0.05837179636256859	-0.0221135556283212	0.10261774887922206	-0.06633544757588662
-0.15271347397443835	0.08100137678357104	0.034368302765644364	0.10254687175271932	0.13853327495478987	-0.1274863021052824	0.013500489580694629	-0.005675308259157852	-0.018086338638335142	0.06522446679763273	-0.04945071220848636	0.06168323589324807	0.04280286777246098	0.02791445009612764	0.12010044209019341	-0.07687628359509209	-0.076618945155182	0.0823736336957236	0.05588842807779438	0.03137851691198348	0.03349075567711379	0.07834650933771112	0.08817093391081295	0.04026114589414304	0.1302384872886605	0.014985460790668703
-0.14366946207569592	0.081652253948639	-0.05202595204977586	-0.1319169547425602	0.004626774777910264	-0.07616937908526589	-0.20714706411802644	-0.027023872361831472	-0.03524285671419722	0.1092772958998304	0.038545868490098945	0.007752298290700288	0.06940375259525389	0.07269547458418385	0.1760027070592127	0.010548272453289938	-0.07666778425862467	0.11205084371766459	0.12252758762235255	0.13933911579477207	0.0035034949325508003	0.04401709881478576	0.060281083536240926	0.05924299288145639	-0.14519175556359548	0.04082124912127084
-0.14513165170455405	0.06669277217048006	-0.023014621822340202	-0.05135183409885065	0.1215550010486277	0.04624533745907122	-0.005286700629875921	0.11657701246867219	0.03320560289858995	-0.11141734641930309	0.0018622861037429356	-0.05894903124297652	0.025727726565317993	-0.01661510373026348	0.196708951764412	0.1548315575730225	-0.021785738934970947	-0.08596951521134055	-0.06303644572971143	0.08525003218562088	0.012525153893303678	-0.15536493611253754	0.05485029516100592	-0.13933688779109035	-0.17140219532484383	0.02754549525438518
-0.14804446980563923	0.06353579242611883	0.12196932088760046	0.0037405612891344177	-0.005345168054794836	-0.017892886950465564	0.04115534373258427	0.0053486405628854206	0.023684094573656028	0.12568432785131253	-0.022423418229682884	-0.10331230667153785	-0.03621313496734577	-0.10568517368316324	0.09137144667988144	0.04183190561553694	-0.11521745283962476	-0.0555651408590577	-0.04046847802045077	-0.021663998385505683	-0.02494649499644544	-0.07979453799797265	0.02887567651129508	-0.08787824674018108	0.05694525342475115	-0.053891929024575916
-0.1453045711183969	0.07639294579289185	-0.0016495978244617897	0.07713167243796483	-0.02008012072807128	-0.02848370071885367	0.15021505703085344	0.028374977579560007	0.038051547905412944	-0.026210826349072763	0.026923922286511137	0.03794380209317977	0.08946771102686174	-0.06531473772190621	0.12233877296712882	-0.013638538646699111	-0.17384188364831554	0.01132867517921346	-0.01114776773427148	-0.04495400996157222	-0.04298185998887233	-0.04870665816154101	-0.031108811762647348	-0.04799906395421365	0.16673829523762285	0.04028644446820298
-0.14107123891419385	0.07688276490761597	-0.02052293692455429	0.03459425687236507	-0.14676391026698332	-0.013598608211244095	-0.11408066299378097	0.06329020528132812	0.0344630319594884	0.06657670525596648	0.00969281068650335	-0.025231064601125203	-0.01027558735172801	0.11014480776720977	0.10270805386493556	0.1058347261144871	-0.042903950785671996	0.11679549540773883	0.05183352012516476	0.04342785982918822	0.13597496903250922	-0.07744346868873236	0.018106523244538583	-0.02899982454574942	0.06763032472496847	-0.05327669307370424
-0.14205678312272021	0.05886901515286142	-0.03776543497427709	0.005076019181261095	-0.029669443159625507	0.040576631406609685	0.1307929083274097	0.02870866814928286	0.12692476912577405	0.09456901009846136	0.08362468601241432	-0.0039010953326222286	0.022938499541179463	0.04260232542717052	0.17201014579626062	0.015204187861462482	-0.07440834120749427	0.05419609344204157	0.06989110426474057	0.0037166924706291786	0.13905348966733128	-0.09614876041296233	0.033938886359888565	-0.10390665739680392	0.09693860755783203	-0.15218609727158175
-0.14142907907554567	0.07257054984384982	0.026990092632010142	-0.01929392330446599	-0.1908003319516378	-0.07334371844860015	-0.007874579133548054	-0.08469091486812746	0.0043279175725495795	0.02058254072654188	0.028601059228733017	0.04160873566900373	-0.05097297737585971	0.07946146046039829	0.003474671453105244	0.030756412026458617	-0.11780081059726641	0.05314734954930603	-0.020328601322389145	0.11212631896546403	0.07049927781025654	-0.2000417421224919	-0.028018358047621622	0.0023130963252055575	0.09479157227785433	-0.14880129343330684
-0.13882112224777435	0.07966921059404734	0.013662590640164332	-0.06412993761100767	0.06229283290100045	0.12086031327344424	0.0484754250751509	-0.014728033388368231	-0.013474920711483925	-0.12935628796186915	0.009744446251328698	-0.11538670347036578	-0.09311748867906736	0.16926117190320217	-0.03411723516130336	0.061990516749806025	0.019612789077253334	-0.052047942305884894	-0.07279621738959854	0.0994860840745688	-3.5429889815322135e-05	-0.20748451159076534	-0.023156601150082036	0.04189764234864958	0.020278443430979377	0.0846561903795415
-0.1344733665321086	0.04587638943856741	-0.07757588435107356	0.04660110876692436	0.01775951292338358	-0.10042839849067242	-0.04786475234500934	-0.08372926169149565	0.030416233948609865	0.09302742593006652	0.03311944367499925	-0.03273994486578017	-0.07567742531233818	0.19084268862635057	0.001932854037310995	0.014284969362685779	0.11251499136032797	0.16167729462713548	-0.08232854424174055	0.10669652432240556	-0.0015497549263083499	-0.05754603747076767	0.04256157220903917	0.06496671964579506	0.010373738223124804	-0.005607554908221832
-0.13495466625314387	0.06618686030196912	0.09141175060763296	-0.08011216338191945	0.1266490744624147	0.04279219807027259	0.05725210299279924	-0.05041528191980659	0.038016347780608535	-0.11622504317453863	0.06808173345240731	-0.001923366445671676	0.07266079020181632	0.08107019879611277	-0.016011791782124463	0.03408736955249865	0.05927231976553196	0.014899423074945618	-0.06285303064568112	0.09221523620713365	-0.0059362644230983655	-0.1289820723829233	-0.08576985362344558	-0.05154246668987797	0.05189315037694151	0.04608832356709727
-0.13305222732447283	0.05174427704032705	-0.09020490846822621	0.09718596124113235	0.1156762878172424	0.025009015475604628	-0.11422599683807823	-0.06134211806610405	0.07434995212460503	-0.01827284336756363	0.028389393475732605	-0.1292708971530903	-0.03582620037407003	0.1472386617164369	-0.10356795111995966	0.06514785423238098	0.08536953036412645	-0.031695747943381536	0.03626716227960278	0.05955787218969045	-0.0833716459725905	-0.09182055176700518	0.036016252696638745	0.05357229805014843	-0.08691982409050791	0.07402276485968817
-0.132291163565608	0.04777115942709631	0.08842303936768348	-0.09000171016720153	0.14378355858489927	0.007194373408166318	0.043424047430183195	-0.0899103502917135	0.11125124041567853	-0.03674541353816453	0.07394440332307817	0.023767047013905	0.022159327414789876	0.09672303655339198	-0.09529557663876044	0.014192403939837006	0.03941948087635874	-0.006494480969882956	-0.02588072297369104	0.05079872293159893	-0.004569034904175985	-0.16861646059807542	-0.07945597224795892	-0.012734906116826386	-0.016378859944062463	-0.0039026778918467425
-0.11601085491253395	0.0459304255586945	-0.10060247820099656	0.04785354472689796	0.1243859916160068	0.059586813233375543	-0.029847431813425886	-0.06264790377166116	0.08346007211960399	-0.09493440226829655	0.05601097648589943	-0.13582221124015126	0.04113773713386401	0.055202647409668404	-0.11192193074601135	0.05683144673438349	-0.002992033458584731	-0.027626250516295747	-0.013869980068787507	0.08378591979860317	-0.09167670538295075	-0.04937042232448119	-0.11849776578166447	0.012685234418242037	-0.07184734761272805	0.010959350113156019
-0.11861155525999703	0.027865767834921718	0.11330579548755733	-0.03259595160629703	0.05938073227081287	0.07876584311114322	-0.019463866276329088	-0.01745058147339879	0.16119242230947778	-0.06229078550586471	0.09559991247209595	-0.060375312099269884	0.052245178172373834	-0.0149440651988937	-0.055888741528682284	0.022192933105778898	0.056237580951053426	-0.03050601238168399	-0.0927123560765593	-0.046660809487437255	-0.02675906398639022	-0.017888231931466825	-0.04573311680976408	-0.08859595792776229	-0.020677443017155545	0.1468851405891257
-0.11620342769810826	0.0298581391189794	-0.11665670073421573	0.05378537603917034	0.021009214315438673	0.05383073471269088	-0.05544375770480863	-0.06622758940593834	0.10192959508243594	-0.13676244896639964	0.13254603904810436	-0.11767209733403741	-0.07846966346822867	-0.0552103544490208	-0.06397708054529147	0.029962266697703105	-0.011823303415993816	-0.10619182861207205	0.002436157224908725	0.04475640683989847	-0.03563171204633378	0.02642544051662052	0.06308904931283221	-0.15374581786269487	-0.0022563084347216877	-0.031799103851690186
-0.1184391936745109	0.01667885196700847	0.06041879983822281	-0.10497087616871095	0.07627475100125886	0.05019739051809676	0.0031191535304113524	-0.10034582387829596	0.07889156128410973	-0.15970160872356423	0.06300773456143628	-0.014917551451682571	-0.13099925080766012	-0.037230615799177705	-0.0021732743980373004	-0.0970566581604892	-0.06642616773305982	-0.08850747782685586	-0.024047090140089045	0.005531010936718761	0.04356627999456869	-0.010404623743999128	0.014806200774344492	-0.0010622704225736745	0.059508833811515754	-0.05480578668514671
