pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22
0.1048403230558475	-0.09929982152939446	-0.12703645000782599	0.21420055346447478	-0.03224023184381983	-0.0544904388780417	-0.08871650316292723	-0.10637616056775417	0.006089084142265739	-0.16948043520004535	0.08622962790171122	0.02718715090988475	-0.06443223146745307	0.23479174753097068	0.09086553947534852	0.04718671392460553	-0.17775734121172285	0.024180205404105766	-0.1345602259860826	0.10600607225636298	-0.12740300730080958	0.28936190662787564	0.08933192093564661
0.1046579342120002	-0.07918884016355174	0.07722182662196933	0.17494638674074925	0.02027251654018198	-0.05565093912074644	-0.16298148140458835	0.032431996966662255	0.014780434427320327	-0.06488919158015737	0.08069655587213663	-0.01973963319122736	-0.1414421457696595	0.14769088722999182	-0.05110503116448512	0.02570565372785138	-0.007658812122929532	-0.11518031683745478	-0.045136555684917895	0.16486290956378108	0.11134308315910467	0.2409605262141124	0.01579803292097985
0.1122037025449483	-0.08475300236964745	-0.10219914952246256	0.1120941587933334	0.0872170097738455	-0.0005603860266339689	-0.08709458913281165	0.06331518263760956	0.03429049754271276	-0.11721491537642362	-0.074490647174632	-0.27907108906911643	-0.09819197329122649	0.09540626171344925	-0.029709427604193442	0.11074308131324646	0.056003556607274206	0.0012928003969308066	0.03287256083958359	0.09342998178629441	-0.07740819177442158	-0.025308810507628413	-0.11722123667305649
0.10347798177481363	-0.07588031483578639	0.10388030161262986	0.10274213108944594	0.17717381746178718	0.05562377919551065	-0.05649253654559022	-0.07517434117979381	0.060293794398312936	-0.06607674103734318	0.12051650009475455	-0.15255322711031685	-0.12593688604492587	0.029925505442621986	-0.06986684982055733	-0.006030544330678424	-0.0710959253078858	-0.11525082992035374	0.12220744391033367	-0.016081708176614536	0.03534349087820685	-0.014290755854860046	-0.07119655920375881
0.12826190680493138	-0.11073646619511618	-0.06534856473261558	0.10545396107035443	0.21290410678732552	-0.01261744707297447	0.05503988802906933	0.054055059064636105	0.09329882465035658	-0.024979853724220402	0.15917635909019445	-0.1201320885403713	-0.1036326205067639	0.17109856336515883	-0.10851807231141247	0.07675051989816113	0.10671266239207655	0.027366781599116048	-0.04112362851397375	0.04787313182718704	-0.05496556467178722	-0.08195441350409141	-0.0500490607546314
0.10483624428734073	-0.06938262978773992	-0.027663449703339116	0.1469211909743004	0.16482080617160114	0.12331725657097681	0.05630327786664585	-0.018941619353484207	0.04332318822400323	-0.01056232511526764	0.02552864535320829	-0.047380375618928314	-0.17102740175203993	0.022931544341166274	-0.1333723173411063	0.045475036124304404	0.013596758586922317	-0.14147561676523582	0.15163164866673218	-0.00231310610083341	-0.10904415685601673	-0.07604411288348058	0.08422641248341774
0.0958933310276436	-0.05537581821528209	0.03849754801255706	0.1798124315675318	0.012116602408549351	-0.06417833974053913	0.049373918706740696	0.03493039987714151	0.019420473371117963	-0.03518914452415939	-0.026755963816868122	-0.07050487345748932	-0.022711602473324585	0.056519980264908065	-0.03970664244849789	-0.013773748362235022	-0.15246859891859704	-0.17474152599894754	0.13343713338864496	-0.01487988093659235	-0.03309532767095132	-0.12809472881502815	0.08666018860405061
0.1117066841412885	-0.07413441863264007	0.08446444314172302	0.13843265951535957	0.05628786097297016	-0.06183601565953914	-0.08058777242100368	0.04526880795301663	-0.03234625042590064	-0.09103937577405824	0.13852587312548711	-0.02774157962368668	0.07407253947134979	0.09448517231341044	0.0516638455882112	0.03170666305652099	-0.003215618008843929	0.04303213645222116	0.11695308123132389	-0.05784543433899404	0.1994692341024059	-0.06470676978329529	-0.009764464198404613
0.11344983226939732	-0.0801763011985943	-0.09827423602452189	0.17799490225293826	0.04589586228307771	-0.005687890137187623	0.013639598256832919	0.053474141797817676	0.07566005618642754	0.02497670684421832	0.016822892853914584	0.01223206523604533	0.07768049904878088	0.19760992728204824	0.022087421118075906	0.12674782749734564	-0.02272538672503007	0.05670097853806898	0.06297760484991144	-0.021426420605495634	-0.03960123757328681	-0.037612860713130886	0.09329353664531304
0.09656343565198267	-0.047797974740400546	0.022049731708339668	0.1578662689352039	0.020557962549084624	-0.00988947445963867	-0.006329161283756629	-0.04910439692434444	0.007078360844851705	0.09661924519941906	-0.10583890943406388	0.10228023065931068	0.130368575278602	0.13871375476009468	0.03780031031577827	0.037716326180641746	0.1275217553014836	-0.02308757235848083	-0.17257860501027025	-0.17164525211448303	0.08098202038376645	-0.18787945467301087	-0.05092640493617473
