pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28
-0.11269166487634164	0.16181758557917267	-0.0028355649178809536	0.019662128664329172	0.011004059382376894	0.13231634896589978	-0.2056809335402092	-0.01771099496737465	0.03022551333799655	0.08633599947064086	0.04014651338152709	0.1615327054104847	0.032398476072211864	-0.09515081742080829	-0.03030897422473885	0.11483524116388648	0.11127879344142706	-0.03197508414648574	-0.12258188956523956	0.10649854203917797	0.08128693601079832	-0.09679735545846861	0.4546468285391002	-0.07867600764994596	-0.03126211390704448	0.19393938391678558	-0.14497129834670225	0.03412618759789299	-0.12363565844792253
-0.11522684621163104	0.16885438903533984	0.009459357653808405	0.06638389542628137	0.16069687817732975	0.25351679328971505	-0.05632959087923112	-0.024165776374571343	0.06532398051362182	0.022519792652894978	0.09822126880221567	0.04815162464037143	-0.042959110835861944	-0.03400119611814893	-0.020967836220466357	0.10524111767763007	-0.03574946087893244	-0.14222045899446734	-0.09732772686125662	0.09266881579201215	-0.0023572810053223807	-0.09326078015899426	0.1640766620202499	0.07717903927554176	0.04818329073463011	-0.046755391908915395	0.032216451287832966	0.09456582142747642	-0.019508570159991453
-0.11323725697587161	0.16058167160118342	0.021054983754027458	0.05676723715628893	0.1602206075910257	0.0841307714160898	-0.0035578369700763335	0.07658402191096512	0.05943845339449713	0.15455831538702172	0.008485099205964262	-0.0931666444343423	0.03139533995499148	-0.002105893046349349	0.03762020911729724	0.16305794199703694	-0.0767653505684187	-0.0881991573557218	-0.008808702690111974	0.04950500756048966	-0.03110485945698841	-0.11150835573158904	-0.014680667367865753	0.07296340531173916	0.03328282831331793	0.04703885098262854	0.011527381889695956	-0.06918759442032485	-0.17460409944904268
-0.1188197492394971	0.1511039409361561	-0.0056450548739713545	0.05564119506045785	-0.04679179747828088	-0.004167972760368566	-0.05963594894984503	-0.01537941237667561	0.14952621612180295	0.02130122466265566	-0.10594871421842755	-0.0799327211984153	0.05510522069746203	-0.10354947559007766	0.028569873510897636	0.1305515876077229	0.028982659095255242	-0.050749810826502206	-0.04506238157362116	0.1011490810587802	-0.06036874758358704	0.11813696736063575	0.07199631219268043	0.10231121658392331	0.10089466251321351	-0.08681371216262906	0.12711697165684094	-0.06735814360987721	-0.035228937885736875
-0.11332896152214067	0.14601975486531643	0.027973769379262086	0.0991283442701621	0.058128549550652345	0.05233574700542054	-0.0051170103789405785	0.04491893932964958	-0.08786400097752443	0.03393786177306197	-0.016541406666893327	0.023929805851121005	-0.0006499612002389965	-0.12089219535377212	0.022350804109549045	0.012943894297422487	0.04528648345810801	-0.10662789027590884	-0.05519182833349323	0.05056912100388616	-0.07671054683737553	0.146842144426561	-0.19790194408150158	-0.09540693586898819	0.0653257119406686	-0.11539467485027399	0.09507385880816217	-0.056781384644965086	-0.01542970622523717
-0.11358566042484561	0.14596059734713224	0.002807660495987352	0.06172625336415366	0.02015261656149779	-0.0958663207660389	-0.12329913439260981	-0.058715528846983285	0.07335070976260889	0.05882882887705479	-0.0760471167055197	0.030331419656503877	0.12055157687869303	-0.17495078900882507	0.09615264250274486	-0.07168640282870112	0.02624707522773033	-0.07248704929565311	-0.038315735237566415	-0.002334271356584757	-0.03403717950602011	0.06388105180400153	-0.06469023110169438	-0.03695893358520541	0.002930156984429986	-0.12881788097914854	0.03148014899688899	-0.0030127724072927294	0.11789786135148247
-0.11305793473048321	0.11852640270565874	0.030323545032385546	0.08042036406693798	-0.04130358042203525	0.03309134280425521	0.08519482211565085	-0.07702958540701446	-0.08382938429239903	0.0014639857830928832	-0.038045233730943484	0.044108525078838	0.04375137004046359	-0.16800931700880034	0.12925069952278131	0.024799218756550126	-0.12437101127805716	-0.07940472359439776	0.041907938817919994	0.007855385296428069	-0.10773317731310952	0.1032653525623782	0.016252603859036735	-0.04461094755019739	0.17295162920697826	-0.07869825122332007	0.10706547981569049	0.07611472804470064	0.15585152810695846
-0.10982626800728516	0.12823674991164793	-0.005126307354946791	0.04753802104424373	-0.019021982947729693	-0.07907185399769195	-0.09251296315055005	0.04851807359677092	-0.005433156243794146	0.08508785845861178	-0.0341160307604817	0.11391587595103603	0.057477303679978414	-0.11830412769820924	0.029913487755496668	0.04565025132544909	-0.04053656268264891	0.009173561676594146	-0.10446713856499706	-0.03832249365200989	-0.014816716682639834	-0.04122620693910178	-0.06230917536866426	-0.013278897084320788	-0.0030662920243241017	-0.024625964007883888	0.05553027818849742	-0.09697926451776899	0.09208810672433054
-0.11219480819706683	0.11437046551195618	0.010320613952607083	0.07296965417503609	-0.008978792353267581	-0.013526703318324007	0.06064605512635088	-0.11285765216756667	-0.007167445965074737	-0.08176642428247632	-0.0026882224446112546	0.0961947473900075	0.05060442156830897	-0.06420472330988425	0.00983730989413539	-0.01974470900825554	-0.024830557518719373	-0.13808304350888082	-0.0003648041116026332	-0.03575113250269638	-0.004864498870553485	-0.09033939801996428	-0.05514882393344239	-0.014607925684835349	0.025529644099960582	-0.0901854309283529	-0.06655999717481093	-0.07564051983329328	0.005324285097972954
-0.11032743704754303	0.13561607367980713	-0.007398370320330805	0.06167166208994934	0.009437999338659547	-0.006452274436081984	-0.1014223328084855	-0.006312896512215255	-0.06097510313355255	0.10391550804445265	-0.0014927758630203028	0.05027855715303589	0.12346022070253326	-0.003773719182406071	-0.03142339436760376	-0.019159163004692586	0.012073871539394307	-0.1007380486329521	-0.010069253739791104	-0.022815800339970705	0.11777930375605684	0.014521279271886872	-0.04354393741992466	-0.09584550748262499	-0.09509584357294146	0.10876754001596296	-0.04457832964260895	-0.026925200721159944	0.03377879555188107
