Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	countnoise	signal-noise_t	signal-noise_p	d_table_score	optimal sign	estimated normalized variance explained	classification	rationale
PCA_00	90.18296553127732	31.344974856429115	49.97962492523115	0.12993057131787444	19467	1638	0.5013165098151673	0.0	12163	0.0	0.0	7.3	-1	0.4608571653469577	accepted	n/a
PCA_01	60.92155621542693	27.28037895072905	7.9099086932608405	0.033046093636925476	4313	100	0.2953556731334509	0.0	9722	0.0	0.0	7.7	-1	0.08412521423045906	accepted	n/a
PCA_02	40.52918543921948	37.68394580181004	5.218701259649143	0.020924610435745523	1970	1292	0.0	0.0	8727	-7.293466013438469	3.5251036220378263e-12	10.8	-1	0.050903593115604724	accepted	n/a
PCA_03	42.33095498069903	26.451145951794594	4.136610581233812	0.01602144190165543	2825	0	0.2605839416058394	0.0	9273	0.0	0.0	8.0	1	0.04296316029413467	accepted	n/a
PCA_04	36.945316486825135	28.490344552280217	3.379237390774957	0.01474744216099516	400	239	0.0	0.0	9153	0.0	0.0	12.3	1	0.034746760868943946	accepted	n/a
PCA_05	40.5722091860246	28.3585591210001	3.590874643375723	0.014295160639516314	1851	358	0.0	0.0	9273	0.0	0.0	10.8	1	0.03648794893981535	accepted	n/a
PCA_06	33.34874171253044	35.42918760613453	3.7467113127498184	0.012747907876603478	690	851	0.1713848508033665	0.5596555965559655	8583	-0.12707143890673853	0.8990829203786666	9.8	-1	0.030619957743837037	accepted	n/a
PCA_07	37.844664245955926	28.020204162430606	3.1287432167420004	0.01217010516646256	1641	213	0.0	0.0	8977	8.18431216855077	7.787123171477197e-15	9.0	1	0.029140382505447853	accepted	n/a
PCA_08	34.62127043164353	26.095821947143154	2.0656056019378104	0.009926286570596056	509	94	0.0	0.0	8620	10.094679793855676	7.705542521744912e-21	7.8	-1	0.02332939802846634	accepted	n/a
PCA_09	34.18881497726567	23.941801122937722	1.9469685779852146	0.008690219315057554	810	103	0.0	0.0	8514	11.238782831737716	1.586862341183867e-24	6.2	-1	0.02122657460531475	accepted	n/a
PCA_10	27.765307265234952	22.385624675815063	1.4896320615985217	0.007699763432132258	0	0	0.0	0.0	8707	0.0	0.0	13.8	-1	0.01830072538059038	accepted	n/a
PCA_11	33.568352698417044	21.574704835269305	1.4221158128865459	0.007207360591499363	808	179	0.0	0.0	8067	9.686886889130664	1.3651773915576102e-20	6.6	-1	0.017018169542487308	accepted	n/a
PCA_12	29.29326748023659	22.113669932325575	1.311866262138524	0.006958028263709054	202	154	0.0	0.0	8551	9.845326091150923	4.239452713106253e-20	8.6	1	0.016082627241591717	accepted	n/a
PCA_13	29.153069779607623	22.98439032355108	1.2749962648707895	0.006687322374689341	212	381	0.0	0.0	8582	1.7608668514661971	0.08183794132910532	9.6	1	0.015394625795841844	accepted	n/a
PCA_14	25.541741073472554	22.175850066895098	1.1277510213524116	0.006413782814167667	0	191	0.0	0.0	8595	0.0	0.0	13.8	-1	0.014764953548019832	accepted	n/a
PCA_15	25.734283277511377	19.490565652867275	1.1035688479263162	0.006193619424377453	0	0	0.0	0.0	8732	0.0	0.0	14.6	1	0.014267858630059766	accepted	n/a
PCA_16	25.797037345914877	21.537023216311216	1.1264492922263498	0.00588596511756759	100	389	0.0	0.0	8751	0.0	0.0	13.9	-1	0.01370479085952178	accepted	n/a
PCA_17	23.934357644121626	20.141636943207352	1.0584017204196798	0.005822279239668424	119	143	0.0	0.0	8640	0.0	0.0	13.3	-1	0.013503456042621702	accepted	n/a
PCA_18	22.6604079022687	24.225079742421357	1.0963053941515788	0.0056965128121021285	0	535	0.0	0.6997193638914874	8474	1.9341466669677194	0.05528242735421123	11.9	-1	0.013091390631368226	accepted	n/a
PCA_19	23.258094543548143	22.60479775465188	1.0573514457326976	0.005613199927608884	0	601	0.0	0.7172643869891576	8868	0.0	0.0	16.0	1	0.01292713717103138	accepted	n/a
PCA_20	21.4286482126086	23.092010256110424	0.9983642116262718	0.005366971528399243	0	623	0.0	0.0	8432	0.0	0.0	13.8	1	0.012317613394594005	accepted	n/a
PCA_21	21.8612557881252	19.24282465009922	0.8995783859624462	0.005295661689049055	0	0	0.0	0.0	8745	0.0	0.0	16.0	1	0.012199043834388036	accepted	n/a
PCA_22	22.851718771609896	18.678816944948355	0.930633076167408	0.005238593651376307	0	236	0.0	0.0	8793	0.0	0.0	16.0	1	0.012027452248902611	accepted	n/a
