pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28
-0.07764949604754472	-0.07548360070151144	-0.06724950685805145	0.10818319568221667	-0.05744297198796483	-0.12733684980353108	0.02691991728546811	-0.02005946516086065	-0.2155562073758342	0.031908316351365894	0.03439585601834774	-0.02855853209682295	0.1301256023050858	0.0702320892460978	0.11181131584075238	0.12462365198214179	0.3266623173911434	-0.22564409647078754	0.20931815512926402	0.1749049486906103	0.002981312659250243	0.16412332079893527	-0.29642895432918764	-0.03393507310016295	-0.10058832095191131	0.050460343187112025	0.05368106204014724	-0.1370326445980395	0.0660728950143342
-0.08096499774509158	-0.08816209974012681	-0.045790496569575026	0.06206669078911645	-0.13696164408816877	-0.0012773839122338648	-0.06300688017175528	-0.024850027546042645	-0.07253561809927331	-0.05403007101600657	0.18274428453258248	-0.06178883580573281	0.04634107799865618	0.09360077852908787	0.20392127371470034	0.11982539205758505	0.2651520585321873	0.016181963817700127	0.009092079716127596	0.04365829312361937	-0.021195878719952165	-0.025948745854035785	0.10867709802901335	-0.020880600956839572	-0.12001059765453011	-0.23212850696533846	0.06424649533678012	0.1861456747830827	-0.029071120798327334
-0.08049920668634886	-0.04489086801302333	-0.02413666744979398	0.046537910436618146	0.05726722454090995	-0.09149687961400879	0.013344469873704204	-0.017854146135583164	0.0006368012912292276	-0.061224925993947965	0.17222967236917383	-0.03469794340051145	0.19964089282545827	-0.027508181723691273	0.012554527609342517	0.17302080024454933	0.07518911456488098	-0.05098671394358843	-0.08569497524579658	0.014228420925186721	-0.06404643109579264	0.15096296470937573	-0.007264654808685073	0.08183371214348331	0.024698287672079156	-0.10408347477693229	-0.006320148873214401	-0.10516508939179342	-0.10226516703480021
-0.08194099323839318	-0.037958993345359016	0.011593253065766747	0.02943345217239024	-0.03135035220717591	-0.10476370416807823	0.13912440860590194	0.028609452366906676	-0.1204004565848083	-0.004357147352303928	0.08056953062397114	-0.0007208564376341084	0.15180428924145717	-0.09045472595652379	-0.0017967231470125272	-0.03832894158074936	0.09615620204776915	0.007255787120703711	-0.02102280337111559	-0.03603407694480209	-0.1112982383801175	0.06440981424252648	0.008971774808692776	0.07604347875289937	-0.003494117491070244	-0.16230238816525985	-0.0654669475021429	-0.1008370143445867	-0.13947318808393222
-0.07159848468625692	-0.04199377744245408	0.02592890072293441	0.02141833689121181	0.0631220728117512	-0.1683460557142757	-0.023866119797679768	-0.021231650095604446	-0.061930761385846494	-0.014528791446921863	0.0697399159307853	-0.08523082542706778	0.11629800791999015	0.0024807879152514145	0.04380832037861451	-0.2415855696590537	0.04978824994913181	-0.018043562905944582	0.02182576402025084	-0.04290621318588045	-0.024647046420414483	-0.0177714238483591	0.00985815497634751	0.015570937651461104	0.11125382990052793	-0.23181375885580233	-0.053618093398180716	-0.0016962075105521404	-0.08731908952494417
-0.07871362123728351	-0.027251725890454284	0.026445853645971074	-0.01095582788396525	-0.1898214678660503	-0.10848963357123353	0.004232110067684994	0.009249179347405254	-0.058671218289681304	0.021314526659987204	0.03176148646282184	-0.08585580273549344	0.040431848852634525	0.08211858464007091	-0.010433274986725166	-0.058318625425602524	-0.07014842889436948	-0.08129873514083755	-0.09382811695200786	0.09917700324532788	0.045660187491445306	0.05895830193505355	0.0581665013412698	0.06196831619622536	0.0783237818436614	-0.1488586730979899	-0.1919380816823541	0.029132172478561542	-0.014071361504129989
-0.07620538208297177	-0.0016457946343354894	0.021651541898231763	0.00010858712219641298	0.023955865279919962	-0.16613459552900067	0.00013844599660347082	0.010128241623313772	-0.006441411269099195	-0.0858533062517001	0.03264276065359365	-0.08364319138511775	0.0786267622307136	-0.11436963742424397	0.05556973502463541	-0.08235075238463034	-0.06759670566649903	-0.010735893679567104	-0.09989234515753243	0.06695922163529824	0.06714634214311656	0.15803043814501633	0.055580506308793784	-0.06469547823233757	-0.04262890035591521	-0.025254042878240936	0.03684555325689938	-0.06435495438404132	0.030578012286350653
-0.07779564615524433	-0.03206211909475313	0.008062248034073738	0.011411815539325743	-0.031711176581098094	-0.17016765036634768	0.09490184012346034	0.08852777326458326	-0.12536971325388213	0.015091409099134777	-0.02402549996321969	-0.014878741128020002	0.02436275373165825	-0.024735463743877945	0.053726453186302744	-0.12057846666897667	0.01476942276874077	-0.03155366582678032	0.006561316148150614	-0.030278173792707017	0.023962750775246677	0.06891705406034555	0.17412179814722772	-0.1066715744055376	-0.02278324527401765	-0.05278080941609439	0.022662983010384156	-0.14517333598108084	-0.009117848545343156
-0.07389540268087469	0.0006154490359997404	0.013408320797510948	0.004570323707524568	-0.039645757598094744	-0.07715427427842453	-0.07299349578742	-0.010663536471360636	0.03734850371275278	-0.14863252689065357	0.06002170143311766	-0.060505675883691726	-0.01263683234449775	-0.04753313713429283	0.10538763968293714	-0.12251891707347197	-0.02959724244199155	0.014437838440904127	0.00589841084520748	-0.06428370250312593	-0.007935197853145316	0.02612789985053922	0.08487040558677625	-0.0582636036724634	-0.07591287160497513	0.029260831419357668	0.02537155642117031	-0.07846215488118762	-0.11666601887173045
-0.07503816821285543	-0.014502613790425065	0.014444000315502015	0.013857130117597271	0.049641597497912526	-0.07132624928256844	0.11828708704585449	0.14153678041496953	-0.028978756700957453	-0.008055909284878114	0.04981583642215784	-0.018231928791161298	-0.011347659800827248	0.08776818844964321	0.12832679810036665	0.005315079666003697	0.05925120200589505	-0.0030149714287797027	0.044208223653850465	-0.04692063160738788	-0.018469251321793476	0.028360744260570947	0.11673604895883694	-0.062269467339581525	-0.07621571244286787	0.062279405442266914	0.01778041554763131	-0.03362402155769795	-0.05789482815538062
