rmse_mean	rmse_std	rmse_min	rmse_percentile02	rmse_percentile25	rmse_median	rmse_percentile75	rmse_percentile98	rmse_max
719.392333984375	1607.198974609375	5.1903839111328125	128.63268310546874	353.61737060546875	527.843017578125	774.2572631835938	1996.5884814453123	44949.83203125
700.9286499023438	1589.6395263671875	6.963954448699951	128.21177429199219	347.2870178222656	515.2203979492188	752.2074584960938	1896.2664746093744	44392.90625
704.6392211914062	1585.095458984375	2.4689393043518066	128.60371948242187	349.9943542480469	519.0621948242188	757.5606079101562	1925.0784814453089	44127.27734375
696.8199462890625	1585.97509765625	3.2747669219970703	128.0687286376953	346.951416015625	512.9212036132812	745.2052001953125	1880.8801806640624	44168.703125
723.2977294921875	1585.228759765625	7.695239067077637	130.95314758300782	356.9740295410156	532.9948120117188	781.7112426757812	2019.5090722656241	43628.30859375
702.3539428710938	1582.5867919921875	4.12447452545166	127.28768432617187	350.5045166015625	519.4475708007812	757.0596313476562	1865.0245898437477	44077.56640625
682.6812744140625	1579.3475341796875	3.3181068897247314	126.15635833740234	341.530029296875	503.23773193359375	730.371826171875	1790.1802636718746	44473.84375
695.3661499023438	1580.6241455078125	2.684208393096924	125.82704223632813	346.5064697265625	513.060546875	745.4511108398438	1862.7195214843748	44430.52734375
704.7870483398438	1582.6156005859375	4.148274898529053	127.40518341064453	349.144775390625	519.4631958007812	759.2216186523438	1928.4587451171856	44273.81640625
692.1900634765625	1579.3189697265625	0.4372108280658722	126.47074432373047	344.1081237792969	509.9933166503906	743.68115234375	1838.7276464843735	44159.4609375
691.088134765625	1577.779296875	6.0834879875183105	125.62759887695313	345.7441101074219	510.8116760253906	740.9652099609375	1840.1493408203105	44898.1484375
677.690673828125	1576.87890625	3.6812093257904053	124.09839965820312	338.73358154296875	500.8956604003906	724.7269897460938	1769.6229736328123	44327.0546875
676.8195190429688	1577.170166015625	2.962007522583008	124.30207824707031	338.4384765625	500.0455627441406	722.5672607421875	1749.9662792968738	44112.828125
689.409423828125	1579.280029296875	2.938100576400757	126.5400112915039	344.7716979980469	509.70208740234375	741.318359375	1791.791557617185	43928.6015625
674.3035278320312	1577.430419921875	5.862080097198486	124.04093719482422	337.846435546875	498.31524658203125	721.9249267578125	1726.7493749999992	44239.42578125
673.943603515625	1580.021728515625	9.460987091064453	123.43801300048828	336.5846252441406	496.1935119628906	718.3112182617188	1753.8643749999978	44509.29296875
690.3402709960938	1578.9388427734375	2.262295722961426	126.44513153076171	344.67095947265625	509.59442138671875	741.78173828125	1822.4580810546863	44372.43359375
665.2421264648438	1574.4814453125	4.849233150482178	123.79517181396484	333.46990966796875	492.0299377441406	711.3019409179688	1673.2177880859356	44146.4765625
670.5484008789062	1578.1375732421875	6.833317279815674	124.27670684814453	336.105224609375	494.6212158203125	714.1787719726562	1736.931650390624	44527.4765625
686.5047607421875	1577.12890625	3.861907958984375	126.51156402587891	343.7361755371094	507.74774169921875	736.3873291015625	1806.478388671871	43964.2265625
668.1806640625	1576.9066162109375	3.335049867630005	122.2959146118164	333.651611328125	492.159423828125	711.0570678710938	1714.8851953124997	44729.4296875
684.451904296875	1579.25830078125	4.024293422698975	125.62286071777343	341.136474609375	504.5685729980469	734.2890014648438	1796.4582128906225	44251.06640625
675.1163330078125	1576.6556396484375	0.6782257556915283	123.73940032958984	337.1945495605469	498.9945068359375	723.1582641601562	1733.9803466796873	44122.83203125
676.2824096679688	1573.6884765625	4.839984893798828	125.33106567382812	338.4139709472656	499.4897766113281	724.0921630859375	1746.3514160156228	44389.796875
671.8544921875	1575.900390625	6.3859477043151855	122.64091796875	334.91864013671875	495.23345947265625	717.3344116210938	1734.1875976562492	44114.0703125
664.22509765625	1576.0506591796875	4.9842448234558105	121.92170471191406	332.9320983886719	490.6644287109375	707.3751220703125	1675.5274072265604	44139.1484375
674.6986694335938	1573.787353515625	6.489620685577393	124.6199105834961	337.3199768066406	497.8177490234375	722.009765625	1745.1602685546873	44193.79296875
661.772705078125	1576.6409912109375	2.2673540115356445	120.61790954589844	333.0150451660156	489.6257629394531	702.7288208007812	1664.6622314453114	44233.88671875
670.35546875	1575.4471435546875	3.589336633682251	122.86235992431641	336.36962890625	495.186767578125	715.42919921875	1715.5573583984335	44203.93359375
666.5308227539062	1576.1763916015625	4.417316913604736	122.93437316894531	334.0632019042969	493.1248779296875	711.8973999023438	1692.8666406249997	44050.70703125
679.9827880859375	1576.8807373046875	4.35276985168457	125.23440185546875	341.02777099609375	504.2803649902344	728.0342407226562	1743.4288330078123	44089.5546875
