pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23
-0.10808055273914317	-0.10418464974359255	0.10229625639570174	0.03261289076390662	-0.07997362241590365	-0.2134335795479899	-0.03516066636217307	0.12137694319446002	-0.09524687247125091	0.04801884594690668	0.06502844881460354	0.10576061549493082	-0.07821323294036615	0.07173509776198414	-0.1461250019405029	0.37129168641163124	0.1850713055532511	-0.27317194669368433	0.04502845196006659	-0.14374024320212153	-0.2297551096948625	-0.14101307156728016	0.05201993960459417	0.01680831033759726
-0.15305673546169174	-0.11829134213016734	0.08795388612854674	0.004131530543409007	-0.02626468301217559	-0.12617763275862165	0.015492252886272762	-0.15725097047072065	-0.050908680126479755	0.059897967786794196	-0.08292517299462794	0.039911181623015234	-0.013469584880328728	-0.0675441813638408	0.05544699832121186	0.21728864394415995	0.1468542055914271	-0.08359005066275843	-0.026438321700454466	-0.0005990467605932297	0.04625925129383212	0.020922407962816	-0.10931453186707783	-0.03545613314111424
-0.16213124133052614	-0.1224973492479996	0.09733542169931714	-0.00990049420461915	0.019005689606287846	-0.0021994859591899507	0.026625913153555027	0.0129893829518955	-0.1151675629350701	0.006364038175819195	-0.11622147643312783	-0.00893467502383781	-0.13294255539243793	-0.140911169720728	-0.03896992686314678	0.22756881611765045	0.11765187793695048	-0.001965220929533811	-0.03388785852697701	0.07011555171759178	0.0434480325379448	0.010108613234804834	-0.097364199976932	-0.015295555450967148
-0.16250675870573733	-0.12407669667831522	0.08881121078619714	0.04285993018887987	-0.014941975153514211	-0.08427142418294531	0.02514605939821185	0.026482859807934522	-0.07609705951078678	-0.02313216094155652	0.0046536884186786295	0.12205013844329565	-0.04180128115690564	-0.16714223715851995	-0.02531811675160496	0.1436831944487716	0.12038377977252654	-0.04295957931103471	0.03116421554219679	0.003252840003907815	0.010178725154038216	0.08060620740256955	-0.16234235992359214	-0.06544381783847068
-0.11367116691029588	-0.1485652123950038	-0.1896694593292112	0.11408353752792222	0.050619667017239356	-0.11572031129881175	0.08969347215369795	0.0957292071111259	-0.02732036319687496	0.04681890849395901	0.012355656066520615	-0.10047128436438063	-0.13308083704838214	0.042306131991052445	-0.03504331650774313	0.09342411901867648	0.08431299068430291	0.04455335340700328	-0.04176055895813268	0.04522675680515494	-0.07846124699891528	0.18771583673353398	-0.08670986510711093	-0.09186950651913031
-0.08392421498450392	-0.10975244674404934	-0.11766837659940621	-0.11361541176594504	-0.12300924131073843	-0.08043693325723433	-0.05442649362162976	0.06979863177501658	0.09029790411766955	0.12215779827035164	0.06908532867256714	-0.15807639582740632	0.04738699711643663	0.03450870964322801	0.08890145396648462	-0.007530711417264385	0.0559228055772763	0.1903440933690516	0.17399555029596514	0.10545368269702567	0.005359002205531357	-0.016653882395732185	0.025273931577924943	-0.04403957761208882
-0.10929981954416104	-0.07034107650087777	0.09532176550911317	0.004447586232699752	-0.19106322553365068	-0.13597973942504807	-0.05045737291511478	0.05079864582161156	0.12031969475861479	0.08623183665575175	-0.0736754742078001	-0.14125321116135567	0.08440470394968082	0.06385418674475486	-0.04258085067758863	-0.06062808447564355	0.10608363198316212	0.10625173827849066	-0.011550002240458662	-0.05781369703408587	-0.07342829543544026	-0.20451230938235287	-0.10561472996952306	0.07565141953221512
-0.13651224615198546	-0.057414385809920546	0.053121156547573815	0.035563726845770804	-0.1449183353336928	-0.024560857941155395	0.01456703401589754	-0.26709707565522933	0.11172354588335226	0.11940468328124723	-0.09714954947625243	-0.04711602075913514	0.05434790601843263	0.02399313601100993	0.03220589990050546	0.007329376781548019	-0.09125631643291013	0.14964014276078255	-0.13971238349345813	-0.17558119370473182	-0.007238003806706458	-0.0033351421301619916	-0.060308453351789915	0.038362751115994576
-0.13585714313772507	-0.04441154536935511	-0.004351143859179238	0.11385336911044486	-0.022434968132913125	0.21154344445739576	0.052676177074987396	-0.03307150398257347	0.022512356858504612	0.193511233242383	-0.026617238886645092	0.074201672068238	-0.22046515092535313	-0.042083912069878764	0.08481201702162783	0.06779847503600785	-0.11804507206842768	0.16857865230115587	-0.13907127272494493	0.002676697350965762	-0.13789275615844432	-0.0864568652249475	0.013268497322894535	-0.08516209710246975
-0.09504797093477547	-0.08588193701009722	-0.23713509657614837	-0.0020777512043925195	-0.09876140526204435	0.0838015026045703	-0.03495799957075721	0.1860888376129639	0.00017207190812569897	0.1649729966612281	0.14060668464790482	0.07877061335727181	-0.051799067727736375	-0.05148596275207393	-0.054041594865233966	-0.04228375884934127	-0.10507169659899436	0.03284636097637918	0.009070436038404905	-0.05337798142545186	-0.06063947697358682	0.02145793816148904	-0.007959200812631698	-0.13588694119423164
