ICA_00	ICA_01	ICA_02	ICA_03	ICA_04	ICA_05	ICA_06	ICA_07	ICA_08	ICA_09	ICA_10	ICA_11	ICA_12	ICA_13	ICA_14	ICA_15	ICA_16
-0.4050021223616661	1.0256257698500986	0.7881748161033633	1.2275280883277468	-0.013080911231273633	-2.495375611504768	0.305992148176	2.765807151220876	0.08145740539398356	-0.08848033626219895	-0.8625485960100053	-0.6935297211504157	-0.13826312594603526	-1.1071371119940225	1.1449502324937415	-1.8352197980206617	-1.3867151498795793
0.5076598912108015	0.9752985371027998	-0.2143866950074335	0.6367151552978468	-0.10280709378352239	-1.3566070961498626	0.02896281605976846	4.009101456063372	-0.9616054644180727	1.2367642678705366	-1.4031082619509159	-0.357225400301308	-0.8574093131532662	0.7637457690409432	-0.5622781554527666	-1.3425072347690867	1.1479220618091948
1.0133479896299902	0.26124145652421243	-0.3218946622911148	1.0359847618334033	0.42989632829998714	-1.4556161926774802	0.5719294745035803	3.2255046984620104	-0.9284696027254533	-0.21089815883495125	-1.4137824508666355	-1.8579244119566778	-0.8923960123130158	0.6604776437723273	-0.5897888720668184	-0.1250046916105717	-1.483070447016643
1.2983322043436165	-0.3450346955163994	-0.03446627083714674	0.5074595443495029	0.5438108591944806	-2.3412678104269014	-0.0826022709576087	1.5474486887782744	-0.43092952574480814	-0.7249178710719874	-2.0166786072003067	-0.7986038354652601	-0.23121807872957661	-2.079532752307116	0.04336128358135151	0.36514007521976244	-0.43194169427737034
0.4335647160331529	-0.04008276059396387	0.6435229968623263	0.746806878350411	-0.3131340261819249	-2.1007777096444977	0.2415432618837797	-0.34922997401313227	0.3463090419729077	0.6371049232009044	-0.5656000535938059	-2.7870664740947815	2.0934147475686053	0.23899073635482138	-1.0789044941044037	-0.3742690319789068	-0.7953253450471008
-0.002034876422092653	0.37991962720133376	-0.4107688143879935	-2.107417806297106	-0.28355214290018915	-2.0695236612363948	-0.28411661463522975	0.18743323198433695	0.25033821290051966	-0.7288278711723383	2.242383677930992	-1.2151138428654435	3.205405117038683	-1.4198863024076316	0.8685667388590329	-0.9620704977833471	-0.3904801981498825
-1.8894179509140585	-0.636871902629805	-1.6185793360823917	-0.42934027111208384	-0.8296003644387395	-1.820454241553076	-0.6040984086225433	-0.5475311082096157	-0.4795786461194918	0.966318122333972	2.58223339284676	1.958627399887557	1.7920588543075369	1.2956481227266072	0.1667371880101414	-0.7543622360898248	1.8484473101514904
0.6836754399102887	-0.5949438142051052	0.0542800162066416	-3.7866011411642804	0.556564640309042	-1.8526147631468364	-0.36042317292417897	-1.3480064781024093	-0.4365563478385895	-1.0430536465811406	1.1061203635410481	0.8783326781534244	-0.9482131006361476	1.8547173259775434	-0.5280124369710156	-0.22855532782286977	-0.698510321561548
-2.2126561025202482	0.7350454930898827	0.7751676728912357	-0.861443327552425	-0.002389036205894555	-1.4930076068750096	-0.7867635042963824	-0.6182247168687929	0.981567965441996	1.2962728937143746	0.014492222461097604	-0.022838170692131024	0.3424434867104064	-0.3375297075972881	-0.43330795758551793	-1.003173381556571	1.0461370491099369
-1.3444310206084649	0.06862711808160113	0.8805839661425213	-0.4573326773636382	0.6881809371713262	-1.9968911068486537	-0.842722231953176	1.1411909389258428	1.2332875985498275	-1.1444118222765771	1.0933966604337981	0.676095155085736	-2.2230527481392843	1.0837429618379943	-0.7574127433041604	-1.200812084993372	1.0498413949225625
