Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	countnoise	signal-noise_t	signal-noise_p	d_table_score	optimal sign	estimated normalized variance explained	classification	rationale
PCA_00	120.91884950938345	36.66352568749775	56.76886914115929	0.21909771037710982	41592	8640	0.5975350195515517	0.1515862982361086	12048	16.91056755145449	3.799736718359511e-38	7.8	-1	0.5018703688000151	accepted	n/a
PCA_01	77.84933386059278	32.605409949260064	7.288883586576023	0.042501613564306116	20936	6446	0.49894501675561626	0.14894799523620483	10844	0.0	0.0	12.6	-1	0.07089291747857535	accepted	n/a
PCA_02	72.61159189150784	32.232024211410135	4.7948074735204935	0.034262500483784895	15576	2119	0.49066147859922177	0.1350231537899098	10089	-5.839492580682834	2.7173241321853047e-08	16.0	1	0.050376651689077616	accepted	n/a
PCA_03	62.048694541293244	54.999332911646434	4.461911773811254	0.028735728279830043	15172	16307	0.43225519997267664	0.44808055380742606	8247	-6.3051661959139995	3.5318171478683727e-10	10.2	-1	0.04607528963702587	accepted	n/a
PCA_04	63.20352271316895	30.432374219956518	3.802084711097974	0.018804636572854867	19799	4420	0.5168725130484213	0.10673767075711971	9471	9.099055023246454	1.949900510342588e-18	3.2	-1	0.03524773545257521	accepted	n/a
PCA_05	51.28503740861247	36.51992788297846	2.008032775768385	0.015032518775149271	6615	1789	0.2992246871881477	0.0	9846	0.0	0.0	13.6	1	0.021002160782080382	accepted	n/a
PCA_06	47.75696165744135	33.317419901485984	2.0804522750073002	0.014507945573167006	6806	2424	0.28088246598508726	0.1879558241300271	9809	0.0	0.0	13.8	1	0.021257712801279992	accepted	n/a
PCA_07	49.59538975423365	43.35906712354133	1.9576337631592173	0.013690515015376055	8591	3363	0.3807396084425892	0.2616487455197133	9517	0.0	0.0	9.6	-1	0.018524045112473797	accepted	n/a
PCA_08	47.54567565751488	48.57291748100399	1.8726134834424142	0.012441960215234839	6245	2614	0.3148163166004379	0.3590338164251208	8484	0.6181748311517449	0.5370620254052675	7.2	1	0.019338103475482028	accepted	n/a
PCA_09	36.49692165307229	31.843025132958232	1.138501144210115	0.009882508703078023	2713	1850	0.18708325395313394	0.24235866919123614	9569	-4.210211275495464	4.5776938264860815e-05	16.8	1	0.014426716592498235	accepted	n/a
PCA_10	42.83614790684161	29.47803849171482	0.9850782209864348	0.009001614796791933	4294	981	0.3627198124267292	0.0	9242	2.0213832196342967	0.04490255097829182	7.6	-1	0.011981436157618566	accepted	n/a
PCA_11	38.512711598030016	26.417647648051005	0.8917432443275956	0.007952522855539058	1246	427	0.0	0.0	9598	0.0	0.0	17.5	-1	0.010541711970993482	accepted	n/a
PCA_12	38.291917149753054	28.296362186721158	0.9091992810383422	0.007799476392509115	1826	559	0.32878239063806075	0.0	9773	0.0	0.0	14.8	1	0.010432513480896192	accepted	n/a
