pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32	pca_33	pca_34	pca_35	pca_36	pca_37	pca_38
-0.04877611805059389	0.059618932890345595	0.13664662943898845	0.02788518974223891	0.10179094602478586	0.12391004078188339	0.0006479986150475136	-0.022359521702720944	-0.03284456841449457	-0.01957681240695971	0.04448364025748151	0.07574682675554055	0.22539121280171837	-0.10107404106213562	-0.07479695252713219	-0.06973573574775595	0.005595958852824594	0.015831084758846398	-0.1396019153536948	0.26617498139544066	-0.07993673697993939	-0.0984208982160956	0.05955844723540642	-0.026152019524042187	0.12452126704907529	0.030364289073472717	-0.11927917351635238	0.02140977049358098	-0.059663051716023416	0.05355457839059315	-0.15746093561884855	-0.0053003267868671515	0.11081236723264282	0.07332132273129972	-0.01689637228978657	0.03876320838061018	-0.013864954737251833	0.005316411655231987	-0.0008349586841026373
-0.05415712399961414	0.05131495888695056	0.12471440972904069	0.007170026957689889	0.05392823415377343	0.055729719231432495	0.07401777893697101	-0.0025718178842900202	0.00885339519585893	-0.020657557788206708	0.0063778422156161516	0.04040963620001618	0.2782687937898912	-0.056733365046959354	-0.023768787080389434	-0.037455835101150775	-0.011576491687209067	0.07459150949685114	-0.014251770974729832	0.11918793775406772	0.032179888513503424	-0.08125581373363225	0.005986482847094828	0.06919851871640847	0.06277822933707816	0.03237162385429225	-0.10235046061628619	0.053020636832354175	0.08667710786843247	0.00897838636655566	-0.04118804855504454	0.03481358850528629	0.09445732063654534	0.03246012725769529	-0.03790079023675636	0.03268752659349613	-0.02437326216924364	0.045196468243116676	0.08167776716795118
-0.05110781368969741	0.040388727040722716	0.12418787920166874	-0.002181878640548987	0.00046496225521336365	-0.019357775022997764	0.10157578832839051	-0.045374292491029096	0.009764341035613772	0.014730284023303557	-0.030403497245335694	0.045863876460045735	0.22664816451252304	-0.04884691020404046	-0.009259374469521325	-0.032050132961340266	-0.05304021454768385	-0.0213227373916874	0.05507010790648697	0.04450035854092237	0.005349889866101845	0.004749149404468742	-0.05481948003314208	0.11090573050718396	0.03222238235380865	-0.027566399995341127	-0.03471061718887162	0.042761556466707935	-0.025209641991678668	0.06131802570973471	-0.030143761411582058	0.09047994257092651	0.07425833808958002	0.11973844106045675	-0.08062422995141788	0.012312106191744668	-0.05515960664985332	0.0021277691159317202	0.10017255832944659
-0.055044600918087785	0.03738765041588693	0.12074711695974699	-0.005606466422459117	-0.04035306801553956	-0.035703412242576116	0.08809721585599452	-0.06797275898852119	-0.05895913435836046	0.03993859187656772	-0.03983800662766876	0.03602371191457299	0.15790977725243405	-0.0506487263019986	0.00693551835767274	0.0008587138555850304	-0.08586095121800705	-0.04924394762163026	0.013643654636417174	-0.009681804516897846	0.0242566006560132	0.03857315975424498	-0.016964273686219864	0.00018226190563142355	0.2271830076931278	-0.03570350367646678	-0.06325054920853572	-0.0008352762599168053	-0.02924487558256457	0.11719192438973881	0.01098354095321944	0.06266788158208951	0.05896389740256357	0.1407227615803393	-0.04549542878330673	-0.0001702677944586924	-0.056030105762995046	-0.046590452985403916	0.07701973489487572
-0.05753811200097691	0.032949744250062474	0.12342373179272745	-0.004301762700497591	-0.028821858100996023	-0.016900564780189503	0.06928248077466174	-0.06852397253884462	-0.14286357592086052	0.017449694220111264	-0.03218304173383083	0.03700881152408697	0.11244791611761029	-0.002797747293941527	-0.00449299531417241	-0.0030453890469130385	-0.1050492141733457	-0.03110276518425806	-0.027212378300872225	-0.04521143114493048	0.036361298761144974	-0.008630211282057987	0.008006032767383105	-0.05151377757233395	0.11110367273227485	0.0010502736762464555	-0.025133330045062165	0.042923792920740375	0.08084579037639537	0.1026696633550446	0.014725399297203151	-0.02665100972751814	0.04987794232552077	-0.03535662649834829	-0.06450705883737688	0.02360029819975823	-0.018867788876007128	0.01610718751701573	0.10719711472930962
-0.05566264684496074	0.04069477244933439	0.11740215215926697	-0.01661171455844099	-0.01697960207390592	0.025651665505817545	0.04230414343097213	-0.031979313358695215	-0.16350320763017515	-0.035626770665422705	-0.04998811882576095	-0.013163853527673974	0.08530081959070145	0.04387141234805011	-0.0054746102629407295	-0.00324283540311171	-0.13305143821736298	0.005487492845010029	-0.006978321650086661	-0.08701085480116458	0.05324518578565863	-0.02104507075928965	0.01442661805707501	0.046451035214361926	0.05472679071940109	-0.00719565350187662	0.05300762047976601	0.05291673900717056	0.10150227871610176	0.06994843005818444	0.0011625306715750683	-0.02533380842000139	-0.05160080376273968	-0.04227000851796029	-0.05500925831909417	-0.009121025835735064	-0.014281630813162832	-0.014624945018726807	0.04903804801257212
-0.053063594399147845	0.044440029205557674	0.12531790355382666	-0.009760358251566015	0.006684686601803214	0.03840475781030442	0.01625057495586272	0.01739824728036319	-0.09111215084607222	-0.09505012551898018	-0.020382485662606725	-0.03513394774391963	0.06690016673916965	0.12410535402873676	-0.005498435439625388	-0.025767680423280655	-0.14294363438990942	-0.017573800939679408	0.01288539104750993	-0.1039785860258477	0.030815633534059486	0.002089394614982351	-0.009339384939075178	0.0021220667403564347	0.05885706656391403	-0.07689053085934032	0.10952148242840667	0.04682260750510933	-0.04082546512463242	0.07200641238415745	-0.01663229680482968	-0.01778374401035719	-0.07835307603414714	-0.01196178192573577	-0.05815236837057663	-0.00384859231951477	-0.0834961671150538	-0.06608376674775564	-0.012989017095381292
-0.05273576797866287	0.05137371772367018	0.12675049499303817	0.0015888024348374996	0.02262454857035709	-0.023037581838936838	0.06481214629717515	0.0575126441128258	0.00205475090740026	-0.1081849476629686	0.04705624816417041	-0.04860224451645128	0.05039403764102321	0.1678371826109934	-0.024947619479059907	-0.022881376109612342	-0.10828051768265066	-0.027711412331511885	-0.04131508638311029	-0.1254431957906989	0.04219488609266618	0.023651976789930237	0.02339661729120548	-0.08188799019530439	0.07742090083705647	-0.02239150719183576	0.06869194365678527	0.003842604383458596	0.08919196243528078	0.06848852284167127	0.03140210192687429	-0.025462590991507647	-0.07938576831261498	-0.042650273564207114	-0.002937506017909195	-0.05949378598682294	-0.08567115232722869	-0.06631235210851862	-0.0569362603900526
-0.05898906215019794	0.058247685480465515	0.11124505431053291	-0.011613492252167346	0.04347784301438612	-0.08668728897649658	0.1324687104897628	0.055008557785529835	0.02087868826123468	-0.036397143722296695	0.03436967611217792	-0.06873546941963986	-0.007347435946476549	0.15737147117729683	-0.02442831764195611	-0.0382868452789308	-0.09555962875688107	-0.00156968040499679	-0.01507042959923599	-0.08556355101435675	0.027105875008060623	0.03732759168946109	-0.003901790359392844	0.016094611406232792	-0.08369458767288018	-0.05516833412027325	-0.0030766939012481093	-0.07845442342215475	0.08770154750449688	0.11938349691958908	-0.0054100850577391	0.020900419548863933	-0.14118460750619904	-0.06333529233596538	0.0329630481591431	-0.061331012012565383	-0.03682164869631013	-0.008487183036868814	-0.03608596899158981
-0.04915730008007821	0.05921231846325088	0.1404382809393956	0.01204286155603776	0.045305252319861544	-0.10807655797894156	0.10378599429558423	0.002614894663613504	-0.006775208945277118	0.04392141583890309	0.07462261825346482	-0.1062411491420776	-0.073163055526909	0.01159456908113149	-0.013522026839519967	-0.043939285133065296	-0.10772208390883316	-0.04524926189959415	-0.03965725887003377	-0.03377536212229995	-0.08787614472895236	0.09825473409525508	0.01089129757081872	0.0008620322912626724	-0.012658875430038241	-0.06173661215704672	-0.0049894978572595505	-0.15364236226113281	-0.04319940280944473	0.0880572091029708	-0.10659425453492818	-0.008890614537290006	-0.10506471738790973	0.005760671241898524	0.027652834402011557	-0.0354968389561569	-0.09187366880805695	-0.02579760604912825	-0.02072144708415234
