Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	countnoise	signal-noise_t	signal-noise_p	d_table_score	optimal sign	estimated normalized variance explained	classification	rationale
PCA_00	63.40182226923943	39.7882272826056	31.651186967000438	0.14976455274763323	16005	5443	0.3246998559308468	0.21253906968192682	9921	0.0	0.0	13.4	-1	0.3019221382425752	accepted	n/a
PCA_01	68.04425902089763	33.548571906727055	17.875868264345502	0.0932094208501703	15389	3135	0.319022392667945	0.10136327185244587	9825	0.0	0.0	13.4	1	0.17650807653793443	accepted	n/a
PCA_02	77.6122484624934	31.063046054345236	11.64582933596495	0.05571905951746669	16582	1964	0.3868312757201646	0.0	10347	0.0	0.0	11.8	-1	0.0976154521903447	accepted	n/a
PCA_03	57.56477940801245	40.68638746106836	3.037651280739571	0.021119734663551343	9047	7932	0.3260120828863418	0.27599764104580304	8478	-5.396584780452929	7.64063623064257e-08	10.8	1	0.0327719535782714	accepted	n/a
PCA_04	53.614146755761666	45.533453649223475	3.474051764597276	0.01862874128796928	4228	7679	0.3445692883895131	0.17371731214829528	9276	-4.761578937586455	2.6361661329793266e-06	14.8	1	0.030196237765892343	accepted	n/a
PCA_05	60.96893359194068	32.11563484186842	3.0646530695704377	0.017312735958576214	9709	1522	0.3455316475577195	0.0	9633	0.0	0.0	12.8	-1	0.028251763906564784	accepted	n/a
PCA_06	62.4101555052592	28.408821364533765	3.6752760889990252	0.014301321830648165	17098	2840	0.49068190800474265	0.06486880466472303	8737	2.4696719877042637	0.013780403871807961	2.6	-1	0.029615404793393075	accepted	n/a
PCA_07	54.63049351823519	35.34956162933774	2.3716480381736567	0.01413979639578996	5773	1221	0.25614973262032087	0.0	9368	0.0	0.0	13.8	1	0.02164700387788022	accepted	n/a
PCA_08	47.715869110297504	36.0795544012249	1.7710705959789865	0.01259628849346489	4158	1732	0.308582686861224	0.0	9190	-3.1817960371711203	0.0017806077255700097	15.3	-1	0.01873281314998804	accepted	n/a
PCA_09	44.58053565109346	39.38339062136639	1.7473279020398542	0.011573685327607776	4468	6731	0.27779678412589803	0.2419730806827581	9403	0.0	0.0	15.0	-1	0.020256274161912034	accepted	n/a
PCA_10	52.608402195163926	27.39960009186671	1.8005669558480888	0.010931489891480625	6018	1122	0.33310626702997276	0.13833110218652386	8149	4.5519458957160905	5.759737372117661e-06	4.6	-1	0.017560430652972733	accepted	n/a
PCA_11	36.83314482784892	37.84692379134698	1.2341099866998204	0.00927467355909203	831	3735	0.0	0.18105548037889038	9157	-6.245840493741265	4.538578655468224e-09	20.9	-1	0.014708034526264764	accepted	n/a
PCA_12	42.37951713647499	29.097661152448406	1.289763203767683	0.008828193137685215	2949	466	0.218760698390962	0.0	8575	11.795700385229548	1.7339214218902967e-29	7.4	-1	0.013099791521646476	accepted	n/a
PCA_13	39.88673854710862	28.326793402859582	1.1674540598228125	0.0083362741307477	1779	325	0.33030130756111425	0.0	8976	0.0	0.0	10.8	1	0.012649746397072831	accepted	n/a
PCA_14	38.01567924628358	30.55987162042111	1.0402977267483267	0.00784058757844634	1709	2255	0.0	0.0	9282	-1.9822561751091186	0.04877506181397781	21.3	1	0.0131237524201337	accepted	n/a
PCA_15	35.85287521681758	28.006340383613622	0.9887207817195962	0.007394982181854474	555	702	0.0	0.0	9139	-1.7810631258469576	0.07610471081380078	20.7	-1	0.011134738629992213	accepted	n/a
PCA_16	34.701829085030504	24.86856261871005	0.9178701581829284	0.007168675444700172	638	138	0.0	0.0	9044	4.884986911807869	2.7247773785353647e-06	14.5	1	0.010649147346330367	accepted	n/a
PCA_17	34.52359866895813	26.505103220726582	0.8820431809497202	0.0067560869250007085	722	203	0.16424418604651161	0.0	9190	0.0	0.0	16.3	1	0.010171892545436887	accepted	n/a
PCA_18	31.78440404048784	24.79178229693616	0.800477980829593	0.006432799333128326	221	0	0.0	0.0	9030	0.2574109088236605	0.797450817334796	16.7	1	0.00947552921811661	accepted	n/a
PCA_19	36.09569462581666	24.570174494690928	0.7850882242576802	0.006021799687545713	1602	201	0.0	0.0	9073	-0.3001935390525514	0.7642673657952324	19.1	-1	0.009109302943395813	accepted	n/a
PCA_20	32.88537629304484	23.887317655355943	0.737580414050127	0.005919980593723976	942	0	0.0	0.0	8819	5.046792587454825	7.458377604816212e-07	13.3	-1	0.008724867525164477	accepted	n/a
PCA_21	32.24651882232699	24.627029171369163	0.6780336862842262	0.005598955850931168	216	135	0.0	0.0	8994	0.0	0.0	18.9	1	0.008194248830648732	accepted	n/a
PCA_22	30.73637569920726	23.31186991138108	0.5904399865619563	0.005434906679345351	378	0	0.0	0.0	9221	0.0	0.0	20.9	1	0.008002323859477174	accepted	n/a
PCA_23	32.29145050113569	22.700324255793642	0.6531183968620089	0.005398536810187464	197	0	0.0	0.0	9226	3.8763785773642345	0.0001949182392029556	18.3	-1	0.007937924873370274	accepted	n/a
PCA_24	29.93941649668125	21.526752121966293	0.5780104879861935	0.005092930584180148	134	0	0.0	0.0	9292	0.0	0.0	23.1	1	0.0074458935345001	accepted	n/a
PCA_25	29.08710766491185	20.515131308581466	0.5307458666411082	0.004887028564079	0	0	0.0	0.0	9200	0.0	0.0	23.6	-1	0.007156820491207578	accepted	n/a
PCA_26	26.69569688659966	20.41641842529099	0.4931077392632306	0.004674825612792816	0	0	0.0	0.0	9343	0.0	0.0	25.6	-1	0.006890976739567035	accepted	n/a
PCA_27	25.582994543106558	21.57446983925635	0.46488512198939447	0.004565773344723561	0	0	0.0	0.0	9281	0.0	0.0	25.4	-1	0.006671012300188291	accepted	n/a
PCA_28	26.21249417313454	20.387879496146834	0.4740730782400768	0.0044347269626737774	92	0	0.0	0.0	9309	0.0	0.0	24.5	-1	0.006478127666289433	accepted	n/a
PCA_29	25.649914404410673	20.382350911038284	0.47377597261168264	0.00434574702860233	95	0	0.0	0.0	9227	0.0	0.0	23.5	-1	0.006378677797671283	accepted	n/a
PCA_30	24.464649294895175	19.08298003691643	0.4050981487669886	0.004298969141762301	0	0	0.0	0.0	9458	0.0	0.0	27.4	-1	0.006379058218080971	accepted	n/a
PCA_31	24.08578541706411	20.257464674605867	0.44594318025815255	0.004201372315898441	0	0	0.0	0.0	9161	0.0	0.0	24.4	1	0.006134595540203094	accepted	n/a
PCA_32	23.184563882463724	19.60381376838048	0.3814923723261523	0.004031430531123284	0	0	0.0	0.0	9474	0.0	0.0	29.0	1	0.0059070233281944195	accepted	n/a
PCA_33	24.85193711898262	18.816184540430566	0.39434232434167665	0.0039985554734689715	0	0	0.0	0.0	9464	0.0	0.0	27.6	1	0.0058363948028838965	accepted	n/a
PCA_34	23.027581904318044	20.43437078867799	0.387532920598134	0.003930228630991166	0	0	0.0	0.0	9478	0.0	0.0	29.4	-1	0.005823762702679116	accepted	n/a
PCA_35	23.30232630984303	19.128689455405155	0.37338852304427594	0.0038735915939749864	0	0	0.0	0.0	9461	0.0	0.0	28.4	-1	0.005660265947334719	accepted	n/a
PCA_36	23.447069069424717	19.200877954309494	0.3837256821630185	0.003856673336312744	0	0	0.0	0.0	9507	0.0	0.0	29.0	-1	0.005623295867048471	accepted	n/a
PCA_37	23.555888530163287	18.466578261631323	0.333750531775639	0.0038078416599786878	99	0	0.0	0.0	9372	8.895329674341847	4.346929457266567e-15	22.3	1	0.005555245569372177	accepted	n/a
