pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28
0.13457760617060074	-0.08489508738225598	-0.13222843915415683	0.07834178522520156	0.009685899357090248	0.10363689836547983	-0.06431394556286278	0.12179387874053554	-0.13440396034103563	0.18020102314269307	-0.04623847319277999	-0.062486203404699056	-0.020956874699349887	0.08416971138633639	-0.012807895833602855	-0.061563039218668646	-0.15613287361017134	-0.010473278506964312	0.046313055136529016	-0.01791426805734863	-0.04794041312378147	0.014633534555110912	0.01307768611605724	0.15265172764679286	0.02389826245808063	0.14214669385524975	-0.021847511908035456	-0.03261078694807468	-0.03609169802808793
0.13364074186221175	-0.10931977615033553	-0.14293999124517598	0.037038413541794137	0.04647743711891922	0.1122227649870074	-0.016438073784581154	0.10818062263335626	-0.027959536781391566	0.11845994916790976	-0.0803558112803812	-0.07532995073988999	0.0747725245940482	0.023186746247575368	-0.040019125498170285	-0.021870124926417968	-0.16337518383680652	-0.08183182374182246	-0.008355185232660729	-0.013777437291096718	-0.02154359767156345	0.08642460855842518	0.03750305633368764	0.13578242085771505	-0.01070748078091401	0.04528549671670634	0.04307686864480709	0.017003790697857624	-0.0031716690386132773
0.13371093172306403	-0.08891855808356586	-0.13659106847106084	0.04384594046344792	0.09583334612229374	0.040062319908197586	0.004402752373518282	0.10845006260757395	-0.03685109987702753	0.0629371002895125	-0.09669966037414057	-0.12390078101255728	0.033145661006306844	0.09973493733430455	-0.0589524692914639	0.09276644293732483	-0.13308394609608926	-0.11683961044453364	-0.07199664553806435	-0.04966997267240006	0.023009176730376904	0.04912903332483424	-0.030831399407160266	0.004754969112721321	0.06476242939360723	0.005691950467890212	0.10802064397679471	0.029832602155806236	0.11214449154946257
0.13093169470786528	-0.09850356020148227	-0.11517562016856092	0.042474285941719356	0.10891554287972627	0.027814709072334687	-0.020295076292229736	0.11530338119862904	-0.08482953475215971	0.05986594039401161	-0.018291813264056697	-0.10983398843276428	-0.0400790641842409	0.17897107809610827	-0.06738678262171482	0.0412901647899782	-0.07538596274438986	-0.0911130273813315	-0.10169036703915901	0.013200920348708761	0.06096658352441403	0.07211210402383043	-0.05720805557689105	-0.05630591435897593	0.11538578991501232	-0.02150538527645162	0.15925486154719004	-0.07815744093780153	0.10167008770222158
0.13440627167846905	-0.10391810440670873	-0.06763181685362737	-0.000488577137072177	0.08534068568304602	0.07962341175550153	-0.028627559862204194	0.10546081746888986	-0.09804730244415949	0.02487136150977004	0.10449059860710253	-0.014786932362631393	-0.030322904940393684	0.11813787737156464	-0.05012801696576059	-0.009028948205999879	-0.06204075089356073	-0.07531430671195707	-0.08993441315298081	0.051543675529159796	0.050440282602892156	0.04850393646681349	-0.10283265782374687	-0.08818706819951588	0.06182494466823879	0.06205582317146591	0.09756393625109414	-0.16003251065682414	0.016418364789634467
0.13525258625497932	-0.12758705168463302	-0.006525792529104318	-0.02776133452714019	0.059922247750788526	0.09961082228606791	-0.04265006421666043	0.11794551600651279	-0.012377158599361532	-0.06890182707322201	0.053836503379813216	0.0519007704242853	0.055919530472347226	0.0741904075920469	-0.001393858595093742	-0.03657393051871783	-0.08485793213343772	-0.004086675067410773	-0.03493879866392071	0.08647290224838784	-0.04097354631511675	0.10034451254908094	-0.13191204652710603	-0.032767187738867366	-0.013312426247598399	0.08701344221121429	-0.016859900109433446	-0.022355477647392298	-0.07308965409692815
0.13604337813921025	-0.14597713958734015	0.0631310487199539	-0.03252330338419588	0.06764360793892457	0.059802812959098284	-0.10779881451207018	0.1447267166125897	0.01325060563844432	-0.10849241955150055	-0.019821313194468046	0.04970898787472518	0.12458492550480277	0.005846125173213673	0.09635583029228151	-0.08779383470521777	-0.04424974224984976	0.02550854531953264	-0.014132977315313072	-0.02485688981227501	-0.051285499675731316	0.09748219070388017	-0.10211397839407685	0.011813864049682765	-0.016278413157130536	0.002488739406132104	0.006171805050298185	0.05972431039281399	-0.07279173236730471
0.13836534957273963	-0.1387339169728269	0.06985389421808735	-0.03450287327268964	0.08905640308949293	0.06001132190616712	-0.04146730328196134	0.13804754011851067	-0.016244714106239816	-0.06865500576811073	0.07907519596248454	-0.02271330151432588	0.13157835817763602	-0.028331470070034004	0.1657626138960534	-0.06957174990754382	0.050677378065442535	-0.03278180366681833	0.021188232015973377	-0.07679604034953354	-0.04615597741316915	-0.024208292758615652	-0.05716616930709276	-0.05147737164423305	-0.022969561744388883	-0.07860319165102453	-0.0218762245744215	0.10537268921902647	-0.021773765657387867
0.13751771818673825	-0.12590431345377676	0.04837676435427171	-0.01715355795182838	0.10705430738610981	0.06881028347639451	0.04116517247257728	0.14388088664106027	0.056071534150262836	-0.10554604253667332	0.08911560148940953	-0.0316299641234765	0.11267753953790574	-0.04551350015034196	0.15118903025446512	0.017437753274125438	0.054814303507859166	-0.051167852830779695	0.05429716426389636	-0.025979227768377588	-0.03374529602929894	-0.06395424496055684	-0.07147183393562505	-0.03018970439237216	0.0692945001026559	-0.07944457869229946	-0.12987516773463417	0.16850155879530937	-0.02881242227453839
0.13139976576639883	-0.12075454445148734	0.02989661353012686	0.004871135328328613	0.08369004413125458	0.05272688726606195	0.02613305998388959	0.14109970896372326	0.05219582723023597	-0.10038116716962922	-0.012917843113811459	0.010467794976374956	0.024083692605528985	-0.011970753525457706	0.13476804674244314	0.060163751126621395	0.0591734697158503	-0.048951830902100237	0.09494383734853476	0.019033525490769213	0.024569038121692144	-0.04683432578446196	-0.004381039321416473	-0.03886045379252839	0.16679874455067387	-0.09840279133602407	-0.14478963448827387	0.10176170074076701	-0.06796417718465765
