pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32	pca_33	pca_34	pca_35
-0.09027579129003883	-0.022653815490392092	-0.11789277719819832	0.0036714789729632275	-0.14215570971211972	0.022923951715544993	0.11955777201041255	0.017137485900373874	-0.01811400275832233	-0.03925002296424021	-0.07027597215604701	0.16504608470727716	0.003632590519251621	-0.06464477846176134	0.06308803398698717	0.12212516042641161	0.09672657081834174	0.04653617180866056	0.04342348373391696	-0.041397105902573436	-0.16690880920231443	-0.032811958333999774	-0.06673505704846412	0.1444192697545532	-0.14112240376176874	-0.015685191482992224	-0.025409541695891737	0.003637556980087866	0.02911968008040774	0.0006408168451352216	-0.06119585704219271	0.13801078174454717	-0.012653173029970722	-0.03250815366998872	0.0042361587653074245	0.10197797147806635
-0.08979102355575308	-0.030755373956836224	-0.1199500581836409	-0.011489128671229941	-0.1340347662896481	0.06351099221554797	0.11484086770912927	0.0373768814370513	-0.0005351317766172448	0.0417357364239304	0.01950254764409186	0.11229574702122945	0.027396749495906952	-0.07025152936003252	0.032684144868457464	0.12244062313327572	0.12036304086793397	0.013915249025016296	0.03559221380321465	-0.02434152006451103	-0.10398820277378518	-0.01392275958375943	-0.04341630254582472	0.06311412968343444	-0.1439139793454558	-0.09893335173942745	-0.006298919500786277	0.014244810564146717	0.051853642132290045	0.009813955411831913	-0.06432884145184077	0.1205659494482587	0.0071966231831682775	-0.0468905171580735	-0.009225319487000542	0.012842049855492045
-0.09003683530193873	-0.023770459529840193	-0.11794225992874219	-0.016054738061967846	-0.1612434948727956	0.03217004894436759	0.11403335104646295	0.04276742351165094	0.0015185434191582955	0.05594256325908168	0.021934196775930927	0.11741199584322543	0.018393591569028617	-0.054002515458579516	-0.009409984978610671	0.06624510416933525	0.02927483638224477	-0.01041246441580422	0.05909207870876945	-0.08098059600126446	-0.04667280142372104	-0.03464563705326091	-0.09477294427872583	0.017950370150235144	-0.11592118546126948	-0.10860171833943033	0.027572953902240557	0.0929785794846689	0.08841735182169719	-0.02511443980773848	-0.007799778709907049	0.07627038175403686	-0.015963386014603932	-0.07659035229726012	0.06279235885482246	0.025498864031432464
-0.09020011616381737	-0.024220538611678277	-0.12575349846191747	-0.027416082569421168	-0.13400161906686286	0.02533292090272092	0.1378720933308551	0.005187409337535483	-0.004115790743330502	-0.017052928799628178	-0.027102768439932257	0.12848309218579884	0.0005069761409328194	-0.04932610036810349	-0.03376825608324352	0.05458092213976873	0.023668411503445272	0.022929262012365975	0.026954600787989176	-0.05507052275438043	-0.09684654518940011	-0.07468474512599194	-0.018177526074641306	0.007473985296988922	-0.04529128567802562	-0.013901893718222135	0.0226065476519977	-0.008012534112023427	0.03740540870163695	-0.05638688013269243	0.03129197824541639	0.03925089871901319	-0.050592218626606004	-0.07320564292980493	0.06828667315494959	-0.004849895277441707
-0.088156401430703	-0.020799421454438027	-0.15645277295965893	-0.028217360531318087	-0.05248831862462802	0.024932610125395566	0.16360763950191287	-0.0729264088596258	0.06433680850488138	0.05262774639689687	0.057073822933346494	0.06673604009838882	0.009498990612077832	-0.07115266377936488	-0.059664070276042966	0.045386503049423474	0.03144566992343918	0.03152070667831474	0.008780545135280059	0.03055987758184766	-0.0803100281534862	-0.07500431011191584	0.03915628010919756	-0.04004169284021013	0.03503986192179473	0.008360303835496729	0.05417617741855526	-0.06574824505191976	-0.013644376657638036	-0.07755098240845722	-0.009635597933540928	-0.0849665920772959	-0.00804964935817989	-0.014276047168223331	0.09155542313272079	-0.0722552843383783
-0.08743979353362005	-0.013582681435331201	-0.16885269124541036	0.007360227378188703	-0.04253816729180382	-0.01589968314498673	0.15544191328657617	-0.12286430600594417	0.08809576461592825	0.10552044065546905	0.06554441883493986	0.03503821824148276	0.015440851013879922	-0.09237571505502613	-0.07174531461962788	-0.024741625102279008	0.011004388590012015	-0.02472440570151646	0.0017881173885594334	0.01887765340563708	0.08063328816420584	0.003581910392575889	-0.02637948203347331	0.03817122256544908	-0.025603883675551664	-0.003381370786421766	0.057844528898493675	0.013334948698785301	-0.058527047728338825	0.004303408958651227	-0.0027001906230542036	-0.04904291706223558	0.023659764586534605	-0.04015216545524615	0.053696236313734554	-0.061049234471835676
-0.09392345065739369	0.011752188871655488	-0.17968913715892243	0.03769794405667311	-0.049866432822555706	0.01173026547793853	0.15645506754311245	-0.15583028498529994	0.03845459582535195	0.030547833409966904	0.0144240630551285	0.10602909100497515	0.019355778011277462	-0.01611484078247863	-0.042003233712481186	-0.048029967649044825	0.06913743658490466	-0.13857794195380038	0.002449602443873787	0.07102494379532834	0.015693918106026022	0.013136827762553694	-0.029888107936535912	0.1854972920148877	0.07086166210064603	0.02328091153771932	-0.0825716611833191	0.022582541592809202	-0.23131704987223398	0.056385328927035426	-0.07343373328729459	0.03328595723736261	-0.0041724652370180625	0.020319764647673495	-0.09199742770391743	-0.011461063090598425
-0.09760781289884674	0.015210677329487044	-0.17399021855782967	-0.030577078321283452	-0.03211535607208965	0.056562893540243686	0.14945277028558723	-0.1168762311558377	-0.0948933401884218	-0.025559608772993382	0.08429506165837344	0.08884020821221619	0.06362471193989647	0.006608014978611007	0.03074564848935521	-0.013550663217821973	-0.0068364480050991105	0.10313949032704903	-0.03059852143679389	-0.031029897724193407	0.0775883760374565	-0.008586695238646042	-0.013253397253617974	-0.11986846538127179	0.10066368808298112	0.13602226797464237	0.07958527238888427	-0.10551430526574236	0.11796504035629295	0.08281665182353588	-0.002309140335025807	-0.027571701846620708	0.00740682063949781	-0.013551077052953392	-0.07072996128409129	-0.08337813878933206
-0.09452290474791955	0.013174258832507673	-0.14941507935313156	-0.020196947116775166	-0.06516249650156741	0.0626559479821851	0.10616278389069705	-0.08971145812828053	-0.11552961537733467	0.14867717391176125	0.10136060820875081	0.034376886922614314	0.12836042729524813	0.019465869643092437	0.0848357534042305	0.028322553593534944	0.036798803124959326	-0.028266927207515682	-0.03629564386323725	0.0028523248257080677	0.07701039005408927	-0.016186358887836896	-0.02660281612331883	-0.04123718285179215	0.06316749646868688	0.12257084477061261	-0.026753741823158074	-0.07751522223506989	0.03159890227490245	0.1157118092827489	0.0833395324265631	-0.06333293919981439	0.070142978578557	0.03209235650586709	-0.020049296920103248	-0.0556615281151986
-0.09335473718299071	0.009983649726272513	-0.14886276313738636	-0.0019135850165631352	-0.09873238486814362	-0.04610481350229878	0.09485144627335666	-0.10464500309605775	-0.10087171303259293	0.1851909638935305	0.046335438875113835	0.03214747031689996	0.11664946521142412	-0.02914331860680583	0.0288256209758517	-0.039589827254278925	-0.029242431567191918	-0.01963619453806965	-0.002401688297539121	0.04319343665990333	-0.0179198883218094	-0.027983621406906217	-0.023192944292051453	-0.038624173416812194	0.05589785878427897	0.08254513712242176	-0.04456252759196018	-0.0456997124157812	-0.029498188443318238	-0.01824369749779423	0.04281212536015563	-0.06257850783884274	-0.02885863693069711	0.10916641167574836	0.01750463455667054	0.05269843095750683
