pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20
-0.041205646518457005	0.06336044693277045	0.07414716306527418	-0.06706808291009834	0.037759823120433515	0.04842605417112452	-0.07463857003209365	-0.0027328307569523614	0.060479610985006926	0.14909301023425284	0.003249198407360517	0.18460184209197616	-0.0762616293120415	-0.08533507188099618	0.05861135569149539	-0.008588347186002867	0.10447601517979777	-0.014958083312162208	0.03498337376530076	-0.02381341793507657	-0.013591109478311741
-0.04163287190343079	0.06748855999219272	0.06693362659659685	-0.07860093019555875	0.030775919281602573	0.02499110577722842	-0.09304247465103657	0.001740050882520792	0.04334685993226745	0.15792490260900566	0.050020153264929056	0.16496012552718475	-0.05677540441999569	-0.09014787157555906	-0.050724723677082584	0.031695727293747214	0.06792687147534426	-0.03132575388889592	-0.014638984575826568	-0.050535214948501585	0.018133858537634773
-0.03772882210758144	0.06878777892227866	0.08192997790132278	-0.07544359880138779	0.02649034764736441	0.04892406465400709	-0.06871251856937666	-0.007435923751102156	0.03722748689590935	0.12053959132695549	-0.010114142023766277	0.100659502681516	-0.07479320097876471	-0.05997914159425517	-0.10008743801867595	0.038388749862029656	-0.0047836180037044845	0.024087811793347798	-0.020781751766497165	-0.09212715221046161	0.05628555346129066
-0.04080257212162369	0.06884109548740502	0.0812471201477886	-0.0620696391069859	0.03299085548048428	0.0772661985095031	-0.04421647205485593	-0.029699791061361766	0.02050908237693548	0.12846163584155834	-0.07067114289180387	0.08797032030450042	-0.06020387665619084	0.019783173572334486	0.0047949794432113405	-0.016567049327409357	-0.07937164510495406	0.09616114323540495	0.03881866386210464	0.010093457148891417	0.05491486058824229
-0.04050708707803492	0.0670716976236781	0.08219685386404052	-0.03598289523030768	0.027194699784731734	0.08308462783641195	-0.06346578816631449	-0.01968037697712719	0.004906986413215408	0.14939197566533413	-0.10462837021970048	0.13638484730836536	-0.029750777877692508	0.10124725360987033	0.05789471838866819	0.025215293661700562	-0.042375289961244206	0.07693190521792635	0.07962804120064362	0.053322851704043855	-0.004852976214357315
-0.03265600671517189	0.07489758652355762	0.09934199891634721	-0.02586729799877724	-0.010809661280529154	0.04447728468055501	-0.05222806770033178	-0.002360842671975588	-0.033309144747328184	-0.04964094545127902	-0.09896994096237248	0.06158047454370761	0.038897186540847783	0.12718421568261506	0.07567522159714732	0.09182252359400905	-0.05717602442299051	0.05362439285907923	0.0700690409820965	-0.09596965658833928	-0.024091684130067962
-0.04067820201109106	0.06314244579996417	0.08213225245110728	-0.004074015326538394	0.057701788856105385	0.10080768612514476	-0.013639689529062166	0.008576229452072079	-0.0011087374657249988	0.11122005868303675	-0.048479456592836014	0.07453998811165996	-0.08860550630213768	0.10175075251758095	-0.01590133819923859	0.08580334529393162	-0.026670585119620463	0.16218684268067537	0.03820485510968029	-0.039833543190814856	0.037098561928905996
-0.038304809285638855	0.06205708505116892	0.08076551084770246	0.019240661311662577	0.062402386633447354	0.128697876051853	-0.0035557384055647234	-0.0018856899466960396	0.007152072029768586	0.14359992233607802	0.007886542543922632	0.08028331903141393	-0.012977646592957026	0.14022798173742437	0.0715921640357933	0.030995504759236108	-0.08081764705043401	0.10978816287697707	-0.01042297540174246	0.04248657817773633	0.11734789128691085
-0.03421765721917664	0.06757257337355842	0.08106392532671944	0.014390941725195311	-0.049036227082757844	0.07867082594256325	-0.04951862753222359	0.008782783583196624	-0.021165418684956444	-0.022539058825932934	0.023065529608860245	0.043198361645788996	0.05144752871876203	0.09645161015294441	0.2594699366885535	0.009958878350269191	0.026950751126619904	0.06268705679934183	0.047591219765643566	-0.09033841307040805	0.004618980796222194
-0.03704328728061684	0.060123830661866134	0.06110335826514768	0.025531536472524832	0.014554297111558423	0.10431127701875993	0.0077150303181477975	0.04627846317388612	0.06744470891349172	0.04467563567829644	0.021960573860097466	0.040914487086041285	-0.10925258407588942	0.030180850441846707	0.13724036160790626	0.061904083008958215	0.14195777018967237	0.12896957926909808	-0.0028931868698796586	0.026042062530980858	0.008885987499443223
