ICA_00	ICA_01	ICA_02	ICA_03	ICA_04	ICA_05	ICA_06	ICA_07	ICA_08	ICA_09	ICA_10	ICA_11	ICA_12	ICA_13	ICA_14	ICA_15
1.2461613709397574	0.9671695812600944	1.2527795194755185	-1.348013411851747	-1.034973040782179	1.3779774367661988	-0.6787116830513634	1.3431715884029973	-1.4149255090678337	0.8443298609923537	-0.45882706064751233	-0.04594018765172091	-1.3563296182560496	1.7795813013440283	0.4019420623129264	-2.487285160036081
0.9335029353187724	0.2941922054534951	1.2374004335616144	-1.747368730221844	-0.14507694424808742	0.5402446145638964	-0.9501029947022603	1.5792353603634297	-0.4044018206939838	0.3696897772191338	-1.569054431637834	-0.017409616605426205	0.14045380552407863	0.2501683531983739	0.01580841305165329	-1.9498533792751507
-1.0874018545858866	1.023503363057543	0.7164475002783726	-1.6237107861369136	0.8400784716438753	-0.2818756556224166	-0.578888458147439	1.5559363063834986	0.7722893693694755	0.7346812012111608	-1.3074653680704977	-0.5325476454507834	-0.21922167459009237	-1.5153839080814209	0.6002866085013582	-0.5942936955473069
-0.5295284838673652	1.7093178843962415	0.14624632854769393	-0.44010078195585384	1.4800871083179128	-0.6497424304951827	0.910010118664077	1.3768641255987075	0.6255665575446104	0.13357815913757276	-0.3734708295377845	0.13235915360448422	-0.5822874623571926	-1.2615583704075395	2.0723292670744233	0.9948014286639301
-0.07334026690189721	0.09990737581352893	-1.2439214327847805	1.1101776619434662	0.22086442796588512	-1.1047366957307918	0.907952987701452	1.1837332124693665	1.2263627640398251	-0.7132604181084269	0.11258235924296815	0.5743603741353841	-0.5981494174615033	-1.0563755310644567	2.5399138966121777	2.2689190187440267
-0.5848987162419607	-1.6611784616287364	-1.5914422902171796	1.370385740493795	-0.5924658074857163	-1.2208894365214396	1.0591390675734553	1.3652833435009852	0.8703056068597023	-0.6578679421143027	1.4618252730277355	-0.8642002640858866	-1.0393485023644873	-0.04747194993455979	2.3154561698035256	1.9947267639621913
-0.7247736746150004	-1.9447879821693843	-1.4912819675441846	2.2362901737170557	-0.8581469718757816	-1.4658974738842114	0.10823682971526204	0.7277336705697204	0.7128843520556459	-0.3692769847918189	0.8117547890926697	0.04241440789432435	-0.7247998335775494	0.20060432358399108	0.9308122243521969	0.05538018495544468
-1.7013632801483025	-1.9276737190637094	-1.4185095182267469	0.5339641840825834	-0.9655347826350297	-1.1877453875989876	-0.6644941944759852	0.8824651126267236	0.045381827366875835	-0.3960423432764622	-0.572353856064689	-0.9526405971480923	1.0820983742670642	-0.4024664691655397	-0.14935101222905653	1.0523498712918629
-1.2297796481824808	-2.521160250162121	-1.1439453583789168	0.5676019986032775	-0.12257734955087891	-0.22425371486849402	-0.5711363034009024	0.6497188269039905	-1.1740369370749013	-0.371746493645264	-1.54613590467627	-1.7827413557840173	1.4630537594349085	-1.254624598122708	-1.2585096361935963	1.0113108900093322
-1.0710438125041182	-2.1378223326530987	-0.4794037635720315	1.1181928888928376	1.283749109175941	0.4991191890310062	-0.11554740405436753	0.7522707264758808	-0.4829360765306828	0.6581602234931092	-1.1949905660959608	-1.117167719805233	0.8577092231046222	-1.8001355770479894	-0.3499514413585891	0.25039145587148415
2.5936106360598634	-0.7058652343409265	-0.43951631796466967	1.8437787153750753	1.3513154057695038	1.1880015646194	-0.49663615454682775	-1.0034333568535547	-0.6195801375976454	1.396735192852886	-0.4898244502015702	0.22444674404390963	-0.9083064034282092	-1.9740593253433047	0.01643159756968538	-1.0631099795571612
3.249809640515324	-0.13443242363659338	-1.3533282972582439	1.8402373041761466	-0.7637235210990425	1.1214715902627987	-0.36460737097004997	-1.6988854805761147	-1.0400150159797417	0.7548398474166198	-0.9717374539846719	0.36272494278806183	-0.7909374535377096	2.0873906162743143	0.2674696425850696	0.09761937107938509
1.9412536105464593	-0.38362779373862055	-1.3992684340918915	1.0025622764109152	-1.0115734055621142	-0.42058007216443805	0.014780970886630341	-1.4465616303023958	-1.0210703535688996	0.8343982002204103	-1.3602577628384889	0.1123095916150847	-0.32398401183824443	-0.08247706270767557	-0.13156229802249853	-0.35048529283163854
