Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	signal-noise_t	signal-noise_p	optimal sign	Fstat nuisance model	pval nuisance model	R2stat nuisance model	Var Exp of rejected to accepted	classification	classification_tags
ICA_00	21.55575116133249	25.335780554371908	0.9164923244095902	0.015292289540510056	0	2378	0.0	0.0	1.6376897997456275	0.10467925183627536	1	0.801632443644777	0.7406821447786311	0.11399127648828089	n/a	rejected	Unlikely BOLD
ICA_01	21.636110044486138	27.53088706966439	1.1535472379032614	0.014527563875301698	0	725	0.0	0.7648686030428768	2.6876501758926383	0.008393169091349172	1	2.0981256747377057	0.002839914067062743	0.2519092506918844	n/a	rejected	Unlikely BOLD
ICA_02	32.874479150025174	24.42272082479439	2.4143150427702387	0.022265683342476018	563	320	0.0	0.0	-3.2303831078095437	0.001252026523571029	1	4.2527824438708555	5.203777964091216e-09	0.40566237243418357	n/a	rejected	Unlikely BOLD
ICA_03	45.72188250119223	23.068445306434977	2.6739372928387573	0.03293281124272386	2642	158	0.0	0.0	0.0	0.0	1	48.45855783194426	1.1102230246251565e-16	0.8860697403786982	n/a	rejected	External regressors
ICA_04	19.88520816915147	15.720802697394364	1.4599483018469341	0.020186509101074824	0	0	0.0	0.0	7.69551307705825	1.2320069742783026e-11	-1	4.0346595377937495	1.9824418551195322e-08	0.39303370845546737	n/a	rejected	Unlikely BOLD
ICA_05	36.706776262298334	38.30197901562643	2.562115274216269	0.02831213072939834	421	850	0.0	0.5050147492625369	7.685897151242138	4.1318605241504414e-14	1	0.27528782857447265	0.9998489556478116	0.04231254445872357	n/a	rejected	Unlikely BOLD
ICA_06	33.99034282918185	35.373886963050744	2.700486067822146	0.029489754635716188	125	1399	0.0	0.1709712622771917	-1.688865569754032	0.0917550042488703	1	24.6882331421995	1.1102230246251565e-16	0.7984809097134211	n/a	rejected	Unlikely BOLD,External regressors
ICA_07	23.386176696793378	19.25452662033841	1.4833601371103482	0.019914870694517868	417	242	0.0	0.0	7.781387348658588	1.329455644347176e-14	1	16.5528313361913	1.1102230246251565e-16	0.7265239437262285	n/a	rejected	External regressors
ICA_08	54.335718827331924	30.44020251618649	17.348541150687772	0.15864982103251013	7539	442	0.3177386546959388	0.0	4.8933698167613064	1.316256413161823e-06	-1	126.50719658535509	1.1102230246251565e-16	0.9530596299825747	n/a	rejected	External regressors
ICA_09	54.063204903886636	20.028261457369677	2.5837388475447365	0.02737178373614546	3826	0	0.5049051667756703	0.0	24.55187257959021	5.158476096545673e-125	1	5.465096541306211	3.797073766520498e-12	0.4672673787309056	6.709738702361312	accepted	Likely BOLD
ICA_10	22.07516041581703	16.70569594785725	1.495552812572205	0.021035148685662197	209	0	0.0	0.0	13.256210517028384	2.287133327138791e-32	1	3.4175217651323946	9.079755206586881e-07	0.3542100633764135	n/a	rejected	Unlikely BOLD
ICA_11	35.4175895182187	38.40251365623948	2.3260018677249845	0.02713335862862303	559	739	0.0	0.0	7.930179754124036	4.917473794884719e-15	1	0.3647617291224273	0.9981678332895259	0.055304376757624896	n/a	rejected	Unlikely BOLD
ICA_12	21.37874257300194	23.440506945821728	1.020044270429778	0.014382503922813006	201	1279	0.0	0.0	0.0	0.0	-1	1.541651783998162	0.05576608648396175	0.19834898046169458	n/a	rejected	Unlikely BOLD
ICA_13	24.542166433327612	18.979363338959278	1.6757278013083725	0.02161695264641348	306	0	0.0	0.0	5.35468759317212	1.3120869466159416e-07	1	16.384263068889904	1.1102230246251565e-16	0.724485503791956	n/a	rejected	External regressors
ICA_14	59.47831801271843	21.5775460934852	4.386932741926329	0.04033478230068284	6980	0	0.4772281542819786	0.0	15.699903993627563	1.609504246868228e-54	1	5.157613599007465	2.2839397040286258e-11	0.45288375672813563	7.033263466833883	accepted	Likely BOLD
ICA_15	28.939786425187286	18.752624005142216	1.9272943678121275	0.019766450035171777	286	0	0.0	0.0	0.0	0.0	-1	11.55242282367583	1.1102230246251565e-16	0.6496259382627656	n/a	rejected	External regressors
ICA_16	51.40596845592768	21.299576507256344	3.1606533563641728	0.029900295555339504	4891	383	0.4343103094896495	0.0	26.018915374639242	2.418753378792869e-137	1	4.567941886526504	7.672483759435522e-10	0.42300806428743787	4.95607072414418	accepted	Likely BOLD
ICA_17	57.69625192637841	26.241543743885128	12.327554176959337	0.13046911916230966	7248	653	0.28727945361411494	0.0	0.33603496506569186	0.7370036604004815	1	142.82189726730974	1.1102230246251565e-16	0.9581975326093912	n/a	rejected	External regressors
ICA_18	30.62139990077287	31.049897799181355	1.9570410193766337	0.02312474126539264	454	155	0.0	0.0	0.0	0.0	1	6.562438562226044	7.882583474838611e-15	0.5129627118086213	n/a	rejected	Unlikely BOLD,External regressors
ICA_19	55.96116974708155	28.16286808803358	15.32559743969936	0.13146502710680705	9008	464	0.39638433210579177	0.0	8.87577276563857	1.6505282922977108e-13	-1	133.69653618985066	1.1102230246251565e-16	0.9554713841445055	n/a	rejected	External regressors
ICA_20	58.02023916217317	33.18409095695403	17.963520162519906	0.15656874847444083	7701	1001	0.3484371862659795	0.23558897243107768	-3.668391947407959	0.00027374837072311966	-1	147.3574638029794	1.1102230246251565e-16	0.9594319883255632	n/a	rejected	Unlikely BOLD,External regressors
ICA_21	26.371319700711663	19.093001075651387	1.137598306156737	0.01525965428596942	692	0	0.0	0.0	8.359154696877805	5.46371379386183e-13	-1	2.3360212701681218	0.0007049479761412902	0.27268336606486654	n/a	rejected	Unlikely BOLD
