pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24
0.059227232982659875	0.13447990606243498	-0.011501816688114504	-0.13380237970968498	-0.04069420479624333	0.03460269087021293	0.0297647337411211	-0.13648648958158513	-0.14260555932594493	-0.018976843260442005	-0.07243688685305527	-0.08978199424179989	0.22410969285427926	0.025194048253459687	-0.11301191928955111	0.05522607690212081	-0.07095531284849702	-0.04699056738340577	-0.06900596508082738	0.08244097583764626	0.04336711388325105	-0.024299995032949762	0.03481666473559233	-0.07647066729418138	0.00858546744427648
0.0611127648806532	0.11764353901800395	-0.009480119739797004	-0.1293231364582719	0.00729619880924591	0.12202761291652714	0.037878387617371	0.07000064419410512	0.015953678075740704	-0.028499689476528152	-0.0354827389729067	-0.05324494888720025	0.19165638848961603	0.05276416119048469	-0.025405785358916674	0.07339586803485681	-0.02279326721332687	0.006218961514384507	-0.058987288807274	0.06807557724257139	0.05354056935182283	-0.04304145761430108	-0.027304601463223957	-0.0788383353694714	-0.011729808076406016
0.05952393213643936	0.1341693187497064	-0.019853169847466746	-0.08423618753659012	-0.027749916398232335	0.034464903622709986	0.03110785997088788	-0.08963990810662747	-0.12536197869950805	0.04629185943490689	-0.08234397457635746	-0.0780655526835245	0.20500493372558132	0.03684301484384708	-0.07224295062385089	0.028078667895457182	-0.05915293801057849	-0.016022521550901364	-0.04121736873792925	0.13699938619893	0.08978184918617992	-0.028744765452461317	0.04656795238015571	-0.03232121626868433	-0.08684025707839128
0.05476794622841395	0.1277345663252878	-0.014980151251537578	-0.08653605652547408	0.02721141896778309	0.11899004389625543	0.01945267290499579	0.010998617833681112	0.006217178983216776	-0.08966385857494613	-0.04507505205768743	-0.0962177286335198	0.20346634515984785	0.04915485818976073	-0.041527015379005494	0.04878284873777001	-0.058274154948029275	-0.000361193432450356	-0.010926985691609041	0.07263059621739199	0.01786428480698892	-0.05115606964033176	-0.01826421958685681	-0.04074718142933576	-0.11092236781073922
0.056607583852717934	0.12906132865272418	-0.006308612597888549	-0.07688449487655846	0.02493804979075423	0.11375987020620784	0.0022791402896475688	-0.04132021812363504	-0.06626656102018527	0.10444918063461549	-0.07317473806683125	-0.0730065807245735	0.14299565443674567	-0.026437749598382382	-0.0424666173178144	0.007941092858061813	-0.01883239225646413	0.0014707402686770094	-0.08433118525868226	-0.005076840115288916	0.04263735249611448	-0.013641862402836564	-0.04651020208501329	-0.05093559448500175	-0.11228266039004457
0.05491866070733224	0.12665136280229777	-0.002094637939604127	-0.054779289448395746	0.029491983040329763	0.14891886061543883	-0.0045568592849379586	0.06275751073982572	0.007271840250257178	-0.035143285703480125	-0.0868857670371807	-0.0976476523894436	0.11308539039785126	0.0356120411671922	0.004046849602838268	0.012152099623041817	0.015561501861754864	-0.011010902398278514	-0.07147923274128504	0.026017603610677932	0.06605789066548359	-0.05012457087177438	-0.039260151930903466	-0.05722949938522373	-0.03697754085007723
0.058050800653277855	0.1373090428757314	-0.007219654339906567	0.008620495605798473	0.03110108169451034	0.09437925137983025	-0.005778292093941876	-0.12339841532726076	-0.060142187830126134	0.03984651072586849	-0.09822197987688266	-0.1321966167187958	0.09203523912651157	0.035962215916698737	-0.03839439037355377	-0.004906265930991086	0.019265953893844688	0.025498221644669212	-0.0684213428184908	0.1327234501776728	0.05727800772624282	-0.03136470167120277	0.04791948008151684	0.009038164974965013	-0.023261661781554144
0.06991948924997764	0.10385120785699697	-0.006363883450758612	0.07197880766075493	0.0714086516892922	0.0065326075866077304	-0.03383344173294475	0.05788035257600038	-0.11029887837894861	-0.1351801648277518	-0.05141014558312634	-0.14847556644256832	0.10239100528600059	0.08139928792897877	-0.042734490776538236	0.020712561595850082	-0.004350584372036198	0.004348426135007327	-0.08681303673577921	-0.026579119862735895	0.011317936982323612	-0.011128843818934413	0.1474305016332813	0.11197219177890448	0.041404085713281934
0.07359602700295835	0.06000682561991765	0.010470392476703165	0.10250285790392291	0.07764968943217532	0.09830393742230664	-0.05829410756618009	-0.015865542848762633	-0.03445169246355442	0.13849715957331601	0.08244920784921625	0.0166243045966281	0.009516755552724132	-0.016594736456929618	0.04138049622784353	0.10998788656121147	0.012838465645083133	0.008609452338895117	-0.11260844598404782	-0.06996771920999732	-0.020717498839786685	0.005170346378705837	0.011635334335696267	0.06619623109490598	-0.0360368636304892
0.0696103560699447	0.058974916573913086	-0.0035280875948854916	0.08392320887443938	0.054016973038372273	0.13379270358397505	-0.05826623243093311	0.0723077999407144	0.06519468927766262	0.014024652956059792	0.09718093498279796	0.04401371239976565	0.06689416594434755	0.008475876356524137	0.04256808654561767	-0.034040439757382045	-0.03153659207464435	-0.011408099442643689	-0.161753932643809	-0.04784055201827113	0.020299116841731697	-0.00522545846086777	-0.027096427301954176	0.0025770091998641304	0.011955292981728483
