pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32	pca_33	pca_34	pca_35	pca_36
-0.008526800233935481	-0.07555816848751178	0.09828572609207356	-0.005249730173052245	0.11256376661145723	0.06496044050075137	0.06855579746018557	0.11410905416534607	0.008656640529188157	0.0802192279583334	-0.10970269493920218	-0.09441983383565071	0.07090986318833693	0.022252369413872132	-0.07869828503862572	-0.008667295723546723	-0.013085584706133946	-0.0058737456946711415	0.1600753375591371	-0.021013196191711343	0.13172444839800407	0.03967926172439085	0.12219919465496235	0.0961416348884363	-0.032552727905891574	-0.016634191776292506	0.02348969599605898	0.0784033101157421	-0.11760182120698286	-0.08209608359345251	-0.012422600460750596	0.23562938901188893	-0.02997818973631031	-0.007661460006112057	0.17289653636138486	0.01692411981905098	0.06403614555893254
-0.0018880552411469076	-0.0660502303303594	0.09198285140285578	0.01796162314828377	0.07754156576134691	0.05471534202528899	-0.029758372079011622	0.11146827889171612	-0.02638786450551072	-0.08216914735262218	-0.12791125192874325	-0.0297866805391116	0.08350016970547283	-0.033678591828628784	-0.0741663997022966	0.020163417342636922	-0.00979795976265834	-0.017029351731828533	0.13631174759395806	0.003404789174187171	0.11332916226142159	-0.008173099779801725	0.10410753590981107	0.1086944143519294	0.02623101183909853	-0.009092073911889523	0.03360294880989424	-0.0544972349159494	-0.02788839691447108	-0.037816948006268246	-0.016819941458866255	0.2176832727434118	-0.03294148097727699	-0.09701267135267569	0.07888813247483871	-0.04072544646092195	0.08949676251766897
-0.0016251970989786813	-0.05607759793584627	0.07609287789674611	0.016137207697565926	0.04119321842910301	0.04896539745690409	0.03825118108753853	0.05044490330347173	-0.12245669623613914	0.06674103119216038	-0.12380877847793512	-0.02543253439422613	0.05780869207551982	-0.02215061716912519	-0.07847351099728565	0.03273985841639736	0.05784159008711148	-0.026896639621852823	0.139321882940321	0.007779761906485203	0.08039256669446423	-0.03668838723374267	0.04291897029151838	0.108536038396926	0.007999786896888336	-0.10557228737492702	0.05497909111365787	-0.0553438038183986	0.08217774123534002	-0.0996029045460515	-0.04578830814506163	0.09201477853192781	-0.023416845252261387	-0.12887961821741153	0.01669715926846031	-0.01698611507708364	0.0661723058433504
-0.005361591268248755	-0.06124866892676328	0.09287491482151117	0.024309736089063103	0.03706253010762918	0.026650758663718313	0.02565656952122662	0.1064435378420431	0.05074491205553692	0.03183805191899901	-0.12512472509911723	-0.055076435035881444	0.0960110403037473	-0.03411106272394629	-0.03994698773601647	0.04055963378344211	0.03303585728087693	-0.043583933113774086	0.0823703264752127	0.08867253221833014	0.05795901869545084	0.03035131774422078	0.018724331025537	0.06305848425158256	-0.058803653273483095	-0.07096635745213063	0.10354881410146768	0.013429476252311716	0.0022551776451233754	-0.08646441782583635	-0.03956743937097026	-0.029091831417729933	-0.003848194636140674	-0.04062593887484414	-0.03257255446296852	0.027812988102897864	0.030915143983258155
-0.008253525038705745	-0.04715174525533539	0.0965305993465827	0.04443901512611872	0.018593437857635564	0.0268785624914894	-0.018283911225684412	0.03413141426452279	-0.10300738345824414	-0.06293814713441913	-0.06763992994290394	-0.03859989397461569	0.06421662350280741	-0.06969045032353008	-0.03288147800968477	0.025845289982339953	-0.030814526451264555	-0.06150050963111646	0.06951439049031255	0.07927573770321625	0.13731162833469232	0.039745737214686425	0.054199548211742776	0.07006777349321999	-0.10226869884478977	-0.012751783926982101	0.02873226974632866	0.027910218665767567	-0.05995541338043066	-0.06294508215511432	-0.05112299295115473	-0.004987724637212421	0.06915128330734462	-0.04286242383502089	-0.043270589914987265	0.016548284993460213	0.12628863852699718
-0.013305711401649753	-0.05314633231685917	0.08454661945459241	0.022702685170038046	0.0544758412914122	-0.011513116205768503	0.06357413041647014	0.11025632503249275	-0.1084280625901873	0.08899737900324486	-0.028580161958205633	-0.0004522038635731522	-0.031241128485526078	0.051421535068119424	-0.0034713545122599873	-0.0642956862134677	-0.015961857379708535	0.025052597935210235	0.09587806602049706	0.04891603128993349	0.025862997971589016	0.07934622633085625	0.11055005055917379	-0.033195553698072935	-0.06704700870201666	-0.0018102504417134638	-0.0678742602847407	-0.03877224049084689	0.08776032827681216	-0.07885565973055675	-0.08207593493048046	-0.08991279558411985	0.06205176047347137	-0.08232517319836466	-0.027301912859983984	0.09455346208297766	0.006600629313435004
-0.014380480089580254	-0.04358722260783221	0.08508989283545809	0.02845587650010651	0.10213833343679041	-0.015605980749423626	-0.004978117987297193	0.1802077081475188	0.006143257358835353	0.023422475856055475	-0.08725234807085963	0.020974372694829102	0.020737974784093255	0.05048253783592919	0.006554181477506235	-0.07372247727560649	-0.008929129310449311	-0.0032060762984847317	0.08369300998987757	-0.0009620928595146295	-0.03331191566365709	0.09531125222654771	0.08283687171166376	0.015336849674460893	-0.06609165790529936	0.05808155388438046	0.00015258009703287417	0.02916415341112656	0.05742678427778148	-0.04634459144291114	-0.05724426081616009	-0.1159583324483584	0.06860058886436939	-0.03962420247526527	0.043601224318245355	0.08916838534869746	-0.020634799130605133
-0.016537356568250637	-0.03731870416041834	0.07890828026254643	0.024437796940309522	0.05455584889623222	-0.0076732965070824485	-0.04545380948553021	0.11407091847123824	-0.16265117550085775	-0.011294823218672673	-0.044382485484896005	0.06165786564423204	0.03223191801831732	0.03784134480554396	0.0063007065132784645	-0.003637580906565952	-0.0010046824389936086	-0.00260883717920638	0.07584832365574673	-0.1352025894570712	-0.01757393152556183	0.12036092468252504	0.10598120449152346	0.04968076164589963	-0.07461434896603875	0.03694189736830993	-0.03729763406454792	0.1288351761147153	-0.027383761841334273	0.01691480502458951	-0.006620022211584079	-0.0945341467321192	0.0034089141664305897	0.007874072257287356	0.002841258852425192	0.12850135395823395	-0.05053888869413268
-0.013470080836164333	-0.03445549151248059	0.08825295760332207	0.02578103582874569	0.0015258398061721301	-0.008691483603387007	0.031684059299189216	0.05299638727240896	0.004879730986343605	0.09543482866019071	0.0680750392786868	-0.05766113734893097	0.08563512677842729	-0.021205909226390568	0.022483245273048097	0.01093737124335382	-0.030980559819021952	-0.03858161885710665	0.053202097023166334	-0.14228712121479153	0.07994784560002023	0.0049942021555087444	0.09644197120697955	0.05089079332401089	-0.011504891891636747	0.010798434917084258	0.00639439952981086	0.08964274072716909	-0.02983889022665813	0.10559090587411267	0.02154019398275711	-0.018731843733851006	-0.06528366321942546	0.029852710944442907	0.042800688334099474	0.10307288916516957	0.03722983295025122
-0.021774962190930263	-0.03117222105598966	0.05245869324021737	0.03159538628082703	-0.023672735374418247	-0.07275472994816101	-0.015244979175829204	0.15333555803346705	0.010389493292708584	-0.045876979204989204	0.09212917447370315	0.0590292712351366	0.10678045666779609	0.0510819905959864	0.07841030349903283	-0.02149997962540175	0.03189341154683682	-0.06440166355633431	-0.008542886595290178	-0.06365067830458768	-0.07550523447499542	0.1020544571344252	0.09558913232577974	-0.03983703736377431	-0.0031268562516767622	-0.0817459449167021	0.038091320984058014	0.0038858021095463657	0.1345472403219819	0.1126616259677599	0.0216648281677322	-0.08238151280719827	-0.153846181125233	-0.09319717843963299	0.022910905503944506	0.0948774337506173	0.03915454269390859
