pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32	pca_33	pca_34	pca_35	pca_36	pca_37	pca_38	pca_39	pca_40	pca_41	pca_42
-0.07341873723130041	-0.10128963202709179	-0.03748298470759788	-0.1503801400641305	-0.07135977113201879	0.12997609536662327	-0.004968553141957664	0.14980503843354706	0.1239393163191988	0.05125958531758904	0.052933957590339954	-0.06950502011198427	0.07927808275374341	-0.08109155932833194	-0.07526522121706856	-0.1423483362394095	0.02485803812246362	-0.12074371675500256	-0.013000153527103287	-0.06789454064576571	-0.12996606529441312	-0.011790547700093388	-0.06955373538880583	0.17499438251686802	0.17171949593058228	-0.061343456174238024	-0.050164881408690506	0.03591263747397682	-0.15623643115915484	0.023928260148797332	0.20682760164575859	0.012014240004485643	0.09844272396531055	-0.06361164706143546	0.07381001924730284	0.010467269313035408	-0.0516294300944696	-0.22031816883178487	-0.16303760539789153	0.15650535589021236	-0.060465162250806885	0.028644694664174825	-0.04104031542493046
-0.07300553123882281	-0.09618459126315437	-0.029928382620161544	-0.13408049627527233	-0.06342973707705712	0.12270354425090532	-0.008721651259308894	0.15343149255607158	0.1724585209316697	0.055785539874777794	-0.003969515063608432	-0.029291766129454257	0.16526297164194334	-0.010656822178690167	-0.03108805619714163	-0.059461983187139356	-0.0035055855514490113	-0.07031444613587204	0.017337677983839395	-0.039270088661426276	-0.10408247021750486	0.01300436586983284	0.03500342702511905	0.06873686998291992	0.07565429479991476	-0.012255498115555805	-0.1187956191940936	-0.04800370285869807	-0.10716578061780987	0.07987564477733416	0.18275748928421937	0.04800881475279648	0.06805088622342655	-0.007719217915255193	0.012341943903737333	0.10432394233825902	-0.11754090680133654	-0.21275559429202162	-0.020737807084158812	0.1901158911083254	-0.1043247919592191	0.01981324036711453	-0.028528448988683588
-0.08834850320071236	-0.040114278076140875	-0.0001736395221215159	-0.0737543980590854	0.008889161119215422	0.07901112157310258	0.038309349151122774	0.015836450012092607	0.07333510238692476	-0.07133565389187127	0.07205344823166684	0.10655041889867417	0.019298484832946244	0.07341563086923711	-0.031614348591163334	-0.17252876751326818	0.098097694110352	-0.08266016076551047	0.008728761970902776	-0.012122021042023548	-0.13251910292679564	0.02108686190496462	0.022284644199974203	-0.07953425232627426	0.14632656178818876	0.03714894472363675	-0.11780050529491097	-0.14075188960503401	-0.19542387046430085	-0.2717960914929926	0.15054979166675617	0.09134377603684786	-0.032545385540967975	0.3063117928812841	-0.4028032099712996	-0.21040741577741384	-0.0924219627231605	-0.004983383749994491	0.16051192813304915	-0.16441829595115787	-0.0891021240720207	0.007688633718290884	0.040483353686893306
-0.1131439232094035	-0.033211409754596355	0.010909432544991327	-0.08884881088940344	0.1101065094481718	-0.011825913435224489	0.024889891187176237	0.01898378578012533	0.04587229738820045	-0.09513491117095337	0.13743368248138527	0.021110675160658968	0.08105709471656797	0.06049683037064251	-0.004933961137818035	0.11178588380167813	-0.030855925178644446	-0.1694172672106336	-0.023378062875838972	-0.07952260334321538	-0.15968115109334516	0.028407417515715235	-0.1536982677842736	-0.11532145596548035	-0.06998544665069639	0.17235239777394307	0.15368401568884055	0.03697022201397204	-0.16922125564037085	0.050823788348415735	0.2634846822668689	-0.192679631554159	0.033402370190620374	-0.08796991015564715	0.015338081928713977	-0.0010710475941861056	0.04501230860005936	0.19522802491917396	0.004345617436512628	-0.010273993135528018	0.19483667736338503	0.08094496465894145	0.02943824625034866
-0.10514508152784123	-0.04786399127186767	-0.00479264354693798	-0.1325598574152015	0.03566088168062956	0.03819661380751249	0.08796771170803076	0.028428822862390762	0.05462809187953194	-0.12445388435814592	0.05505228738699833	-0.04883886410301404	0.008053945411750751	0.011267884750448431	-0.0197957995847588	-0.03122505075459578	0.062076262054426914	-0.07330476904463346	-0.11117202369240255	-0.11059876767718513	-0.05264754702428687	-0.023989545930938768	-0.0644005045065813	0.056740709770581155	0.052441530781389106	0.016870850964533793	0.016799292622016973	0.003487918316328373	-0.034560334088297215	0.03197561276521575	0.016247110699674994	-0.06774719021977216	0.03713020643670247	-0.05039702368382183	-0.05005226623945934	0.025117645801818043	0.09603944302396257	0.03612456255555874	-0.09615929940185133	-0.0974707975886607	0.21407318213453652	0.08945699523268336	-0.07040784901509416
-0.09997762536439088	-0.05369056208282374	-0.0041375546182423895	-0.12522911569545733	0.0442310708791747	-0.013010268458253316	0.09680060105351423	0.04595278426564331	0.03938662044539809	-0.12123653302899136	-0.05671182028407899	-0.045574945957849944	0.06541105786005715	0.04969694441124439	0.06747816911117828	0.055482833987523364	0.0037183280621453565	-0.07416774412080626	-0.07992465540164212	-0.0990587600418445	-0.023644713147761398	-0.013594667957643764	-0.025076687736993862	0.07594009481087287	-0.024405882851190663	0.06354668701399221	-0.07282609929497665	0.013276253701983279	-0.0029903982027872505	0.08607801978430232	0.018604327120544842	-0.136684956312176	0.02497621153851553	-0.0002139046927528282	-0.04138027795828982	0.10871157985340907	0.03178781370388957	-0.019226140779341108	-0.02312957287228032	-0.037530733870158095	0.061663121418521476	0.12562033157715566	0.04301885295534936
-0.06465108208391451	-0.015513033336913002	-0.02791973696539063	-0.017709137705412437	-0.036000485982486036	-0.07621889959659821	0.09026746567445633	0.11793705783937808	-0.05070694500741252	-0.12756143312593435	-0.09011161168695593	0.07941766459298155	-0.016260808035330768	0.013257951861851927	0.0408689453692398	-0.06850411978334975	-0.048267273695988495	0.1811479734672174	-0.07944113653103783	-0.3418000631735583	0.04202814582779738	0.04908234767235851	-0.08698579192504138	0.03431399686692173	0.03021162818122323	-0.055801606353471735	0.07270184004737301	-0.16739090143283353	-0.01858435907026276	-0.08628551479087532	-0.1340975925605317	-0.20122628779717674	0.00777375465371008	0.10276472025687897	-0.01272691668489306	0.016044003834973466	-0.1193521164647338	0.004460373772348217	0.07238106876575953	0.17263541825620066	0.11981262815947867	-0.06669415319072854	0.03306793451380081
-0.05530557760357771	-0.03496718231046017	-0.008607080178019033	0.03136904051992845	-0.010369320244039366	-0.017319655270522538	0.10442205296358474	0.10452129925507098	0.0676142619158867	-0.09989491356341008	-0.11138718352356819	0.13250782683516887	0.10116631570311774	-0.04809076266944137	0.10495374077581009	0.004564768098135774	-0.07747359962816387	0.18200005824369292	0.03141505394595716	-0.048574613611166204	-0.012849019290967906	0.08190234093913056	0.02890337731686783	-0.014459675738035471	-0.04764120226727481	-0.07215407815648449	-0.008979195345222131	-0.1991605864202286	0.002102558367646598	-0.003644655362520526	-0.12074530542970024	-0.0275711039298748	0.04579599022666958	-0.09613676932868034	-0.012662236723498806	0.0031575761256627	-0.012432112114157253	-0.015750770530064958	0.06553835896494423	-0.06561114453809073	0.014548265947962307	-0.04820293938021871	-0.039572217612782255
-0.04061989113111141	-0.04063540581700523	-0.007661710352574125	0.056246289366548685	-0.040287457832478446	0.01695320468593242	0.061535886994810995	0.07588788217227216	0.05312527618983373	-0.052517353848235804	0.004524131151575322	0.26186725597749483	0.011892045527100964	-0.14642330107437712	0.17861712672915425	-0.02326370927345313	0.06587723290250033	0.11131763345066226	-0.006906654648052306	-0.06131750107940789	-0.10063136274491055	0.05741208303806776	0.04673288842559466	0.04804860622136492	-0.06572587051152412	-0.14927226306643954	0.11995897353312131	-0.0373069509021631	0.026114439118376742	0.01598197699177429	-0.02077231631377413	-0.028698644886813715	-0.12852043705309513	-0.06587205864976906	-0.02821871540973276	-0.0367948687601518	0.037440997768499594	-0.016324477095303963	0.06896151048982516	-0.04716520947003324	0.04228608433385919	0.09352678646338851	-0.03511533105863897
-0.038572540137502435	-0.040905963756785596	-0.03169342107576401	0.004792922772314662	-0.07166822319871868	-0.0019095238166025041	0.011740312527384202	0.041926768536005854	-0.0010220535280922038	-0.0841762221124153	-0.007256283291476026	0.1327015764973958	0.0530579878651624	-0.20918799526234147	0.21263216498733492	0.11062740858208714	-0.0760602982936456	0.06749988433217924	0.06567238440596478	-0.05095829032557691	-0.15236426853096696	0.01084177150634964	-0.04897720944548972	0.07450235221515726	-0.026689664987718797	-0.02978851006132109	0.08405762324156808	0.016468774166540384	0.008089996074780711	-0.02969552254259804	0.026471769779348564	0.06768238462099108	-0.09310211242683271	-0.039013685403453804	0.032680072061503807	0.0635436612105331	0.10413170662983123	0.024157180627878277	0.058018372571862584	0.10116605040106269	0.06597369283342286	0.023802632505918422	-0.07938122731460355
