pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31
-0.20818320175707708	-0.22164733649510052	0.197708192098317	-0.1777820481747132	0.04859272674948009	0.1873121656980013	-0.07645529979563433	0.11035411428992992	-0.07682178175967978	-0.14946131789354633	-0.12388305970139761	-0.006092380195300143	-0.004274452627648518	-0.18916893086855033	0.013867713505367795	0.08240547720937481	0.0009933403920219196	-0.05405656767990754	-0.08129492809934066	-0.019718237067522668	0.05079153098155973	-0.05940492379492193	-0.019350080204221316	-0.16818582009728905	-0.13804767375899157	-0.16722781061295278	-0.009799790678116907	-0.07635401172290338	-0.12082554263101687	-0.011865889258625265	0.03983080930649539	0.057527932220555945
-0.20586596150195302	-0.22108650642124023	0.19022926805131438	-0.17355996220104747	0.09988168139517281	0.09738367762282307	0.005500105790949528	0.08617970482331225	-0.04761132618549495	-0.061562456723404796	-0.12603219523908027	-0.0005147872481022374	-0.03998318294124589	-0.15325832401604988	-0.04800760425501465	0.15980236522860136	0.061191201521469535	0.02628012874533608	-0.015900885952428768	-0.10508838186594249	0.009151920308731163	0.006660168317316986	-0.18931409031257415	-0.04119248865848459	0.004471613728314311	-0.16646311591804347	-0.004575527569854661	-0.03373816440451982	-0.12311798178357776	0.04488795420962563	0.02206447459263023	0.035405853381673735
-0.20641294595034776	-0.19702361544075953	0.13835020651977964	-0.16320254761149525	0.10902785532005276	-0.03938797168372421	0.04563436067206942	0.07341791934754069	-0.03802148494505621	-0.057353309878560056	-0.03981070124461615	0.029958576030648675	-0.09099586727080619	-0.06047767559597319	-0.059605546110363464	0.11916299630673528	0.011197224136404052	0.11722994212723027	0.10662213242663843	-0.038420482034350355	0.03029385386372861	0.020451219166940912	-0.1082133951345765	-0.061843772465906596	-0.08142739139732941	-0.0673378655137683	-0.020507169321116535	0.03657153832256071	0.02319081164968166	0.006175539040327296	-0.06282296182801919	0.028027600974313376
-0.20283780745197832	-0.15683888908560573	0.11711552987920706	-0.11111863767662133	0.0691437229908369	-0.07460091564636162	0.008476829667880492	0.06894111171566991	-0.01214690530929835	0.014744633639111854	-0.01310036626454461	0.020677953672550764	-0.08028135261259467	-0.0360220194713112	0.00928898027920275	0.07568409024301549	-0.05752422868122329	0.09589138497238012	0.07381370113246043	-0.058816824726743315	-0.02444765372475207	0.09623440288696271	0.11781594079968531	0.03524779431285131	-0.004443204545511888	0.07809920592793282	-0.03604775463592276	0.04494721505926297	0.03439435609437634	0.035163652930486046	-0.07126920008753429	0.03070374301035477
-0.1998100493190667	-0.13523649548056918	0.13178559061224104	-0.031829317922393484	0.011094163403314122	-0.10047929352266377	-0.02098289138592216	-0.017429392345295697	-0.024439947656233293	0.03050991483307766	-0.045797319640928286	-0.045045973202690416	-0.09192337666527552	0.010810086053052614	0.02839139164030576	-0.013741445582553732	-0.10334710055286495	0.025112742144167498	0.07910346250483517	-0.005585048682615609	-0.04700983427268269	0.08303751455031139	0.12738080078652927	0.04307184897023146	0.04863040454078427	0.06160886767110794	-0.009201393496427644	0.07350672938792098	0.05791510954851424	0.05636461738907152	-0.03211065829801597	-0.027683866239065394
-0.19658837645212165	-0.10885991552499459	0.12871017270000557	0.002294184073761918	-0.017141155078136294	-0.10809017393410691	-0.0275205823734102	-0.09356923397177518	-0.043221067832261824	-0.006153165848406125	-0.012568489899445007	-0.07308995863645952	-0.04973810372821304	0.11272355770392634	0.06475307061737563	-0.04603324670745443	-0.053359042534155916	0.004004717632572041	0.09858190673927093	0.010515414594588483	0.020395160691544678	0.051198473173891076	0.07694710268385263	0.03443635111308496	0.070961898069655	0.09315375276411642	-0.03270957655555874	0.0518746268537125	0.029679006936060473	0.03632331823204566	0.039958986516917	-0.059887509396533235
-0.19587383075618992	-0.09436738471738662	0.13908810741240232	0.04303315808968833	-0.026737419310486836	-0.040907533516348155	-0.015212704218427076	-0.07353684710756533	-0.04424719535884353	-0.03989235972260291	0.03194868922548098	-0.0908337056231112	-0.018941894775015095	0.16069942350943672	0.12651983273286035	-0.007678179629236949	-0.05701522921024353	0.02555279553666691	0.044093238340250196	0.04450055014499256	0.03928151624528075	-0.019248912964989356	0.12022335794111823	0.0314248081710555	0.12728838601604175	0.09891460945669292	-0.03732308608058267	0.08670666857582143	0.033768096094613	-0.00851111136425963	0.04394738846621722	-0.09555056413997035
-0.19151546093333233	-0.08579042185759647	0.14344984111441778	0.09519408473714613	-0.03812462712986352	0.024396426791678416	-0.02217652622908009	-0.03550456372609495	-0.020239088593589423	-0.020783148438015514	0.01987027039889977	-0.07986170208210232	-0.03965476446097965	0.12709318922997925	0.1558320156872684	-0.0014960962556039847	-0.031721817519012575	0.004095085715459204	-0.024659744475605858	0.11483708277028119	0.07423384460066484	-0.01900277108040261	0.07664523112359492	0.09655419689553553	0.12771738988617115	0.04133759386921784	-0.030107075054600228	0.08509382720721005	0.08471520446880862	-0.03406991948466674	0.04795531212442953	-0.11807062476667038
-0.17726609659162532	-0.05540196359124146	0.09212090874315668	0.09669847709323316	-0.030426495485647242	0.050765986939479424	-0.013717105789422611	0.011642805068654005	-0.014695870622297685	-0.03518517626029971	0.09578221489239416	0.010626025642067223	-0.023364715066815134	0.04442020122090811	0.09262519753659589	-0.1121917105359673	-0.007643058388509499	-0.06409943265033817	0.06410709489449237	0.10598083950091151	0.0480524644813216	-0.034056033659820385	0.05726704666177107	0.18863008199362163	0.06692366310376943	0.08732048800071815	0.03143915237320257	0.016746110852265156	0.10614898199016809	-0.07613220520808749	0.06776950517427743	-0.06640715629484187
-0.17195670826195678	-0.04404787575412004	0.06471566097167926	0.08989831914580942	-0.04176799167246292	0.026039783729091763	-0.014731672537871221	0.026872512410075877	0.030253239563884246	0.026193286308693553	0.04808223266168457	0.027282138569626583	0.005584515086558324	0.04383219522261772	0.08078617376420566	-0.10826307482137322	0.050937816842758374	-0.142587515019164	0.05132722055543107	0.04802813035789643	-0.036239109349279645	-0.0981527382078268	0.029381096477316637	0.1086952801829137	-0.01696081541567679	0.08282572856584684	0.09007511849882262	-0.14386094193094293	-0.00852589073375229	-0.16187656849971682	0.12115434286070875	0.06382810488611593
