pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32	pca_33	pca_34	pca_35	pca_36
-0.06292409560116172	-0.09546794025017791	0.06551704177793756	-0.007343838621501202	-0.07832164718793806	-0.00907784843985035	0.048391191761190215	-0.10251281024772263	0.040964637868777624	-0.08092894997186408	-0.04349919062929806	0.1349659026950714	-0.044886558823297486	-0.04054057613814983	0.05472652885433436	-0.0004251214766890789	-0.09314750166388407	0.039582187298289065	0.10741667077001787	-0.17968698310569242	0.1836688660313088	-0.17844463928035054	0.017913846447744283	0.016530204786654484	0.04945444390072971	0.14547901778777003	-0.16755509993895296	0.03434316610170043	0.05377342962455557	0.11374448865861739	-0.09799483144795464	0.007539427934636986	-0.029877643634073914	-0.08496646200614191	0.004700857285314818	-0.07238797805886667	0.006944208523838097
-0.0593075115021513	-0.09358442240024045	0.06489061670333504	-0.0017953182338626503	-0.040057798523007226	-0.007369679500928654	0.05488145812747539	-0.10024325214691686	0.035059527889899536	-0.06802966293104838	0.016431171995904468	0.10897460509677938	-0.04876835013272669	-0.10782906064282094	0.09668413465801615	0.007051256336033699	-0.07751955727646492	0.02282901036823739	0.10645557032181467	-0.15343793954817755	0.04180655598104014	-0.09252374973780306	-0.011316021332213719	-0.011748748884275179	0.0017439028852399448	0.1382855477900934	-0.0701194322439452	0.028598385399087777	0.0504067440641173	0.05452232027800197	-0.07240067755521146	0.0017665027041464739	-0.013026398241955586	-0.03236995897951502	0.008869481659714505	-0.011133300821403676	0.10777104825000965
-0.05818324389546159	-0.09286836231036	0.06693979214667406	-0.006160645306423247	-0.0461272372831919	0.009002918693644878	0.04404305080772021	-0.05647291907981064	0.020104886660443452	-0.06369026176758816	0.037969700341687077	0.14557667740519867	-0.09840894293131383	-0.041694796759654616	0.0781687515376401	0.03565243245428953	-0.06267878403132235	0.01860421175422635	0.05457040711361549	-0.10787005591025758	0.0241449246117465	-0.049156297724365014	0.004894725200743393	-0.01084186166290226	-0.00038811820685777723	0.1821387899577811	-0.015034578233690952	0.06703372780597411	0.02445292455897604	0.023199221360839593	0.05752235362642787	0.001488142526447025	-0.06224867807517535	-0.07917685757714601	0.01598451226801595	-0.022407904089853645	0.05254976332167806
-0.04968368839122567	-0.0961104517042271	0.06176437394540202	-0.0032161563932734394	-0.07352564662319871	-0.00891650515890825	0.026343850538784436	-0.07906218716719615	-0.041707153418705525	-0.06853563621129591	-0.0240138901310685	0.1504451301293205	-0.07663267799594332	-0.03757356500183604	0.09764125761043588	0.010642723486515786	-0.06354396700528112	-0.04853373372647724	-0.04669973344631502	-0.017209789388670696	-0.037547600664852215	-0.020074205733609088	0.0034192496977597017	-0.06510322532078883	0.10212841527865878	0.0642005990983952	-0.10692654081698666	0.05326602059032766	-0.046087019497583134	-0.027079330356403565	0.07309010283115226	0.10134120378820209	-0.03511096993371319	-0.15178837554507882	-0.027596833340217734	0.02946598010761006	-0.13667254454212943
-0.043129341398676156	-0.09688809683173505	0.052290267026099735	0.005329276527307265	-0.023579473514971666	0.006599153028770625	-0.001116964154736777	-0.11470895007496032	-0.08954112343218806	-0.07575370506666129	-0.008653235118356514	0.10400611837317736	-0.09695546597877577	-0.08353613180135455	0.055782668898802096	-0.044100496047875984	-0.0671527423181423	-0.07154817854312742	0.00409550809604925	0.06934850887947408	-0.01600844044512026	-0.04853074051370973	-0.024470298950787138	-0.07556155722404247	0.10667392186097094	0.04416616182835573	-0.09755542326931445	0.06449434650558195	-0.05041494822083606	-0.0021218668556413113	-0.048616617956259	0.11126786226315044	-0.027118886978417356	-0.07995904761309391	-0.03397249674147047	0.018966384203077037	-0.09680081261144077
-0.040514321377778446	-0.09841857590027189	0.049332037593139866	0.0004454118592994716	0.006602035239586468	0.014313998900027138	9.791349104662506e-05	-0.10434813560967503	-0.09866260058456208	-0.07052107296993568	0.029509978134368585	0.06398399706796339	-0.13566845154701776	-0.0575757580664818	-0.02724265906704393	-0.10535912757838226	-0.07531382077395214	-0.016148650688529907	0.030177049146756924	0.113651858637474	0.02244717784192496	-0.018867787315834522	-0.036552608494949915	-0.022402977930754825	0.13661954774754587	0.09240650977175416	-0.13917057695040888	0.02734763908614177	-0.021789529218364825	0.06969165043181023	-0.08216691701376383	0.014472901483341738	-0.039744681867681174	0.030499380834103987	0.011832904439726209	-0.071748914111958	-0.0682786391084759
-0.03461129947748479	-0.1031407569654604	0.02487045708969758	0.024273478063875864	0.05154963047661093	0.020666160970981735	0.0330766102379933	-0.1171637591182253	-0.06734611349248946	-0.08443562248868847	0.019683002791666723	0.029453894665752656	-0.10376423469458572	0.022258953637654615	-0.10237281322611583	-0.13636615917307462	-0.08162632194129388	0.03289216679227738	0.04501380524900607	0.04915622609274477	0.048304889453818084	-0.0035825527843844213	-0.10042244730739461	0.04547462030765774	0.12489139249222121	0.11729168359118208	-0.12670506559423408	-0.014463096946292317	0.025221638535329584	0.008774648164052642	0.0016473726345989509	0.0065508248656171416	0.11308542390256593	0.0688034834403535	0.08077178909933644	0.03020172391083443	-0.01438245830982684
-0.029899809804978566	-0.10665764986503742	0.011669602651815426	0.03709705300519883	0.06902606382509643	-0.005054392949115888	0.047938751945129865	-0.13979228974423696	0.046074682291140916	-0.13461233007063467	-0.010445424215204682	0.03423388782255732	-0.048434258884348186	0.08421670229877558	-0.05299415752696034	-0.08214283417111991	-0.07737990872987799	0.06996958928698874	0.0468943131619714	0.04997306083649283	0.11860230177513859	0.004119462878549113	-0.11979926384948254	0.028277343878769352	0.0857718626067005	0.0785009522474385	-0.08830438438666863	-0.03770062799824782	0.018572563580567216	-0.035251501527280786	-0.010998476708636802	0.03206455848707321	0.06460330777491606	0.0317522546118274	0.056376369700203766	0.0348158046780338	0.007022056819050725
-0.025531992254206836	-0.10410792923243149	0.009142069982898968	0.031685380747575986	0.08615747391632264	-0.02066544920376921	0.0649344929812344	-0.1272153542294871	0.06971716785761942	-0.13391161903560586	0.00901901522037081	0.017364261804626302	-0.02795513185418602	-0.05875645513547735	0.0720285463144822	-0.048127702177753945	-0.02859060713186646	0.048387916736239454	0.016239060929032004	0.08772324045921492	0.012922999485269482	0.06041259276411781	-0.11297357796647632	0.037954000931250426	-0.07448496703796054	-0.01753454672039101	0.0009816712076012313	-0.1263626133506649	-0.020454604361048345	0.044706162620315584	0.013406426492753427	-0.003818118514195365	0.04824172409591704	0.12586393245653718	0.004449849613173893	0.0517595056831409	0.08842179577251008
-0.016439862389325547	-0.09860623163104783	-0.0018991163261643557	-0.002548439788933876	0.057871586796063634	0.09433234770298288	0.06253764610916321	-0.029613649963494637	0.05873720796357136	-0.06206001237947986	0.1136297779418696	-0.010936936784465945	-0.029764055272765308	-0.22553981495915917	0.03956003497973494	-0.010872004792198115	0.017446401512456147	0.03406936121188022	0.015343869368316266	0.12029778766006137	0.014454321935090012	0.0165377329714885	-0.13529232676457373	0.01568989910518101	-0.09081901707026735	0.04969302075809395	0.11865710631300841	-0.02913416670428711	-0.009636535807973641	-0.1116173247385082	-0.07723752840855172	-0.08671933652580788	0.06952237277615421	0.06423628256067082	-0.02502726453875941	0.027488755028779253	-0.01057799865972148
