Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	signal-noise_t	signal-noise_p	optimal sign	Fstat nuisance model	pval nuisance model	R2stat nuisance model	Var Exp of rejected to accepted	classification	classification_tags
ICA_00	41.443182554259565	24.46914462536295	2.262825545379613	0.024301145898624033	3041	0	0.37394159322619663	0.0	15.224091043779286	1.2486025197512187e-50	-1	5.8415374273114615	4.383160501220118e-13	0.4838791452834229	n/a	rejected	Unlikely BOLD
ICA_01	25.839033021416856	21.455495101754398	0.9818474089773068	0.014502393932211921	0	0	0.0	0.0	0.0	0.0	1	9.974682606085064	1.1102230246251565e-16	0.6155140076625775	n/a	rejected	External regressors
ICA_02	35.096115672655785	45.426855809554844	6.061220393156709	0.0485836632920469	645	725	0.0	0.0	3.6159208581123092	0.0003268855799738516	-1	4.824845251982925	1.640724223150869e-10	0.43641583735668044	n/a	rejected	Unlikely BOLD
ICA_03	43.48568832659536	29.38848971370049	5.84598178046394	0.06141087319230262	2322	0	0.0	0.0	0.0	0.0	1	26.99481334366957	1.1102230246251565e-16	0.812470730443634	n/a	rejected	External regressors
ICA_04	33.53575357883426	23.25272885293577	1.394336062641339	0.018882365185955135	161	0	0.0	0.0	0.0	0.0	-1	16.33755826151657	1.1102230246251565e-16	0.7239153307705676	n/a	rejected	External regressors
ICA_05	35.24064379045774	39.11488665596951	4.778124458352356	0.037105842475186605	611	803	0.46153846153846156	0.2777777777777778	6.464289702575351	1.8662484482927049e-10	1	1.898809206562575	0.008726230597661644	0.23356797910246618	n/a	rejected	Unlikely BOLD
ICA_06	53.02774568481175	24.85758379264458	2.146148963011746	0.022375439959162028	5199	0	0.5340498290180752	0.0	24.07315651679472	4.528748806766983e-123	1	2.7828323321230726	4.674940735804878e-05	0.30873700292895034	n/a	rejected	Unlikely BOLD
ICA_07	45.97720419616381	25.71963524003047	4.72570488187919	0.03352825293172181	1747	371	0.43621399176954734	0.2564102564102564	-8.500923772923423	2.240498425319808e-17	1	4.248407782096786	5.344751530245162e-09	0.40541425885646554	n/a	rejected	Unlikely BOLD
ICA_08	67.28956328991845	26.0469553768993	2.916992362983253	0.025786939333987194	4164	459	0.6080754352030948	0.0	18.311075478922042	4.890104788909794e-73	1	3.9999208954022474	2.4551512822768018e-08	0.39097273459293946	10.10764455138522	accepted	Likely BOLD
ICA_09	50.9365202246621	22.088613560252362	1.740490918973675	0.019549074656309586	3218	0	0.6229354939233406	0.0	24.3433834929764	2.5964743242936693e-125	1	2.2372845669249375	0.0012643027029580756	0.2642029231715728	n/a	rejected	Unlikely BOLD
