Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	countnoise	signal-noise_t	signal-noise_p	d_table_score	optimal sign	estimated normalized variance explained	classification	rationale
PCA_00	93.668410549087	34.4867577107474	55.79901813546891	0.2402037827733488	34716	3191	0.49897202381858885	0.0	10595	0.0	0.0	10.7	-1	0.5436875908033034	accepted	n/a
PCA_01	97.48125345257436	29.152825012804634	17.78135874122974	0.09223249072116062	29456	1200	0.5330246913580247	0.0	11260	0.0	0.0	10.3	-1	0.15540130284857895	accepted	n/a
PCA_02	67.84459439764392	30.278993644644853	3.541527161932835	0.023998595502716633	11435	598	0.37357152239590175	0.0	9849	0.0	0.0	11.7	-1	0.03336468880205425	accepted	n/a
PCA_03	71.9865173499653	30.631396277886196	2.3384703906502255	0.01657059969085203	14111	1833	0.5238146205715509	0.26970033296337403	8464	5.883328034393967	4.6826247938189235e-09	2.0	-1	0.022016220406023107	accepted	n/a
PCA_04	47.92707190681924	31.970742693032815	2.7029316872525366	0.014537837028549733	14085	1759	0.41316161691357106	0.16262566528681255	9206	-10.423479503080474	2.9270834610403745e-23	10.8	-1	0.02398672643932642	accepted	n/a
PCA_05	51.17011795504528	27.094381878469	1.794936599279214	0.013237052721372242	5246	231	0.3073165966591775	0.0	9595	0.0	0.0	11.7	1	0.01729872117775702	accepted	n/a
PCA_06	54.73214959495907	30.31398120753085	1.5831540843141343	0.011560760649104274	6864	927	0.5109759715218036	0.0	8330	25.584676539429502	8.337374150592329e-123	2.4	-1	0.015490212429406982	accepted	n/a
PCA_07	40.273106388318475	34.915521597242	1.4990103643043415	0.011135355715418254	2370	502	0.1738564925211359	0.0	8925	0.0	0.0	10.9	1	0.01568613880992756	accepted	n/a
PCA_08	47.13802337248888	28.626835549289183	1.431829486616649	0.010383117130374875	5856	527	0.36663416363797535	0.0	9569	0.0	0.0	10.9	-1	0.014361722070789515	accepted	n/a
PCA_09	52.366695228257214	26.864666568987978	1.0151449546402254	0.008610688426669285	5520	0	0.4036697247706422	0.0	8719	11.210595648880998	1.1435485068708755e-27	4.2	1	0.011033319111052273	accepted	n/a
PCA_10	44.74785861949168	27.055090848722354	0.9328215362170976	0.007953062463175724	3341	0	0.199203187250996	0.0	9029	-0.48264444808997276	0.6296324288968355	13.2	-1	0.010554262720362062	accepted	n/a
PCA_11	41.350471884529796	23.89874785222159	0.8191827899119779	0.007245379920239507	3550	395	0.37519511849013765	0.0	9017	5.964316934996395	3.9047896850689185e-09	6.6	1	0.009270192444265003	accepted	n/a
PCA_12	38.36951121533988	24.38746450963371	0.7368154255166494	0.006990326555638302	1048	288	0.0	0.0	9527	0.0	0.0	16.1	1	0.009305663523238802	accepted	n/a
PCA_13	33.50014285258257	26.858690207894643	0.6026440223407127	0.0066931654892164304	90	0	0.0	0.0	9262	0.0	0.0	17.5	-1	0.00852030694014005	accepted	n/a
PCA_14	34.508345645138434	22.39222878978154	0.659371336753568	0.0063297764265176975	1124	237	0.0	0.0	8980	-5.8385258523901475	9.75046186030319e-09	17.6	-1	0.008049364163442848	accepted	n/a
PCA_15	37.01604632543625	23.10551549743822	0.5466108980128426	0.00581644602742641	1639	305	0.0	0.0	9579	4.248879523885441	4.771441146076749e-05	13.4	-1	0.007402393304589785	accepted	n/a
PCA_16	35.205719967649266	23.793775021038527	0.547773250903432	0.005758409035734931	769	0	0.0	0.0	9397	2.320248220275347	0.021211938173254077	13.6	1	0.007299514669111524	accepted	n/a
PCA_17	34.668673817739545	21.33216650483009	0.46677096447324196	0.005239712678417385	1304	0	0.0	0.0	9441	0.0	0.0	15.9	1	0.006685369103552543	accepted	n/a
PCA_18	30.20954600380921	22.496089897444946	0.4637489088675785	0.005106509221044969	765	0	0.0	0.0	9454	0.0	0.0	17.7	-1	0.00645395796019542	accepted	n/a
PCA_19	31.49385457730016	22.54463916532461	0.47539523317791993	0.004982667538863693	599	0	0.0	0.0	9372	0.0	0.0	17.1	-1	0.006296658998057567	accepted	n/a
PCA_20	28.32651077673773	21.989331966912218	0.4059251568191701	0.004659066090292438	0	110	0.0	0.0	9668	0.0	0.0	21.6	-1	0.005883091552033004	accepted	n/a
PCA_21	28.438201769900566	21.38562772285201	0.39889418754055217	0.004573793200530613	591	0	0.0	0.0	9594	0.0	0.0	19.1	1	0.005788364577470339	accepted	n/a
PCA_22	26.253474621932774	21.088683134930534	0.3804329089367188	0.004463563475596506	0	202	0.0	0.0	9696	0.0	0.0	22.4	1	0.005639472155714669	accepted	n/a
PCA_23	27.559679286783094	20.113738504345775	0.3477299710485419	0.004354742142967461	266	0	0.0	0.0	9763	0.0	0.0	20.9	1	0.005528350942136995	accepted	n/a
