ICA_00	ICA_01	ICA_02	ICA_03	ICA_04	ICA_05	ICA_06	ICA_07	ICA_08	ICA_09	ICA_10	ICA_11	ICA_12	ICA_13	ICA_14	ICA_15	ICA_16	ICA_17	ICA_18	ICA_19	ICA_20	ICA_21	ICA_22	ICA_23	ICA_24	ICA_25	ICA_26
-4.618548479021717	1.2951341261198979	1.3940660204628577	-0.08952448843842348	-0.9226996362315965	0.5415989241467487	1.535555963986706	-0.08317229057269664	-0.8968748912677692	-1.5460066426623444	1.5507922107362848	0.6235049267165105	-2.1185370139759665	1.3578110773215177	1.66354983653591	1.014489363194896	-1.2255297180923326	-0.18846838430259014	-0.27771740901578995	0.3480649954896336	0.24253333143792483	3.1320115568184406	-0.9929811863378751	1.5852277158287598	1.3731007207536612	-1.9892515948939473	-1.189235678638068
-4.421113810162106	1.4722730687904235	1.233555663310741	0.8018893114700507	0.24295574844056006	0.5148437155875895	-0.456098583364791	-0.7161848938199358	1.0993371316348537	-0.6556546947700149	2.1267214970714243	0.08167069487500128	-2.0664432120399274	0.6432876014049643	0.028360133409078513	0.04892300362350008	-0.5525858917094641	-0.33884472829445095	0.19178999145348963	1.7354370690923056	-1.000640471720052	3.1425153312182887	-1.590728634566002	1.5510226447024489	0.67496352358408	-2.0062596502784373	-0.7119286556313248
-3.771948385143203	0.30624485157805653	0.26024759057552305	0.1631875296670621	1.7522122460448877	0.3619817108810693	-1.0328803461906795	-0.5323351994945108	0.2153755081924696	-0.7693453457869578	1.715901774230382	-0.6115012182073754	-2.321327597976296	-0.7563291513407511	-0.92910996367441	-1.007520640162418	-0.47168448311243105	-0.6513813492996005	0.496674636384647	-0.07317492868631578	0.7874793515097912	3.105962405887109	-1.1075943151337146	1.6658941135343601	0.9540409709344404	-1.4528964602224013	-1.1421263406718325
-3.010809856920037	0.6990533958289211	-0.1780026602747564	-0.4059183501116852	1.3751271304476935	0.15090272604466817	-1.2098665637718546	-0.47901057297483995	-0.8834021081167404	-0.7750566923202645	0.6284916515668709	-0.713336595474606	-1.7584284507942227	-0.37790573658053506	-1.1061494795942464	-0.27712522609962353	0.8014717568899408	-0.6268722973278986	1.1269483098844664	-1.214068630825766	-0.19677050824160167	2.998688935290022	-0.5353178982585882	1.8150903572764672	-0.8357209657832136	-1.2070834241443023	-0.3774113696082612
-2.6166678027291264	0.40611192172409083	-0.38757851778988706	-0.17058273915873923	-0.31578053965528813	0.16480610140528024	-1.1751267924504314	-0.3329696229985695	-0.9818326768628889	-0.06860799706396041	-0.9031856062679591	-0.6080210679738176	-1.4046381664355327	-0.2889040960971255	-1.5254145954221128	-1.1598312950323155	0.7484540144573192	-0.7539504453531962	1.143975569506474	-0.8298834156831889	0.31356149510716524	2.910650786442001	-0.10513131565032097	1.9084723425498615	-0.2328864103451249	-1.2857768977349249	0.31311548379804854
-2.1391483583952904	-0.9028713493692923	-0.4778522906622152	0.2737220700897144	-0.9932308084930254	0.09947712030052619	-0.8401776691450894	0.37478471962149434	-0.14658137357909473	0.03244614232385178	-1.3407840747141129	-0.5241457240019683	-0.7642557635083175	-0.9352435437763478	-1.3738189168770967	-1.5246230916145258	0.6790858243672886	-0.5935321457568755	0.837260759646635	-1.0096208674518514	0.7350349485039311	2.798071513001862	0.4904576452562693	1.9983738503171322	-0.18757994816322604	-1.3251826482832618	1.183787140870316
-1.9414596504406063	-1.6570197742689547	-0.38361150097434527	0.5039015606466859	-0.9498244367218628	-0.08232908457149173	-0.37432440421373514	1.4188687444206796	-0.18924131973139532	0.2727279541535127	-0.9702039460724056	-0.37942634846341416	-0.6732337211902573	-0.2552772053297258	-0.5068757090143835	-0.596741298697814	0.3069525713267727	-0.4660715651871502	1.5069289987156163	-0.8400507678305538	0.9546414751735811	2.762928112099631	0.8009557849499931	2.0319439472593195	-0.39804606730047165	-1.1661910108427156	1.539337317769361
-1.648501239803119	-1.060370923785178	-0.23646343987550222	0.5023714941438125	-1.2302758921046757	0.0780024716120251	-0.44169384602092737	2.5486026589497106	-0.8892091556372056	0.9979994074264972	-0.7915504670560904	0.030149404809862806	-0.5930440161714597	0.39655427946750255	-0.1741639915881448	0.006560711094637881	0.8472000550228345	-0.4657199534996161	1.4135893080585644	0.274734367301332	1.0394390539010705	2.74554222281282	0.3968901868444448	1.9589721563928073	-0.019228350169589393	-1.0497232430142673	1.04050872647513
-1.0290568264259143	-0.770292586577151	-0.34308483522341643	0.04947781388097741	-0.749554366160377	0.20031507791107986	-0.2981091593022396	1.8854683529585543	-1.3322369820059692	1.1432430507086433	-0.34327796971412533	0.7164607095382225	-1.7015812107812291	0.41733089842745835	0.16646856750127442	0.5440137748070663	1.3762965065005643	-0.5381412241243301	-0.23866283609567365	-0.3631724807083688	0.3566688900623351	2.438462558742946	1.0334700931042278	1.9721605261856532	0.15524718519913636	-0.3788793982760869	0.5962610071484375
-0.6264132009835874	0.04769908646503037	-0.5161559956090961	-0.3190771379135906	-0.9424848403161725	-0.13234352396196805	2.3799507789377	0.4070179047450148	-1.2991609644700517	1.575748619756712	-0.25936541259005264	0.8361253139261968	-1.0221242744188719	0.10052776169501566	-0.10754170936028916	0.9977535926541042	0.7489901176695974	-0.513232896742259	0.05435378606367739	-0.9950610339251419	-0.8812103060656864	2.378388243526752	1.0522116375207937	1.8947382210031238	0.657499987157794	-0.20282033793552087	0.9670596268094666
-0.28281206224426514	-0.3328513072754038	-0.379840322269777	-0.5439555910727492	-0.3810770676245881	-0.059870102780631713	1.5140689328093346	0.025488964747349473	1.3031602736921946	2.5240001628151743	-0.4584952495525119	0.7412756827267987	-0.03280217621077441	-0.7811274444448122	0.06857809037132989	1.6450642781569886	-0.03085777994587455	-0.5365311010211172	-0.9705469907516379	-0.8670604916067427	-1.5367861461942582	2.3145720671098227	1.0899904656946342	1.8167932068191486	-0.08764150815227581	-0.24896011147677244	1.5816731444069818
