pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32	pca_33	pca_34	pca_35	pca_36	pca_37	pca_38	pca_39	pca_40	pca_41	pca_42	pca_43	pca_44	pca_45	pca_46	pca_47
0.07305939848539227	0.16463972556450354	-0.012911226859323947	-0.09082816911633054	-0.09594123729205054	0.07707917671864048	-0.15001136809100044	0.03947164844262046	0.045773641353152	-0.06806764279972585	-0.0671477454798256	-0.11755263406097637	-0.08018788254406703	0.05741729816673353	0.07400237736012497	0.004052605616530114	0.11473235477991292	0.1278496520620318	-0.06715295580666528	0.030381969832446523	0.09431366882657545	-0.054168849948313565	0.02247776241446955	0.05992681558666078	0.0022339881548824603	-0.13254851974946869	0.05286999583577772	-0.03626849479981982	-0.09369641041031881	-0.03750769650195488	-0.12886952045174163	-0.052190090596967	-0.001308996087845585	0.09760047742062813	-0.027182093792602894	-0.029963272952361564	0.025902344975717556	0.06272286644362911	-0.14024954119712318	0.10428652609942432	0.00587817309703834	-0.13089777846541897	0.05264505387162899	0.19106444562006905	0.04184360932794251	-0.05306215766077983	0.07698404896215978	-0.0018101826658933828
0.06450704163770737	0.1633389776233395	-0.016753535054560148	-0.12491626929443231	-0.11939102731968027	0.11528945442036383	-0.11106219847084733	0.042760407351884806	0.030048543233825924	-0.13917131562990634	-0.09035782984583221	-0.115925070163466	0.08407269416624062	-0.00048644125608647126	0.09018701010800134	0.015660031497746595	0.15248766506010916	0.16269787857407417	-0.06540089200769512	0.09246541753276348	0.024475003488938885	-0.10601450119141077	-0.09077874699397614	0.055237789617009425	0.05832130603845336	-0.13973516719208526	-0.004009410477041431	0.009868949640703053	-0.03656617176492894	-0.007685002275258109	-0.0950634289955167	-0.05555964188706996	0.1185516591726022	0.05470067453204669	-0.06234311924615336	-0.036724114890242195	0.008248438168324872	0.08096368462096731	-0.137378966864104	0.08680332550941447	-0.08020579394549117	-0.0887709776326757	0.014612763194026523	0.07950688891627034	-0.0018146324364903405	-0.02635281377944341	0.033720567423373246	0.031794812828057545
0.06510597045562416	0.16863894124350864	-0.03515872250437912	-0.14223033624045894	-0.08006469617149095	0.1763108700170451	-0.1571742280812287	0.08888463207289118	0.04835407450676804	-0.0867099184862402	-0.1050965863347981	-0.07911818287167303	-0.02586374826306139	0.16984374212686007	0.15571311083465833	-0.11883057748584035	0.03967547207000818	0.07400198461534224	-0.1615595047164071	-0.03591677337044816	0.058902201249786554	-0.0941613475585198	-0.14469708840504947	0.1548880053085101	0.11146270382873356	-0.08231884529937744	0.06308441610254323	0.11018016723961573	0.047632423691644867	0.02636017964151984	-0.06945545762148057	0.04611257932684886	0.06294345842435099	0.10071743144098626	-0.1882893088300381	0.04162918930932416	0.036985614500297734	-0.04578131022750067	-0.1451221413297279	0.033292427924270514	0.01220419762773378	0.11267230423347217	-0.20054549696506577	-0.1285642511550199	-0.09239929822384348	-0.0028322546798386773	-0.08214898432574103	-0.01364268608046708
0.07391017880962525	0.14290990766248568	-0.014401762143630696	-0.06566710974660078	-0.09402777398881429	0.1339278303977311	-0.06546046064773475	0.04839699914917395	-0.0037986327647508006	-0.08650899173326532	-0.006161005716074197	-0.06514497288001919	0.12216347536815855	-0.0026937263832017	0.08785972303211337	-0.014041055621627434	0.013641090277184686	0.05151807620089324	0.029698370769686247	0.0037369778828126483	0.012309288434046009	0.011465480599374262	0.034087018216047635	0.05806362829157215	0.07459693252070473	-0.04585494881944577	-0.022253808580974827	-0.14243854409891382	-0.10470520666062162	-0.14331732073474687	-0.048815678215668706	-0.02775478272964619	-0.032004570895312334	0.08136478462338344	0.04500643222654613	0.026618567572496758	0.006436504182960207	-0.026693748936744158	0.15147547075818235	-0.05627334287024681	0.085316001594487	-0.03434259910962848	0.026123253935482163	-0.08163332913118909	-0.04749622701055597	0.13432478054988758	0.07271597635190004	-0.0716225286254995
0.07611543683402164	0.14108040340367295	-0.018772666415453165	-0.0471156021631326	-0.07374417555555043	0.09552395849075376	-0.09695125326519335	0.041407678614993115	0.033190657229723725	-0.009467335964003218	-0.025501738982131247	-0.02904176832987207	-0.027402831166104424	0.04803028882508984	0.11937229888518665	-0.04703711566667587	-0.07928050948508555	0.009354596916039709	0.013137392209434287	-0.04256541894294179	-0.008012622064650976	0.05251296956520138	0.05385659501084247	-0.04991300790115892	0.03638333373039627	0.01084195526639381	0.01679331878313524	-0.1551299410722505	-0.024790074211292992	-0.06029210460125184	-0.053366376607514164	-0.029678873096811866	-0.018886646703682498	0.03895613405723437	0.10623003924080517	0.031173360462594765	-0.019149837241708288	-0.08514742367296407	0.1097062999263339	-0.055602973102540344	0.05040038720583135	0.011001745010726087	0.0757844931495528	-0.07632051498326173	-0.00846603803844684	0.0041739450083193175	0.05326561873452504	0.04453527426904523
0.06863083296800412	0.13176573475105544	-0.01235069905302777	-0.028599102096892676	-0.061337135178464564	0.006147691569561076	-0.07126642790425558	0.04700159964237724	-0.016971132639193563	-0.07444838978034968	0.005486407116782575	-0.03947124421177185	0.12446432501778949	0.0011242428968699994	0.03737893990721592	-0.08549225231019394	-0.08105332423531839	-0.000655653183137539	-0.009226192036444175	-0.025579236002073895	0.03100984147242096	0.031990011983951794	0.10346797325534604	-0.04578322276975276	0.023271089338044233	0.0503852816434692	0.057399654696359076	-0.15843050207271928	0.01595434185131768	-0.01192775387128131	0.01991280723120953	-0.05911492792479004	-0.06167634516980984	-0.02343781206569863	0.05011278451494006	0.015045317817482796	0.007036197962219918	-0.06757976872712387	0.16690264143427488	-0.07636385120256443	0.10341265401925616	0.02891917359452613	0.09069914520345757	-0.1081417919852717	0.018466062637183922	0.019743120060296812	0.037394076490666804	-0.013433308866316883
0.07120231769867304	0.1360982784492064	-0.02324542836324006	-0.021125105021412405	-0.07729341657465182	-0.033794965474057255	-0.11087516556848889	0.027996540083380053	0.031287778534794995	-0.019879830854765496	-0.0058174368350278685	-0.05830635945469943	-0.025372508582045768	0.016622728349065502	0.09770935664385344	-0.08795832248657726	-0.04446610925518017	-0.0023162568190105495	0.010800960270022138	0.03617794117377661	-0.004966602193273641	0.09791257878521874	0.1547435510534657	-0.03855376676132037	-0.005661882590078158	0.1086677811842142	0.059426707983665034	-0.1769881144724582	0.033734831656561465	0.03726279296140532	0.03586860695079004	0.028410655474696095	-0.07085758492531738	-0.043421486267339	0.08654440158948908	0.030030552733484442	0.03388454990646643	-0.05670179842976888	0.1566756588411801	-0.0285697215969921	0.03879924669849773	0.08029710286523493	0.0498253964788706	-0.02498280150696769	0.023702911726350955	-0.07030589670488507	0.054033168511254115	0.08040759039219476
0.07430173839324589	0.1352584828722422	-0.020304701450013396	-0.02003808940119786	-0.07658025391277823	-0.027140819203218508	-0.07144586007135616	0.035771204436210326	-0.021673019247817518	-0.07166112379725202	0.052655822343632835	-0.04542422832678142	0.10403836612231945	-0.023384870535079302	0.010797495107703559	-0.08035284598867554	-0.038318439232197465	0.020632031660904077	0.021845053015376592	0.04564045891264031	0.010267508283465565	0.056162776571690054	0.11504741069461208	0.007482251612238908	-0.06146780290249562	0.08008241092268133	0.09189634857122378	-0.09260953319318378	0.005826250264134282	-0.015791122616985297	0.032121998868913176	0.003691646271136568	-0.06040708791476554	-0.03777475091555496	0.02665617833102402	-0.010723651337866269	0.03550921650032473	-0.06406579016731785	0.15035776136427825	-0.04290701228814129	-0.03927250987544866	0.006310081859141253	0.011924753507321462	-0.01106825624990082	0.04303400196012372	-0.06467410661810132	-0.0005757171644140205	0.02473490511761709
0.0785976645353824	0.13307946885480562	-0.013766001577568646	-0.010720611395635737	-0.06185717097639032	0.0006271258887559292	-0.08136456905229417	0.00895016728420342	0.048372613375601614	-0.0016661364453888217	0.10649696388943629	0.022535553219041923	-0.04603820882137227	0.029667548098976537	-0.006686561844378974	-0.01721597956746722	-0.0011189183112067513	0.07314289160539511	0.003962597590300071	0.033253109936991446	-0.009552887153789436	0.06591111948241332	0.039757567636256125	-0.013427593153343312	-0.10540030709474826	0.11705266450926916	0.035071092372004856	-0.1309613839249409	-0.013951743130621752	-0.012716676721324066	-0.01675491517136761	0.08863769988576921	0.10307072376716062	-0.020256936535308183	0.04702539586130419	-0.027014111820853216	-0.027460735103914544	0.010692556200176638	0.053047937624534254	0.018248812334669018	-0.08003817540185065	-0.057458889955137316	0.004752559670199948	-0.0467568885469163	0.07048430231407216	0.00019857136069008005	-0.026066186638928075	0.029130651911168766
0.08113538121593869	0.12907790153032514	-0.010581971944380961	-0.0036710104319355175	-0.051910881776620954	0.04068608215846842	-0.05980574266955857	-0.011643820859653958	0.07162036158453607	0.024975150724312528	0.06986158041364424	0.006307241658515705	-0.09131364622141643	-0.10797945971664236	-0.01086370687458535	-0.013956983351780743	0.00752077725817224	0.11699384098183391	-0.006762303571475083	0.05263231991167937	-0.057034073375380655	0.05950834990890423	0.011833006345283625	-0.06259756724596881	-0.08064592828657623	0.11508534840313539	0.02709700233290216	-0.11100346715504945	-0.014193010132037526	0.004535381509489386	-0.006480326750348792	-0.025662499057681573	-0.031128398003857367	-0.10327529127666127	-0.11421980443092265	-0.04053337909744601	0.024036198472631443	-0.03686942529438316	0.02714255754855266	0.11682776142849464	-0.02760443774932387	0.015807042922516806	0.030939898400873717	-0.034152228445878646	0.19425517322072416	-0.01422637121247531	-0.029409251345255984	-0.009213121995379556
