pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32	pca_33	pca_34	pca_35	pca_36	pca_37	pca_38	pca_39	pca_40	pca_41	pca_42	pca_43	pca_44	pca_45	pca_46	pca_47	pca_48	pca_49	pca_50	pca_51
0.01612449550830104	-0.12754129470216594	0.0425841519726756	-0.0484989336726344	-0.022990925710197174	-0.12562412955772684	0.10041582598652081	-0.03699016936859404	-0.06571529906245398	0.06430683444525503	-0.02929371662597514	0.08926685937071292	0.14211820030340183	0.12491009214239768	0.15544125876419437	0.03425760923006351	0.06031262860682161	-0.017951629306288474	-0.14045148704189928	-0.07318275109535942	0.059089179956062964	0.021300732172918464	0.0014244030497589126	-0.023685272912365354	-0.07831657619001035	-0.009018242241337491	0.07009255208341812	0.026092941208159855	0.0003144835141757765	0.042169717884977975	0.2668368302452817	0.1863931702115198	0.07325973242602836	-0.0016198902719950503	0.010048988821851724	-0.004482718980663965	0.018623508980248595	-0.0016167540273853054	0.032439910001119385	-0.024551919275910137	0.07126030904609419	-0.033237807877469466	0.008377423743857785	0.08792741815324252	-0.12690607825876085	-0.10339259454956339	-0.03530467913263485	0.07987246271113033	0.06387103268773896	-0.10879811871932202	0.00918051138648291	-0.052314486219176
0.0007792261600594319	-0.1277074315569694	0.04427337008423542	-0.05230825849739704	-0.004423637274641748	-0.1049240476296277	-0.011594832384704004	-0.010342043545316988	-0.027270790498272537	-0.02538163393834046	0.06596201612418283	0.05192487030512099	0.001288658296729625	0.07398922238834303	0.16967426397508867	-0.007689415659031882	0.11421527745499035	0.016697813513613505	-0.07498927889140518	0.020600979768166713	-0.01682595376755462	0.034320725318982885	0.0013508776571462973	0.03129501402800897	-0.02823015447895798	-0.00125299491582374	0.09606786918713235	0.05357614439989306	0.05055419673634075	0.043735468940538966	0.11958198360962569	0.1074993018817357	-0.020683371220568077	0.008569309209472414	-0.025544450599174397	0.050801625668286075	0.008271588999354068	-0.01014527124243593	-0.0333352396864624	-0.08092093925463757	0.005352477533530461	-0.11549728456749611	-0.016154060128523842	0.06455701928159276	-0.13643293937800446	-0.021794692075679405	-0.07382474844490418	0.009279043743562579	-0.1126783982949594	0.03660460389177018	-0.03403653484704158	-0.05692061341179465
-0.00821018814438823	-0.13663664468372255	0.050981388037139835	-0.038175512507418435	0.003927095535384818	-0.12087060847203127	0.015996544182159844	-0.041825666798422076	-0.02389444790016712	0.04948052961942348	0.04971458180049856	0.11717758541410705	0.0317044510188165	0.05412738122456971	0.0517521550343264	0.02757408819779718	0.06825990809565892	0.07231985393589893	-0.10018466432383703	-0.06344572250778893	-0.029812033269377935	0.10455828849119667	-0.0138619680352589	-0.03888898107346661	0.024874200513691814	-0.003205513623095309	0.0510122209264649	0.029739477779106686	0.018180836913081696	0.07541528872625859	0.1364730932738717	0.09537069431075743	-0.02302525238900647	-0.02577332866295962	-0.051132496248650836	0.11564977825314594	0.027921069567038274	0.04263056982256368	-0.07693266276360662	-0.09042017092111627	0.0059658231265299596	-0.06921327079164578	0.08367448575358315	0.06013437015925426	-0.029837118965269104	0.0055921938963472044	-0.03693101657537255	-0.06124686101565722	-0.030873748724094312	-0.008654389308963365	-0.04778987941761496	-0.018824751528579868
-0.02170373500660494	-0.12114919244728312	0.02048025220356392	-0.033220101751462616	-0.00808654656205579	-0.12789467641510077	-0.02354267115777728	-0.031068057606099583	0.023219224722766954	0.024371385856073263	0.14015468927276992	0.11910863018524562	-0.07969170307251727	-0.0265881645695816	0.159085781755612	0.04228757294318968	0.02200194089720263	0.06341717287589108	0.010769262328057722	-0.010680473181652245	0.008790090039835954	0.07017017209723801	-0.026987249342986543	-0.10613522889651478	0.07089910891430816	-0.00028036246190364655	-0.05391455641301272	-0.036880807421658224	0.034821128368662004	0.024350793745201407	0.04101397633107938	0.10712876412138647	-0.1259330103371455	-0.045076254190120145	0.014639297255705765	0.05157107444512272	0.017282082959965035	0.05467223834873177	-0.032024348374530276	-0.021182011478564047	-0.05415367230159551	-0.07263099676385211	0.04973479230849743	0.02369646207602236	-0.10220738425806106	0.043455991143101884	0.034799705907653584	0.09347242472864217	0.04400126318250872	-0.03143873453931011	-0.09525724837174988	0.05115120180585288
-0.04660400942877755	-0.13053173610039676	0.008111615865343258	-0.03718803459030062	0.022870320782369752	-0.19948880881118497	0.04812742496505962	0.13890440988882122	-0.0404625389995161	0.00041054712041082436	0.05111509565442096	-0.08211186306312591	0.05081154098983595	-0.012603580664290154	-0.0759455998625923	0.01918149857335368	-0.012976614881911638	0.0379916715845287	0.09891773778512475	-0.10058073926919618	-0.018638664799725355	-0.029516464565403376	0.05479359758602708	-0.22783928810600912	-0.07947462611819328	0.06396674344879939	-0.09801575933228893	0.0038988457602389323	0.11514439729870884	0.16307157940499714	0.01735579264315404	0.05790328864638972	-0.16075448369117892	0.07370585724845392	-0.00462174828119685	0.018307692604868777	0.0609856048533856	-0.006722434549975617	0.06435246968075742	-0.090013192049328	0.015469670762180272	0.010316837183228003	0.21087984033664464	0.049709694654293216	0.05880291002764855	0.008465012558940478	0.08358873804019096	-0.047596128203101246	0.02076664550987512	-0.0279355850021899	-0.3021970228061886	0.05358561050636014
-0.01856459575172087	-0.079532248729835	0.018854332029713428	-0.04791657747927319	-0.022031680203003327	-0.04279518971396318	-0.07842264627626036	-0.0318133456196493	0.0039008559974974405	0.04443534392977745	0.2194579554472549	0.06269571218264357	0.07910921676798827	-0.04756568730997882	0.028001252018821553	-0.02556095445120201	-0.002890342516450848	0.028138354724747162	0.07215521665024606	0.00483666653926787	-0.030067841909007312	-0.01595944059855765	-0.03757904795155645	0.03177131706550544	0.021924302119409655	0.0004920526672294763	0.030258726304963734	-0.12082999044875346	-0.029103318493782896	0.05604259878957625	0.05470877080822273	-0.02911692928436957	-0.06724135152051006	-0.025682045569663036	0.05593905135373753	0.02501383816884145	-0.012196102915002588	0.06824956730808653	0.02581287198924853	0.026620988582904653	0.060348237484929755	0.07239481508844395	-0.02514254845207501	0.06818028973451067	-0.08986108663419248	0.07671788278808123	0.0030233772670498413	0.07634751653678089	0.05282494299584495	0.11275038458809163	-0.014471426028917257	0.06220162447560213
-0.005920182157882325	-0.07780865153137144	-0.011822729569013368	-0.07144726050289439	-0.09278086333464546	-0.0676987144367957	-0.038214177716421965	-0.0269429126800819	0.13409568057145899	0.08096656987808921	0.1378022703470813	0.018166824061509768	0.07947712411388619	0.029719515980200617	-0.09359099277027313	0.030592622465408663	0.0564456594455141	-0.003595694404158762	0.054072616457829625	0.05437433320809655	-0.048112488217811895	0.07609264286841705	-0.02765343612822535	0.0025890948038378	0.010327277200249289	0.004148775704852529	0.05564908239521137	0.016338570499022466	0.013362982010778667	0.06270840270982256	0.019066412014809936	-0.00039707611310844243	-0.03133263275117498	0.011237081035952388	0.026602137432777208	0.047408082784915935	-0.0010279357359400578	0.08562862415366199	0.04012486069786773	0.0353669801390276	0.026131196327901878	0.022846362145485567	0.00015740468985133088	0.050760734171279714	-0.06908859797124428	-0.009701629260714113	-0.039241600254280695	0.03372661429484093	-0.003580308761836116	0.04670144095372808	-0.010224189655075737	0.07428458006451477
-0.004070269995400335	-0.07430018848461385	-0.032516429597824525	-0.07501040148966076	-0.1166415357002662	-0.1151619401952059	-0.015715928097475185	-0.025293272690525018	0.19345300371570393	-0.00605074167429992	0.14568925078205858	-0.010705185635339703	0.08105674610621774	0.0014983750311228054	0.03084319210781566	0.049008194463825885	-0.07379302206860834	-0.0071930917510171985	0.11534258540682957	0.11418055946047603	0.05742060946535334	0.023800023304161377	-0.031011692686385393	0.05507805289094596	0.026547341479606634	-0.05505996827430185	0.0005702155632425349	0.07836216522721082	0.06076626874134462	0.003204848009801413	-0.05471344457086097	0.03509829813717025	0.06539557572210475	0.005840058088198709	0.05834761616429761	-0.05030520386867445	0.04615480086586875	0.032285111032628974	-0.009796931129205114	0.06284264363587122	0.0389844255646283	0.010897351586238314	0.022416820175775357	-0.01611960366969899	-0.08397525318318583	0.018004459372377615	-0.03075501495105526	-0.02347241887306752	0.07287441072672685	-0.02067262000954969	0.08217962997055807	-0.011980317964890182
0.001369408331007057	-0.044142405003976155	-0.053095065670719366	-0.09843157069507913	-0.13750003323106155	-0.07293441591715594	-0.05722807448044878	0.062013113906788105	0.1178435662965594	0.08788309023404202	0.06518765461339085	-0.012138002188238198	0.1444705711205223	-0.014695381108808497	-0.06472367651921879	-0.018389018714925223	0.004197304030558811	0.04998168780114942	0.12761472313563033	0.005762645669211031	0.02182856613062223	0.006738436602953464	0.005719284402402603	-0.027434708161117073	-0.052020751183702724	-0.006343252558016901	0.0643367485490492	0.13752111763507952	0.02266587782877452	-0.05096935081665203	-0.08089786290659845	-0.01207928013164239	0.006949654095730257	-0.023948581398496087	0.00840557267705258	-0.040635254793232115	-0.023707864644440774	0.025280383357255864	-0.09884459527253964	0.025386281896323956	0.06626723918969302	-0.003508245234187971	-0.05887436691725715	0.0058580556885451385	-0.014773886865169464	0.01597341334812509	-0.1285494832025513	-0.010489783296786855	-0.0024851970585188232	0.04096267793215238	0.0030142439509425164	0.10591674805731024
-0.021335790479370353	-0.09596336746168908	-0.03858444872655198	-0.08008806794442419	-0.06835409848721041	-0.1944863950270772	-0.019120256264143043	0.10420509884768275	0.0493526208913338	0.02574215044350299	0.06317809267735958	-0.12525428555393897	0.08586324043642059	0.009028611873257361	0.0033533520071341028	0.07151239688361077	0.0031933071517684652	0.029460636886898015	0.1374313078192591	0.036801592813367645	0.03895325712409457	-0.07586384682640906	-0.029337339237495434	0.02399294037057053	-0.11047508948828656	-0.09364590789057455	0.1004529351811557	-0.011427473512031328	0.033947053769606016	-0.03689243727758654	-0.01519280313899768	0.013861410528337559	-0.021297716025922342	-0.0273806225223855	0.1679222492048434	-0.08810436631411722	0.0744521093195857	0.029429321636006284	-0.05123109920692096	-0.1047454383678566	0.029438227858578934	0.03355163750950692	0.07071496145972415	-0.05869805688910901	-0.008924064043799917	0.09262786596843825	-0.021993153926813627	-0.01202754696663104	0.06015792350347231	0.033627888453103036	0.03147695717581223	-0.12794225053155414
