pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24	pca_25	pca_26	pca_27	pca_28	pca_29	pca_30	pca_31	pca_32	pca_33	pca_34	pca_35	pca_36	pca_37	pca_38	pca_39	pca_40	pca_41	pca_42	pca_43
-0.13351677221905675	-0.07911404348318717	0.030928150988701216	-0.16468979316361254	0.09195304348530876	0.12905608993696568	0.13059308971526784	-0.18384343015882165	0.11266424793058591	0.10939305283279147	0.013673611212634634	-0.02235973914802364	0.10227497692635928	0.014751868018554905	-0.04256981961023524	-0.09619150514673785	0.19998159283326986	-0.25215743840128	-0.19899860127716154	-0.10607114204697406	-0.03935647705875967	0.01598685800368386	0.18128304110723564	0.1274342930461386	0.002275281505853224	-0.009996439713752005	0.0902855398310838	-0.10759567796631805	-0.03676864768667271	0.18143239106650946	0.25196538067885893	-0.1163827328003721	-0.33675169507612146	-0.12627297689880684	-0.19573118495333675	0.059946937159606584	0.07873743907525868	-0.2649357924999248	0.020385729441792268	-0.03913138100476957	0.1908622966060793	0.05639151721982872	-0.10678433682996648	0.0603679979069448
-0.12393498690340932	-0.07341445114329292	0.11046197993709357	-0.13866435857153106	0.1651572799881434	0.05921581369481863	0.09737263664225118	-0.016861974243141932	-0.07598440956683945	0.22263320513833193	0.12533684728160985	0.13753230610012895	0.0029768839876846017	-0.05357267589822494	-0.02708303012147094	-0.17516236897459447	-0.020435744105554616	-0.2264216912986164	-0.08803477496782447	-0.10439503032383353	-0.13303461339680048	0.036855517431134736	-0.1712831564920664	0.2920036555647452	0.1212096184113296	0.07505724456773955	-0.15114286155626674	-0.1704091575810286	0.2734146210829365	-0.052874760818468244	-0.2649774966176814	0.0013927767268729283	-0.07969014568045212	-0.01908877065805853	0.12849582492677913	0.14957999805092795	0.12360167420109786	0.019528507065917466	-0.1217226124192719	0.05680870148727017	-0.19040836812111994	0.013986939131548142	0.0605320601537348	-0.053042440549357514
-0.10159298448820439	-0.07160377070338275	0.09271939213997431	-0.07332697755644535	0.004797805207373801	-0.04958858680348788	0.04986038220289035	-0.08596300008708929	0.07318623194363233	-0.02086929630579573	0.022986167542587702	0.12405282678850638	0.11482503579582219	0.15071202415424528	0.00176364777798459	-0.08697849760642945	0.11936998148075334	-0.01398665685690146	0.08784622712906649	0.06044422898692262	-0.0024386725956520926	0.08089665345398693	-0.13410068333728156	-0.09904453287472216	-0.0011504977479895651	-0.018365257398466863	-0.10687354123391493	0.13791527910788304	0.1283333987291097	0.0523413361538926	0.05099863329148435	0.10794662996814414	0.060666502389000565	0.08963210384477245	-0.04750627732203274	0.018625171089296854	0.10321025868362768	-0.07035964640780334	-0.07368549673193589	0.10492831476789287	-0.022962245318068494	-0.1519729697988348	-0.08568756862881274	-0.02858853405923102
-0.10200332940452861	-0.08249175612186077	0.050111511876976954	-0.05768966000375003	-0.025827247496733485	-0.09698914359287765	0.0015118027959273028	-0.14857342024889858	0.1211234756932677	-0.004624481629061733	-0.025523981675739115	-0.0067606893330640315	0.045800717017123155	0.19625863849387584	0.042801674249604224	-0.08698141308472623	0.08268400221634067	-0.030100516698627955	0.007622984923582682	0.07410589124257526	0.07169951946374248	0.02819714605724269	-0.08853397141788753	-0.0687527210428506	-0.035378136453058914	-0.013742340515194696	0.07431436985271661	0.013995870290948828	0.029416011728349706	0.1235994760379466	0.06789957520218315	0.07364565992387911	0.12367569373039318	0.04973665849654359	-0.10841397599222918	-0.017073452312771263	0.08063721411712384	0.02845494203662735	-0.04511981831315199	0.008514855748888482	-0.018924347241881842	-0.03482053760215349	0.06500701035512912	0.02458763738453741
-0.10987003175918955	-0.09337156445638234	-0.030994733643027322	-0.05637271517878417	0.05824884805311287	-0.06900226758171976	-0.02194879529711939	-0.20054794280151889	0.004355251376012698	0.07204813217341272	-0.11754722030389626	0.047539649145597614	-0.03572337953309339	0.014596067653490204	-0.07964027067887294	-0.14855349566287307	-0.012160177128538813	-0.04989110387896473	-0.15591500114595913	0.06209532832273302	0.030196330982894554	0.1365954695018208	0.0076724519482911785	-0.060918133097310465	-0.05837648224756435	-0.12394570301812084	0.08549154859979008	0.005083654304280691	-0.09260298389097439	0.04387684250817881	-0.01617158396393948	0.18099363214158992	-0.08694606987482727	-0.12506338569508035	-4.919638778969754e-06	0.0791844122609346	-0.18965239271557344	0.07488889507411808	-0.03375819290045225	-0.008458301850072346	-0.019438216366091825	0.060447960873990625	-0.09443449617458363	-0.16016518767721638
-0.10075787597967374	-0.08145554812766784	0.005373832851605864	-0.049795995136106	0.017156776449201203	-0.05078475021171314	-0.011755677448487933	-0.13903804475758896	0.05873739101931849	-0.022704041873050147	-0.06299956713193058	0.027657244110378558	0.08510798017733723	-0.011288567300279063	-0.097742963087335	-0.09881510002538399	0.01094081399528482	0.0634193810428004	-0.17151097209465088	-0.01643715258326449	0.103676507453814	-0.0071580810574103666	0.0466557335085615	-0.017318209290788034	-0.019938386363249423	-0.05945652576837572	-0.0341111759835996	0.0831193871663174	-0.1897233685248578	-0.0054802786387003755	0.036524636082533216	0.016155336813615244	-0.0035971204854308297	0.0016974249090970402	0.03439152320503227	-0.07178764712180856	-0.05209092667186672	0.1920635446311348	-0.03800569837783766	-0.05574689554534149	-0.09418935681823364	-0.0015334497732287064	-0.0381993626588938	0.1710376520342075
-0.09148157923931004	-0.0856042800596292	0.025174672125684527	-0.05620248938634573	0.0504445548053572	0.031196400179163697	-0.009516786542935043	-0.07670045966258184	0.02999463098983332	0.05220000660917662	0.0009940180689061336	0.022204186211997996	-0.05253001140087685	-0.010680057630478766	-0.06219149994958957	-0.12580259842018615	0.012674003588190402	0.06586289691354483	-0.14663597734254288	-0.07846357939493256	0.13660194415570492	0.02604840830114183	0.09594576419020306	-0.002164731440763866	-0.014803585036476611	-0.0873977216368063	-0.026656493583386603	0.05888633029439359	-0.09313246226770511	-0.1221088249943519	0.038072695538113335	-0.009040345033523717	-0.009564933824180763	0.046541263868218496	0.09764095217254001	-0.018848374271594335	-0.05503573548228756	0.0744274827447435	0.07942066477211615	-0.0042650477441233195	-0.22803103548253345	-0.04987309282018204	0.0074590626896494094	0.06346583768151433
-0.08238232988575343	-0.07879867655880347	0.06180231814686388	-0.04811381843200162	0.02564105290641988	0.043183682827334646	0.004306090913628824	-0.03952520782182395	0.046830448093601235	-0.001601186674923899	0.07081209993157858	0.0036663089995288044	0.09716083144715112	0.02120424059314737	-0.03567287675355027	-0.1441558911243206	-0.013647121388091599	0.07328435036653122	-0.06522279045945255	-0.03782614359061675	0.15062010775903678	-0.007841046497847276	0.056406902684648	-0.03198458868920701	-0.041949872548165144	-0.030865126445486488	-0.058813046065803704	0.06813115859133781	0.008517168993851066	-0.16630240409478583	0.0391565251198604	-0.07671478413270504	0.06813473376913717	0.10143514014119452	0.08026665080172243	-0.13335406662283475	0.03520967372821477	0.04432780202527108	-0.057288525871920584	0.07960260224351362	-0.13325282660687696	0.025323017965701158	0.043031366883501704	0.16207448085903492
-0.08990252599673117	-0.08949978863570865	0.008992974122106201	-0.045173530160148856	0.03566178161868713	0.04587914221697542	0.030192978556927666	-0.08903997283331537	0.05263458650550959	-0.04894651657638299	-0.026385556812527876	0.05012191783813888	0.008777459039611163	0.010420212878287196	-0.09836049197961041	-0.0917548866146381	0.14493095341766687	-0.00037290493373687283	0.017448526059363825	0.03907207687446866	0.12911383491407913	0.12614942757092756	0.07023831154250748	-0.2171048509920818	-0.03951141601411566	0.012695983285506723	-0.10497651375294405	0.060092801342737624	0.045077385996358355	-0.08772604994882634	0.11072940828122302	-0.054603981389980384	0.06858171697598966	0.004969392778001135	0.008514472251282084	-0.08869182757443218	-0.0007950391957430537	0.05153533172298272	0.0957049302805122	-0.09994090141312838	-0.06103404000324977	0.10271053076641702	-0.003899716521645752	0.015846936130412458
-0.08901695729288468	-0.07867246813248327	0.05869923687020995	-0.03591103376770438	0.007563307833684418	0.016884204039313427	0.0015599650925537945	-0.03313087423065891	0.05051043006724544	0.007448886713479097	0.02603550198851792	-0.026125320302601916	0.0739560793569784	0.07570430975080394	0.050393196980751176	-0.12927621094091493	0.02676979319125919	0.009618799071552081	0.02145177093539951	-0.05251234822463637	0.09428959679693608	-0.03893308030126372	0.03969690901030479	-0.007898032635437383	0.03904232941074498	-0.07566143738018424	0.04084659098899371	0.004789206742943017	0.0397827641742319	-0.0876877019513525	-0.05506555520362172	0.04757453871717478	0.16493724293107379	-0.0062523883266139835	0.02662799493837878	0.0073759270078101145	0.0781870512815718	-0.015406359144768449	0.11410470703876684	-0.02388773555769555	-0.03458627664877912	-0.13804913713119168	0.11555414168992606	0.08958515634659134
-0.08968699047417104	-0.08091074501320654	0.03221999647732021	-0.014192013040094015	0.011774020616429515	-0.033071405946078436	-0.023820472111311747	-0.03210529997169989	0.10990472247301392	0.10413300413594823	0.009543272189926715	0.06537127661733627	-0.07807002321403365	0.03107559055889263	0.020372976020484625	-0.035652712163544084	0.05781784375375129	-0.01849223006412501	0.022914425734644847	-0.03283711265385078	-0.04075335728698221	0.0580705869379241	0.056131322933129946	-0.06487541756916824	0.07671395191560625	-0.04808060599756836	-0.11551274152950601	-0.016158557285515258	-0.0021566191159847602	-0.038387918053045755	-0.1300762145165648	0.20884590468532035	0.08087824339473271	0.10641811176942403	0.10248109379126671	-0.03153415616056008	-0.06832114862673563	-0.1018231816318945	-0.006492960568982929	0.0043689994145083965	0.007969841944717435	-0.06119495922713597	-0.032997801811012084	-0.11902226845863617
-0.0580133345721088	-0.0790390593340908	0.046358785967082844	0.004760884443048979	0.02133122839573076	-0.06950270401971004	-0.03614736793764595	0.013689018277738885	-0.028603675180976507	-0.00791621005201687	-0.04551417531788406	0.04631781179146048	0.0623827758342857	-0.04586544053630811	-0.033976996076411484	-0.02295238029690151	0.004217974385492226	0.08756911890280546	0.005470805452637395	-0.03406655404094247	0.08777796405058647	-0.10244569774283395	0.039315261176283534	0.004073360605356291	0.1004011504152556	-0.10831605637058425	-0.05795310670011468	-0.057763171145518946	0.011965642978557475	0.09997504512179145	-0.08870976869505501	0.03333496091253633	0.07070273268968257	-0.05069401431799776	0.13815561187723283	-0.10084502968146379	-0.05772425699161198	-0.0049756006645900325	0.14455714058182606	0.10075298956360967	0.07857195118171635	-0.02916771752998893	-0.005092036017894291	0.07210877756044301
-0.0538266794753485	-0.09325407534711436	0.06643503493301227	-0.008632396405032976	-0.030195258351912307	-0.01898933856278151	-0.0705223425745155	-0.00766103708667179	0.041677966392822785	0.015231317302107139	0.10998968867474954	0.0040584401685724684	-0.03963261539351165	0.054910158765979725	0.06286917377547245	-0.014960363723087816	0.07622793295768199	0.13105695490363856	0.02661915534683136	-0.06240744310056562	0.0706252883248039	-0.1009266612954526	0.015868151271607844	-0.0705123960253044	0.1029389329855571	-0.1425067465017676	-0.13467828922726274	-0.09968698467365096	-0.04025383908227598	0.050631273011334216	-0.01283195426638685	-0.01408825027998643	0.015811281824976736	0.02234366440044808	0.134842212780706	0.0019898114664546503	-0.03512420824400895	0.02145638833986216	0.075654763678475	-0.061593199100666615	-0.04072763810147992	0.1426496362638046	0.1572176161865069	-0.07853940296792478
-0.06093185633866162	-0.09854806819160293	0.027296487450564677	-0.03086876559652042	0.02561903156644084	-0.03325407887137691	-0.06272993681236794	-0.06846708597705148	0.013111125813414004	-0.03768909854590263	0.05717252792628207	0.07873331929383617	0.06578560935173261	-0.09009314578900841	-0.05245586470573633	-0.022300192167177463	0.042576891938382794	0.08852847819299625	0.08912408417544825	0.06818862729946282	0.07902562017471243	0.00048075772591874445	-0.04253122346796537	-0.0031981758643407215	0.07503680421482485	-0.052849123177938384	-0.082352001929215	0.03912326355901008	0.07629182248673377	0.019283921004101465	-0.11128949335883012	-0.018070069077439736	0.09438996891646219	-0.007712304418300434	-0.062225098597824276	-0.16235790269019054	-0.03148536307916337	-0.04950015831022821	-0.03179227780535589	0.0950209853452296	0.12612691291274528	-0.07236347040016894	-0.15748345108233652	-0.054400319829676684
-0.06276252863816424	-0.09751631896089748	0.011471691009350093	-0.015500560468930313	0.0019027263516567163	-0.045067475703164814	-0.04558330540019945	-0.06047540806011076	0.03558402934966449	-0.06439338408094714	0.02814273923729009	-0.09911308154526946	0.05629675447033439	-0.03910458502188755	-0.02353259371237032	-0.04448265859234796	-0.013184600081296488	0.03394628534127361	0.07583377537739047	0.01496565119041382	0.09835166914243602	-0.06111254394787445	-0.04080294223777939	-0.011059844057511009	-0.007298672553763522	-0.015011101484984076	0.05725420577912439	-0.11035667208748408	0.007778021833991932	0.04751382925163458	-0.033741143704143384	-0.04320472246310358	0.07743514834996612	0.0008050037678488525	-0.09040621586201567	-0.05666457999401883	-0.025169190762864804	0.02570155077171645	0.00636100251831926	0.04474958222723498	-0.0718017041154132	0.07039107094629851	-0.06061421685951844	-0.05003192806633066
-0.05879694043694676	-0.09803654544121587	0.03380163314972444	-0.01881181471847276	0.06824086951863566	-0.009292855532833034	-0.018881644494053385	0.03588842791095592	-0.05475623839754529	0.02123710508649218	-0.00013269889066671106	-0.03337349214918989	-0.12807907915380268	-0.16792601737822277	-0.10352174765025926	-0.09883530127944733	0.007673724954498279	-0.045222394958535334	0.05851921093804079	-0.05767443803313081	0.06720664991486777	-0.07520931590039386	-0.13070231725817194	0.0681247199441278	0.052515228016019606	0.08100554910395046	0.07443065769593155	-0.15370541040132593	-0.06555170573580928	0.04899166358770406	-0.13020318395348712	-0.02006763712021591	0.16185275628678286	0.15097738487813406	-0.2846104239274792	-0.16213742944689186	-0.09540551728671656	0.035388393469365675	-0.07694246738488386	-0.04748530664706557	-0.00038906079381620384	0.1312555646463868	0.0034390014210399483	-0.08409020213795175
-0.060801798029469896	-0.08254725758438974	0.04224699280425065	-0.006910770120743903	-0.005194543857897892	0.03750483213572741	-0.012036246147517207	0.05533702547021452	0.02847966274321334	-0.0819270426528706	-0.062473099606721594	0.0025720294431627946	0.03835157791219778	-0.019873344366336705	-0.02526750711618536	0.06594184623658908	0.10666080087946202	0.03067317804243265	0.10994754802915066	-0.019407226164354294	0.09614718087903482	-0.0332217199729141	-0.06967352196197787	-0.03185553692766106	-0.0033132050935357586	0.02154899487074297	0.015043342647969637	-0.10059827291974373	-0.10806655933704257	0.008037341610444088	-0.012336775538724434	0.07620168184613135	-0.06854072524918839	-0.0007665920015914596	-0.11504796685212212	0.028619053857679787	0.06735491890771617	-0.050498688610700365	0.07839860931119497	0.05796129697088027	-0.058743690071125065	0.09779279338204326	0.005579305216637576	-0.01740186274887035
-0.061726122086642236	-0.0843943518091781	0.042215167165668366	-0.0010962628288422153	-0.0038622084729164215	0.03666606029232661	-0.02286467522718611	0.042819172661001714	0.04099653893170896	-0.03894038814459344	-0.029247053640539974	-0.0804223459047289	0.027106875791209184	0.0671960273293497	0.05831963502634139	0.031017121044580168	0.02841695069809899	0.02182959574063212	0.04774785963614461	0.019785435950854857	0.05752711719722957	-0.046222999944653245	-0.05320096901173188	-0.014473979687573038	0.010906085813092279	0.014190828298956262	0.08720023469585568	-0.04499838051291345	0.04778677854824791	0.025707224744450724	-0.0567489954556179	0.003588230992813801	-0.05158566605569342	-0.035695770402875464	-0.09173570253399924	-0.024535543328805157	0.047600125703675576	-0.032612940683151154	0.033382182125417076	0.03199809292958092	-0.024107645131877464	-0.020086610375511037	0.0007745584791543775	0.035461111030482516
-0.05595846266544686	-0.10110642385767105	0.024667446028747795	0.007726911430302119	-0.00217742106276954	0.02843522290620052	-0.030952983699549207	0.04852583395425606	0.020907363822920966	0.009735694173931858	-0.011840630326318768	-0.030953971223310645	-0.09374952575242515	0.07094714988702837	0.08908967570063359	0.05237390689866617	-0.016121840751717326	0.054530113325699014	-0.03794617202351974	0.05886064553150029	-0.01617232872874785	-0.0738605358885115	0.007054679523302854	-0.058752023139505005	-0.025010399715434232	0.013693884543874605	-0.02818626659425459	0.002799904828490681	-0.006031827370243131	0.039520860763258184	-0.06838913611046013	0.040553899501141966	-0.10286521274718824	-0.01745626577100569	0.06912332216693101	0.07422406214013094	-0.019106829336850983	0.029103062197081777	0.014192621054495055	0.1419447428688268	0.03757483922804196	-0.0036421132395878936	-0.06480576163009477	-0.004557560133173134
