pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21	pca_22	pca_23	pca_24
0.15610149972980594	-0.09446714087561461	-0.05351840483174405	-0.05473107504085257	-0.05261560880063544	0.0635672457355602	0.20218674074311493	0.019923261673427933	-0.04567425307809205	-0.1719577883848165	0.15047515398682748	0.07495412911454527	0.18072356045975446	-0.1288655997227885	-0.05804958174967038	0.15034783964511084	-0.14053441795974758	-0.01209032160733114	0.08000748777019925	-0.1256233226366816	0.11279882890481031	-0.10216737844842545	0.09200242741437176	-0.08323571325412217	-0.12067707471660169
0.17104438456336568	0.09774521253482261	-0.22390927961934573	0.14035752530128986	0.0049503443294726425	0.07463448325099628	0.013474234411935666	0.047971768029457226	-0.00527635038301653	0.11044124050943548	-0.010380989103683083	0.08488462601621335	0.0344218905268017	-0.12864296146788895	-0.04560306916153001	0.14346426210052585	-0.06640661389863386	-0.03363508555067722	-0.16963206074780837	-0.021644235453304714	-0.04473990728321955	-0.2856506855251108	0.12177269940135678	-0.13008006820590653	-0.1444712334364498
0.16437007053358688	-0.03789596058510747	-0.010512044296650425	-0.10400276992698834	0.1852644899604261	-0.027770740924297876	-0.09639653096111339	-0.0010537076630444987	-0.10263288190995658	0.17195770825651596	0.04452016277218651	0.14368420005048413	0.0549038442163755	-0.009608490592988017	0.17030329380104128	0.08694062959110979	-0.040655190734831974	-0.11076360830469432	0.13648411495482074	0.09959499932163429	0.04387794965514634	0.15451022145698917	0.19375541753462858	-0.17696795712015678	0.011181226550942974
0.17841589330832847	-0.019547124879619848	-0.09075878093243459	-0.21066719557529956	-0.033560244747815354	0.007968392019802761	0.013305555869156327	-0.07223284902077992	-0.04762394918029264	-0.019980791585133273	0.046622364549711415	-0.0009540596399869594	0.16856472176460163	0.028525869693567768	0.19307425605517128	-0.10401009844789982	-0.25975887323111246	0.005280661201709792	0.16957183153216787	-0.1181100632879773	0.07896866810732461	-0.12011722273990466	0.14104223337131575	0.12373858021301733	0.08585078102893014
0.18539819124932497	-0.014394878509765285	-0.04832623447072093	-0.15010731861256726	0.03629417325990142	0.11356864823129834	0.20663978467209815	0.005407107702916866	0.056417464905223876	-0.12705586408959602	0.009348882067308661	-0.0962418947038548	-0.031602485671147595	0.03684956803284946	0.08160289741984716	-0.04115165912608014	-0.1051000840761124	0.08818705015631667	0.04036074124021173	0.03724250982049218	-0.05872170402959745	0.03776397828038277	-0.09519138546696802	-0.032892888976421376	0.00645717623876791
0.1713183021793584	-0.03139075277978773	-0.019962783831429798	-0.08707523278988884	0.024643777010154994	0.24426099722708544	-0.115800165460308	0.07611700302899109	0.06137946000163258	-0.11988709458632346	-0.0157802363731947	-0.043264956957581126	-0.0942828576502978	0.014817088667176383	-0.008418445192674113	-0.005977814765642242	-0.053137052349832084	0.09433549504328555	-0.02809842138347629	-0.10688661713667869	-0.03071091959757022	0.07634600173826153	0.04151854707378819	-0.029145955463479346	-0.034834910197265284
0.19672468401895823	0.008341412431993836	-0.1313850526050776	-0.1755359169424086	-0.15853397824871768	0.060192413858286664	-0.18077204757241902	0.021034250813857368	0.03201970200881668	0.0688025749689829	0.11274452872077498	-0.1332711550220746	0.052978258686627894	-0.11587037561467425	-0.2125126325848137	-0.06823986958781773	-0.0038185005819408174	0.06516577642515503	0.0402060242565366	0.04952520104130542	-0.007147978889667072	-0.0997618277986159	0.13363431440137025	0.1578508765116261	0.1083208629449189
0.21180411154237724	0.1829870089639222	-0.26258620287968537	-0.012701069459139402	-0.002529919401062567	-0.05742364553197685	0.1257335554661902	0.04477396810259514	0.10565396801577479	0.22394979031163156	-0.07133260550340385	-0.04158843740936327	0.05165732146774546	-0.07989040542997547	-0.15192103202321752	0.037319043775185856	0.08535940496943945	0.05622025947630114	-0.1598669973769725	0.06890249016880845	-0.1207661982204576	-0.17172094800443494	0.1591527479861977	0.11689506808251712	0.06728667638906848
0.19023177296672328	0.08724850170595	-0.09407187679724313	-0.004593685376501178	0.16005363817541784	0.032353388272808814	0.046359745145232084	0.13415560594829978	0.04899119789480032	0.16364559861494388	-0.06837498207047712	0.06928788364448543	0.01358095477623844	0.08043228483146983	0.03612940602584937	0.08992932170514235	0.01250322351238814	-0.04525175625418599	0.03804925332375074	0.02380612171856636	0.10515525473172455	0.13215902969579174	0.033070404568671476	0.048268499835692105	0.022537628587969108
0.17352405459929401	0.007572899688440311	-0.010681271000469384	-0.13447084772905454	0.017217645408939775	-0.013266286413962908	0.011680598909451778	0.05907265045117854	-0.06489956768908871	0.1444277090400659	0.009591668109345308	-0.0008665968448559741	-0.03846809954450886	0.15463201221981376	0.16257595729526014	-0.09439879030512673	-0.14774972360713234	-0.06715984793125568	0.06694377339041857	0.17832343010108942	0.08176876025011395	-0.012862696008471619	-0.11175470005897586	-0.005528618334830135	0.045645626606416884
