pca_00	pca_01	pca_02	pca_03	pca_04	pca_05	pca_06	pca_07	pca_08	pca_09	pca_10	pca_11	pca_12	pca_13	pca_14	pca_15	pca_16	pca_17	pca_18	pca_19	pca_20	pca_21
-0.13450173140852087	-0.14601321839233133	0.08790857326965729	-0.09332301961148881	0.09514727959215635	-0.1787509864163581	-0.1344947993192294	-0.10536694613592303	0.15563896505406838	-0.08886793065263483	-0.13193728642635028	-0.04080299562328316	-0.012452108609641297	0.19324870874893457	-0.0052018028836868	0.08369434913736519	0.27329976626368613	0.14347409233974115	0.014342745508060795	0.1338026684676679	0.08215133860394966	0.15504715054665621
-0.14157930436407606	-0.11844051373829437	0.10791019321757826	-0.09429649749764209	-0.10198621867547455	0.013936852134756338	-0.154525593232338	-0.06248307159951015	0.07810612188164144	-0.018605150559714064	-0.2208123596538285	0.011679980818007057	-0.08649067343793741	-0.0546506170797597	-0.0900911281352686	0.0694265069996945	0.08147132740857146	0.1272563426440097	0.05819770321515574	0.06929077758147117	-0.050108496277807404	-0.07053981119132186
-0.14252870454763944	-0.13109844652180513	0.06817579471249391	-0.07533166860840237	-0.05948086076667021	-0.01818286845237424	-0.17508337641339206	-0.00937946968113415	-0.012543216782407565	-0.17384174288840068	-0.15399521947595546	-0.0622358572385172	-0.07751795745761629	0.02462412438850181	0.012216596308171257	0.10129518427352616	-0.04594618001948773	0.017915631772623546	0.006140780407830269	-0.12691732582365206	-0.08636908424702343	-0.11640359214844778
-0.14339905282386664	-0.13784139501508935	0.07403416728618947	-0.026123648246127673	-0.016086476665000793	-0.0056924298631562675	-0.025036991228705452	-0.030455766826635366	0.045940278775791016	-0.11058717082905845	-0.20842714925015737	-0.0773734356048294	-0.02453808930555456	0.04701904299212584	0.07525155788084904	0.05562742707568831	-0.05048534384876009	0.12651221950084413	0.009869612973056212	-0.05982608440199189	-0.0778949714579461	0.00675314033102765
-0.14010222883370615	-0.14294326246757855	0.07092735363911606	0.0205291765387092	0.06015395722114489	-0.0968289375767665	-0.1130435472140748	-0.0006747987349287193	-0.03501845700542286	0.04909166537269183	-0.10736398052134427	-0.15909583362936452	-0.05555293322124577	0.004984663852426435	-0.05799847437290308	-0.13473871571865126	0.1361145664308844	0.15367692874833863	0.05821462155871387	0.08148716218639127	-0.007083341663389853	-0.017274071214214294
-0.13258214174670863	-0.10300809248200578	0.08620756327799223	-0.04890399359710301	-0.00712039442830803	-0.014814521055368512	-0.06806016103329979	-0.06814986706434942	0.003926448342381081	-0.13338544649800327	-0.023305070897452748	-0.12342441031613362	-0.1226279528243088	-0.07987465575844704	-0.01998883680140015	-0.08824952985978043	0.07850600539304972	0.2238506307369622	0.03882662243965912	0.03313556500262912	-0.07493105618713422	0.00805734404760823
-0.12753002335526653	-0.10424741185635727	0.07061554218970403	-0.04440351889241151	0.050324305853632734	-0.056747045208937016	-0.026697663479373968	-0.03696834498578294	-0.032057339263190016	-0.11492728881854686	-0.021750238231993513	0.013442884619911027	-0.14947203150905344	-0.0031149055802885545	-0.036257138593196146	-0.07944819665902697	0.010692014299311731	0.12705441172305262	0.013747211901162718	0.0017457574630899038	-0.1234772237614315	0.11206603480395501
-0.12392210471985556	-0.11083086716029326	0.037001105537371834	0.06196685939163016	-0.010021321364649144	-0.031708251158591994	0.07002210472372655	-0.006562916267796662	-0.08992305492516428	-0.16887926100656964	-0.03112156019026141	-0.0007768293491659389	-0.08417738943945834	0.026028201502496823	0.03555690554647773	0.0125502126273698	-0.16057861868849332	-0.015880929725000104	0.0733772379414702	-0.04991964448854873	-0.040556271960615176	-0.15078546580971325
-0.12108993222209101	-0.11675053453077663	0.03869953689970277	0.1310227621802581	0.018718492454769135	0.0005823724885243853	0.1776763381276122	-0.0462534251566456	-0.058395523733430876	0.01088334370156091	-0.0594045855577241	-0.05076794400492132	-0.022347680087219834	0.02603450151140832	0.06294390675042691	0.04262472596472485	-0.2163703635573436	-0.0012899707878687994	0.11002122589634337	0.053163202240293306	-0.0018474910669189215	-0.020193356795163653
-0.12307507967195198	-0.10683072956610348	0.03146997172627229	0.10346538629221771	-0.02032814221457535	0.06555888517887329	0.13123165057982755	-0.08525219431974818	-0.0582074788173986	0.08144078308949795	0.05538315180401093	-0.0568814157785587	-0.10889853027206539	-0.0497712635685566	-0.01581681695713523	-0.004593408194911698	-0.15270418543081637	-0.01061277772796812	0.1094319144142748	0.08835199047735899	-0.005725177403617256	-0.041958813897964894
