ICA_00	ICA_01	ICA_02	ICA_03	ICA_04	ICA_05	ICA_06	ICA_07	ICA_08	ICA_09	ICA_10	ICA_11	ICA_12
-2.0012057325983412	1.0126740337405855	-0.6572106027204779	-1.7360829544635885	1.8249394572953885	2.26346612921081	0.06754827401816371	-0.8153649341023677	-0.6941188284998179	-1.0954956153517745	-0.22747243849289234	0.24176273360397174	1.279359583594717
-1.2808187785644216	0.23623761901602658	-1.7877630402876614	0.3469056537550518	1.2050301984608118	2.0348333487696153	-0.5713604296646125	-0.39076198526602446	-1.8530782654847762	-1.580751480693219	0.8950821766763459	-0.02005285249934717	0.5339572172560441
1.635340733977596	-1.0802788922972426	-0.6746041430583809	-0.1257170808879784	1.118418872194282	1.2650990405128062	-0.3038668892384252	0.04818633523143628	0.1456796890878363	-0.5070351866286528	-0.345281212308938	1.4461082636050178	0.7521864441969516
2.3137651378749235	0.019444444300788646	0.5770823838048542	-0.39536886661703435	0.739721930951839	0.9865177585785054	0.028731999757195918	0.8297865614730601	0.1971289179836415	-0.6921314136580847	0.20665287829122114	-0.8384259732580502	-0.3746544370744502
1.0930358213696523	-0.4651022904232385	-0.21965735494848151	-1.7504131621888819	0.07500855035050105	-0.11242173017356154	0.7348007788509714	-1.2278988647815654	0.1782215726245157	-0.31690191762682157	0.4809590744141567	-0.08313887472510753	0.8130922369494744
0.8152305471753516	-1.2614261146606005	0.1601614230471685	-2.525896808410131	0.6312784069294489	-0.9768839013967209	2.8899213219247386	-1.0851127152706443	-0.28683279680590795	-0.4420018572686049	-1.3991864915253813	0.9491244750528419	-0.1732770030720393
-0.6901717359154009	-0.9504370961723695	1.130046856626269	0.4175446929723922	0.8352230826748337	-0.819768712085607	4.152176398584777	0.5360340814684701	-0.03208316290841887	-1.018906505501176	-0.7179285594597467	-0.5758008344192002	0.24523655282066983
-0.16831528697855822	1.172625449428154	-0.7801758053985691	0.7277352693829209	1.2810084615409016	0.9864458774550385	3.027514503301611	0.0816777789141513	-0.8114477590189833	-0.24258654965760196	1.1766495227853677	-1.264799152646596	-1.214142995714534
0.3919487269944388	0.7077120930953192	-1.2015998417317721	-0.3590739990732902	1.4715760786139702	1.015284992180111	1.4159611511656338	-0.7932179135459366	0.8444296368590908	-0.06384991103167775	0.08220845125771961	0.9280771784381456	-2.5989466447079477
0.8357031471504176	0.8230587115876309	-0.4232694692307069	-0.2236376849092087	-0.5365164258276416	1.1950482427027243	1.4456701819518394	-0.9662405735188452	-0.5435054275144275	1.0264895270330063	-0.6820516804412676	0.8830416805299655	-1.5553345633218758
0.8903276937175257	1.6547657210943212	0.2776582650685652	0.3550318576141671	-1.7579066057680781	0.4907950839059068	1.1710125951491643	-1.8427613893591945	0.8920975709888509	1.212211335447013	-0.38093842864081107	0.3848777033616681	-1.9767535129968414
1.521011888245508	0.9652653512825067	-0.573759333279146	-0.5621084978169193	-1.1305927814575862	0.8596447278938273	2.141123282316198	-1.3362483026907488	0.04347919663047623	0.868628814120107	-0.4107277265929237	0.17353297887496447	0.3585871070899283
