Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	countnoise	signal-noise_t	signal-noise_p	d_table_score	optimal sign	estimated normalized variance explained	classification	rationale
PCA_00	103.23168919023827	36.02163591220112	46.03563451741709	0.12526098663655938	28394	3882	0.5578425427175115	0.15742208135235078	13726	-0.11139450961952771	0.9115274611283886	9.4	1	0.38791528850013957	accepted	n/a
PCA_01	29.693597696997116	16.798437782271762	5.822379132200532	0.03447759861217687	3191	1269	0.25976470588235295	0.0	6692	-4.391574193479181	1.143638278852284e-05	9.4	1	0.07635056312255659	accepted	n/a
PCA_02	72.62025444379103	31.275980298508752	7.365713263221776	0.03281347139177299	10111	1467	0.4088584288052373	0.0	11382	-3.7825584284578833	0.00018485233487852497	11.2	-1	0.07451122569366754	accepted	n/a
PCA_03	80.2959911368506	24.454773670845785	10.566014130741205	0.024141541704274867	27027	1249	0.6005068994649394	0.08596918085969181	8871	-0.20491569722321717	0.8376630027416044	5.0	-1	0.08262947876015679	accepted	n/a
PCA_04	51.48661844310116	30.323344608122376	3.7309999311041246	0.018223789785656308	4747	461	0.29244482173174874	0.0	10527	-0.1535139543797085	0.8782362744271146	11.0	1	0.03835185118107968	accepted	n/a
PCA_05	41.76157655116135	26.664260577999652	3.074280288425869	0.016783991830766565	2589	1004	0.0	0.0	10044	-3.283491952326003	0.0011536910685020212	13.7	-1	0.034903423687320384	accepted	n/a
PCA_06	42.27493847475836	29.28890570690861	2.7922798291800497	0.013063091598516088	1299	248	0.1728395061728395	0.0	9941	-5.825070841871481	4.7848569430631873e-08	11.8	1	0.02734697563815096	accepted	n/a
PCA_07	48.46372605020248	25.663359741665385	2.393261335642217	0.012145810991898818	3956	125	0.3718786016135229	0.0	10063	4.268102699780429	3.383481113440772e-05	6.2	1	0.026857276320597458	accepted	n/a
PCA_08	36.51160876465514	22.38164957649756	1.8196226263422828	0.011240499942097543	1320	136	0.0	0.0	9455	-2.0268121397098335	0.04300665030683882	11.3	1	0.022978824992338248	accepted	n/a
PCA_09	36.26370501011174	24.617439710831473	1.5971584296136347	0.009221703299918092	375	100	0.0	0.0	9932	10.601354739797236	6.308831387155442e-22	9.3	1	0.019195920510975652	accepted	n/a
PCA_10	33.19337926304926	24.454642372468587	1.3335302809738447	0.008104732867313686	371	0	0.0	0.0	9532	0.0	0.0	10.3	-1	0.01653315967656155	accepted	n/a
PCA_11	31.27881485757405	25.21414896300518	1.220321739606848	0.007753133882113921	139	111	0.0	0.0	8937	5.194832779397905	4.3275070707301443e-07	8.9	1	0.015972949874278605	accepted	n/a
PCA_12	27.358845650497923	23.047808796955653	1.1352837686369734	0.007471620780123409	0	195	0.0	0.0	10326	0.0	0.0	17.4	1	0.015195339436927803	accepted	n/a
PCA_13	28.450658377907462	21.850979748216382	1.0431571285462264	0.007114321604211758	0	0	0.0	0.0	9878	0.0	0.0	14.2	1	0.014555982395768002	accepted	n/a
PCA_14	28.389449361872874	23.25349546350945	1.0473106960095802	0.006705757956892519	260	240	0.0	0.0	9719	1.6415655093225376	0.10217873171574314	10.1	-1	0.013534311487393754	accepted	n/a
PCA_15	26.366449807587575	20.00053123671801	0.8928095238354994	0.006351830414764732	0	0	0.0	0.0	9817	0.0	0.0	14.4	-1	0.012801449479151777	accepted	n/a
PCA_16	27.44375551767694	20.631970020235745	0.8985309606209446	0.0061741910105674955	246	0	0.0	0.0	10085	0.0	0.0	15.1	-1	0.012453931370915824	accepted	n/a
PCA_17	26.288326448152443	20.499908902705002	0.9609056698724759	0.006008020265101128	266	167	0.0	0.0	9867	0.0	0.0	12.9	-1	0.012239465611023907	accepted	n/a
PCA_18	24.074509665023495	21.807133459727822	0.8718663866897803	0.005995174622505167	0	0	0.0	0.0	9982	0.0	0.0	16.3	1	0.012097578891414534	accepted	n/a
PCA_19	22.779223557481377	18.158230939538598	0.7430388283030166	0.005536861346836555	0	155	0.0	0.0	9804	0.0	0.0	15.0	1	0.011141095156378292	accepted	n/a
PCA_20	23.55909109356442	20.199309471500104	0.7073922837890526	0.0054399901960514654	0	0	0.0	0.0	10164	0.0	0.0	18.0	1	0.010990973044989975	accepted	n/a
PCA_21	22.366713872365114	21.047030770840735	0.7044154067356773	0.005374265691892367	0	202	0.0	0.0	10096	0.0	0.0	18.4	-1	0.01082603754848479	accepted	n/a
PCA_22	22.702763903699285	18.919168627274708	0.6970863180708955	0.005211024182278313	0	246	0.0	0.0	9982	0.0	0.0	16.9	-1	0.010468216300787358	accepted	n/a
PCA_23	21.84572604949309	17.52100056205322	0.6567216406315862	0.005100809829040018	0	0	0.0	0.0	10067	0.0	0.0	18.0	1	0.010240172349541034	accepted	n/a
PCA_24	21.662657684247897	18.74725899670863	0.6484072449756938	0.005087655025223161	0	240	0.0	0.0	10081	0.0	0.0	18.4	-1	0.010283178844900523	accepted	n/a
PCA_25	21.071254967140188	18.960127156589017	0.6095462803582999	0.004879582496458299	0	0	0.0	0.0	9872	0.0	0.0	16.6	-1	0.009826438874689725	accepted	n/a
PCA_26	20.54914986336013	24.012849355869815	0.6323323584548145	0.004862365069049439	0	880	0.0	0.5789473684210527	9887	0.0	0.0	17.2	1	0.009798891249809516	accepted	n/a
